condition_id,fold,label,idx_in_session,state_label,true_policy_operator,true_policy_source,true_policy_reward,balanced_pool_shuffle_reward,frequency_matched_random_reward,performance_matched_random_reward,within_state_shuffle_reward,oracle_reward
b6j_064,0,P10,56.0,fes=Surprise|side=B_side|tfc=high|phase=q1,O1_lag0_AB,state_mapping,0.5266859342100999,0.5026425235957166,0.19006889531336787,0.47761774928279166,0.7097823413054603,1.1688710872468095
b6j_064,0,P10,64.0,fes=Surprise|side=A_side|tfc=high|phase=q4,O4_B_C_boundary,global_fallback,,-0.412893762339312,0.32146117637604105,-0.412893762339312,,0.9492650041883183
b6j_064,0,P10,101.0,fes=Surprise|side=B_side|tfc=high|phase=q1,O1_lag0_AB,state_mapping,0.1166485626102905,-0.45779443141720644,-0.38816290412924054,-0.7809186155576763,-0.39700718081287917,0.8913751401012282
b6j_064,0,P10,106.0,fes=Surprise|side=A_side|tfc=low|phase=q4,O4_B_C_boundary,global_fallback,-1.3097203912684225,-1.162571940509759,-1.0316122678376753,-0.6408637969108448,-1.3097203912684257,1.4070710696338369
b6j_064,0,P10,132.0,fes=Surprise|side=A_side|tfc=high|phase=q1,O4_B_C_boundary,global_fallback,0.8831013713112816,0.7983204683024376,0.7799494468400698,0.5570209751234145,0.8831013713112833,1.3255518478442119
b6j_064,0,P10,137.0,fes=Surprise|side=B_side|tfc=high|phase=q4,O1_lag0_AB,state_mapping,-0.6539389116031444,-0.9017506198329238,-1.1111773702797827,-1.1304998889681035,-1.2044867873484928,-0.6539389116031444
b6j_064,0,P10,175.0,fes=Surprise|side=B_side|tfc=low|phase=q1,O4_B_C_boundary,state_mapping,0.5802018671417117,0.5979786663133493,0.4546155016218962,0.6610054997400685,0.1868719634932665,1.3043430182787044
b6j_064,0,P10,191.0,fes=Surprise|side=A_side|tfc=mid|phase=q4,O4_B_C_boundary,global_fallback,,-0.1259675885102986,0.46195306341654635,-0.12596758851029866,,1.5159903798231351
b6j_064,0,P10,228.0,fes=Surprise|side=B_side|tfc=mid|phase=q1,O5_full_TFC,state_mapping,-0.7792473914978733,-0.8220367257649898,-0.387449300163369,-1.0169659152040664,0.051355233985529415,0.9999489834961277
b6j_064,0,P10,252.0,fes=Surprise|side=B_side|tfc=low|phase=q4,O4_B_C_boundary,state_mapping,0.959892794903567,0.8941422405936663,0.661801560930423,0.6968905776639645,-0.22606934483006885,0.959892794903567
b6j_064,0,P10,268.0,fes=CoCreation|side=A_side|tfc=mid|phase=q1,O4_B_C_boundary,global_fallback,-1.3267851520667084,-1.1530640337764788,-0.9268469519290349,-0.6319006789057795,-1.326785152066712,0.6428243465332251
b6j_064,0,P10,289.0,fes=Activation|side=A_side|tfc=mid|phase=q4,O4_B_C_boundary,global_fallback,1.6936775092298493,1.6944348521523622,1.4820231010177953,1.69711997705944,1.6936775092298515,1.7005624448890309
b6j_064,0,P10,299.0,fes=Activation|side=B_side|tfc=low|phase=q1,O4_B_C_boundary,global_fallback,-1.4377060972555649,-1.251459077398031,-1.1640772398050767,-0.005036713736090381,-1.4377060972555618,1.427632669783384
b6j_064,0,P10,310.0,fes=Surprise|side=A_side|tfc=high|phase=q4,O4_B_C_boundary,global_fallback,0.5802018671417117,0.6201117502961264,0.6177550348845559,0.8149658856970999,0.5802018671417105,1.1142288673242566
b6j_064,0,P10,314.0,fes=Surprise|side=B_side|tfc=mid|phase=q1,O5_full_TFC,state_mapping,-0.6800704507617803,-0.6293859241005488,-0.7180890863684405,-0.4773323441168613,0.2531057427012852,1.2736722838263526
b6j_064,0,P10,321.0,fes=SelfGrowth|side=B_side|tfc=high|phase=q4,O4_B_C_boundary,global_fallback,1.2158642068778514,0.9280096817667486,0.6751866503598549,-0.15487162698454915,1.215864206877853,1.2158642068778514
b6j_064,0,P10,350.0,fes=Activation|side=A_side|tfc=low|phase=q1,O4_B_C_boundary,global_fallback,,1.0077407080823884,0.13075242559057257,1.0077407080823888,,1.6293354549500985
