state_label,n_train_events,selected_operator,selected_train_reward,global_best_operator,global_best_train_reward,train_mean_O1_lag0_AB,train_mean_O2_lag5_AB,train_mean_O3_A_C_boundary,train_mean_O4_B_C_boundary,train_mean_O5_full_TFC,train_mean_O6_phase_only,train_mean_O7_suppress_event,fold,condition_id
fes=Activation,81,O1_lag0_AB,0.21463872452687535,O4_B_C_boundary,-0.1391530862154322,0.21463872452687535,0.043597033603263474,-0.12042962432715956,-0.1391530862154322,-0.049225184870844776,0.17646092567687396,0.0,0,b6j_005
fes=Surprise,117,O4_B_C_boundary,0.07635161016964905,O4_B_C_boundary,0.07635161016964905,-0.20099208192587373,-0.10820249965525137,-0.06992022812864844,0.07635161016964905,-0.1391557199520709,-0.055437909726030014,0.0,0,b6j_005
fes=CoCreation,63,O5_full_TFC,0.4031914854622277,O4_B_C_boundary,0.17185327043056128,-0.13514737506464994,-0.016747914009294738,0.3585454707939699,0.17185327043056128,0.4031914854622277,-0.02370357848312072,0.0,0,b6j_005
fes=SelfGrowth,82,O2_lag5_AB,0.01710671100513659,O4_B_C_boundary,-0.056449734089981204,-0.037311829791170474,0.01710671100513659,-0.15716463937357328,-0.056449734089981204,-0.11771795611180001,-0.10241267358560864,0.0,0,b6j_005
fes=Challenge,41,O4_B_C_boundary,0.19323332080411668,O4_B_C_boundary,0.19323332080411668,-0.056733619087732355,0.04249783179858544,0.11828674844945208,0.19323332080411668,0.10590680457175632,0.04881244054774069,0.0,0,b6j_005
fes=Activation,88,O6_phase_only,0.14887078642126195,O2_lag5_AB,0.03173539387556706,0.09238694697096017,0.03173539387556706,-0.022587136251538256,-0.18003322642191355,-0.09305888270367171,0.14887078642126195,0.0,1,b6j_005
fes=Surprise,118,O2_lag5_AB,0.017537370565142565,O2_lag5_AB,0.017537370565142565,-0.08930856697569853,0.017537370565142565,-0.07999635723405195,-0.0922331772494298,-0.08600306139019602,-0.021420575437500103,0.0,1,b6j_005
fes=CoCreation,56,O5_full_TFC,0.41100955898043906,O2_lag5_AB,0.13708091834191422,0.09269044032332857,0.13708091834191422,0.19808336446693964,-0.04973158861214679,0.41100955898043906,-0.0765984730133331,0.0,1,b6j_005
fes=SelfGrowth,90,O7_suppress_event,0.0,O2_lag5_AB,-0.022470763674070256,-0.004408576932156088,-0.022470763674070256,-0.12028784005855937,-0.05445005912610889,-0.13778112713818377,-0.1761991083730473,0.0,1,b6j_005
fes=Challenge,43,O5_full_TFC,0.3070860756346797,O2_lag5_AB,0.11378157038120391,0.04019813045555463,0.11378157038120391,0.24825307080042566,0.25910831653279287,0.3070860756346797,0.0001627488223647135,0.0,1,b6j_005
fes=Activation,110,O6_phase_only,0.18201798154600243,O1_lag0_AB,0.15605509161780742,0.15605509161780742,-0.0015497861604050493,-0.07288420327392935,-0.18317386856883208,-0.1310883462332872,0.18201798154600243,0.0,2,b6j_005
fes=Surprise,124,O7_suppress_event,0.0,O1_lag0_AB,-0.11558812113201532,-0.11558812113201532,-0.10731595340735225,-0.11053494697339579,-0.05207261567123935,-0.2483521739093899,-0.010038400723726004,0.0,2,b6j_005
fes=CoCreation,64,O5_full_TFC,0.3902140346818894,O1_lag0_AB,-0.09034034232957934,-0.09034034232957934,0.05483981713362541,0.2738595371710141,0.10163013097645661,0.3902140346818894,0.04598816723391849,0.0,2,b6j_005
fes=SelfGrowth,74,O1_lag0_AB,0.18428753257596284,O1_lag0_AB,0.18428753257596284,0.18428753257596284,0.06273811189888832,-0.2395369708739171,0.04068799309740481,-0.18514305345907706,-0.2585550953357029,0.0,2,b6j_005
fes=Challenge,46,O4_B_C_boundary,0.24541820463850259,O1_lag0_AB,0.09748206478072097,0.09748206478072097,0.10856588963672247,0.0764861681703224,0.24541820463850259,0.20433598265944222,0.053963892855646435,0.0,2,b6j_005
fes=Surprise,128,O4_B_C_boundary,0.07892451869207101,O3_A_C_boundary,-0.0072304399807700944,-0.049943372847807754,-0.10829877202208352,-0.0072304399807700944,0.07892451869207101,-0.09316965175436398,-0.010552840307300177,0.0,3,b6j_005
fes=CoCreation,60,O3_A_C_boundary,0.5340420010570646,O3_A_C_boundary,0.5340420010570646,-0.0510376220245982,0.12741696868783567,0.5340420010570646,0.09833568410012095,0.5002345695022232,-0.10924307817136064,0.0,3,b6j_005
fes=Activation,97,O1_lag0_AB,0.27151022691141646,O3_A_C_boundary,0.11062001475365425,0.27151022691141646,0.03625007067666456,0.11062001475365425,-0.1304387653518959,0.0021101476752359164,0.15594934788087841,0.0,3,b6j_005
fes=SelfGrowth,70,O7_suppress_event,0.0,O3_A_C_boundary,-0.20248593638514584,-0.001280726423037976,-0.05165367937521407,-0.20248593638514584,-0.13070724111445517,-0.18603376461055954,-0.22884111912704244,0.0,3,b6j_005
fes=Challenge,42,O3_A_C_boundary,0.3165981032478702,O3_A_C_boundary,0.3165981032478702,-0.09612945107943398,-0.03989343505585596,0.3165981032478702,0.2319588557081254,0.29563021881438156,0.03703925028012848,0.0,3,b6j_005
fes=Activation,96,O1_lag0_AB,0.11725023153413482,O4_B_C_boundary,-0.17340173076992152,0.11725023153413482,0.026861983562861836,0.007920987619382935,-0.17340173076992152,-0.00015234553108472813,0.10556858186028568,0.0,4,b6j_005
fes=Surprise,129,O6_phase_only,0.09997427659547505,O4_B_C_boundary,0.04892163901751505,-0.10644323870645782,-0.05458490386099647,-0.10979893786281053,0.04892163901751505,-0.1531858690340911,0.09997427659547505,0.0,4,b6j_005
fes=CoCreation,61,O5_full_TFC,0.42228244620924804,O4_B_C_boundary,0.20412792672297106,0.003299151265745548,0.1459973939583935,0.1945119046707605,0.20412792672297106,0.42228244620924804,0.06596663332734215,0.0,4,b6j_005
fes=SelfGrowth,76,O4_B_C_boundary,0.00254595221587319,O4_B_C_boundary,0.00254595221587319,-0.16886941407380662,-0.07475809067090099,-0.16666439326460822,0.00254595221587319,-0.1788018560127848,-0.2356367390335191,0.0,4,b6j_005
fes=Challenge,52,O4_B_C_boundary,0.30855468652714135,O4_B_C_boundary,0.30855468652714135,0.0326449631547515,0.03165104625632,0.23372439747611837,0.30855468652714135,0.25683216165411177,0.07794073014580565,0.0,4,b6j_005
