condition_id,fold,label,idx_in_session,state_label,true_policy_operator,true_policy_source,true_policy_reward,balanced_pool_shuffle_reward,frequency_matched_random_reward,performance_matched_random_reward,within_state_shuffle_reward,oracle_reward
b6j_097,0,P10,56.0,phase=q1,O6_phase_only,state_mapping,0.7354949812981629,0.7354949812981608,0.8035777480131525,0.36774749064908147,0.35914554243144187,0.8693910891709757
b6j_097,0,P10,64.0,phase=q4,O5_full_TFC,state_mapping,0.5841084582126724,0.5841084582126713,0.038975918874823545,0.5841084582126724,-0.057748673770932506,0.5841084582126724
b6j_097,0,P10,101.0,phase=q1,O6_phase_only,state_mapping,-0.11383008560855538,-0.11383008560855509,-0.6160170895250205,-0.05691504280427769,-0.3631429230063922,0.4135186329079951
b6j_097,0,P10,106.0,phase=q4,O5_full_TFC,state_mapping,-0.5607653988665202,-0.5607653988665217,-0.4107165879897985,-0.9794232909588985,0.08009923180991674,1.4184901906828782
b6j_097,0,P10,132.0,phase=q1,O6_phase_only,state_mapping,-0.11545883003075683,-0.11545883003075706,0.008028996916812012,-0.05772941501537841,0.17157978308977906,1.2379931112173788
b6j_097,0,P10,137.0,phase=q4,O5_full_TFC,state_mapping,-1.0230828235977802,-1.0230828235977771,-0.9696206111570569,-1.0230828235977802,-0.8261249349509372,0.0
b6j_097,0,P10,175.0,phase=q1,O6_phase_only,state_mapping,0.3310987610786742,0.33109876107867303,-0.31723027674874205,0.1655493805393371,-0.0703844381464242,1.2144270551856815
b6j_097,0,P10,191.0,phase=q4,O5_full_TFC,state_mapping,1.6215682323369736,1.6215682323369789,0.6313729525077115,1.6215682323369736,0.2541248328440639,1.6215682323369736
b6j_097,0,P10,228.0,phase=q1,O6_phase_only,state_mapping,0.33735566605415196,0.33735566605415135,-0.1884073282783411,0.16867783302707598,-0.02542738995481418,0.8104734399066915
b6j_097,0,P10,252.0,phase=q4,O5_full_TFC,state_mapping,-1.1235708312271493,-1.1235708312271475,-0.5739242648276369,-0.27550592201528085,-0.2393996530486148,0.5725589871965876
b6j_097,0,P10,268.0,phase=q1,O6_phase_only,state_mapping,-0.2169971736783499,-0.21699717367835042,-0.4033988455447675,-0.10849858683917495,-0.3173605792640583,0.38923504906411527
b6j_097,0,P10,289.0,phase=q4,O5_full_TFC,state_mapping,-0.01822402164197831,-0.018224021641978356,1.8634733939285715,1.3356192294181157,1.0283211591694377,3.810056927277416
b6j_097,0,P10,299.0,phase=q1,O6_phase_only,state_mapping,1.483290590098483,1.4832905900984787,0.25028423768947766,0.7416452950492415,-0.4894681507823978,1.483290590098483
b6j_097,0,P10,310.0,phase=q4,O5_full_TFC,state_mapping,0.008715111108305341,0.008715111108305312,0.34904689591080945,0.1455167798079445,0.26059201039644303,0.9662650554265264
b6j_097,0,P10,314.0,phase=q1,O6_phase_only,state_mapping,1.0331638385079391,1.0331638385079382,0.17914680659905802,0.5165819192539696,-0.0023303277972879124,1.0331638385079391
b6j_097,0,P10,321.0,phase=q4,O5_full_TFC,state_mapping,0.21340469901735007,0.2134046990173505,-0.3884412834728093,0.5695411819544158,-0.16095006492496655,0.9256776648914815
b6j_097,0,P10,350.0,phase=q1,O6_phase_only,state_mapping,0.616495016661874,0.6164950166618726,1.7246256830903308,0.308247508330937,0.588106229099882,2.7958186606378392
b6j_097,0,P10,391.0,phase=q4,O5_full_TFC,state_mapping,1.901048179312984,1.901048179312981,0.8910486378617021,1.901048179312984,0.4557903782439439,1.901048179312984
b6j_097,0,P14,16.0,phase=q1,O6_phase_only,state_mapping,-0.9936882967270372,-0.9936882967270413,-1.0600612816811164,-0.4968441483635186,-0.78057642836061,0.0
b6j_097,0,P14,59.0,phase=q4,O5_full_TFC,state_mapping,-0.6485440845351826,-0.6485440845351854,-0.38378829086017224,-0.10866497479747314,-0.20147284895650375,0.9119156822581187
b6j_097,0,P14,60.0,phase=q1,O6_phase_only,state_mapping,0.470602799292731,0.470602799292731,-0.08017068596956115,0.2353013996463655,0.02002155994464789,1.1679514190969655
b6j_097,0,P14,74.0,phase=q4,O5_full_TFC,state_mapping,-1.1699149085794849,-1.1699149085794793,-0.90765735671046,-0.6141861056076703,-0.725776124994141,0.0
b6j_097,0,P14,95.0,phase=q1,O6_phase_only,state_mapping,-1.0653442799107853,-1.0653442799107875,-0.91879018124234,-0.5326721399553926,-0.3214556807764341,1.5865365223281203
b6j_097,0,P14,120.0,phase=q4,O5_full_TFC,state_mapping,-0.7150198971218374,-0.7150198971218353,-0.8475636843552243,-0.7150198971218374,-0.6940171018502961,0.0
b6j_097,0,P14,192.0,phase=q1,O6_phase_only,state_mapping,-0.2616746917933902,-0.26167469179338976,-0.1742390340578165,-0.1308373458966951,0.31253313879588124,2.1763765381780673
b6j_097,0,P14,210.0,phase=q4,O5_full_TFC,state_mapping,1.4056523688142342,1.4056523688142313,0.19480196333773814,1.4056523688142342,0.003543576944988878,1.4056523688142342
b6j_097,0,P14,254.0,phase=q1,O6_phase_only,state_mapping,-1.0585845235573432,-1.0585845235573488,-1.0734511249776273,-0.5292922617786716,-0.7520192417595937,0.10496686599179567
b6j_097,0,P14,271.0,phase=q4,O5_full_TFC,state_mapping,0.1504715280598559,0.15047152805985653,0.1965035526362648,0.9725225037917877,0.5123359127105251,1.7945734795237196
b6j_097,0,P14,283.0,phase=q1,O6_phase_only,state_mapping,-0.2988062894084812,-0.2988062894084818,0.2459473315913026,-0.1494031447042406,0.47676041400152447,1.2706071876733316
b6j_097,0,P14,290.0,phase=q4,O5_full_TFC,state_mapping,0.036293207091507934,0.036293207091508024,0.6585935637335179,0.40635758343818346,0.18280083101545552,1.3023525533631832
b6j_097,0,P14,301.0,phase=q1,O6_phase_only,state_mapping,-0.10194803202796636,-0.10194803202796622,0.13020290443966007,-0.05097401601398318,-0.15999204757831875,0.4206327190613597
b6j_097,0,P14,308.0,phase=q4,O5_full_TFC,state_mapping,0.8355332000758218,0.835533200075818,0.32438393818322164,0.4473867590005972,0.31276451792554616,0.8355332000758218
b6j_097,0,P14,320.0,phase=q1,O6_phase_only,state_mapping,0.04886123326594119,0.04886123326594109,-0.4652122015890479,0.024430616632970595,-0.631444342429371,0.04886123326594119
b6j_097,0,P14,336.0,phase=q4,O5_full_TFC,state_mapping,2.9954844025307317,2.995484402530727,2.303068391724836,2.9954844025307317,1.2205617613027036,2.9954844025307317
b6j_097,0,P14,340.0,phase=q1,O6_phase_only,state_mapping,-0.0142005367031311,-0.01420053670313107,1.3535035862150673,-0.00710026835156555,0.8658576623312554,2.6756175717026593
b6j_097,0,P14,392.0,phase=q4,O5_full_TFC,state_mapping,0.892251347683004,0.8922513476830052,0.16173267142213998,0.892251347683004,0.026904961381325712,0.892251347683004
b6j_097,0,P16,23.0,phase=q4,O5_full_TFC,state_mapping,-0.914949003590144,-0.9149490035901446,-0.4672972254075135,-1.34134639761627,-0.5475154753784117,0.0
b6j_097,0,P16,35.0,phase=q1,O6_phase_only,state_mapping,-0.40371294702994337,-0.4037129470299444,-0.5518340502224517,-0.20185647351497168,-0.5666632377252138,0.0
b6j_097,0,P16,43.0,phase=q4,O5_full_TFC,state_mapping,-0.5689069923012581,-0.5689069923012551,-0.09438655091776468,-0.13642368559737728,-0.21906151964395296,0.3964966643065388
b6j_097,0,P16,50.0,phase=q1,O6_phase_only,state_mapping,-0.5394701986352991,-0.5394701986352998,-0.4249132591215863,-0.26973509931764955,-0.2851265778480298,0.27921134907883693
b6j_097,0,P16,53.0,phase=q4,O5_full_TFC,state_mapping,-0.0446365982487805,-0.04463659824878067,-0.4632385401056856,0.11800658634950341,-0.08073361682688246,1.2384307682848412
b6j_097,0,P16,66.0,phase=q1,O6_phase_only,state_mapping,-0.8001826073638332,-0.8001826073638348,-0.4989017828618776,-0.4000913036819166,0.1076412089341941,1.4958417279137182
b6j_097,0,P16,90.0,phase=q4,O5_full_TFC,state_mapping,-0.7114553135018197,-0.7114553135018195,0.060307777536721674,-0.2232032441182574,-0.08087022163375841,0.8586833889559023
b6j_097,0,P16,101.0,phase=q1,O6_phase_only,state_mapping,-0.7980476171733014,-0.7980476171732986,-0.30304684024439854,-0.3990238085866507,-0.1612756429786262,0.26074426094430997
b6j_097,0,P16,123.0,phase=q4,O5_full_TFC,state_mapping,-0.2604448938949245,-0.2604448938949255,-0.5712221635756455,-0.0955116609124142,0.3771394242551388,2.859434298558975
b6j_097,0,P16,125.0,phase=q1,O6_phase_only,state_mapping,0.1617717718246698,0.16177177182466895,-0.09191197964762626,0.0808858859123349,0.6531022156578199,3.0260222575090143
b6j_097,0,P16,139.0,phase=q4,O5_full_TFC,state_mapping,0.38572955582551993,0.3857295558255202,-0.11168226815700955,0.38572955582551993,-0.3301374698589529,0.38572955582551993
b6j_097,0,P16,177.0,phase=q1,O6_phase_only,state_mapping,-0.6418947187223529,-0.6418947187223545,-0.3645628560898714,-0.32094735936117647,-0.4073984524031197,0.0
b6j_097,0,P16,220.0,phase=q4,O5_full_TFC,state_mapping,1.0492703068006397,1.0492703068006426,0.06488139015437577,0.6657943776541116,1.1122610315355583,4.12019750142936
b6j_097,0,P16,244.0,phase=q1,O6_phase_only,state_mapping,-0.7557144253912602,-0.755714425391261,-0.9094481207304301,-0.3778572126956301,-0.25328557957731884,1.2419561227064913
b6j_097,0,P16,278.0,phase=q4,O5_full_TFC,state_mapping,-0.3446925440374031,-0.3446925440374018,-0.5397902949413222,0.10614254217095831,0.16716272121297987,1.9627818459234423
b6j_097,0,P16,298.0,phase=q1,O6_phase_only,state_mapping,0.4637380848344582,0.46373808483445955,-0.35768727087046814,0.2318690424172291,-0.8082254522880282,0.4637380848344582
b6j_097,0,P16,312.0,phase=q4,O5_full_TFC,state_mapping,0.3649349540041699,0.3649349540041698,0.15276995905261018,0.4820650258630065,0.4643458253881606,2.333285413395289
b6j_097,0,P16,317.0,phase=q1,O6_phase_only,state_mapping,-0.4427224303359813,-0.4427224303359806,1.5747974122035677,-0.22136121516799065,1.2911239742099,3.525066593325132
b6j_097,0,P16,368.0,phase=q4,O5_full_TFC,state_mapping,0.2079523086996209,0.20795230869962025,1.9109986147262055,-0.06661485205629045,1.0764687808128637,3.6727706554433617
b6j_097,0,P16,373.0,phase=q1,O6_phase_only,state_mapping,-0.9035358190490929,-0.9035358190490947,-0.7456949565232511,-0.45176790952454643,0.016519326001359955,2.019510447254091
b6j_097,0,P16,392.0,phase=q4,O5_full_TFC,state_mapping,-0.6436284036535871,-0.6436284036535902,-0.3623221364450981,-0.5201261467562788,-0.08577974323968367,1.6430231482468713
b6j_097,0,P16,406.0,phase=q1,O6_phase_only,state_mapping,2.3049254806897705,2.3049254806897617,1.0563295670529076,1.1524627403448853,0.42429323052687096,2.3049254806897705
b6j_097,0,P16,417.0,phase=q4,O5_full_TFC,state_mapping,,,,,0.0,0.0
b6j_097,0,P17,42.0,phase=q1,O6_phase_only,state_mapping,0.45128090130086956,0.4512809013008713,-0.12436310633365064,0.22564045065043478,0.042562141239817525,0.9596024591476389
b6j_097,0,P17,52.0,phase=q4,O5_full_TFC,state_mapping,-0.5127698420201341,-0.5127698420201341,-0.5319030768927256,-0.19304555764141704,-0.48170052584506556,0.12667872673730002
b6j_097,0,P17,68.0,phase=q1,O6_phase_only,state_mapping,-0.7534035375011793,-0.7534035375011825,0.254000958877652,-0.37670176875058964,-0.13828234129932288,1.227825305377189
b6j_097,0,P17,125.0,phase=q4,O5_full_TFC,state_mapping,-0.25755182944996763,-0.25755182944996646,-0.6442368001249557,-0.6695839998106209,-0.08672298040251482,0.6381214962750957
b6j_097,0,P17,145.0,phase=q1,O6_phase_only,state_mapping,-0.9964792097118222,-0.9964792097118221,-0.901216061586127,-0.4982396048559111,-0.853265469946526,0.0
b6j_097,0,P17,183.0,phase=q4,O5_full_TFC,state_mapping,0.7766092481211258,0.7766092481211243,-0.12892763914546523,0.3871752205116422,1.2038577725297122,2.9888331373126564
b6j_097,0,P17,201.0,phase=q1,O6_phase_only,state_mapping,-0.03697678566099989,-0.036976785660999725,-0.04257829826212102,-0.018488392830499946,0.13077539057006649,1.368429224793825
b6j_097,0,P17,222.0,phase=q4,O5_full_TFC,state_mapping,-0.4879737675298312,-0.48797376752983274,-0.6984018125825197,-0.9050410411859592,0.33845354023259644,2.2146726208211964
b6j_097,0,P17,226.0,phase=q1,O6_phase_only,state_mapping,-0.8297915461297151,-0.829791546129713,-0.8252829806398887,-0.41489577306485753,-0.1128005092523629,1.8745587775269552
b6j_097,0,P17,241.0,phase=q4,O5_full_TFC,state_mapping,-0.5241702192360302,-0.5241702192360297,-0.6095665071711545,-0.6621823364882728,-0.4713769705978197,0.2056523175637321
b6j_097,0,P17,275.0,phase=q1,O6_phase_only,state_mapping,-0.8059082689901225,-0.805908268990123,-0.8436791617730615,-0.40295413449506123,-0.4451629730102668,0.7273045470082143
b6j_097,0,P17,276.0,phase=q4,O5_full_TFC,state_mapping,-0.8742345188830832,-0.8742345188830811,-0.44531437127150986,-1.1658527916100194,-0.4911562357722455,0.35254203486012625
b6j_097,0,P17,289.0,phase=q1,O6_phase_only,state_mapping,0.48847817417016876,0.48847817417016876,0.35591883454617346,0.24423908708508438,0.07622680973156236,0.48847817417016876
b6j_097,0,P17,305.0,phase=q4,O5_full_TFC,state_mapping,-0.9415706373778624,-0.9415706373778596,-0.8862585527252348,-0.15706916182706032,-0.34023291676131096,0.6274323137237418
b6j_097,0,P17,334.0,phase=q1,O6_phase_only,state_mapping,-0.20424184948650131,-0.2042418494865009,-0.363977150816409,-0.10212092474325066,-0.4837892671094432,0.015299946741997817
b6j_097,0,P17,342.0,phase=q4,O5_full_TFC,state_mapping,0.3907195779226463,0.390719577922647,-0.28063011690951833,-0.007146781982526024,-0.20775746460800465,0.4379345228246453
b6j_097,0,P17,360.0,phase=q1,O6_phase_only,state_mapping,0.3338016506033926,0.3338016506033914,-0.16626759594163054,0.1669008253016963,-0.39918375304313286,0.3338016506033926
b6j_097,0,P17,374.0,phase=q4,O5_full_TFC,state_mapping,-1.0862592139233982,-1.0862592139233982,-0.9786420083951128,-1.516400021496799,-0.6405949855287786,0.0
b6j_097,0,P17,393.0,phase=q1,O6_phase_only,state_mapping,-0.25461380226586655,-0.2546138022658657,-0.4185741752468001,-0.12730690113293328,-0.0605087646895401,1.867463911960756
