condition_id,state_representation,endpoint_mode,operator_pool,seed,n_folds,min_state_events,n_control_draws,comparison,mean_true_policy,mean_comparator,effect,p_greater,n_events,state_mapping_rate
b6j_013,fes_phase,rank_reward,full,60810,5,8,200,true_policy_vs_balanced_pool_shuffle,-0.005866463148319694,-0.008950355022314584,0.00573437827041537,0.4030387844862055,465,1.0
b6j_013,fes_phase,rank_reward,full,60810,5,8,200,true_policy_vs_frequency_matched_random,-0.005866463148319694,-0.02177100689773464,0.01515779317506129,0.34866053578568573,465,1.0
b6j_013,fes_phase,rank_reward,full,60810,5,8,200,true_policy_vs_performance_matched_random,-0.005866463148319694,-0.01007108956084061,0.007274062562863327,0.3954418232706917,465,1.0
b6j_013,fes_phase,rank_reward,full,60810,5,8,200,true_policy_vs_within_state_shuffle,-0.005866463148319694,0.004494764706651223,-0.010862820210762581,0.6109556177528989,465,1.0
b6j_013,fes_phase,rank_reward,full,60810,5,8,200,true_policy_vs_oracle,-0.005866463148319694,1.1117820538752037,-1.1511323417679862,1.0,465,1.0
b6j_014,fes_phase,rank_reward,core_5,60810,5,8,200,true_policy_vs_balanced_pool_shuffle,-0.010923288918013857,0.008591614172052774,-0.010258893210485976,0.6781287485005998,460,1.0
b6j_014,fes_phase,rank_reward,core_5,60810,5,8,200,true_policy_vs_frequency_matched_random,-0.010923288918013857,-0.003831521865024887,0.0004500990296260083,0.4934026389444222,460,1.0
b6j_014,fes_phase,rank_reward,core_5,60810,5,8,200,true_policy_vs_performance_matched_random,-0.010923288918013857,0.004034719788181959,-0.005602935905226657,0.5817672930827669,460,1.0
b6j_014,fes_phase,rank_reward,core_5,60810,5,8,200,true_policy_vs_within_state_shuffle,-0.010923288918013857,0.020142608425878696,-0.023553677523018783,0.7237105157936825,460,1.0
b6j_014,fes_phase,rank_reward,core_5,60810,5,8,200,true_policy_vs_oracle,-0.010923288918013857,0.9944777980181899,-1.0181213235956248,1.0,460,1.0
b6j_015,fes_phase,rank_reward,no_phase_only,60810,5,8,200,true_policy_vs_balanced_pool_shuffle,-0.007145687016111602,0.018792266830171975,-0.007937354288797854,0.6457417033186725,466,1.0
b6j_015,fes_phase,rank_reward,no_phase_only,60810,5,8,200,true_policy_vs_frequency_matched_random,-0.007145687016111602,-0.006527245278692746,-0.0033491366097314706,0.5257896841263494,466,1.0
b6j_015,fes_phase,rank_reward,no_phase_only,60810,5,8,200,true_policy_vs_performance_matched_random,-0.007145687016111602,0.01439360015983888,-0.00329326844801698,0.5625749700119952,466,1.0
b6j_015,fes_phase,rank_reward,no_phase_only,60810,5,8,200,true_policy_vs_within_state_shuffle,-0.007145687016111602,0.011338286278347725,-0.017088204499189363,0.7029188324670131,466,1.0
b6j_015,fes_phase,rank_reward,no_phase_only,60810,5,8,200,true_policy_vs_oracle,-0.007145687016111602,1.0019491603225386,-1.0411052679583315,1.0,466,1.0
b6j_016,fes_phase,rank_reward,no_suppress,60810,5,8,200,true_policy_vs_balanced_pool_shuffle,-0.004150452808223884,-0.03759553058109549,0.035676662140746676,0.07996801279488205,462,1.0
b6j_016,fes_phase,rank_reward,no_suppress,60810,5,8,200,true_policy_vs_frequency_matched_random,-0.004150452808223884,-0.02381162038576969,0.024554477208657794,0.24310275889644142,462,1.0
b6j_016,fes_phase,rank_reward,no_suppress,60810,5,8,200,true_policy_vs_performance_matched_random,-0.004150452808223884,-0.027680704309700117,0.02794780258872834,0.1675329868052779,462,1.0
