condition_id,fold,label,idx_in_session,state_label,true_policy_operator,true_policy_source,true_policy_reward,balanced_pool_shuffle_reward,frequency_matched_random_reward,performance_matched_random_reward,within_state_shuffle_reward,oracle_reward
b6j_022,0,P10,56.0,fes=Surprise|side=B_side,O4_B_C_boundary,state_mapping,-0.11518713538842819,-0.11518713538842819,0.5756005693762338,-0.11518713538842819,0.590125198726581,1.1688710872468095
b6j_022,0,P10,64.0,fes=Surprise|side=A_side,O3_A_C_boundary,state_mapping,,0.9492650041883192,0.7616606219610307,0.9492650041883183,0.507634112652731,0.9492650041883183
b6j_022,0,P10,101.0,fes=Surprise|side=B_side,O4_B_C_boundary,state_mapping,-0.3626261669635698,-0.3626261669635703,-0.004320097668406992,-0.3626261669635698,-0.4588146007329867,0.8913751401012282
b6j_022,0,P10,106.0,fes=Surprise|side=A_side,O3_A_C_boundary,state_mapping,1.2969297062136353,0.6868442288572276,-0.7921591233306541,0.3863543668757148,-0.2774500953272182,1.4070710696338369
b6j_022,0,P10,132.0,fes=Surprise|side=A_side,O3_A_C_boundary,state_mapping,0.933620407404604,0.7592050033866351,1.0489637200025872,0.7041264547493814,0.62172427795158,1.3255518478442119
b6j_022,0,P10,137.0,fes=Surprise|side=B_side,O4_B_C_boundary,state_mapping,,,-0.8067859238422554,,-1.1726639217280828,-0.6539389116031444
b6j_022,0,P10,175.0,fes=Surprise|side=B_side,O4_B_C_boundary,state_mapping,0.5802018671417117,0.5802018671417105,0.7180153197739348,0.5802018671417117,0.02463371976740872,1.3043430182787044
b6j_022,0,P10,191.0,fes=Surprise|side=A_side,O3_A_C_boundary,state_mapping,,1.5159903798231364,0.5331560860519052,1.5159903798231351,0.7792832417690841,1.5159903798231351
b6j_022,0,P10,228.0,fes=Surprise|side=B_side,O4_B_C_boundary,state_mapping,-0.7892451869207108,-0.7892451869207097,-0.22509769535797788,-0.7892451869207108,-0.19218928400184387,0.9999489834961277
b6j_022,0,P10,252.0,fes=Surprise|side=B_side,O4_B_C_boundary,state_mapping,0.959892794903567,0.959892794903567,-0.10821076283268226,0.959892794903567,-0.2124138931265856,0.959892794903567
b6j_022,0,P10,268.0,fes=CoCreation|side=A_side,O3_A_C_boundary,state_mapping,0.04646979403371336,-0.18415561454818605,-0.4819065677804058,-0.25304372360511657,-0.32511798357813737,0.6428243465332251
b6j_022,0,P10,289.0,fes=Activation|side=A_side,O1_lag0_AB,state_mapping,1.558848973064793,1.5588489730647934,0.965489967187199,0.8294219357072029,0.7315235514180739,1.6936775092298493
b6j_022,0,P10,299.0,fes=Activation|side=B_side,O1_lag0_AB,state_mapping,-1.4033175562510722,-1.4033175562510691,-0.9032813012350118,-1.4766192403350353,-1.0357198505189322,0.71394501742705
b6j_022,0,P10,310.0,fes=Surprise|side=A_side,O3_A_C_boundary,state_mapping,-0.37598287900004407,-0.13611681403243134,0.31253062138400195,-0.017973826809576987,0.4547490336692161,1.1142288673242566
b6j_022,0,P10,314.0,fes=Surprise|side=B_side,O4_B_C_boundary,state_mapping,-1.4206413364572792,-1.4206413364572719,0.06745337289081381,-1.4206413364572792,-0.05479404296400121,1.0074194043616007
b6j_022,0,P10,321.0,fes=SelfGrowth|side=B_side,O1_lag0_AB,state_mapping,-0.3216672484101954,-0.3216672484101948,0.11123037683812222,-0.13226365324806538,0.2582860067746175,1.2158642068778514
b6j_022,0,P10,350.0,fes=Activation|side=A_side,O1_lag0_AB,state_mapping,-1.6436842913268226,-1.6436842913268273,-0.9423229171246251,-0.268298958370912,0.3297301084314576,1.6293354549500985
