condition_id,fold,label,idx_in_session,state_label,true_policy_operator,true_policy_source,true_policy_reward,balanced_pool_shuffle_reward,frequency_matched_random_reward,performance_matched_random_reward,within_state_shuffle_reward,oracle_reward
b6j_007,0,P10,56.0,fes=Surprise,O4_B_C_boundary,state_mapping,-0.11518713538842819,-0.11518713538842819,0.30126920075823466,-0.057593567694214094,0.49419954615593853,1.1688710872468095
b6j_007,0,P10,64.0,fes=Surprise,O4_B_C_boundary,state_mapping,,,0.5212186908977845,0.0,0.29476133129933724,0.9492650041883183
b6j_007,0,P10,101.0,fes=Surprise,O4_B_C_boundary,state_mapping,-0.3626261669635698,-0.3626261669635703,-0.5225149893566091,-0.1813130834817849,-0.3927470237585294,0.8913751401012282
b6j_007,0,P10,106.0,fes=Surprise,O4_B_C_boundary,state_mapping,-1.3097203912684225,-1.3097203912684257,-0.9750385051305636,-0.6548601956342113,0.059157738114239834,1.4070710696338369
b6j_007,0,P10,132.0,fes=Surprise,O4_B_C_boundary,state_mapping,0.8831013713112816,0.8831013713112833,0.7718668002438238,0.4415506856556408,0.450710565289475,1.3255518478442119
b6j_007,0,P10,137.0,fes=Surprise,O4_B_C_boundary,state_mapping,,,-1.0254945179392772,0.0,-0.9099779972186608,0.0
b6j_007,0,P10,175.0,fes=Surprise,O4_B_C_boundary,state_mapping,0.5802018671417117,0.5802018671417105,0.3161849860168916,0.29010093357085587,-0.08822879610649827,1.3043430182787044
b6j_007,0,P10,191.0,fes=Surprise,O4_B_C_boundary,state_mapping,,,0.5753586365913554,0.0,0.5911322714315618,1.5159903798231351
b6j_007,0,P10,228.0,fes=Surprise,O4_B_C_boundary,state_mapping,-0.7892451869207108,-0.7892451869207097,-0.09523405007403542,-0.3946225934603554,-0.2962073686955808,0.9999489834961277
b6j_007,0,P10,252.0,fes=Surprise,O4_B_C_boundary,state_mapping,0.959892794903567,0.959892794903567,0.5327101340627781,0.4799463974517835,-0.3131497088772744,0.959892794903567
b6j_007,0,P10,268.0,fes=CoCreation,O5_full_TFC,state_mapping,-0.5525572412439465,-0.552557241243946,-0.6836432364520305,-0.25304372360511657,-0.21807180437209917,0.6428243465332251
b6j_007,0,P10,289.0,fes=Activation,O1_lag0_AB,state_mapping,1.558848973064793,1.0993099395295096,1.2791540925849914,0.8294219357072029,0.5498600888473694,1.6936775092298493
b6j_007,0,P10,299.0,fes=Activation,O1_lag0_AB,state_mapping,-1.4033175562510722,-1.4458325330197668,-1.4195454358081143,-1.4766192403350353,-0.8444310878727406,0.71394501742705
b6j_007,0,P10,310.0,fes=Surprise,O4_B_C_boundary,state_mapping,0.5802018671417117,0.5802018671417105,0.6138063355386856,0.29010093357085587,0.3097233003876784,1.1142288673242566
b6j_007,0,P10,314.0,fes=Surprise,O4_B_C_boundary,state_mapping,-1.4206413364572792,-1.4206413364572719,-0.2959830345941914,-0.7103206682286396,-0.18747444357452964,1.0074194043616007
b6j_007,0,P10,321.0,fes=SelfGrowth,O2_lag5_AB,state_mapping,0.05713994191406463,-0.2080250913129172,0.5074677808556836,-0.13226365324806538,0.2361319449582684,1.2158642068778514
b6j_007,0,P10,350.0,fes=Activation,O1_lag0_AB,state_mapping,-1.6436842913268226,-0.7634376782350388,-0.3321450889603208,-0.268298958370912,0.23307983024700465,1.6293354549500985
b6j_007,0,P10,391.0,fes=Activation,O1_lag0_AB,state_mapping,0.7034261805893284,0.6964571568885818,0.8630243042021329,0.6909814954094218,0.655502566930864,1.544326648604876
b6j_007,0,P14,16.0,fes=Activation,O1_lag0_AB,state_mapping,-0.10250934289995245,-0.5657564823225555,-0.7891019102909625,-0.9012113074216848,-0.7916664989400465,0.0
b6j_007,0,P14,59.0,fes=SelfGrowth,O2_lag5_AB,state_mapping,-0.09285240561035478,0.7625844195861815,0.6138425457586577,0.5138403782169761,0.04308197557140869,1.120533162044307
