c_representation,topology_arm,n_nodes,n_directed_edges,topology_notes,n_seed_events,mean_seed_strength,total_impulse_budget,mean_bounded_differentiated_recovery,sd_bounded_differentiated_recovery,effect_vs_time_shifted,effect_vs_random_event,p_vs_time_shifted_and_random,D12_D24_recovery_improvement,D12_D24_recovery_improvement_sd,D12_recovery,D12_recovery_sd,D24_recovery,D24_recovery_sd,bounded_non_runaway_score,bounded_non_runaway_score_sd,differentiated_recovery,differentiated_recovery_sd,late_window_stability,late_window_stability_sd,mean_phase_locking,mean_phase_locking_sd,n_events_evaluated,n_events_evaluated_sd,non_collapsed_differentiation_score,non_collapsed_differentiation_score_sd,post_event_readout_score,post_event_readout_score_sd,effect_vs_no_topology_baseline,effect_vs_c8_1,effect_vs_c12_reversed,effect_vs_c12_side_broken,effect_vs_h24_effective_ring_edges_144,effect_vs_h24_degree_matched_null,effect_vs_h24_minimum_factorisation_suite_168
magnitude_only_c,no_topology_baseline,12,0,12 nodes with no coupling edges,132,0.07526174255325091,9.934550017029121,0.02245740666001348,0.002647675454420936,0.010300969677427694,-0.004270838743933147,0.4782608695652174,0.028088407354815575,0.0033267985752301423,0.7328125486322439,0.01317411155073496,0.6552881159688603,0.016461439626547475,0.9949320864609408,0.0010851818458777972,0.02245740666001348,0.002647675454420936,0.8637897316260764,0.024093069233637587,0.09679620930332872,0.022487323930394026,102.0,0.0,0.8174276558979734,0.018579412243129236,0.7368739335161981,0.011833402176184693,0.0,0.020916579006877455,-0.0038349562555555043,0.018473466088957495,0.019895543852768535,0.020193345485920923,0.01985157873239126
magnitude_only_c,c12_1_2,12,48,primary Luke/D12RG normalized readout candidate,132,0.07526174255325091,9.934550017029121,0.02583745346928994,0.003603780864184754,0.01087162489744052,0.006344623064938642,0.012422360248447204,0.029049539479474456,0.0043791945116506475,0.7357189808767399,0.016162868402862848,0.6559721305100668,0.01849670057479535,0.9805292007639121,0.0023989968732497325,0.02583745346928994,0.003603780864184754,0.7149577966991174,0.04426281870457071,0.11367946926410437,0.026224904906825344,102.0,0.0,0.8506796209313624,0.015166471869083405,0.740098995059309,0.015037144770331353,0.0033800468092764595,0.024296625816153914,-0.00045490944627904484,0.021853512898233958,0.023275590662044994,0.023573392295197382,0.02323162554166772
magnitude_only_c,c12_reversed,12,48,"C12(1,2) with all directed arrows reversed",132,0.07526174255325091,9.934550017029121,0.026292362915568985,0.0034083074926141697,0.011081562071148493,0.007517428063500867,0.006211180124223602,0.029900921775880274,0.004596721178626667,0.7377127007949645,0.01801440892287139,0.6574593777578982,0.021223259121904866,0.9805510591304463,0.0025601505090837792,0.026292362915568985,0.0034083074926141697,0.7202646102470311,0.031628772876491296,0.11202654386583606,0.029332683282983607,102.0,0.0,0.8518508811888743,0.01626748740390086,0.7418142371013396,0.016892584612754547,0.0038349562555555043,0.02475153526243296,0.0,0.022308422344513003,0.02373050010832404,0.024028301741476427,0.023686534987946765
magnitude_only_c,c12_side_broken,12,48,degree-matched C12 side-correspondence-broken control,132,0.07526174255325091,9.934550017029121,0.003983940571055984,0.0025519630727781667,0.001222105089748089,0.0004330163305340698,0.35403726708074534,0.004973078121869064,0.0035667016713856053,0.5579568499099896,0.01779572889090259,0.46729207695143044,0.017921050469504454,0.9403173629805306,0.0022754230716284514,0.003983940571055984,0.0025519630727781667,0.7902565544653763,0.02857940908436538,0.1366466321239314,0.028479702053243097,102.0,0.0,0.8081632479296481,0.011325507945036294,0.5661571402749966,0.014821725133037516,-0.018473466088957495,0.0024431129179199565,-0.022308422344513003,0.0,0.0014220777638110369,0.001719879396963427,0.0013781126434337636
magnitude_only_c,c8_1,8,8,primary non-D12 contrast,132,0.07526174255325091,9.934550017029121,0.0015408276531360273,0.002381460694885849,0.002594398453133727,0.005492297138839208,0.062111801242236024,0.002603273728421987,0.004208878263965089,0.46790831929631127,0.012223761437339446,0.49081738813154024,0.012703770604669635,0.8658659085584945,0.0022671200536293163,0.0015408276531360273,0.002381460694885849,0.40218552155967646,0.0668487351208246,0.2384655602512847,0.020703752706741678,102.0,0.0,0.6928005518491306,0.005652006357157735,0.5253787423394012,0.011926457719443128,-0.020916579006877455,0.0,-0.02475153526243296,-0.0024431129179199565,-0.0010210351541089196,-0.0007232335209565294,-0.0010650002744861929
magnitude_only_c,h24_minimum_factorisation_suite_168,24,168,H24 deterministic factorisation-suite carrier,132,0.07526174255325091,9.934550017029121,0.00260582792762222,0.0019015396042587065,0.0011446804248292205,-0.006826384499959568,0.5838509316770186,0.0031119363293890478,0.002485349900726588,0.5039797879449311,0.007715878303946308,0.4928310854549537,0.008249435392034427,0.942424774504944,0.0008053934133000365,0.00260582792762222,0.0019015396042587065,0.5634957775219942,0.06759956349601676,0.16993636323263203,0.019374152561177128,102.0,0.0,0.9048054573194472,0.010498167313161553,0.5285730158749521,0.006267143182150572,-0.01985157873239126,0.0010650002744861929,-0.023686534987946765,-0.0013781126434337636,4.396512037727323e-05,0.00034176675352966344,0.0
magnitude_only_c,h24_effective_ring_edges_144,24,144,H24 deterministic factorisation-suite carrier,132,0.07526174255325091,9.934550017029121,0.002561862807244947,0.0015907997050876072,-0.000150051791721572,-0.00040883035895197773,0.577639751552795,0.0028628818541493483,0.0019570185623762025,0.5109404411225884,0.008801833694380218,0.5084396279390994,0.010717302290967063,0.9440627541837973,0.0008772727242393131,0.002561862807244947,0.0015907997050876072,0.737703435210867,0.07538386935913595,0.1716550821226383,0.017353949649274288,102.0,0.0,0.9031996739380922,0.008372604270183426,0.5335228517299452,0.007742309861629362,-0.019895543852768535,0.0010210351541089196,-0.02373050010832404,-0.0014220777638110369,0.0,0.0002978016331523902,-4.396512037727323e-05
magnitude_only_c,h24_c8_stitched_derived_216,24,216,H24 deterministic factorisation-suite carrier,132,0.07526174255325091,9.934550017029121,0.003430332735383206,0.001829094819995072,0.0024209653226409337,-0.009487869594438373,0.515527950310559,0.004086806150236963,0.002366981949333796,0.4996428888931554,0.007729404998907085,0.4743879871646629,0.006603639260320708,0.9387047540963422,0.0007453380325968959,0.003430332735383206,0.001829094819995072,0.5008184382367696,0.06595885565249866,0.16962213268670515,0.02037193636177611,102.0,0.0,0.9047091312164681,0.009737814724187567,0.5279928863379302,0.006691072881085227,-0.019027073924630274,0.0018895050822471788,-0.022862030180185778,-0.0005536078356727777,0.0008684699281382591,0.0011662715612906494,0.0008245048077609859
magnitude_only_c,h24_degree_matched_null,24,168,degree-matched random graph for canonical H24 168,132,0.07526174255325091,9.934550017029121,0.0022640611740925567,0.0019474020418366648,0.001984431883171646,0.0024334542258665926,0.13664596273291926,0.0025106107185594194,0.002437427326134509,0.5326865396604191,0.010067935484380886,0.5196021332066791,0.011178413998326645,0.9703563695470722,0.0012812455847764374,0.0022640611740925567,0.0019474020418366648,0.9025722738761974,0.017987910465545,0.15843745824309396,0.021458676952708415,102.0,0.0,0.9237794354528992,0.013008096927314637,0.5420657017012328,0.009676609592514512,-0.020193345485920923,0.0007232335209565294,-0.024028301741476427,-0.001719879396963427,-0.0002978016331523902,0.0,-0.00034176675352966344
receiver_magnitude_c,no_topology_baseline,12,0,12 nodes with no coupling edges,132,0.07863103705463599,10.37929689121195,0.02464613143648056,0.0029517063120174073,0.013020171972380108,-0.0047967209548090625,0.4782608695652174,0.0305422731494955,0.004061759304200211,0.7474291069669003,0.010615472697615019,0.6611148351561602,0.013201219512778408,0.9947721759461416,0.0010137584943660538,0.02464613143648056,0.0029517063120174073,0.8364602745599365,0.030817126551029375,0.08551244872386224,0.021200508497300968,93.0,0.0,0.829094967383256,0.015697164262887333,0.7514771000358031,0.009993897247970139,0.0,0.025757385230595526,-0.0036128110871993697,0.023273383338114854,0.025014507533873406,0.0251202764540121,0.02514340762354683
receiver_magnitude_c,c12_1_2,12,48,primary Luke/D12RG normalized readout candidate,132,0.07863103705463599,10.37929689121195,0.0271374384998177,0.00364052327634377,0.010961523648779038,0.0065970238986730705,0.006211180124223602,0.030316298524099505,0.004484808188112089,0.7551783115507968,0.015380771969043206,0.6705063894554912,0.018851829484788196,0.9816079070698279,0.00285325694840745,0.0271374384998177,0.00364052327634377,0.7077833172760934,0.06198701803782976,0.105559072714978,0.02492609222961087,93.0,0.0,0.8584925501197802,0.017551366456163474,0.759162979969404,0.014986440306046078,0.0024913070633371392,0.028248692293932665,-0.0011215040238622305,0.025764690401451993,0.027505814597210545,0.02761158351734924,0.027634714686883968
receiver_magnitude_c,c12_reversed,12,48,"C12(1,2) with all directed arrows reversed",132,0.07863103705463599,10.37929689121195,0.02825894252367993,0.003339675261402379,0.013008698621515541,0.005266822539760508,0.006211180124223602,0.0314952118668067,0.004305153300423869,0.7546962468193501,0.01493015723416406,0.6702137619364762,0.019885686316904624,0.9819382847025295,0.002665631455886432,0.02825894252367993,0.003339675261402379,0.708689218847146,0.053494076430092574,0.10980770723402826,0.02643322354231881,93.0,0.0,0.8595618281981681,0.015872116453638205,0.7586729946062138,0.014468691734490597,0.0036128110871993697,0.029370196317794896,0.0,0.026886194425314223,0.028627318621072775,0.02873308754121147,0.028756218710746198
receiver_magnitude_c,c12_side_broken,12,48,degree-matched C12 side-correspondence-broken control,132,0.07863103705463599,10.37929689121195,0.0013727480983657075,0.0027394842604650527,-0.0013400099957325555,-0.003351353698798734,0.782608695652174,0.0018717937292259533,0.003966121746530417,0.5312038474397601,0.013439060590633978,0.525462083824203,0.013888157146069184,0.9305812928353318,0.0025955271660240103,0.0013727480983657075,0.0027394842604650527,0.6663113807229157,0.04066601540045918,0.15708464328373611,0.030004667792695665,93.0,0.0,0.8256816193925853,0.012402310779297085,0.5559807520451441,0.01184335468872153,-0.023273383338114854,0.0024840018924806705,-0.026886194425314223,0.0,0.00174112419575855,0.001846893115897246,0.0018700242854319748
receiver_magnitude_c,c8_1,8,8,primary non-D12 contrast,132,0.07863103705463599,10.37929689121195,-0.001111253794114963,0.002932188021327297,-0.0008825403411036369,0.0022678374726604216,0.40372670807453415,-0.0015318078711914515,0.004723614464250351,0.46705654959103116,0.011268714681853283,0.4967757661346767,0.012100806224752571,0.8659238699214302,0.0022157385845193622,-0.001111253794114963,0.002932188021327297,0.36720042571347966,0.07253161823093254,0.23487109304204642,0.024706423875631465,93.0,0.0,0.6930711995896555,0.0061442807616111155,0.5268020437195581,0.008901005249325517,-0.025757385230595526,0.0,-0.029370196317794896,-0.0024840018924806705,-0.0007428776967221206,-0.0006371087765834245,-0.0006139776070486957
receiver_magnitude_c,h24_minimum_factorisation_suite_168,24,168,H24 deterministic factorisation-suite carrier,132,0.07863103705463599,10.37929689121195,-0.0004972761870662673,0.0022162967638925278,0.0007767461209420468,-0.0043261255762219826,0.6583850931677019,-0.0006213872462669384,0.0027978534151218842,0.4989508800500332,0.0069681393252986005,0.49356082291618747,0.007724379392790249,0.9423121052575716,0.0007617565816199673,-0.0004972761870662673,0.0022162967638925278,0.529329277191169,0.06440439707516676,0.17658032140690866,0.01701871809276217,93.0,0.0,0.9077719774330676,0.008335628058516552,0.5241624689993831,0.006073170109813332,-0.02514340762354683,0.0006139776070486957,-0.028756218710746198,-0.0018700242854319748,-0.00012890008967342482,-2.313116953472867e-05,0.0
receiver_magnitude_c,h24_effective_ring_edges_144,24,144,H24 deterministic factorisation-suite carrier,132,0.07863103705463599,10.37929689121195,-0.00036837609739284245,0.002779018263805115,-0.0018112240090206358,-0.012703589710965002,0.9192546583850931,-0.00044534238101964947,0.0034771804884808563,0.5024146945499444,0.008671656883131332,0.5059848588415066,0.007943641227689714,0.9442692554235232,0.0008570671295806022,-0.00036837609739284245,0.002779018263805115,0.5051426979528391,0.11843829406717582,0.1750045722630785,0.01640102766917477,93.0,0.0,0.9073883082770026,0.008002633553082275,0.5300315777878403,0.006221672849434952,-0.025014507533873406,0.0007428776967221206,-0.028627318621072775,-0.00174112419575855,0.0,0.00010576892013869615,0.00012890008967342482
