label,idx_in_session,phase,strength,C_memory_scalar,O1_lag0_AB_raw,O2_lag5_AB_raw,ab_receiver_side,ba_receiver_side,ab_sender_side,ba_sender_side,ab_standpoint_polarity,ba_standpoint_polarity,ab_inverted_standpoint_polarity,ba_inverted_standpoint_polarity,ab_standpoint_magnitude,ba_standpoint_magnitude,ab_inverted_standpoint_magnitude,ba_inverted_standpoint_magnitude,scalar_c,directed_c,receiver_only_c,magnitude_only_c,receiver_magnitude_c,standpoint_inversion_c,receiver_standpoint_magnitude_c,endpoint_o1o2_reference
P1,42.0,-0.1482350940017722,0.3509050971810473,0.9126085211488411,0.10357620659485237,0.20660109910889468,0.3583805531111812,0.0068961004608218,0.0068961004608218,0.3583805531111812,0.35148445265035944,-0.35148445265035944,-0.35148445265035944,0.35148445265035944,0.35148445265035944,0.35148445265035944,0.35148445265035944,0.35148445265035944,0.8523446884862649,1.7716551896004267,0.11664412656128233,1.8333609490363239,1.1337315985690357,1.8333609490363239,1.532208435711343,-0.3933845966717812
P1,53.0,0.153373759199195,0.2010800482409479,0.8042894328442071,0.036058178922929805,0.14324743436499915,0.0748497347889251,0.1076205934652459,0.1076205934652459,0.0748497347889251,-0.03277085867632079,0.03277085867632079,0.03277085867632079,-0.03277085867632079,0.03277085867632079,0.03277085867632079,0.03277085867632079,0.03277085867632079,0.48377767582073095,-0.4379025305779725,-0.8971220764553947,-0.8619842296680537,-1.0161491877339828,-0.8619842296680537,-0.969869264056917,-0.9568263826634695
P1,66.0,-0.14228507273569,0.2337503920317854,0.7875305059722026,0.19195655192322256,0.2642043798972934,0.1135617488390458,0.1768592239983368,0.1768592239983368,0.1135617488390458,-0.06329747515929102,0.06329747515929102,0.06329747515929102,-0.06329747515929102,0.06329747515929102,0.06329747515929102,0.06329747515929102,0.06329747515929102,0.4267536765481063,-0.6134376998590242,-0.2984736714723854,-0.6038221364432707,-0.5195233822439008,-0.6038221364432707,-0.5800963240395518,0.23511858462301105
P1,85.0,0.0409833014373422,0.098866622125212,0.6686543223376353,0.2715256434922839,0.2636286507710695,0.2046637225337445,0.1086118511029543,0.1086118511029543,0.2046637225337445,0.09605187143079022,-0.09605187143079022,-0.09605187143079022,0.09605187143079022,0.09605187143079022,0.09605187143079022,0.09605187143079022,0.09605187143079022,0.022265044257822206,0.30285823304003134,-0.1717317667078646,-0.32681981918739184,-0.28550454156412647,-0.32681981918739184,-0.3162046804681668,0.5752086407282341
P1,86.0,-0.0954593448508036,0.1364426462881459,0.7567249111335096,0.26519178933605403,0.22923353609022795,0.2234456056011832,0.1202129291102803,0.1202129291102803,0.2234456056011832,0.10323267649090291,-0.10323267649090291,-0.10323267649090291,0.10323267649090291,0.10323267649090291,0.10323267649090291,0.10323267649090291,0.10323267649090291,0.32193442224317365,0.3441495380395322,-0.003240774770819144,-0.26609210419834334,-0.1526444456634818,-0.26609210419834334,-0.21623581460469063,0.39985824585257634
P1,102.0,0.0197528907662181,0.1694565122691791,0.8038995074272522,0.05409734904052015,0.07984537471818198,0.1969561789382297,0.0347436515587911,0.0347436515587911,0.1969561789382297,0.1622125273794386,-0.1622125273794386,-0.1622125273794386,0.1622125273794386,0.1622125273794386,0.1622125273794386,0.1622125273794386,0.1622125273794386,0.48245091385902367,0.6832974457569141,-0.6241161753829628,0.232697592064399,-0.22340794749751436,0.232697592064399,0.004797178228103603,-1.1521271923517986
P1,114.0,-0.2217513832224785,0.2852758562216058,0.8424899841574068,0.09030823243551363,0.1147701786720052,0.3642702978184873,0.0766553435637683,0.0766553435637683,0.3642702978184873,0.287614954254719,-0.287614954254719,-0.287614954254719,0.287614954254719,0.287614954254719,0.287614954254719,0.287614954254719,0.287614954254719,0.6137590419866438,1.4043906675388664,0.5361612685481292,1.2932197444506819,1.0638152957518816,1.2932197444506819,1.217174359721367,-0.8458667781423221
P1,135.0,0.0671318684293076,0.2092282999642921,0.6515494868300825,0.23556636839593403,0.2562777197393053,0.1171743628175972,0.0472317284642276,0.0472317284642276,0.1171743628175972,0.0699426343533696,-0.0699426343533696,-0.0699426343533696,0.0699426343533696,0.0699426343533696,0.0699426343533696,0.0699426343533696,0.0699426343533696,-0.035935945279904465,0.15272402629815768,-0.9972986589341987,-0.5476243521813865,-0.8920039401812346,-0.5476243521813865,-0.7434249449438167,0.3887452471399714
P1,145.0,-0.1070763984884325,0.1716725862659696,0.3672298197414542,0.12261913622927367,0.15861145964723222,0.219760710353311,0.0063990746869289,0.0063990746869289,0.219760710353311,0.21336163566638208,-0.21336163566638208,-0.21336163566638208,0.21336163566638208,0.21336163566638208,0.21336163566638208,0.21336163566638208,0.21336163566638208,-1.0033633117861993,0.9774167559245592,-0.6548389134364515,0.6652630835365677,0.009508761056290125,0.6652630835365677,0.3484525999366279,-0.5180088418586081
P1,155.0,0.1554367715654621,0.226474862247534,0.7753737849227877,0.5735217232590317,0.28832874201698366,0.0989907680340648,0.0637374606897099,0.0637374606897099,0.0989907680340648,0.0352533073443549,-0.0352533073443549,-0.0352533073443549,0.0352533073443549,0.0352533073443549,0.0352533073443549,0.0352533073443549,0.0352533073443549,0.3853891633203913,-0.046747700028607425,-1.0066033717317509,-0.8409902834565472,-1.0674383597235113,-0.8409902834565472,-0.9855137374779863,1.9817333877847783
P1,164.0,-0.0573392610796283,0.2010361028147415,0.0442586439052194,0.07293565516633567,0.20236193097545083,0.1284130455888333,0.0997469137775881,0.0997469137775881,0.1284130455888333,0.028666131811245193,-0.028666131811245193,-0.028666131811245193,0.028666131811245193,0.028666131811245193,0.028666131811245193,0.028666131811245193,0.028666131811245193,-2.1023064742347284,-0.08462549670264974,-0.6437467965280292,-0.8966977027512917,-0.8894080983320347,-0.8966977027512917,-0.9223461457922928,-0.5435522236207615
P1,169.0,0.0180158452959741,0.0650695789350374,0.5192965213439015,0.20236193097545083,0.08778039040283125,0.1273438436463136,0.0612595932785826,0.0612595932785826,0.1273438436463136,0.066084250367731,-0.066084250367731,-0.066084250367731,0.066084250367731,0.066084250367731,0.066084250367731,0.066084250367731,0.066084250367731,-0.4859404751215242,0.13053741788552195,-0.8631104618189768,-0.5802545156570251,-0.8331387180980019,-0.5802545156570251,-0.7298771443730596,-0.47964119763930274
P1,192.0,-0.1039464023075152,0.4353913783545702,0.8262486426392762,0.0442057846218438,0.1494265864324725,0.2001773607502687,0.0115635558964982,0.0115635558964982,0.2001773607502687,0.1886138048537705,-0.1886138048537705,-0.1886138048537705,0.1886138048537705,0.1886138048537705,0.1886138048537705,0.1886138048537705,0.1886138048537705,0.5584961809460932,0.83511095293935,-0.7347998307495375,0.4559718963222635,-0.15814798416461026,0.4559718963222635,0.15379645334379533,-0.8951454046432915
P1,218.0,0.0826799849791917,0.2549827791504009,0.6417972382884388,0.40005176420312044,0.09739888635311937,0.2674352794471196,0.1179616176781164,0.1179616176781164,0.2674352794471196,0.14947366176900317,-0.14947366176900317,-0.14947366176900317,0.14947366176900317,0.14947366176900317,0.14947366176900317,0.14947366176900317,0.14947366176900317,-0.06911898963545464,0.610045995416068,0.22822244790912752,0.12496563254199797,0.20818210064195591,0.12496563254199797,0.17203769647648315,0.4128831755601634
P1,255.0,-0.0880840255914333,0.1203257521566732,0.556174037045276,0.31869943104692583,0.3353612093010536,0.1433340571933747,0.0787266062337528,0.0787266062337528,0.1433340571933747,0.06460745095962189,-0.06460745095962189,-0.06460745095962189,0.06460745095962189,0.06460745095962189,0.06460745095962189,0.06460745095962189,0.06460745095962189,-0.36046087582544645,0.12204547662366595,-0.6775709001234745,-0.5927437355705145,-0.7328350155201376,-0.5927437355705145,-0.6845296909461102,1.087136031342232
P1,258.0,0.0888877372190644,0.1064474021733435,0.2392835374281726,0.256088409741124,0.1715820627423473,0.0203625038848731,0.0891874590915063,0.0891874590915063,0.0203625038848731,-0.0688249552066332,0.0688249552066332,0.0688249552066332,-0.0688249552066332,0.0688249552066332,0.0688249552066332,0.0688249552066332,0.0688249552066332,-1.4387139022679496,-0.6452220001711511,-1.3015074373105473,-0.5570765097186008,-1.0738085694133435,-0.5570765097186008,-0.8421900685027396,0.11245863428337777
P1,265.0,-0.2368600353189663,0.2375247073508758,0.1589269935302611,0.046943515070722225,0.2931914925352612,0.0598542825782258,0.0905529465071063,0.0905529465071063,0.0598542825782258,-0.030698663928880494,0.030698663928880494,0.030698663928880494,-0.030698663928880494,0.030698663928880494,0.030698663928880494,0.030698663928880494,0.030698663928880494,-1.7121354367004273,-0.42598692715765374,-1.0749304003458717,-0.8795086786638022,-1.1293682669541198,-0.8795086786638022,-1.0373853032882248,-0.26440772816478736
P1,271.0,0.6024508604545811,0.6809908275966515,0.46795069330351696,0.3160023607691493,0.3067772962735454,0.1200275231097471,0.0660286472381451,0.0660286472381451,0.1200275231097471,0.053998875871602,-0.053998875871602,-0.053998875871602,0.053998875871602,0.053998875871602,0.053998875871602,0.053998875871602,0.053998875871602,-0.6606500184705253,0.06104369396802293,-0.8772365198826184,-0.6824599329873933,-0.9005669449839296,-0.6824599329873933,-0.8174760636782337,0.9524620405367497
P1,281.0,-0.340746648108966,0.3679653769559474,0.9407123996011326,0.30750052662776833,0.2103402155924952,0.1891177462862826,0.0168068696887764,0.0168068696887764,0.1891177462862826,0.1723108765975062,-0.1723108765975062,-0.1723108765975062,0.1723108765975062,0.1723108765975062,0.1723108765975062,0.1723108765975062,0.1723108765975062,0.947971070572729,0.7413653105804382,-0.7670545628399567,0.31809883440992887,-0.2567577151489965,0.31809883440992887,0.031676592111503366,0.5006686198502013
P1,300.0,0.0174722693669905,0.0644634950617862,0.4493760710840136,0.3084527809228978,0.08625472635744566,0.1863644401155884,0.0511564260891198,0.0511564260891198,0.1863644401155884,0.1352080140264686,-0.1352080140264686,-0.1352080140264686,0.1352080140264686,0.1352080140264686,0.1352080140264686,0.1352080140264686,0.1352080140264686,-0.7238521108254728,0.5280151914851238,-0.5918351847949905,0.004321751669230269,-0.33706874290286865,0.004321751669230269,-0.1718307530842682,-0.02945679175559536
