mode,endpoint,fold,label,idx_in_session,direction,c_kind,true_state_label,used_state_label,access_readout,baseline_max,access_effect
combined_c_fes_gmr72,z_reward,0,P18,128.0,A_to_C_to_B,foreign_label_c,side=A_side|tfc=mid|phase=q4|fes=Activation,side=A_side|tfc=mid|phase=q1|fes=Surprise,-0.1767443339339302,0.8455191436622935,-1.0222634775962236
combined_c_fes_gmr72,z_reward,0,P18,128.0,B_to_C_to_A,true_c,side=A_side|tfc=mid|phase=q4|fes=Activation,side=A_side|tfc=mid|phase=q4|fes=Activation,-0.40827223283992736,0.8455191436622935,-1.2537913765022208
combined_c_fes_gmr72,z_reward,0,P18,128.0,B_to_C_to_A,shuffled_c,side=A_side|tfc=mid|phase=q4|fes=Activation,side=A_side|tfc=low|phase=q1|fes=Challenge,-0.40827223283992736,0.8455191436622935,-1.2537913765022208
combined_c_fes_gmr72,z_reward,0,P18,128.0,B_to_C_to_A,phase_rotated_c,side=A_side|tfc=mid|phase=q4|fes=Activation,side=A_side|tfc=mid|phase=q1|fes=Activation,-0.40827223283992736,0.8455191436622935,-1.2537913765022208
combined_c_fes_gmr72,z_reward,0,P18,128.0,B_to_C_to_A,random_c,side=A_side|tfc=mid|phase=q4|fes=Activation,side=B_side|tfc=low|phase=q4|fes=Challenge,-0.40827223283992736,0.8455191436622935,-1.2537913765022208
combined_c_fes_gmr72,z_reward,0,P18,128.0,B_to_C_to_A,balanced_c,side=A_side|tfc=mid|phase=q4|fes=Activation,BALANCED_C_NO_STATE,-0.3920644761494803,0.8455191436622935,-1.2375836198117738
combined_c_fes_gmr72,z_reward,0,P18,128.0,B_to_C_to_A,foreign_label_c,side=A_side|tfc=mid|phase=q4|fes=Activation,side=B_side|tfc=high|phase=q1|fes=Surprise,-0.2553581359964532,0.8455191436622935,-1.1008772796587467
combined_c_fes_gmr72,z_reward,0,P18,145.0,A_to_C_to_B,true_c,side=B_side|tfc=low|phase=q1|fes=CoCreation,side=B_side|tfc=low|phase=q1|fes=CoCreation,0.4944371891081333,0.871467089048181,-0.37702989994004776
combined_c_fes_gmr72,z_reward,0,P18,145.0,A_to_C_to_B,shuffled_c,side=B_side|tfc=low|phase=q1|fes=CoCreation,side=B_side|tfc=mid|phase=q1|fes=Surprise,0.5381310233918153,0.871467089048181,-0.33333606565636575
combined_c_fes_gmr72,z_reward,0,P18,145.0,A_to_C_to_B,phase_rotated_c,side=B_side|tfc=low|phase=q1|fes=CoCreation,side=B_side|tfc=low|phase=q2|fes=CoCreation,0.4944371891081333,0.871467089048181,-0.37702989994004776
combined_c_fes_gmr72,z_reward,0,P18,145.0,A_to_C_to_B,random_c,side=B_side|tfc=low|phase=q1|fes=CoCreation,side=B_side|tfc=low|phase=q4|fes=SelfGrowth,0.5585484657052796,0.871467089048181,-0.31291862334290144
combined_c_fes_gmr72,z_reward,0,P18,145.0,A_to_C_to_B,balanced_c,side=B_side|tfc=low|phase=q1|fes=CoCreation,BALANCED_C_NO_STATE,0.48969936320247265,0.871467089048181,-0.3817677258457084
combined_c_fes_gmr72,z_reward,0,P18,145.0,A_to_C_to_B,foreign_label_c,side=B_side|tfc=low|phase=q1|fes=CoCreation,side=A_side|tfc=high|phase=q1|fes=Surprise,0.4944371891081333,0.871467089048181,-0.37702989994004776
combined_c_fes_gmr72,z_reward,0,P18,145.0,B_to_C_to_A,true_c,side=B_side|tfc=low|phase=q1|fes=CoCreation,side=B_side|tfc=low|phase=q1|fes=CoCreation,0.3893476005286808,0.871467089048181,-0.48211948851950026
combined_c_fes_gmr72,z_reward,0,P18,145.0,B_to_C_to_A,shuffled_c,side=B_side|tfc=low|phase=q1|fes=CoCreation,side=B_side|tfc=mid|phase=q1|fes=Surprise,0.5167497434404253,0.871467089048181,-0.3547173456077557
combined_c_fes_gmr72,z_reward,0,P18,145.0,B_to_C_to_A,phase_rotated_c,side=B_side|tfc=low|phase=q1|fes=CoCreation,side=B_side|tfc=low|phase=q2|fes=CoCreation,0.3893476005286808,0.871467089048181,-0.48211948851950026
combined_c_fes_gmr72,z_reward,0,P18,145.0,B_to_C_to_A,random_c,side=B_side|tfc=low|phase=q1|fes=CoCreation,side=A_side|tfc=mid|phase=q4|fes=Surprise,0.3893476005286808,0.871467089048181,-0.48211948851950026
combined_c_fes_gmr72,z_reward,0,P18,145.0,B_to_C_to_A,balanced_c,side=B_side|tfc=low|phase=q1|fes=CoCreation,BALANCED_C_NO_STATE,0.3895469212463522,0.871467089048181,-0.48192016780182884
combined_c_fes_gmr72,z_reward,0,P18,145.0,B_to_C_to_A,foreign_label_c,side=B_side|tfc=low|phase=q1|fes=CoCreation,side=B_side|tfc=mid|phase=q1|fes=SelfGrowth,0.3676757079337617,0.871467089048181,-0.5037913811144193
combined_c_fes_gmr72,z_reward,0,P18,161.0,A_to_C_to_B,true_c,side=B_side|tfc=high|phase=q4|fes=SelfGrowth,side=B_side|tfc=high|phase=q4|fes=SelfGrowth,0.4022670764123343,0.5433855527792855,-0.14111847636695118
combined_c_fes_gmr72,z_reward,0,P18,161.0,A_to_C_to_B,shuffled_c,side=B_side|tfc=high|phase=q4|fes=SelfGrowth,side=B_side|tfc=mid|phase=q4|fes=SelfGrowth,0.4735199056312603,0.5433855527792855,-0.06986564714802518
combined_c_fes_gmr72,z_reward,0,P18,161.0,A_to_C_to_B,phase_rotated_c,side=B_side|tfc=high|phase=q4|fes=SelfGrowth,side=B_side|tfc=high|phase=q1|fes=SelfGrowth,0.4022670764123343,0.5433855527792855,-0.14111847636695118
