source,representation_arm,topology_arm,metric,value,nearest_target_fraction,abs_error_to_target,is_close_to_target,top4_labels_by_event_strength,resonance_tags
topology_increment_vs_reverse_scaled,reverse_plus_receiver_standpoint_magnitude_ab,ring_share_c12_plus_7,abs_increment_over_reverse_fraction,0.13333079330047595,2/11,0.04848738851770587,False,,x3_or_7mod12_proxy|ring_sharing
topology_increment_vs_reverse_scaled,reverse_plus_endpoint_direct_ab,ring_edge_swapped_c12_1_5,abs_increment_over_reverse_fraction,0.13179212653651598,2/11,0.05002605528166584,False,,5_or_10_ring_proxy|ring_edge_swapped
topology_increment_vs_reverse_scaled,full_self_consistent_rstar,ring_share_c12_plus_10,abs_increment_over_reverse_fraction,0.13084212490293207,2/11,0.05097605691524976,False,,5_or_10_ring_proxy|ring_sharing
topology_increment_vs_reverse_scaled,reverse_plus_endpoint_direct_ab,c12_reversed,abs_increment_over_reverse_fraction,0.1304924129618329,2/11,0.05132576885634893,False,,unassigned
topology_increment_vs_reverse_scaled,full_self_consistent_rstar,ring_share_c12_plus_5,abs_increment_over_reverse_fraction,0.12982648737892533,2/11,0.0519916944392565,False,,5_or_10_ring_proxy|ring_sharing
topology_increment_vs_reverse_scaled,reverse_plus_receiver_standpoint_magnitude_ab,ring_share_c12_plus_10,abs_increment_over_reverse_fraction,0.12963755842704297,2/11,0.05218062339113885,False,,5_or_10_ring_proxy|ring_sharing
topology_increment_vs_reverse_scaled,reverse_plus_receiver_standpoint_magnitude_ab,ring_share_c12_plus_11,abs_increment_over_reverse_fraction,0.1293103794865229,2/11,0.052507802331658915,False,,11mod12_reflective_proxy|ring_sharing
topology_increment_vs_reverse_scaled,reverse_plus_receiver_ab,c14,abs_increment_over_reverse_fraction,0.12699096196083706,2/11,0.05482721985734476,False,,unassigned
topology_increment_vs_reverse_scaled,reverse_plus_receiver_standpoint_magnitude_ab,c14,abs_increment_over_reverse_fraction,0.1208594390151653,2/11,0.060958742803016525,False,,unassigned
topology_increment_vs_reverse_scaled,reverse_plus_magnitude_ab,ring_edge_swapped_c12_1_7,abs_increment_over_reverse_fraction,0.1169859345992315,2/11,0.06483224721895033,False,,x3_or_7mod12_proxy|ring_edge_swapped
topology_increment_vs_reverse_scaled,reverse_plus_receiver_magnitude_ab,ring_share_c12_plus_10,abs_increment_over_reverse_fraction,0.11492053150386394,2/11,0.06689765031431788,False,,5_or_10_ring_proxy|ring_sharing
topology_increment_vs_reverse_scaled,reverse_plus_endpoint_direct_ab,c12_1_2,abs_increment_over_reverse_fraction,0.11100788825389674,2/11,0.07081029356428509,False,,two_step_c12
topology_increment_vs_reverse_scaled,reverse_plus_standpoint_magnitude_ab,ring_edge_swapped_c12_1_5,abs_increment_over_reverse_fraction,0.11050854176471006,2/11,0.07130964005347176,False,,5_or_10_ring_proxy|ring_edge_swapped
topology_increment_vs_reverse_scaled,reverse_plus_receiver_standpoint_ab,c11,abs_increment_over_reverse_fraction,0.10915488026249222,2/11,0.0726633015556896,False,,11mod12_reflective_proxy
