representation_arm,topology_arm,n_nodes,n_directed_edges,topology_notes,n_seed_events,mean_seed_strength,total_impulse_budget,mean_bounded_differentiated_recovery,sd_bounded_differentiated_recovery,effect_vs_time_shifted,effect_vs_random_event,p_vs_time_shifted_and_random,D12_D24_recovery_improvement,D12_D24_recovery_improvement_sd,D12_recovery,D12_recovery_sd,D24_recovery,D24_recovery_sd,bounded_non_runaway_score,bounded_non_runaway_score_sd,differentiated_recovery,differentiated_recovery_sd,late_window_stability,late_window_stability_sd,mean_phase_locking,mean_phase_locking_sd,n_events_evaluated,n_events_evaluated_sd,non_collapsed_differentiation_score,non_collapsed_differentiation_score_sd,post_event_readout_score,post_event_readout_score_sd
reverse_plus_receiver_magnitude_ab,degree_matched_null,12,48,C12 node/edge-capacity matched null,132,0.07488311474271073,9.884571146037816,0.0022129711007054654,0.0028724443359047207,8.333271639446044e-05,0.0022742080715033295,0.2857142857142857,0.0031228276973054984,0.0041762510225473205,0.5466688716033875,0.0160094461876882,0.49183493911351334,0.015320801086626683,0.9426279865782066,0.002869502452441203,0.0022129711007054654,0.0028724443359047207,0.7877105897460398,0.05176385084666326,0.18201114487271738,0.03136330845571661,96.0,0.0,0.7933434144915488,0.011365397365799125,0.5532609153652795,0.012431222535645214
reverse_plus_receiver_magnitude_ab,edge_count_matched_null,12,48,C12 edge-count matched random directed null,132,0.07488311474271073,9.884571146037816,0.0012207560928406784,0.0020522913852881494,-0.0017295155780413334,-0.001302840816200986,0.7142857142857143,0.0018249011293136423,0.0025502916901704057,0.5491997030210019,0.01615607137077187,0.5146746376429748,0.020346547570441048,0.9269405048984384,0.002694034630915644,0.0012207560928406784,0.0020522913852881494,0.7851805542528713,0.03181909991890247,0.19024397074744812,0.02457364918328868,96.0,0.0,0.7984829227331446,0.012555352483945124,0.563532002924704,0.014878314448216367
reverse_plus_receiver_magnitude_ab,phase_target_shuffled_c12,12,48,"C12(1,2) edges with event targets phase-shuffled before simulation",132,0.07488311474271073,9.884571146037816,0.003927442783684847,0.002964213948454741,-0.0005308116398418652,0.0004705106400198682,0.46938775510204084,0.0042147255211572145,0.0043901775430860435,0.49412290682203963,0.007957419690578496,0.48746286917875037,0.007136045708336574,0.9814499771452455,0.0013141108762289534,0.003927442783684847,0.002964213948454741,0.38072191100010294,0.06457424512461395,0.23613613557497037,0.0165613595752554,96.0,0.0,0.8642806575803932,0.009652970834702195,0.5554960205790299,0.007501785176431411
reverse_plus_receiver_magnitude_ab,ring_edge_swapped_c12_1_5,12,48,C12 ring-edge-swapped control using 1/5 jumps,132,0.07488311474271073,9.884571146037816,0.01973445062686443,0.003391302309108227,0.0071927668525089625,-0.002905465044470753,0.4897959183673469,0.022334631816427353,0.004795400389064718,0.6809774201571838,0.02161531900976983,0.5701630730141859,0.02584722540753,0.9799210137126836,0.0029937297942522244,0.01973445062686443,0.003391302309108227,0.8505878818085938,0.04048434046595228,0.14332582375305333,0.03122948703435964,96.0,0.0,0.8485458883191016,0.015722523865155283,0.6881223975784366,0.020090088360875426
reverse_plus_receiver_magnitude_ab,ring_edge_swapped_c12_1_7,12,48,C12 ring-edge-swapped control using 1/7 jumps,132,0.07488311474271073,9.884571146037816,0.020485098219881,0.0031911196265101464,0.00733407606978333,-0.006158204718653328,0.5102040816326531,0.023220513876017233,0.004088099813152756,0.6840895516090457,0.02246427136147189,0.5722210022675496,0.027453378851782492,0.9809677749161757,0.0031681352426407515,0.020485098219881,0.0031911196265101464,0.856408455131097,0.032161597373787626,0.1354855948252308,0.030729313381760253,96.0,0.0,0.8532524531449027,0.016811282576415204,0.6904294190236561,0.019937441059445535
reverse_plus_receiver_magnitude_ab,ring_share_c12_plus_5,12,72,"C12(1,2) with shared 5-ring proxy edges",132,0.07488311474271073,9.884571146037816,0.02357543773037178,0.0026469689863077715,0.012011684948756082,0.0009756797613871965,0.20408163265306123,0.026691066011309748,0.003508309785164129,0.7061126688799559,0.016493865880981597,0.6067283325250342,0.022208049016212015,0.9840779959303526,0.0024448805786872366,0.02357543773037178,0.0026469689863077715,0.8552060079337213,0.026915418323069516,0.13302573133521925,0.02855779649627811,96.0,0.0,0.8490351423566832,0.013064707597813837,0.7114766305504917,0.01556538710738419
reverse_plus_receiver_magnitude_ab,ring_share_c12_plus_7,12,72,"C12(1,2) with shared 7 mod 12 proxy edges",132,0.07488311474271073,9.884571146037816,0.022282497808379657,0.004129316161718582,0.011109070679016318,-0.00013167048384113075,0.30612244897959184,0.025793702557257228,0.005524020674925828,0.7039639779950303,0.018223396099482106,0.6057419462446733,0.02398493879954667,0.9837477934547335,0.0028074996036909733,0.022282497808379657,0.004129316161718582,0.836593929895467,0.05472464978154445,0.13018641758220387,0.03083931683651207,96.0,0.0,0.8403087599535392,0.018145898685656196,0.7103217510344643,0.016557531796503624
reverse_plus_receiver_magnitude_ab,ring_share_c12_plus_10,12,48,"C12(1,2) with shared 10-ring proxy edges",132,0.07488311474271073,9.884571146037816,0.028113020898728826,0.003681430654982365,0.014440034100363873,0.006195936095526041,0.061224489795918366,0.03143623473977386,0.0045766387740394055,0.7353899709432108,0.014246882171525846,0.6487853360986581,0.018518615906615854,0.980682120475668,0.0023421981236046675,0.028113020898728826,0.003681430654982365,0.7376211901706621,0.061625546861451864,0.11833089640763518,0.02613021656381193,96.0,0.0,0.8574851957404706,0.014535469638488405,0.7388706318415242,0.013854212597957558
reverse_plus_receiver_magnitude_ab,ring_share_c12_plus_11,12,48,"C12(1,2) with shared 11 mod 12 reflective proxy edges",132,0.07488311474271073,9.884571146037816,0.02535307474166632,0.004986702583260756,0.01131187828071275,0.0047470103756635275,0.02040816326530612,0.02830811043907051,0.006127126480576641,0.732922170972822,0.018603085158661346,0.6426327222878538,0.02147171315521816,0.9805122539683232,0.0024088827019739583,0.02535307474166632,0.004986702583260756,0.723974517436711,0.059849678298914806,0.11814807391378228,0.031596655843747955,96.0,0.0,0.8517828177822041,0.016290155265720894,0.7370769685225701,0.01822167883982016
reverse_plus_standpoint_magnitude_ab,no_topology_baseline,12,0,12 nodes with no coupling edges,132,0.07682183970396457,10.140482840923323,0.024623431562324594,0.002200253742464703,0.011862032062725089,0.004861408473107912,0.08163265306122448,0.03010601847980059,0.003129971386980223,0.7348047705934819,0.013153672507598404,0.6558864174298972,0.01476559848873977,0.9943108921614403,0.0011227214744736636,0.024623431562324594,0.002200253742464703,0.8700486613913972,0.01762299186133127,0.09449887758829124,0.014215423171337609,100.0,0.0,0.8206567965213233,0.022982162017254962,0.7400631778331254,0.011634819494873556
