condition_id,label,idx_in_session,fold,state_label,true_policy_operator,true_policy_source,true_policy_reward,balanced_pool_shuffle_reward,frequency_matched_random_reward,performance_matched_random_reward,within_state_shuffle_reward,oracle_reward
b6e_robust_070,P1,42.0,0,side=B_side|tfc=low|dphi=low,O6_phase_only,state_mapping,1.2176866889328866,0.13414261030068184,-0.11437265831932616,0.22178220489593342,0.07921467993869645,1.2176866889328866
b6e_robust_070,P1,53.0,0,side=A_side|tfc=low|dphi=high,O4_B_C_boundary,state_mapping,-0.959892794903567,-0.10733413158365676,-0.1884093185862591,-0.15254557585062162,-0.05680852722239185,1.1756974927627868
b6e_robust_070,P1,66.0,0,side=A_side|tfc=high|dphi=mid,O3_A_C_boundary,state_mapping,-0.5618620551348973,-0.6748355213960874,-0.4743946111072561,-0.6926183818260896,-0.25629800920768125,0.7285342594043218
b6e_robust_070,P1,85.0,0,side=B_side|tfc=high|dphi=high,O1_lag0_AB,state_mapping,0.6539389116031447,0.29254117310182526,0.2062323595893817,0.23949196378053164,0.30590453892044017,0.7380509045258538
b6e_robust_070,P1,86.0,0,side=B_side|tfc=high|dphi=high,O1_lag0_AB,state_mapping,0.5903124229066221,-0.14468990086463782,-0.0050648328837017975,-0.20171594322620012,0.1431157704520349,0.7295185241267107
b6e_robust_070,P1,102.0,0,side=B_side|tfc=low|dphi=low,O6_phase_only,state_mapping,1.5815930557404156,0.03087317028007442,-0.09455633364347249,0.15629904336877842,-0.1468728317429459,1.5815930557404156
b6e_robust_070,P1,114.0,0,side=B_side|tfc=mid|dphi=low,O6_phase_only,state_mapping,1.3506524768048682,0.121703522107277,-0.12847968355711548,0.22110380520781747,-0.5136296305165228,1.3506524768048682
b6e_robust_070,P1,135.0,0,side=B_side|tfc=mid|dphi=low,O6_phase_only,state_mapping,1.2456794863796194,0.7409182272016697,0.16777781125442956,0.8013473920328302,0.03727348485673151,1.2456794863796194
b6e_robust_070,P1,145.0,0,side=B_side|tfc=low|dphi=low,O6_phase_only,state_mapping,1.48361826467685,0.3900127804823479,-0.29142505968701904,0.478466165233375,-0.26558780899981926,1.48361826467685
b6e_robust_070,P1,155.0,0,side=B_side|tfc=mid|dphi=mid,O1_lag0_AB,state_mapping,1.7002411701681757,1.3243437170534345,0.8769323414047013,1.2350215499766668,0.8622497113655722,1.7002411701681757
