condition_id,label,idx_in_session,fold,state_label,true_policy_operator,true_policy_source,true_policy_reward,balanced_pool_shuffle_reward,frequency_matched_random_reward,performance_matched_random_reward,within_state_shuffle_reward,oracle_reward
b6e_robust_061,P1,42.0,0,side=B_side|tfc=low,O4_B_C_boundary,state_mapping,-0.8319070889164248,-0.3851833606522785,0.057819620215296075,-0.4645356018570946,0.0824051102765449,1.2176866889328866
b6e_robust_061,P1,53.0,0,side=A_side|tfc=low,O3_A_C_boundary,state_mapping,0.6548016432023238,-0.016911243049726743,0.08738655459563155,-0.15254557585062162,0.033351242412341456,1.1756974927627868
b6e_robust_061,P1,66.0,0,side=A_side|tfc=high,O3_A_C_boundary,state_mapping,-0.5618620551348973,-0.6790197238502056,-0.7074515178919558,-0.6926183818260896,-0.22632031009094522,0.7285342594043218
b6e_robust_061,P1,85.0,0,side=B_side|tfc=high,O1_lag0_AB,state_mapping,0.6539389116031447,0.6539389116031465,0.07427912182075253,0.32696945580157233,0.20960352125254364,0.7380509045258538
b6e_robust_061,P1,86.0,0,side=B_side|tfc=high,O1_lag0_AB,state_mapping,0.5903124229066221,0.5903124229066229,-0.21785682245120808,0.29515621145331106,0.05302701547139568,0.7295185241267107
b6e_robust_061,P1,102.0,0,side=B_side|tfc=low,O4_B_C_boundary,state_mapping,1.156137544083852,0.04265073050605369,0.2736600742697832,0.1619528891036749,-0.1056599071810621,1.5815930557404156
b6e_robust_061,P1,114.0,0,side=B_side|tfc=mid,O6_phase_only,state_mapping,1.3506524768048682,1.3506524768048749,0.15477844748010433,-0.22430743061872388,-0.3736003473551493,1.3506524768048682
b6e_robust_061,P1,135.0,0,side=B_side|tfc=mid,O6_phase_only,state_mapping,1.2456794863796194,1.2456794863796241,0.22610516093635136,0.17617940267358412,-0.06525719236196514,1.2456794863796194
b6e_robust_061,P1,145.0,0,side=B_side|tfc=low,O4_B_C_boundary,state_mapping,-0.9428280341052815,-1.0006518963083293,-0.0797900630070375,-1.0015921217100063,-0.2676540047414637,1.48361826467685
b6e_robust_061,P1,155.0,0,side=B_side|tfc=mid,O6_phase_only,state_mapping,0.769801929785158,0.7698019297851597,0.7957790490665708,0.8185594982727404,0.6718835412029274,1.7002411701681757
b6e_robust_061,P1,164.0,0,side=B_side|tfc=mid,O6_phase_only,state_mapping,0.7278127336150586,0.7278127336150557,-0.3729085278154326,0.21967231856483527,-0.3348733026872702,0.7278127336150586
b6e_robust_061,P1,169.0,0,side=B_side|tfc=mid,O6_phase_only,state_mapping,0.9657515119122894,0.9657515119122878,-0.15047086355108913,-0.1456848310074933,-0.40451605278436675,0.9657515119122894
b6e_robust_061,P1,192.0,0,side=B_side|tfc=low,O4_B_C_boundary,state_mapping,0.20051093937985626,-0.14840351269727914,-0.41035296556313444,-0.09618502327076905,-0.19082457084764284,0.31878302379458456
b6e_robust_061,P1,218.0,0,side=B_side|tfc=high,O1_lag0_AB,state_mapping,1.4315959956717486,1.4315959956717443,0.08182250729869428,0.7157979978358743,0.11190605135148328,1.4315959956717486
b6e_robust_061,P1,255.0,0,side=B_side|tfc=mid,O6_phase_only,state_mapping,1.539603859570316,1.5396038595703194,0.31072271053392087,0.5753317336413429,0.03667845913340087,1.539603859570316
b6e_robust_061,P1,258.0,0,side=A_side|tfc=low,O3_A_C_boundary,state_mapping,-0.4604734136067956,-0.8456255672833674,-0.5126140656961413,-0.9021616632358949,-0.36906027313588186,0.5549643736307768
b6e_robust_061,P1,265.0,0,side=A_side|tfc=mid,O6_phase_only,state_mapping,0.9797479106356559,0.9797479106356601,-0.3273570690264541,0.560410421074113,-0.0690549563245937,0.9797479106356559
b6e_robust_061,P1,271.0,0,side=B_side|tfc=mid,O6_phase_only,state_mapping,1.6865660461656646,1.6865660461656546,0.5023605780142719,0.4656798411537052,0.1206778292709166,1.6865660461656646
b6e_robust_061,P1,281.0,0,side=B_side|tfc=low,O4_B_C_boundary,state_mapping,-1.4035765756589937,-1.482571965150751,-0.6766998564586282,-1.4685398893857666,-0.5122628442391229,0.9367233058099097
b6e_robust_061,P1,300.0,0,side=B_side|tfc=mid,O6_phase_only,state_mapping,-0.8817731195720901,-0.8817731195720945,0.06044160837943585,-0.5798383097550359,0.03515486641838121,0.9437929156650786
b6e_robust_061,P1,302.0,0,side=B_side|tfc=high,O1_lag0_AB,state_mapping,-0.4913378849342546,-0.49133788493425373,0.05735522843395213,-0.2456689424671273,-0.18334455805702762,0.7124537633284251
b6e_robust_061,P1,317.0,0,side=B_side|tfc=mid,O6_phase_only,state_mapping,1.2106884895712033,1.2106884895712031,0.8959613661245431,-0.2824134596284435,0.1481867147388797,1.575748470415915
b6e_robust_061,P1,330.0,0,side=A_side|tfc=high,O3_A_C_boundary,state_mapping,-0.012673580191012734,0.6626303970756008,-0.3881553648080519,0.8149048233219899,-0.026521800000825733,1.6424832268349925
b6e_robust_061,P1,347.0,0,side=B_side|tfc=mid,O6_phase_only,state_mapping,0.8187893253169408,0.8187893253169419,-0.012371078639809352,0.049243661565583186,-0.1766093432597427,0.8187893253169408
b6e_robust_061,P1,362.0,0,side=B_side|tfc=low,O4_B_C_boundary,state_mapping,1.6168860856375638,0.4853625726783756,0.013273491043167662,0.5993289696670719,0.26919690755202447,1.6168860856375638
b6e_robust_061,P1,381.0,0,side=B_side|tfc=mid,O6_phase_only,state_mapping,-0.3359135693607963,-0.3359135693607972,-0.4225288835362123,-0.2457066997265091,-0.27981568681128755,0.31996426496785557
