condition_id,seed,n_folds,state_variant,endpoint_mode,operator_pool,operators,min_state_events,n_control_draws,comparison,mean_true_policy,mean_comparator,effect,p_greater,n_events,state_mapping_rate
b6e_robust_017,60310,5,side_tfc_dphi,z_reward,full,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only', 'O7_suppress_event']",8,250,true_policy_vs_balanced_pool_shuffle,0.20302577839124958,0.07454354724082417,0.12092082661663021,0.00039984006397441024,459,0.9760956175298805
b6e_robust_017,60310,5,side_tfc_dphi,z_reward,full,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only', 'O7_suppress_event']",8,250,true_policy_vs_frequency_matched_random,0.20302577839124958,-0.00499917923694148,0.2038605857032064,0.00039984006397441024,459,0.9760956175298805
b6e_robust_017,60310,5,side_tfc_dphi,z_reward,full,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only', 'O7_suppress_event']",8,250,true_policy_vs_performance_matched_random,0.20302577839124958,0.04885979414186742,0.14896060173141892,0.00039984006397441024,459,0.9760956175298805
b6e_robust_017,60310,5,side_tfc_dphi,z_reward,full,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only', 'O7_suppress_event']",8,250,true_policy_vs_within_state_shuffle,0.20302577839124958,-0.0012595889242172744,0.2147213864857614,0.00039984006397441024,459,0.9760956175298805
b6e_robust_017,60310,5,side_tfc_dphi,z_reward,full,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only', 'O7_suppress_event']",8,250,true_policy_vs_oracle,0.20302577839124958,1.2239410650761156,-1.0360060528192978,1.0,459,0.9760956175298805
b6e_robust_018,60310,5,side_tfc_dphi,z_reward,no_suppress,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only']",8,250,true_policy_vs_balanced_pool_shuffle,0.20121852440623345,0.08820794540718063,0.1018630478799326,0.0007996801279488205,455,0.9760956175298805
b6e_robust_018,60310,5,side_tfc_dphi,z_reward,no_suppress,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only']",8,250,true_policy_vs_frequency_matched_random,0.20121852440623345,-0.00575696975684151,0.19685240620947456,0.00039984006397441024,455,0.9760956175298805
b6e_robust_018,60310,5,side_tfc_dphi,z_reward,no_suppress,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only']",8,250,true_policy_vs_performance_matched_random,0.20121852440623345,0.05155974452573964,0.14044434067599906,0.00039984006397441024,455,0.9760956175298805
b6e_robust_018,60310,5,side_tfc_dphi,z_reward,no_suppress,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only']",8,250,true_policy_vs_within_state_shuffle,0.20121852440623345,0.003624962184367729,0.20486998643736754,0.00039984006397441024,455,0.9760956175298805
b6e_robust_018,60310,5,side_tfc_dphi,z_reward,no_suppress,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only']",8,250,true_policy_vs_oracle,0.20121852440623345,1.2219141327632141,-1.0353083141706827,1.0,455,0.9760956175298805
b6e_robust_019,60310,5,side_tfc_dphi,z_reward,no_phase_only,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O7_suppress_event']",8,250,true_policy_vs_balanced_pool_shuffle,0.16852051224840028,0.10825802380089046,0.08212714792365734,0.0007996801279488205,456,0.9760956175298805
b6e_robust_019,60310,5,side_tfc_dphi,z_reward,no_phase_only,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O7_suppress_event']",8,250,true_policy_vs_frequency_matched_random,0.16852051224840028,0.002330500305344911,0.16501034672628317,0.00039984006397441024,456,0.9760956175298805
b6e_robust_019,60310,5,side_tfc_dphi,z_reward,no_phase_only,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O7_suppress_event']",8,250,true_policy_vs_performance_matched_random,0.16852051224840028,0.09299884191310118,0.09805559217494612,0.00039984006397441024,456,0.9760956175298805
b6e_robust_019,60310,5,side_tfc_dphi,z_reward,no_phase_only,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O7_suppress_event']",8,250,true_policy_vs_within_state_shuffle,0.16852051224840028,0.009081682032297502,0.1754645027463153,0.00039984006397441024,456,0.9760956175298805
b6e_robust_019,60310,5,side_tfc_dphi,z_reward,no_phase_only,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O7_suppress_event']",8,250,true_policy_vs_oracle,0.16852051224840028,1.067896279433008,-0.9062837811781334,1.0,456,0.9760956175298805
b6e_robust_020,60310,5,side_tfc_dphi,z_reward,core_5,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC']",8,250,true_policy_vs_balanced_pool_shuffle,0.14280338000819967,0.12732511365913454,0.020903722354046358,0.19312275089964015,446,0.9760956175298805
b6e_robust_020,60310,5,side_tfc_dphi,z_reward,core_5,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC']",8,250,true_policy_vs_frequency_matched_random,0.14280338000819967,-0.004304597830219434,0.1311122012313922,0.00039984006397441024,446,0.9760956175298805
b6e_robust_020,60310,5,side_tfc_dphi,z_reward,core_5,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC']",8,250,true_policy_vs_performance_matched_random,0.14280338000819967,0.11036665570690894,0.05307939746268736,0.02039184326269492,446,0.9760956175298805
b6e_robust_020,60310,5,side_tfc_dphi,z_reward,core_5,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC']",8,250,true_policy_vs_within_state_shuffle,0.14280338000819967,0.01833220171965013,0.136834504710808,0.0007996801279488205,446,0.9760956175298805
b6e_robust_020,60310,5,side_tfc_dphi,z_reward,core_5,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC']",8,250,true_policy_vs_oracle,0.14280338000819967,1.057888739467889,-0.9179218631998092,1.0,446,0.9760956175298805
b6e_robust_021,60310,5,side_tfc_dphi,rank_reward,full,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only', 'O7_suppress_event']",8,250,true_policy_vs_balanced_pool_shuffle,0.14648226256601493,0.04691137861547553,0.09055401386878971,0.0007996801279488205,466,0.9760956175298805
b6e_robust_021,60310,5,side_tfc_dphi,rank_reward,full,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only', 'O7_suppress_event']",8,250,true_policy_vs_frequency_matched_random,0.14648226256601493,-0.018600917532008307,0.16750647151127177,0.00039984006397441024,466,0.9760956175298805
b6e_robust_021,60310,5,side_tfc_dphi,rank_reward,full,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only', 'O7_suppress_event']",8,250,true_policy_vs_performance_matched_random,0.14648226256601493,0.02278546648040631,0.11844362597780733,0.0007996801279488205,466,0.9760956175298805
b6e_robust_021,60310,5,side_tfc_dphi,rank_reward,full,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only', 'O7_suppress_event']",8,250,true_policy_vs_within_state_shuffle,0.14648226256601493,0.00044295312642788075,0.15461665700535945,0.00039984006397441024,466,0.9760956175298805
b6e_robust_021,60310,5,side_tfc_dphi,rank_reward,full,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only', 'O7_suppress_event']",8,250,true_policy_vs_oracle,0.14648226256601493,1.1117820538752037,-0.9876880365395535,1.0,466,0.9760956175298805
b6e_robust_022,60310,5,side_tfc_dphi,rank_reward,no_suppress,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only']",8,250,true_policy_vs_balanced_pool_shuffle,0.16260465222011555,0.09045479039210018,0.07446919718782871,0.003198720511795282,466,0.9760956175298805
b6e_robust_022,60310,5,side_tfc_dphi,rank_reward,no_suppress,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only']",8,250,true_policy_vs_frequency_matched_random,0.16260465222011555,-0.02173417466462158,0.18707357988103518,0.00039984006397441024,466,0.9760956175298805
b6e_robust_022,60310,5,side_tfc_dphi,rank_reward,no_suppress,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only']",8,250,true_policy_vs_performance_matched_random,0.16260465222011555,0.06122632971011265,0.10470121016791022,0.0007996801279488205,466,0.9760956175298805
b6e_robust_022,60310,5,side_tfc_dphi,rank_reward,no_suppress,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only']",8,250,true_policy_vs_within_state_shuffle,0.16260465222011555,0.0014994610621437462,0.1733824178053094,0.00039984006397441024,466,0.9760956175298805
b6e_robust_022,60310,5,side_tfc_dphi,rank_reward,no_suppress,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only']",8,250,true_policy_vs_oracle,0.16260465222011555,1.112498704331316,-0.9598442493026405,1.0,466,0.9760956175298805
b6e_robust_023,60310,5,side_tfc_dphi,rank_reward,no_phase_only,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O7_suppress_event']",8,250,true_policy_vs_balanced_pool_shuffle,0.12686097581018715,0.0757443972901805,0.0559808679241852,0.011195521791283487,463,0.9760956175298805
b6e_robust_023,60310,5,side_tfc_dphi,rank_reward,no_phase_only,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O7_suppress_event']",8,250,true_policy_vs_frequency_matched_random,0.12686097581018715,-0.005615073854184166,0.13491410935088763,0.00039984006397441024,463,0.9760956175298805
b6e_robust_023,60310,5,side_tfc_dphi,rank_reward,no_phase_only,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O7_suppress_event']",8,250,true_policy_vs_performance_matched_random,0.12686097581018715,0.08000497029214694,0.06586103397713179,0.005597760895641743,463,0.9760956175298805
b6e_robust_023,60310,5,side_tfc_dphi,rank_reward,no_phase_only,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O7_suppress_event']",8,250,true_policy_vs_within_state_shuffle,0.12686097581018715,0.003739461984303575,0.1371979967902774,0.0007996801279488205,463,0.9760956175298805
b6e_robust_023,60310,5,side_tfc_dphi,rank_reward,no_phase_only,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O7_suppress_event']",8,250,true_policy_vs_oracle,0.12686097581018715,1.0019491603225386,-0.8967925564794186,1.0,463,0.9760956175298805
b6e_robust_024,60310,5,side_tfc_dphi,rank_reward,core_5,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC']",8,250,true_policy_vs_balanced_pool_shuffle,0.10258896140490205,0.07885682752812667,0.025092972707386977,0.13714514194322272,452,0.9760956175298805
b6e_robust_024,60310,5,side_tfc_dphi,rank_reward,core_5,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC']",8,250,true_policy_vs_frequency_matched_random,0.10258896140490205,-0.01626916576185849,0.10650146533936021,0.0011995201919232307,452,0.9760956175298805
b6e_robust_024,60310,5,side_tfc_dphi,rank_reward,core_5,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC']",8,250,true_policy_vs_performance_matched_random,0.10258896140490205,0.07138938965947891,0.0514125685018771,0.019592163134746102,452,0.9760956175298805
b6e_robust_024,60310,5,side_tfc_dphi,rank_reward,core_5,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC']",8,250,true_policy_vs_within_state_shuffle,0.10258896140490205,0.011775237675131216,0.09730105261349303,0.0059976009596161535,452,0.9760956175298805
b6e_robust_024,60310,5,side_tfc_dphi,rank_reward,core_5,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC']",8,250,true_policy_vs_oracle,0.10258896140490205,0.99447779801819,-0.9063874146163894,1.0,452,0.9760956175298805
b6e_robust_025,60311,5,coarse,z_reward,full,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only', 'O7_suppress_event']",8,250,true_policy_vs_balanced_pool_shuffle,-0.0075967570643535555,-0.01846512344484955,0.01233890445807871,0.3090763694522191,462,0.5796812749003984
b6e_robust_025,60311,5,coarse,z_reward,full,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only', 'O7_suppress_event']",8,250,true_policy_vs_frequency_matched_random,-0.0075967570643535555,-0.06418408351791353,0.04936844929211946,0.0939624150339864,462,0.5796812749003984
b6e_robust_025,60311,5,coarse,z_reward,full,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only', 'O7_suppress_event']",8,250,true_policy_vs_performance_matched_random,-0.0075967570643535555,-0.04214653635781369,0.039542911417555074,0.09236305477808876,462,0.5796812749003984
b6e_robust_025,60311,5,coarse,z_reward,full,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only', 'O7_suppress_event']",8,250,true_policy_vs_within_state_shuffle,-0.0075967570643535555,-0.06311748100496824,0.06247890683459785,0.023590563774490203,462,0.5796812749003984
b6e_robust_025,60311,5,coarse,z_reward,full,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only', 'O7_suppress_event']",8,250,true_policy_vs_oracle,-0.0075967570643535555,1.2239410650761156,-1.2538662941010759,1.0,462,0.5796812749003984
b6e_robust_026,60311,5,coarse,z_reward,no_suppress,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only']",8,250,true_policy_vs_balanced_pool_shuffle,-0.006608200796874745,-0.009892517781313932,0.015809817353924643,0.2467013194722111,461,0.5796812749003984
b6e_robust_026,60311,5,coarse,z_reward,no_suppress,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only']",8,250,true_policy_vs_frequency_matched_random,-0.006608200796874745,-0.06452533056892072,0.0489403145945406,0.09436225509796081,461,0.5796812749003984
b6e_robust_026,60311,5,coarse,z_reward,no_suppress,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only']",8,250,true_policy_vs_performance_matched_random,-0.006608200796874745,-0.03549828398781643,0.04285972655688933,0.06357457017193123,461,0.5796812749003984
b6e_robust_026,60311,5,coarse,z_reward,no_suppress,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only']",8,250,true_policy_vs_within_state_shuffle,-0.006608200796874745,-0.056842850579685925,0.05861922443947184,0.032387045181927226,461,0.5796812749003984
b6e_robust_026,60311,5,coarse,z_reward,no_suppress,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only']",8,250,true_policy_vs_oracle,-0.006608200796874745,1.221914132763214,-1.2393207723237167,1.0,461,0.5796812749003984
b6e_robust_027,60311,5,coarse,z_reward,no_phase_only,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O7_suppress_event']",8,250,true_policy_vs_balanced_pool_shuffle,0.015468861481654966,0.005416187997841269,0.031233066304129684,0.058376649340263896,458,0.5796812749003984
b6e_robust_027,60311,5,coarse,z_reward,no_phase_only,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O7_suppress_event']",8,250,true_policy_vs_frequency_matched_random,0.015468861481654966,-0.046491775420016125,0.06445757809131278,0.03358656537385046,458,0.5796812749003984
b6e_robust_027,60311,5,coarse,z_reward,no_phase_only,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O7_suppress_event']",8,250,true_policy_vs_performance_matched_random,0.015468861481654966,-0.004971803855723286,0.04236953792006896,0.05317872850859656,458,0.5796812749003984
b6e_robust_027,60311,5,coarse,z_reward,no_phase_only,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O7_suppress_event']",8,250,true_policy_vs_within_state_shuffle,0.015468861481654966,-0.06505508772854793,0.0961608457026146,0.0011995201919232307,458,0.5796812749003984
b6e_robust_027,60311,5,coarse,z_reward,no_phase_only,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O7_suppress_event']",8,250,true_policy_vs_oracle,0.015468861481654966,1.067896279433008,-1.0631824355989399,1.0,458,0.5796812749003984
b6e_robust_028,60311,5,coarse,z_reward,core_5,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC']",8,250,true_policy_vs_balanced_pool_shuffle,0.025020735830697687,0.018142205186918347,0.021817452262564794,0.08916433426629349,456,0.5796812749003984
b6e_robust_028,60311,5,coarse,z_reward,core_5,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC']",8,250,true_policy_vs_frequency_matched_random,0.025020735830697687,-0.044511607584160146,0.06710513025214737,0.03318672530987605,456,0.5796812749003984
b6e_robust_028,60311,5,coarse,z_reward,core_5,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC']",8,250,true_policy_vs_performance_matched_random,0.025020735830697687,-0.005414526838891896,0.04614907678922406,0.0059976009596161535,456,0.5796812749003984
b6e_robust_028,60311,5,coarse,z_reward,core_5,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC']",8,250,true_policy_vs_within_state_shuffle,0.025020735830697687,-0.060921775904165726,0.10170935259244766,0.0007996801279488205,456,0.5796812749003984
b6e_robust_028,60311,5,coarse,z_reward,core_5,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC']",8,250,true_policy_vs_oracle,0.025020735830697687,1.0578887394678889,-1.0240749132796367,1.0,456,0.5796812749003984
b6e_robust_029,60311,5,coarse,rank_reward,full,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only', 'O7_suppress_event']",8,250,true_policy_vs_balanced_pool_shuffle,-0.01804171122032082,-0.025057843619823175,0.019582966010266798,0.16873250699720113,463,0.5796812749003984
b6e_robust_029,60311,5,coarse,rank_reward,full,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only', 'O7_suppress_event']",8,250,true_policy_vs_frequency_matched_random,-0.01804171122032082,-0.07144102051169271,0.04366299584977195,0.11995201919232307,463,0.5796812749003984
b6e_robust_029,60311,5,coarse,rank_reward,full,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only', 'O7_suppress_event']",8,250,true_policy_vs_performance_matched_random,-0.01804171122032082,-0.04438720258296335,0.04170515698872263,0.07317073170731707,463,0.5796812749003984
b6e_robust_029,60311,5,coarse,rank_reward,full,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only', 'O7_suppress_event']",8,250,true_policy_vs_within_state_shuffle,-0.01804171122032082,-0.0757043542039403,0.06378134400921134,0.01879248300679728,463,0.5796812749003984
b6e_robust_029,60311,5,coarse,rank_reward,full,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only', 'O7_suppress_event']",8,250,true_policy_vs_oracle,-0.01804171122032082,1.1117820538752037,-1.1538000882586406,1.0,463,0.5796812749003984
b6e_robust_030,60311,5,coarse,rank_reward,no_suppress,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only']",8,250,true_policy_vs_balanced_pool_shuffle,-0.009535743632743857,-0.0143796722199822,0.0068974238163283215,0.3822471011595362,462,0.5796812749003984
b6e_robust_030,60311,5,coarse,rank_reward,no_suppress,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only']",8,250,true_policy_vs_frequency_matched_random,-0.009535743632743857,-0.07051881444095708,0.050594154438145834,0.08156737305077968,462,0.5796812749003984
b6e_robust_030,60311,5,coarse,rank_reward,no_suppress,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only']",8,250,true_policy_vs_performance_matched_random,-0.009535743632743857,-0.016907089840560857,0.014423234980468987,0.30427828868452617,462,0.5796812749003984
b6e_robust_030,60311,5,coarse,rank_reward,no_suppress,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only']",8,250,true_policy_vs_within_state_shuffle,-0.009535743632743857,-0.06864548523162048,0.06793370892962153,0.013994402239104359,462,0.5796812749003984
b6e_robust_030,60311,5,coarse,rank_reward,no_suppress,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only']",8,250,true_policy_vs_oracle,-0.009535743632743857,1.112498704331316,-1.13536225187716,1.0,462,0.5796812749003984
b6e_robust_031,60311,5,coarse,rank_reward,no_phase_only,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O7_suppress_event']",8,250,true_policy_vs_balanced_pool_shuffle,-0.008062895964648648,-0.01713873225582226,0.01833743165234734,0.1831267493002799,460,0.5796812749003984
b6e_robust_031,60311,5,coarse,rank_reward,no_phase_only,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O7_suppress_event']",8,250,true_policy_vs_frequency_matched_random,-0.008062895964648648,-0.04717074370364473,0.03589764853546539,0.13874450219912035,460,0.5796812749003984
b6e_robust_031,60311,5,coarse,rank_reward,no_phase_only,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O7_suppress_event']",8,250,true_policy_vs_performance_matched_random,-0.008062895964648648,-0.016915914030785205,0.021757827407977885,0.20231907237105157,460,0.5796812749003984
b6e_robust_031,60311,5,coarse,rank_reward,no_phase_only,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O7_suppress_event']",8,250,true_policy_vs_within_state_shuffle,-0.008062895964648648,-0.07756204297821079,0.08016259402455735,0.0023990403838464614,460,0.5796812749003984
b6e_robust_031,60311,5,coarse,rank_reward,no_phase_only,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O7_suppress_event']",8,250,true_policy_vs_oracle,-0.008062895964648648,1.0019491603225386,-1.0326095018403663,1.0,460,0.5796812749003984
b6e_robust_032,60311,5,coarse,rank_reward,core_5,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC']",8,250,true_policy_vs_balanced_pool_shuffle,0.0020065838352114522,0.007010485291617137,0.008234161273534785,0.31347461015593764,458,0.5796812749003984
b6e_robust_032,60311,5,coarse,rank_reward,core_5,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC']",8,250,true_policy_vs_frequency_matched_random,0.0020065838352114522,-0.04689469453244265,0.04328245784952837,0.11155537784886045,458,0.5796812749003984
b6e_robust_032,60311,5,coarse,rank_reward,core_5,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC']",8,250,true_policy_vs_performance_matched_random,0.0020065838352114522,-0.01217654536955227,0.03277648333248406,0.03998400639744103,458,0.5796812749003984
b6e_robust_032,60311,5,coarse,rank_reward,core_5,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC']",8,250,true_policy_vs_within_state_shuffle,0.0020065838352114522,-0.06848065546784579,0.08318353302083319,0.001999200319872051,458,0.5796812749003984
b6e_robust_032,60311,5,coarse,rank_reward,core_5,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC']",8,250,true_policy_vs_oracle,0.0020065838352114522,0.9944777980181898,-0.9950900537923909,1.0,458,0.5796812749003984
b6e_robust_033,60311,5,side_tfc,z_reward,full,"['O1_lag0_AB', 'O2_lag5_AB', 'O3_A_C_boundary', 'O4_B_C_boundary', 'O5_full_TFC', 'O6_phase_only', 'O7_suppress_event']",8,250,true_policy_vs_balanced_pool_shuffle,0.15584522553422456,0.0595331962265293,0.0814398191680335,0.00039984006397441024,454,0.9860557768924303
