mode,endpoint,comparison,mean_generated,mean_comparator,effect,p_greater,n_events,state_generation_rate
combined_c_fes_gmr72,rank_reward,generated_vs_random_generated,0.03941132336781335,0.004530311645080542,0.034881011722732815,0.0013997200559888023,502,0.39641434262948205
combined_c_fes_gmr72,rank_reward,generated_vs_balanced_generated,0.03941132336781335,0.003708576939027101,0.03570274642878626,0.0009998000399920016,502,0.39641434262948205
combined_c_fes_gmr72,rank_reward,generated_vs_frequency_matched_generated,0.03941132336781335,-0.000905711778703652,0.04031703514651701,0.0021995600879824036,502,0.39641434262948205
combined_c_fes_gmr72,rank_reward,generated_vs_performance_matched_generated,0.03941132336781335,-0.03562541963511207,0.07503674300292543,0.0001999600079984003,502,0.39641434262948205
combined_c_fes_gmr72,rank_reward,generated_vs_best_selected,0.03941132336781335,0.04659363066825289,-0.002233663732578272,0.5212957408518296,455,0.39641434262948205
combined_c_fes_gmr72,rank_reward,generated_vs_best_fixed,0.03941132336781335,-0.11398868873203322,0.14829837344683078,0.0001999600079984003,439,0.39641434262948205
combined_c_fes_gmr72,rank_reward,generated_vs_oracle,0.03941132336781335,1.1117820538752037,-1.0723707305073904,1.0,502,0.39641434262948205
combined_c_fes_gmr72,gmr72_bridge_composite,generated_vs_random_generated,0.004476758354240942,0.004234909668772654,0.0002418486854682938,0.4823035392921416,502,0.39641434262948205
combined_c_fes_gmr72,gmr72_bridge_composite,generated_vs_balanced_generated,0.004476758354240942,0.003843099998729898,0.0006336583555110468,0.4331133773245351,502,0.39641434262948205
combined_c_fes_gmr72,gmr72_bridge_composite,generated_vs_frequency_matched_generated,0.004476758354240942,0.0029602769769684896,0.0015164813772724597,0.3893221355728854,502,0.39641434262948205
combined_c_fes_gmr72,gmr72_bridge_composite,generated_vs_performance_matched_generated,0.004476758354240942,-0.003153542656792762,0.007630301011033714,0.054789042191561686,502,0.39641434262948205
combined_c_fes_gmr72,gmr72_bridge_composite,generated_vs_best_selected,0.004476758354240942,0.058313626196784346,-0.05163963000381131,0.9978004399120176,491,0.39641434262948205
combined_c_fes_gmr72,gmr72_bridge_composite,generated_vs_best_fixed,0.004476758354240942,0.029625897308734956,-0.02294003295822228,0.9280143971205759,489,0.39641434262948205
combined_c_fes_gmr72,gmr72_bridge_composite,generated_vs_oracle,0.004476758354240942,0.5336440378161155,-0.5291672794618745,1.0,502,0.39641434262948205
