state_label,n_train_events,selected_operator,selected_train_reward,global_best_operator,global_best_train_reward,train_mean_O1_lag0_AB,train_mean_O2_lag5_AB,train_mean_O3_A_C_boundary,train_mean_O4_B_C_boundary,train_mean_O5_full_TFC,train_mean_O6_phase_only,train_mean_O7_suppress_event,fold
side=B_side|tfc=low,77,O2_lag5_AB,0.08730346236583368,O3_A_C_boundary,0.06877240898238612,0.08019862700122257,0.08730346236583368,0.06877240898238612,0.00829887127545152,0.047761990695209956,0.042879164391651806,0.024649483921678757,0
side=A_side|tfc=low,51,O1_lag0_AB,0.2387141609805789,O3_A_C_boundary,0.1781926980116137,0.2387141609805789,0.17060633947507414,0.1781926980116137,0.23093406875301856,0.2033306491657914,0.20700226726188709,0.19402302638161245,0
side=A_side|tfc=high,46,O7_suppress_event,0.09038392973582204,O3_A_C_boundary,0.05335625823863995,0.06090835856211615,0.04136237135540948,0.05335625823863995,0.05007906287226889,0.08332378622577069,0.07778305278495969,0.09038392973582204,0
side=B_side|tfc=high,75,O6_phase_only,-0.03763843444780279,O3_A_C_boundary,-0.07130773138824516,-0.12467761979785441,-0.08899422745977227,-0.07130773138824516,-0.05167302419750928,-0.1266061434750746,-0.03763843444780279,-0.05304710031805322,0
side=B_side|tfc=mid,87,O3_A_C_boundary,-0.04830187063516822,O3_A_C_boundary,-0.04830187063516822,-0.088594389288664,-0.08448265933139447,-0.04830187063516822,-0.08111990557641564,-0.07053512568139494,-0.09762601884176443,-0.06549337079520054,0
side=A_side|tfc=mid,45,O4_B_C_boundary,-0.021877598389501825,O3_A_C_boundary,-0.08254043276537616,-0.10776591606280517,-0.07657243027885732,-0.08254043276537616,-0.021877598389501825,-0.06053389673639252,-0.1206001967794202,-0.09504418174544231,0
side=B_side|tfc=high,78,O6_phase_only,-0.079517424830746,O3_A_C_boundary,-0.12410284030822719,-0.1364645321093732,-0.12306052897512461,-0.12410284030822719,-0.09752846976336912,-0.1436004964790189,-0.079517424830746,-0.08884050277152518,1
side=A_side|tfc=high,55,O7_suppress_event,0.07527166195740334,O3_A_C_boundary,0.009550761019145714,-0.02080360609283177,0.015014346059744645,0.009550761019145714,0.023509427491016196,0.03077798769197073,0.023624738759829202,0.07527166195740334,1
side=A_side|tfc=low,53,O1_lag0_AB,0.21934875149492242,O3_A_C_boundary,0.13334802843670734,0.21934875149492242,0.11689162401873564,0.13334802843670734,0.17968405910768448,0.17229733953788454,0.14919686887440398,0.13034298838597946,1
side=B_side|tfc=low,83,O2_lag5_AB,0.05672526603395321,O3_A_C_boundary,0.04489700497604696,0.050666628917330446,0.05672526603395321,0.04489700497604696,-0.025817767616099732,0.030346752932950655,0.03933734538196209,-0.00030865092733726497,1
side=A_side|tfc=mid,43,O4_B_C_boundary,-0.009341241472134396,O3_A_C_boundary,-0.05602000815577622,-0.08074091789946995,-0.037662364991576394,-0.05602000815577622,-0.009341241472134396,-0.059013181335009664,-0.11399475574548795,-0.0670327870867043,1
side=B_side|tfc=mid,82,O3_A_C_boundary,-0.036259444536659906,O3_A_C_boundary,-0.036259444536659906,-0.07027361728388018,-0.07488590082832533,-0.036259444536659906,-0.05559451287749931,-0.061245419406257086,-0.07535948131570688,-0.059355295585386963,1
side=B_side|tfc=low,75,O3_A_C_boundary,0.15531634369451464,O4_B_C_boundary,0.05853255279143194,0.14600156558454136,0.11000551979427328,0.15531634369451464,0.05853255279143194,0.10534026563010891,0.07667398434708107,0.07098149819010906,2
side=A_side|tfc=low,54,O1_lag0_AB,0.2843226294742094,O4_B_C_boundary,0.21725616510857843,0.2843226294742094,0.17765016552444227,0.1902368418860415,0.21725616510857843,0.19582424846350702,0.24081803915167044,0.18378786678497042,2
side=A_side|tfc=high,56,O7_suppress_event,0.06005224824079651,O4_B_C_boundary,-0.00034343162683093774,-0.024304998424047698,-0.006363808067706035,-0.0013074928131729764,-0.00034343162683093774,0.007568091663203915,0.040091875027967655,0.06005224824079651,2
side=B_side|tfc=high,81,O4_B_C_boundary,-0.04260550317907104,O4_B_C_boundary,-0.04260550317907104,-0.11890505090982713,-0.07965192119731584,-0.08344706609541144,-0.04260550317907104,-0.10952338638565227,-0.07564324796900922,-0.0671809444258414,2
side=B_side|tfc=mid,84,O4_B_C_boundary,-0.0682661280916253,O4_B_C_boundary,-0.0682661280916253,-0.10459947003509555,-0.09401553660517517,-0.08294952693233372,-0.0682661280916253,-0.0785794440022109,-0.11123882383225434,-0.08848526225689497,2
side=A_side|tfc=mid,46,O4_B_C_boundary,-0.003122832859115769,O4_B_C_boundary,-0.003122832859115769,-0.10529949867275876,-0.04304974929820964,-0.06292123168544524,-0.003122832859115769,-0.036020864904803114,-0.07574434908531692,-0.06115735061448327,2
side=B_side|tfc=low,81,O3_A_C_boundary,0.0711744651756864,O4_B_C_boundary,-0.02404761531376356,0.05600921990785954,0.033511546984795616,0.0711744651756864,-0.02404761531376356,0.03435964874232109,0.027233484304052178,-0.00011280318685890064,3
side=A_side|tfc=low,54,O1_lag0_AB,0.318133345436183,O4_B_C_boundary,0.27105227367052653,0.318133345436183,0.21896710705359046,0.19160998264734463,0.27105227367052653,0.24246033964613525,0.26416292775806965,0.23043065071209878,3
side=A_side|tfc=high,51,O7_suppress_event,0.08642236007086306,O4_B_C_boundary,0.04671265691864713,0.01668606744303275,0.028670916821087033,0.04389223027590103,0.04671265691864713,0.05151979005378683,0.02109635073931403,0.08642236007086306,3
side=B_side|tfc=high,81,O6_phase_only,-0.03283922751551026,O4_B_C_boundary,-0.036106145954953484,-0.09076550764601421,-0.05677760060693869,-0.059421720680183844,-0.036106145954953484,-0.10489422279579554,-0.03283922751551026,-0.05377729904836528,3
