endpoint,comparison,mean_true_policy,mean_comparator,effect,p_greater,n_events,state_mapping_rate,oracle_hit_rate
regime_transition_score,true_regime_C_policy_vs_balanced_pool_shuffle,0.006581695204056758,0.005507977604553237,0.0010737175995035198,0.46890621875624877,475,0.9860557768924303,0.14342629482071714
regime_transition_score,true_regime_C_policy_vs_frequency_matched_random,0.006581695204056758,-0.0016857984390246928,0.005691568988898123,0.22695460907818435,475,0.9860557768924303,0.14342629482071714
regime_transition_score,true_regime_C_policy_vs_performance_matched_random,0.006581695204056758,0.005363332069961802,0.001218363134094936,0.39172165566886624,475,0.9860557768924303,0.14342629482071714
regime_transition_score,true_regime_C_policy_vs_within_state_shuffle,0.006581695204056758,0.000850352146236891,0.005731343057819863,0.22535492901419715,475,0.9860557768924303,0.14342629482071714
regime_transition_score,true_regime_C_policy_vs_between_state_permutation,0.006581695204056758,0.001752323184983094,0.004829372019073664,0.2615476904619076,475,0.9860557768924303,0.14342629482071714
regime_transition_score,true_regime_C_policy_vs_oracle,0.006581695204056758,0.027516364005122473,-0.023572071691973562,1.0,475,0.9860557768924303,0.14342629482071714
policy_readiness,true_regime_C_policy_vs_balanced_pool_shuffle,0.009674059735860534,0.008089869279015243,0.0015841904568452848,0.2913417316536693,475,0.9860557768924303,0.14342629482071714
policy_readiness,true_regime_C_policy_vs_frequency_matched_random,0.009674059735860534,-0.001992438939563596,0.008712068163179985,0.10517896420715857,475,0.9860557768924303,0.14342629482071714
policy_readiness,true_regime_C_policy_vs_performance_matched_random,0.009674059735860534,0.00660254042075462,0.0030715193151059023,0.0593881223755249,475,0.9860557768924303,0.14342629482071714
policy_readiness,true_regime_C_policy_vs_within_state_shuffle,0.009674059735860534,0.0009575244864434807,0.008716535249417056,0.10457908418316336,475,0.9860557768924303,0.14342629482071714
policy_readiness,true_regime_C_policy_vs_between_state_permutation,0.009674059735860534,0.001689316291325902,0.007984743444534611,0.1247750449910018,475,0.9860557768924303,0.14342629482071714
policy_readiness,true_regime_C_policy_vs_oracle,0.009674059735860534,0.022213107811526873,-0.015544437633702236,1.0,475,0.9860557768924303,0.14342629482071714
operator_margin_persistence,true_regime_C_policy_vs_balanced_pool_shuffle,0.0051514675499418905,0.006980185472035675,-0.0018287179220937847,0.8188362327534493,475,0.9860557768924303,0.14342629482071714
operator_margin_persistence,true_regime_C_policy_vs_frequency_matched_random,0.0051514675499418905,-0.0004202499438321422,0.0019104138642333161,0.371125774845031,475,0.9860557768924303,0.14342629482071714
operator_margin_persistence,true_regime_C_policy_vs_performance_matched_random,0.0051514675499418905,0.005624356023040839,-0.00047288847309896184,0.5708858228354329,475,0.9860557768924303,0.14342629482071714
operator_margin_persistence,true_regime_C_policy_vs_within_state_shuffle,0.0051514675499418905,0.0012110011392855362,0.003940466410656351,0.26194761047790444,475,0.9860557768924303,0.14342629482071714
operator_margin_persistence,true_regime_C_policy_vs_between_state_permutation,0.0051514675499418905,0.0028480259493539922,0.0023034416005878852,0.3349330133973205,475,0.9860557768924303,0.14342629482071714
operator_margin_persistence,true_regime_C_policy_vs_oracle,0.0051514675499418905,0.04057692293973901,-0.03917306885698746,1.0,475,0.9860557768924303,0.14342629482071714
policy_regret_reduction,true_regime_C_policy_vs_balanced_pool_shuffle,0.012904177043679315,-0.004715951843742743,0.027535910737155084,0.15056988602279545,407,0.9860557768924303,0.14342629482071714
policy_regret_reduction,true_regime_C_policy_vs_frequency_matched_random,0.012904177043679315,0.010414489255058064,0.015212348300082001,0.33053389322135573,407,0.9860557768924303,0.14342629482071714
policy_regret_reduction,true_regime_C_policy_vs_performance_matched_random,0.012904177043679315,0.00874840608720345,0.015336505847155877,0.3119376124775045,407,0.9860557768924303,0.14342629482071714
policy_regret_reduction,true_regime_C_policy_vs_within_state_shuffle,0.012904177043679315,0.01689905343912565,0.013666511554693405,0.3669266146770646,407,0.9860557768924303,0.14342629482071714
policy_regret_reduction,true_regime_C_policy_vs_between_state_permutation,0.012904177043679315,0.01356117417392918,0.01250720223447512,0.3643271345730854,407,0.9860557768924303,0.14342629482071714
policy_regret_reduction,true_regime_C_policy_vs_oracle,0.012904177043679315,1.0943697451854688,-1.1013984620575166,1.0,407,0.9860557768924303,0.14342629482071714
regime_recursive_composite,true_regime_C_policy_vs_balanced_pool_shuffle,0.004006396011708824,-2.3360320548339672e-05,0.004029756332257162,0.26614677064587083,475,0.9860557768924303,0.14342629482071714
regime_recursive_composite,true_regime_C_policy_vs_frequency_matched_random,0.004006396011708824,-0.0034151845011978947,0.004362007978237447,0.3163367326534693,475,0.9860557768924303,0.14342629482071714
regime_recursive_composite,true_regime_C_policy_vs_performance_matched_random,0.004006396011708824,0.0014963396710207474,0.0025100563406880655,0.365126974605079,475,0.9860557768924303,0.14342629482071714
regime_recursive_composite,true_regime_C_policy_vs_within_state_shuffle,0.004006396011708824,-0.0012757136376924999,0.005282109649401322,0.28394321135772843,475,0.9860557768924303,0.14342629482071714
regime_recursive_composite,true_regime_C_policy_vs_between_state_permutation,0.004006396011708824,0.0009415789395138393,0.003064817072194986,0.3675264947010598,475,0.9860557768924303,0.14342629482071714
regime_recursive_composite,true_regime_C_policy_vs_oracle,0.004006396011708824,0.28431398521541973,-0.2839729073588362,1.0,475,0.9860557768924303,0.14342629482071714
