heldout_label,selection_mode,selection_value,fold_status,c12_mean,effect_vs_no_topology,effect_vs_reversed,effect_vs_side_broken,effect_vs_shuffled,effect_vs_c10,effect_vs_c11,effect_vs_c13,effect_vs_c14,n_positive_specificity_controls,min_specificity_margin
P6,quantile,0.8,valid,0.00463662565563524,-0.004515328968609689,-0.0072545018079317155,0.00047015864208086594,0.0034801394862220337,-0.0004868803640085415,0.008772194511733616,0.001858506010216319,0.0020006960670961643,5,-0.0072545018079317155
P7,quantile,0.8,valid,,,,,,,,,,0,
P8,quantile,0.8,valid,,,,,,,,,,0,
P9,quantile,0.8,diagnostic_only,,,,,,,,,,0,
P1,quantile,0.9,valid,,,,,,,,,,0,
P10,quantile,0.9,valid,,,,,,,,,,0,
P12,quantile,0.9,valid,,,,,,,,,,0,
P13,quantile,0.9,valid,0.004344951456378073,0.011260879981936759,0.0111077066081257,0.021359512550589873,0.006086682809992355,0.02185371885193179,0.02450357567630931,-0.01847505794980703,-0.001100371188275732,6,-0.01847505794980703
P14,quantile,0.9,diagnostic_only,,,,,,,,,,0,
P15,quantile,0.9,valid,,,,,,,,,,0,
P16,quantile,0.9,diagnostic_only,,,,,,,,,,0,
P17,quantile,0.9,valid,,,,,,,,,,0,
P19,quantile,0.9,valid,,,,,,,,,,0,
P2,quantile,0.9,valid,,,,,,,,,,0,
P20,quantile,0.9,valid,-0.009600410716944953,-0.006460039922617563,-0.002319464957478772,-0.009878149575933843,-0.009686903908274258,-0.011191131052498457,-0.01672303796737274,0.006806969398561754,-0.009166940468527505,1,-0.01672303796737274
P21,quantile,0.9,valid,-0.003572812497945816,-0.005851788692954516,-0.009025849100964534,0.0009168863567847597,-0.022479942635247867,-0.006117720152634269,-0.002753117046524373,0.018071300223434,-0.018236238316423823,2,-0.022479942635247867
P22,quantile,0.9,valid,,,,,,,,,,0,
P23,quantile,0.9,valid,,,,,,,,,,0,
P24,quantile,0.9,diagnostic_only,,,,,,,,,,0,
P25,quantile,0.9,valid,-0.0005121688819219664,-0.008701957722903178,0.005373863742912748,0.00017040176547192254,0.006335075337953339,0.01631498434420747,0.00567626923318966,-0.006282821689390493,0.010222515268393286,6,-0.008701957722903178
P26,quantile,0.9,valid,,,,,,,,,,0,
