mode,endpoint,operator_pool,arm,comparison,mean_true,mean_control,effect,p_greater,n_pairs
combined_c_fes_gmr72,gmr72_bridge_composite,no_suppress,object,true_vs_shuffled_c,1.0694638952425122,-0.07269545056736777,1.1421593458098802,0.0001999600079984003,222
combined_c_fes_gmr72,gmr72_bridge_composite,no_suppress,object,true_vs_phase_rotated,1.0694638952425122,1.3507819122860423,-0.2813180170435299,0.9996000799840032,222
gmr72_phase_conditioned,z_reward,full,object,true_vs_random,0.5004636552468312,-3.126526618231715,3.6269902734785466,0.0001999600079984003,67
gmr72_phase_conditioned,z_reward,full,object,true_vs_balanced,0.5004636552468312,2.2342839096755136,-1.733820254428682,1.0,67
gmr72_phase_conditioned,z_reward,full,object,true_vs_performance_matched,0.5004636552468312,-1.382496871988659,1.8829605272354903,0.0001999600079984003,67
gmr72_phase_conditioned,z_reward,full,object,true_vs_shuffled_c,0.5004636552468312,-0.2985052440195615,0.7989688992663928,0.004799040191961607,67
gmr72_phase_conditioned,z_reward,full,object,true_vs_phase_rotated,0.5004636552468312,2.072781169317581,-1.5723175140707497,1.0,67
gmr72_phase_conditioned,z_reward,core_5,object,true_vs_random,0.7066962420215883,-2.826931974312074,3.533628216333662,0.0001999600079984003,67
gmr72_phase_conditioned,z_reward,core_5,object,true_vs_balanced,0.7066962420215883,2.3906020172663216,-1.6839057752447328,1.0,67
gmr72_phase_conditioned,z_reward,core_5,object,true_vs_performance_matched,0.7066962420215883,-2.2434207378505056,2.950116979872094,0.0001999600079984003,67
gmr72_phase_conditioned,z_reward,core_5,object,true_vs_shuffled_c,0.7066962420215883,-0.30134593343299987,1.0080421754545883,0.0003999200159968006,67
gmr72_phase_conditioned,z_reward,core_5,object,true_vs_phase_rotated,0.7066962420215883,2.274400386307668,-1.56770414428608,1.0,67
gmr72_phase_conditioned,z_reward,no_phase_only,object,true_vs_random,0.6054525023058958,-2.9219823691640534,3.5274348714699495,0.0001999600079984003,67
gmr72_phase_conditioned,z_reward,no_phase_only,object,true_vs_balanced,0.6054525023058958,2.2720092680933583,-1.6665567657874618,1.0,67
gmr72_phase_conditioned,z_reward,no_phase_only,object,true_vs_performance_matched,0.6054525023058958,-1.7815747144959875,2.387027216801883,0.0001999600079984003,67
gmr72_phase_conditioned,z_reward,no_phase_only,object,true_vs_shuffled_c,0.6054525023058958,-0.360872970489371,0.9663254727952668,0.0009998000399920016,67
gmr72_phase_conditioned,z_reward,no_phase_only,object,true_vs_phase_rotated,0.6054525023058958,2.186968283750171,-1.5815157814442748,1.0,67
