mode,endpoint,operator_pool,direction,arm,comparison,mean_true,mean_control,effect,p_greater,n_pairs
gmr72_phase_conditioned,z_reward,no_suppress,A_to_C_to_B,intersection,true_vs_performance_matched,-0.6712792935703237,-0.7396329087634476,0.06835361519312408,0.0001999600079984003,502
gmr72_phase_conditioned,z_reward,no_suppress,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.6712792935703237,-0.7014591934881581,0.030179899917834516,0.010197960407918417,502
gmr72_phase_conditioned,z_reward,no_suppress,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.6712792935703237,-0.7162687358739132,0.04498944230358965,0.0015996800639872025,502
gmr72_phase_conditioned,z_reward,no_suppress,B_to_C_to_A,intersection,true_vs_random,-0.6631896762138235,-0.6986594829654181,0.03546980675159455,0.027194561087782444,502
gmr72_phase_conditioned,z_reward,no_suppress,B_to_C_to_A,intersection,true_vs_balanced,-0.6631896762138235,-0.7167931131085564,0.05360343689473308,0.0001999600079984003,502
gmr72_phase_conditioned,z_reward,no_suppress,B_to_C_to_A,intersection,true_vs_performance_matched,-0.6631896762138235,-0.7725891380733448,0.10939946185952136,0.0001999600079984003,502
gmr72_phase_conditioned,z_reward,no_suppress,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.6631896762138235,-0.7262356245337483,0.06304594831992498,0.0001999600079984003,502
gmr72_phase_conditioned,z_reward,no_suppress,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.6631896762138235,-0.7199862591911239,0.056796582977300426,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,full,A_to_C_to_B,intersection,true_vs_random,-0.6678307077125156,-0.7320071379134409,0.06417643020092519,0.0007998400319936012,502
gmr72_phase_conditioned,rank_reward,full,A_to_C_to_B,intersection,true_vs_balanced,-0.6678307077125156,-0.7143325140564794,0.04650180634396361,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,full,A_to_C_to_B,intersection,true_vs_performance_matched,-0.6678307077125156,-0.753538360255309,0.08570765254279318,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,full,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.6678307077125156,-0.695076017955309,0.027245310242793502,0.017196560687862426,502
gmr72_phase_conditioned,rank_reward,full,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.6678307077125156,-0.7204795442026045,0.05264883649008878,0.0003999200159968006,502
gmr72_phase_conditioned,rank_reward,full,B_to_C_to_A,intersection,true_vs_random,-0.6597156539112999,-0.6953711716003287,0.03565551768902855,0.022395520895820836,502
gmr72_phase_conditioned,rank_reward,full,B_to_C_to_A,intersection,true_vs_balanced,-0.6597156539112999,-0.7173479188673209,0.05763226495602088,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,full,B_to_C_to_A,intersection,true_vs_performance_matched,-0.6597156539112999,-0.7795788618179165,0.11986320790661639,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,full,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.6597156539112999,-0.7168788201546638,0.0571631662433637,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,full,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.6597156539112999,-0.7183000854881616,0.05858443157686148,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,core_5,A_to_C_to_B,intersection,true_vs_random,-0.6349409479471203,-0.6949037731757752,0.05996282522865497,0.0011997600479904018,502
gmr72_phase_conditioned,rank_reward,core_5,A_to_C_to_B,intersection,true_vs_balanced,-0.6349409479471203,-0.6836514342776343,0.04871048633051403,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,core_5,A_to_C_to_B,intersection,true_vs_performance_matched,-0.6349409479471203,-0.7172823399130227,0.08234139196590234,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,core_5,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.6349409479471203,-0.6605100864779503,0.025569138530829937,0.02519496100779844,502
gmr72_phase_conditioned,rank_reward,core_5,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.6349409479471203,-0.6985887736136713,0.06364782566655104,0.0003999200159968006,502
gmr72_phase_conditioned,rank_reward,core_5,B_to_C_to_A,intersection,true_vs_random,-0.6402451081607086,-0.6792006465809061,0.038955538420197465,0.01839632073585283,502
gmr72_phase_conditioned,rank_reward,core_5,B_to_C_to_A,intersection,true_vs_balanced,-0.6402451081607086,-0.689307442151357,0.049062333990648466,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,core_5,B_to_C_to_A,intersection,true_vs_performance_matched,-0.6402451081607086,-0.750934557776355,0.11068944961564652,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,core_5,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.6402451081607086,-0.6921073120143489,0.05186220385364033,0.0003999200159968006,502
gmr72_phase_conditioned,rank_reward,core_5,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.6402451081607086,-0.6995759830975047,0.05933087493679621,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,no_phase_only,A_to_C_to_B,intersection,true_vs_random,-0.6451955309494392,-0.7045869774443575,0.05939144649491827,0.0003999200159968006,502
gmr72_phase_conditioned,rank_reward,no_phase_only,A_to_C_to_B,intersection,true_vs_balanced,-0.6451955309494392,-0.6938243104281706,0.048628779478731496,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,no_phase_only,A_to_C_to_B,intersection,true_vs_performance_matched,-0.6451955309494392,-0.727571174590568,0.08237564364112884,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,no_phase_only,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.6451955309494392,-0.6717043336426145,0.02650880269317525,0.01919616076784643,502
gmr72_phase_conditioned,rank_reward,no_phase_only,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.6451955309494392,-0.7074274518934246,0.06223192094398546,0.0003999200159968006,502
gmr72_phase_conditioned,rank_reward,no_phase_only,B_to_C_to_A,intersection,true_vs_random,-0.6489040671458072,-0.6898961336600089,0.04099206651420173,0.010397920415916816,502
gmr72_phase_conditioned,rank_reward,no_phase_only,B_to_C_to_A,intersection,true_vs_balanced,-0.6489040671458072,-0.6993741276567264,0.05047006051091917,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,no_phase_only,B_to_C_to_A,intersection,true_vs_performance_matched,-0.6489040671458072,-0.7604686703287645,0.11156460318295734,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,no_phase_only,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.6489040671458072,-0.7022873783254612,0.053383311179654114,0.0003999200159968006,502
gmr72_phase_conditioned,rank_reward,no_phase_only,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.6489040671458072,-0.7082971724197814,0.05939310527397422,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,no_suppress,A_to_C_to_B,intersection,true_vs_random,-0.6618674003169291,-0.7271093118235532,0.06524191150662413,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,no_suppress,A_to_C_to_B,intersection,true_vs_balanced,-0.6618674003169291,-0.7084465295442464,0.04657912922731715,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,no_suppress,A_to_C_to_B,intersection,true_vs_performance_matched,-0.6618674003169291,-0.7479731966566694,0.08610579633974019,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,no_suppress,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.6618674003169291,-0.6888195662194356,0.026952165902506618,0.01999600079984003,502
gmr72_phase_conditioned,rank_reward,no_suppress,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.6618674003169291,-0.7154681572509244,0.053600756933995304,0.0005998800239952009,502
gmr72_phase_conditioned,rank_reward,no_suppress,B_to_C_to_A,intersection,true_vs_random,-0.6548790984093678,-0.6888664079578797,0.03398730954851201,0.03119376124775045,502
gmr72_phase_conditioned,rank_reward,no_suppress,B_to_C_to_A,intersection,true_vs_balanced,-0.6548790984093678,-0.7115981792365729,0.05671908082720511,0.0001999600079984003,502
