mode,endpoint,operator_pool,direction,arm,comparison,mean_true,mean_control,effect,p_greater,n_pairs
gmr72_phase_conditioned,rank_reward,no_suppress,B_to_C_to_A,intersection,true_vs_performance_matched,-0.6548790984093678,-0.7744334722377855,0.11955437382841784,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,no_suppress,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.6548790984093678,-0.7112491537925439,0.05637005538317622,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,no_suppress,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.6548790984093678,-0.7134579821125341,0.058578883703166496,0.0001999600079984003,502
gmr72_phase_conditioned,gmr72_bridge_composite,full,A_to_C_to_B,intersection,true_vs_random,-0.26958128248496205,-0.2846038941329265,0.015022611647964545,0.009198160367926415,502
gmr72_phase_conditioned,gmr72_bridge_composite,full,A_to_C_to_B,intersection,true_vs_balanced,-0.26958128248496205,-0.27687332890592253,0.007292046420960516,0.0011997600479904018,502
gmr72_phase_conditioned,gmr72_bridge_composite,full,A_to_C_to_B,intersection,true_vs_performance_matched,-0.26958128248496205,-0.27882944394106635,0.009248161456104347,0.0021995600879824036,502
gmr72_phase_conditioned,gmr72_bridge_composite,full,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.26958128248496205,-0.27381806012865856,0.004236777643696502,0.0649870025994801,502
gmr72_phase_conditioned,gmr72_bridge_composite,full,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.26958128248496205,-0.27861345635542106,0.009032173870459058,0.001799640071985603,502
gmr72_phase_conditioned,gmr72_bridge_composite,full,B_to_C_to_A,intersection,true_vs_random,-0.27005429408742393,-0.2745333831875916,0.004479089100167646,0.23115376924615078,502
gmr72_phase_conditioned,gmr72_bridge_composite,full,B_to_C_to_A,intersection,true_vs_balanced,-0.27005429408742393,-0.2773493154866781,0.007295021399254232,0.0005998800239952009,502
gmr72_phase_conditioned,gmr72_bridge_composite,full,B_to_C_to_A,intersection,true_vs_performance_matched,-0.27005429408742393,-0.28747912629376626,0.01742483220634236,0.0001999600079984003,502
gmr72_phase_conditioned,gmr72_bridge_composite,full,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.27005429408742393,-0.2776770096803293,0.0076227155929054,0.0015996800639872025,502
gmr72_phase_conditioned,gmr72_bridge_composite,full,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.27005429408742393,-0.27875174104637274,0.008697446958948814,0.0007998400319936012,502
gmr72_phase_conditioned,gmr72_bridge_composite,core_5,A_to_C_to_B,intersection,true_vs_random,-0.25532323102233584,-0.27277082713640216,0.017447596114066377,0.001999600079984003,502
gmr72_phase_conditioned,gmr72_bridge_composite,core_5,A_to_C_to_B,intersection,true_vs_balanced,-0.25532323102233584,-0.2625932457024677,0.007270014680131907,0.0001999600079984003,502
gmr72_phase_conditioned,gmr72_bridge_composite,core_5,A_to_C_to_B,intersection,true_vs_performance_matched,-0.25532323102233584,-0.2642441527512536,0.008920921728917772,0.002599480103979204,502
gmr72_phase_conditioned,gmr72_bridge_composite,core_5,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.25532323102233584,-0.25877594296330464,0.003452711940968808,0.08978204359128174,502
gmr72_phase_conditioned,gmr72_bridge_composite,core_5,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.25532323102233584,-0.26546833516765767,0.010145104145321888,0.0005998800239952009,502
gmr72_phase_conditioned,gmr72_bridge_composite,core_5,B_to_C_to_A,intersection,true_vs_random,-0.2574508671325531,-0.26238210503873066,0.00493123790617756,0.1941611677664467,502
gmr72_phase_conditioned,gmr72_bridge_composite,core_5,B_to_C_to_A,intersection,true_vs_balanced,-0.2574508671325531,-0.2633174002097872,0.005866533077234139,0.001999600079984003,502
gmr72_phase_conditioned,gmr72_bridge_composite,core_5,B_to_C_to_A,intersection,true_vs_performance_matched,-0.2574508671325531,-0.2740962130374151,0.016645345904861993,0.0001999600079984003,502
gmr72_phase_conditioned,gmr72_bridge_composite,core_5,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.2574508671325531,-0.26343565204609937,0.0059847849135462785,0.009598080383923215,502
gmr72_phase_conditioned,gmr72_bridge_composite,core_5,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.2574508671325531,-0.2666482038025227,0.009197336669969563,0.0027994401119776045,502
gmr72_phase_conditioned,gmr72_bridge_composite,no_phase_only,A_to_C_to_B,intersection,true_vs_random,-0.26332657835400364,-0.28104512444371427,0.017718546089710557,0.003199360127974405,502
gmr72_phase_conditioned,gmr72_bridge_composite,no_phase_only,A_to_C_to_B,intersection,true_vs_balanced,-0.26332657835400364,-0.27062010108354584,0.00729352272954215,0.0005998800239952009,502
gmr72_phase_conditioned,gmr72_bridge_composite,no_phase_only,A_to_C_to_B,intersection,true_vs_performance_matched,-0.26332657835400364,-0.2728213985286186,0.0094948201746149,0.0021995600879824036,502
gmr72_phase_conditioned,gmr72_bridge_composite,no_phase_only,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.26332657835400364,-0.2669157019313877,0.003589123577383993,0.07358528294341132,502
gmr72_phase_conditioned,gmr72_bridge_composite,no_phase_only,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.26332657835400364,-0.27333923181678144,0.01001265346277776,0.0007998400319936012,502
gmr72_phase_conditioned,gmr72_bridge_composite,no_phase_only,B_to_C_to_A,intersection,true_vs_random,-0.2656263819418666,-0.2710417889181074,0.005415406976240713,0.17456508698260348,502
gmr72_phase_conditioned,gmr72_bridge_composite,no_phase_only,B_to_C_to_A,intersection,true_vs_balanced,-0.2656263819418666,-0.2718078742371569,0.0061814922952903185,0.0007998400319936012,502
gmr72_phase_conditioned,gmr72_bridge_composite,no_phase_only,B_to_C_to_A,intersection,true_vs_performance_matched,-0.2656263819418666,-0.28293705989863693,0.017310677956770295,0.0001999600079984003,502
gmr72_phase_conditioned,gmr72_bridge_composite,no_phase_only,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.2656263819418666,-0.27182710546339633,0.00620072352152972,0.00639872025594881,502
gmr72_phase_conditioned,gmr72_bridge_composite,no_phase_only,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.2656263819418666,-0.27477733504222424,0.009150953100357608,0.0015996800639872025,502
gmr72_phase_conditioned,gmr72_bridge_composite,no_suppress,A_to_C_to_B,intersection,true_vs_random,-0.26489537734171775,-0.27989062429114786,0.01499524694943018,0.009198160367926415,502
gmr72_phase_conditioned,gmr72_bridge_composite,no_suppress,A_to_C_to_B,intersection,true_vs_balanced,-0.26489537734171775,-0.2722212807880744,0.00732590344635673,0.0013997200559888023,502
gmr72_phase_conditioned,gmr72_bridge_composite,no_suppress,A_to_C_to_B,intersection,true_vs_performance_matched,-0.26489537734171775,-0.27376118824231654,0.008865810900598894,0.001799640071985603,502
gmr72_phase_conditioned,gmr72_bridge_composite,no_suppress,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.26489537734171775,-0.269166345801724,0.004270968460006261,0.07398520295940812,502
gmr72_phase_conditioned,gmr72_bridge_composite,no_suppress,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.26489537734171775,-0.274058733515066,0.00916335617334828,0.0011997600479904018,502
gmr72_phase_conditioned,gmr72_bridge_composite,no_suppress,B_to_C_to_A,intersection,true_vs_random,-0.26546168289507605,-0.26933334974161693,0.0038716668465409105,0.2725454909018196,502
gmr72_phase_conditioned,gmr72_bridge_composite,no_suppress,B_to_C_to_A,intersection,true_vs_balanced,-0.26546168289507605,-0.27259333193639274,0.007131649041316735,0.0007998400319936012,502
gmr72_phase_conditioned,gmr72_bridge_composite,no_suppress,B_to_C_to_A,intersection,true_vs_performance_matched,-0.26546168289507605,-0.2823761836204247,0.01691450072534871,0.0001999600079984003,502
gmr72_phase_conditioned,gmr72_bridge_composite,no_suppress,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.26546168289507605,-0.27303441730367517,0.007572734408599158,0.002599480103979204,502
gmr72_phase_conditioned,gmr72_bridge_composite,no_suppress,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.26546168289507605,-0.27420146394332046,0.008739781048244433,0.001799640071985603,502
fes_string_conditioned,z_reward,full,A_to_C_to_B,intersection,true_vs_random,-0.7151615305913658,-0.7283992363792763,0.013237705787910352,0.1895620875824835,502
fes_string_conditioned,z_reward,full,A_to_C_to_B,intersection,true_vs_balanced,-0.7151615305913658,-0.7140804129272932,-0.0010811176640726976,0.5790841831633673,502
fes_string_conditioned,z_reward,full,A_to_C_to_B,intersection,true_vs_performance_matched,-0.7151615305913658,-0.7414074471975124,0.026245916606146454,0.0009998000399920016,502
fes_string_conditioned,z_reward,full,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.7151615305913658,-0.7193134814160727,0.004151950824706865,0.30193961207758446,502
fes_string_conditioned,z_reward,full,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.7151615305913658,-0.7146787653178016,-0.00048276527356428507,0.529494101179764,502
fes_string_conditioned,z_reward,full,B_to_C_to_A,intersection,true_vs_random,-0.7291747280009727,-0.7294142773129224,0.00023954931194956823,0.5022995400919816,502
fes_string_conditioned,z_reward,full,B_to_C_to_A,intersection,true_vs_balanced,-0.7291747280009727,-0.7179173728310504,-0.011257355169922373,0.9474105178964207,502
fes_string_conditioned,z_reward,full,B_to_C_to_A,intersection,true_vs_performance_matched,-0.7291747280009727,-0.7733589976409445,0.04418426963997167,0.0005998800239952009,502
fes_string_conditioned,z_reward,full,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.7291747280009727,-0.727053521793356,-0.0021212062076167134,0.586882623475305,502
fes_string_conditioned,z_reward,full,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.7291747280009727,-0.7195716594812852,-0.009603068519687608,0.8180363927214557,502
fes_string_conditioned,z_reward,core_5,A_to_C_to_B,intersection,true_vs_random,-0.6877924612490347,-0.7036245674607131,0.01583210621167846,0.15556888622275544,502
fes_string_conditioned,z_reward,core_5,A_to_C_to_B,intersection,true_vs_balanced,-0.6877924612490347,-0.6843988782875507,-0.0033935829614840053,0.7324535092981403,502
fes_string_conditioned,z_reward,core_5,A_to_C_to_B,intersection,true_vs_performance_matched,-0.6877924612490347,-0.7023870822891428,0.014594621040107997,0.07078584283143372,502
fes_string_conditioned,z_reward,core_5,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.6877924612490347,-0.6871162333600538,-0.0006762278889808841,0.5282943411317736,502
fes_string_conditioned,z_reward,core_5,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.6877924612490347,-0.6853813648275221,-0.0024110964215127346,0.6184763047390522,502
fes_string_conditioned,z_reward,core_5,B_to_C_to_A,intersection,true_vs_random,-0.7043550063269007,-0.6919169120819681,-0.012438094244932668,0.76124775044991,502
fes_string_conditioned,z_reward,core_5,B_to_C_to_A,intersection,true_vs_balanced,-0.7043550063269007,-0.6913834539502628,-0.012971552376638022,0.9610077984403119,502
fes_string_conditioned,z_reward,core_5,B_to_C_to_A,intersection,true_vs_performance_matched,-0.7043550063269007,-0.7444786113752779,0.040123605048377024,0.004199160167966407,502
fes_string_conditioned,z_reward,core_5,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.7043550063269007,-0.7014618103770446,-0.002893195949856293,0.5998800239952009,502
fes_string_conditioned,z_reward,core_5,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.7043550063269007,-0.6935347811449603,-0.01082022518194068,0.8250349930013997,502
fes_string_conditioned,z_reward,no_phase_only,A_to_C_to_B,intersection,true_vs_random,-0.6912502906577613,-0.7070794589797144,0.015829168321953097,0.15216956608678264,502
fes_string_conditioned,z_reward,no_phase_only,A_to_C_to_B,intersection,true_vs_balanced,-0.6912502906577613,-0.6881569958940789,-0.003093294763682433,0.727254549090182,502
fes_string_conditioned,z_reward,no_phase_only,A_to_C_to_B,intersection,true_vs_performance_matched,-0.6912502906577613,-0.7074130869731768,0.016162796315415538,0.04539092181563687,502
fes_string_conditioned,z_reward,no_phase_only,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.6912502906577613,-0.6910478556985312,-0.0002024349592300648,0.5090981803639272,502
fes_string_conditioned,z_reward,no_phase_only,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.6912502906577613,-0.6890126682508203,-0.002237622406940902,0.6272745450909818,502
fes_string_conditioned,z_reward,no_phase_only,B_to_C_to_A,intersection,true_vs_random,-0.7073789530791975,-0.699060995206655,-0.008317957872542378,0.6866626674665067,502
fes_string_conditioned,z_reward,no_phase_only,B_to_C_to_A,intersection,true_vs_balanced,-0.7073789530791975,-0.694940429881638,-0.012438523197559462,0.9522095580883824,502
fes_string_conditioned,z_reward,no_phase_only,B_to_C_to_A,intersection,true_vs_performance_matched,-0.7073789530791975,-0.7481126793740449,0.040733726294847436,0.0015996800639872025,502
fes_string_conditioned,z_reward,no_phase_only,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.7073789530791975,-0.7048643036387415,-0.0025146494404559567,0.5784843031393722,502
fes_string_conditioned,z_reward,no_phase_only,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.7073789530791975,-0.6969483207477939,-0.010430632331403603,0.8238352329534093,502
fes_string_conditioned,z_reward,no_suppress,A_to_C_to_B,intersection,true_vs_random,-0.7139829366691688,-0.727173017993829,0.013190081324660104,0.1951609678064387,502
fes_string_conditioned,z_reward,no_suppress,A_to_C_to_B,intersection,true_vs_balanced,-0.7139829366691688,-0.7127779499942714,-0.0012049866748975457,0.5884823035392921,502
fes_string_conditioned,z_reward,no_suppress,A_to_C_to_B,intersection,true_vs_performance_matched,-0.7139829366691688,-0.7396329087634476,0.025649972094278817,0.0013997200559888023,502
fes_string_conditioned,z_reward,no_suppress,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.7139829366691688,-0.7179794242725887,0.003996487603419711,0.3109378124375125,502
fes_string_conditioned,z_reward,no_suppress,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.7139829366691688,-0.7134557410961607,-0.0005271955730081272,0.5100979804039192,502
fes_string_conditioned,z_reward,no_suppress,B_to_C_to_A,intersection,true_vs_random,-0.7284304856203497,-0.7270114219876879,-0.0014190636326616452,0.5232953409318136,502
fes_string_conditioned,z_reward,no_suppress,B_to_C_to_A,intersection,true_vs_balanced,-0.7284304856203497,-0.7167931131085564,-0.011637372511793023,0.9526094781043791,502
fes_string_conditioned,z_reward,no_suppress,B_to_C_to_A,intersection,true_vs_performance_matched,-0.7284304856203497,-0.7725891380733448,0.04415865245299529,0.0001999600079984003,502
fes_string_conditioned,z_reward,no_suppress,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.7284304856203497,-0.726024925150383,-0.0024055604699665454,0.596880623875225,502
fes_string_conditioned,z_reward,no_suppress,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.7284304856203497,-0.7185233455631177,-0.009907140057231912,0.8310337932413517,502
fes_string_conditioned,rank_reward,full,A_to_C_to_B,intersection,true_vs_random,-0.7052091583314067,-0.72306683803965,0.01785767970824333,0.1191761647670466,502
fes_string_conditioned,rank_reward,full,A_to_C_to_B,intersection,true_vs_balanced,-0.7052091583314067,-0.7143325140564794,0.009123355725072453,0.0635872825434913,502
fes_string_conditioned,rank_reward,full,A_to_C_to_B,intersection,true_vs_performance_matched,-0.7052091583314067,-0.753538360255309,0.04832920192390203,0.0001999600079984003,502
fes_string_conditioned,rank_reward,full,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.7052091583314067,-0.7199252385401149,0.014716080208708064,0.03999200159968006,502
fes_string_conditioned,rank_reward,full,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.7052091583314067,-0.7099789397297642,0.004769781398357476,0.23595280943811237,502
fes_string_conditioned,rank_reward,full,B_to_C_to_A,intersection,true_vs_random,-0.7199521658516409,-0.7257617177677987,0.00580955191615777,0.35592881423715256,502
fes_string_conditioned,rank_reward,full,B_to_C_to_A,intersection,true_vs_balanced,-0.7199521658516409,-0.7173479188673209,-0.002604246984319945,0.6540691861627674,502
fes_string_conditioned,rank_reward,full,B_to_C_to_A,intersection,true_vs_performance_matched,-0.7199521658516409,-0.7795788618179165,0.05962669596627555,0.0001999600079984003,502
fes_string_conditioned,rank_reward,full,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.7199521658516409,-0.7287229356761217,0.008770769824480783,0.19556088782243553,502
fes_string_conditioned,rank_reward,full,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.7199521658516409,-0.7159412218974713,-0.004010943954169534,0.6534693061387723,502
fes_string_conditioned,rank_reward,core_5,A_to_C_to_B,intersection,true_vs_random,-0.6800647762565081,-0.6915098669537941,0.011445090697285908,0.22335532893421317,502
fes_string_conditioned,rank_reward,core_5,A_to_C_to_B,intersection,true_vs_balanced,-0.6800647762565081,-0.6836514342776343,0.003586658021126206,0.2643471305738852,502
fes_string_conditioned,rank_reward,core_5,A_to_C_to_B,intersection,true_vs_performance_matched,-0.6800647762565081,-0.7172823399130227,0.03721756365651453,0.0003999200159968006,502
fes_string_conditioned,rank_reward,core_5,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.6800647762565081,-0.6866664528225762,0.006601676566068,0.20495900819836033,502
fes_string_conditioned,rank_reward,core_5,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.6800647762565081,-0.6823485594128653,0.0022837831563571206,0.372125574885023,502
fes_string_conditioned,rank_reward,core_5,B_to_C_to_A,intersection,true_vs_random,-0.6948929266397651,-0.6850376376802648,-0.009855288959500238,0.7294541091781643,502
fes_string_conditioned,rank_reward,core_5,B_to_C_to_A,intersection,true_vs_balanced,-0.6948929266397651,-0.689307442151357,-0.0055854844884080275,0.7820435912817436,502
fes_string_conditioned,rank_reward,core_5,B_to_C_to_A,intersection,true_vs_performance_matched,-0.6948929266397651,-0.750934557776355,0.056041631136590025,0.0001999600079984003,502
fes_string_conditioned,rank_reward,core_5,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.6948929266397651,-0.7025197634644766,0.007626836824711558,0.23215356928614278,502
fes_string_conditioned,rank_reward,core_5,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.6948929266397651,-0.6905525046090784,-0.00434042203068666,0.645870825834833,502
fes_string_conditioned,rank_reward,no_phase_only,A_to_C_to_B,intersection,true_vs_random,-0.6900161861791676,-0.7019994347532306,0.011983248574062964,0.20855828834233153,502
fes_string_conditioned,rank_reward,no_phase_only,A_to_C_to_B,intersection,true_vs_balanced,-0.6900161861791676,-0.6938243104281706,0.0038081242490030512,0.2473505298940212,502
fes_string_conditioned,rank_reward,no_phase_only,A_to_C_to_B,intersection,true_vs_performance_matched,-0.6900161861791676,-0.727571174590568,0.03755498841140039,0.0001999600079984003,502
fes_string_conditioned,rank_reward,no_phase_only,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.6900161861791676,-0.6970998661064315,0.007083679927263854,0.1807638472305539,502
fes_string_conditioned,rank_reward,no_phase_only,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.6900161861791676,-0.6923210377318948,0.002304851552727303,0.3729254149170166,502
fes_string_conditioned,rank_reward,no_phase_only,B_to_C_to_A,intersection,true_vs_random,-0.7045066031737759,-0.6988125944902079,-0.0056940086835681625,0.636872625474905,502
fes_string_conditioned,rank_reward,no_phase_only,B_to_C_to_A,intersection,true_vs_balanced,-0.7045066031737759,-0.6993741276567264,-0.005132475517049674,0.7540491901619676,502
fes_string_conditioned,rank_reward,no_phase_only,B_to_C_to_A,intersection,true_vs_performance_matched,-0.7045066031737759,-0.7604686703287645,0.05596206715498851,0.0003999200159968006,502
fes_string_conditioned,rank_reward,no_phase_only,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.7045066031737759,-0.7124979613985111,0.007991358224735172,0.21535692861427713,502
fes_string_conditioned,rank_reward,no_phase_only,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.7045066031737759,-0.7004402185018953,-0.004066384671880619,0.6324735052989402,502
fes_string_conditioned,rank_reward,no_suppress,A_to_C_to_B,intersection,true_vs_random,-0.6991882249855689,-0.7167946855727304,0.017606460587161536,0.12117576484703059,502
fes_string_conditioned,rank_reward,no_suppress,A_to_C_to_B,intersection,true_vs_balanced,-0.6991882249855689,-0.7084465295442464,0.009258304558677398,0.05538892221555689,502
fes_string_conditioned,rank_reward,no_suppress,A_to_C_to_B,intersection,true_vs_performance_matched,-0.6991882249855689,-0.7479731966566694,0.04878497167110045,0.0001999600079984003,502
fes_string_conditioned,rank_reward,no_suppress,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.6991882249855689,-0.7139212941175878,0.014733069132018859,0.042191561687662464,502
fes_string_conditioned,rank_reward,no_suppress,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.6991882249855689,-0.7039653349476886,0.004777109962119601,0.24595080983803239,502
fes_string_conditioned,rank_reward,no_suppress,B_to_C_to_A,intersection,true_vs_random,-0.7143541578818177,-0.7186685712995562,0.004314413417738785,0.39632073585282945,502
fes_string_conditioned,rank_reward,no_suppress,B_to_C_to_A,intersection,true_vs_balanced,-0.7143541578818177,-0.7115981792365729,-0.002755978645244813,0.6524695060987803,502
fes_string_conditioned,rank_reward,no_suppress,B_to_C_to_A,intersection,true_vs_performance_matched,-0.7143541578818177,-0.7744334722377855,0.060079314355967924,0.0001999600079984003,502
fes_string_conditioned,rank_reward,no_suppress,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.7143541578818177,-0.7229413161821812,0.00858715830036362,0.20215956808638272,502
fes_string_conditioned,rank_reward,no_suppress,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.7143541578818177,-0.7100977412463385,-0.00425641663547906,0.6608678264347131,502
fes_string_conditioned,gmr72_bridge_composite,full,A_to_C_to_B,intersection,true_vs_random,-0.27432018871700853,-0.27563290999165035,0.0013127212746417943,0.41131773645270947,502
fes_string_conditioned,gmr72_bridge_composite,full,A_to_C_to_B,intersection,true_vs_balanced,-0.27432018871700853,-0.27687332890592253,0.0025531401889140218,0.013197360527894421,502
fes_string_conditioned,gmr72_bridge_composite,full,A_to_C_to_B,intersection,true_vs_performance_matched,-0.27432018871700853,-0.27882944394106635,0.004509255224057852,0.060587882423515295,502
fes_string_conditioned,gmr72_bridge_composite,full,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.27432018871700853,-0.27628362253216665,0.0019634338151580657,0.09818036392721456,502
fes_string_conditioned,gmr72_bridge_composite,full,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.27432018871700853,-0.2772764044208345,0.002956215703825944,0.021995600879824034,502
fes_string_conditioned,gmr72_bridge_composite,full,B_to_C_to_A,intersection,true_vs_random,-0.2770732435662975,-0.27704007878223424,-3.316478406322944e-05,0.50749850029994,502
fes_string_conditioned,gmr72_bridge_composite,full,B_to_C_to_A,intersection,true_vs_balanced,-0.2770732435662975,-0.2773493154866781,0.0002760719203806962,0.41571685662867425,502
fes_string_conditioned,gmr72_bridge_composite,full,B_to_C_to_A,intersection,true_vs_performance_matched,-0.2770732435662975,-0.28747912629376626,0.010405882727468826,0.0023995200959808036,502
fes_string_conditioned,gmr72_bridge_composite,full,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.2770732435662975,-0.27775686538738564,0.000683621821088193,0.35532893421315737,502
fes_string_conditioned,gmr72_bridge_composite,full,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.2770732435662975,-0.2784050710561722,0.0013318274898747099,0.2871425714857029,502
fes_string_conditioned,gmr72_bridge_composite,core_5,A_to_C_to_B,intersection,true_vs_random,-0.26035760740402564,-0.2656996398836186,0.005342032479592981,0.20475904819036192,502
fes_string_conditioned,gmr72_bridge_composite,core_5,A_to_C_to_B,intersection,true_vs_balanced,-0.26035760740402564,-0.2625932457024677,0.002235638298442078,0.027994401119776045,502
fes_string_conditioned,gmr72_bridge_composite,core_5,A_to_C_to_B,intersection,true_vs_performance_matched,-0.26035760740402564,-0.2642441527512536,0.0038865453472279425,0.08698260347930414,502
fes_string_conditioned,gmr72_bridge_composite,core_5,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.26035760740402564,-0.2621081884933568,0.0017505810893311906,0.13257348530293941,502
fes_string_conditioned,gmr72_bridge_composite,core_5,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.26035760740402564,-0.26358007030389696,0.00322246289987133,0.026194761047790442,502
fes_string_conditioned,gmr72_bridge_composite,core_5,B_to_C_to_A,intersection,true_vs_random,-0.26357727226360816,-0.26065778805098144,-0.002919484212626692,0.6798640271945611,502
fes_string_conditioned,gmr72_bridge_composite,core_5,B_to_C_to_A,intersection,true_vs_balanced,-0.26357727226360816,-0.2633174002097872,-0.00025987205382090023,0.5722855428914218,502
fes_string_conditioned,gmr72_bridge_composite,core_5,B_to_C_to_A,intersection,true_vs_performance_matched,-0.26357727226360816,-0.2740962130374151,0.010518940773806953,0.0027994401119776045,502
fes_string_conditioned,gmr72_bridge_composite,core_5,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.26357727226360816,-0.26431096828793155,0.000733696024323392,0.34693061387722457,502
fes_string_conditioned,gmr72_bridge_composite,core_5,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.26357727226360816,-0.2652487831145521,0.0016715108509439208,0.26974605078984204,502
fes_string_conditioned,gmr72_bridge_composite,no_phase_only,A_to_C_to_B,intersection,true_vs_random,-0.2684443429933273,-0.2730283079004725,0.004583964907145208,0.23595280943811237,502
fes_string_conditioned,gmr72_bridge_composite,no_phase_only,A_to_C_to_B,intersection,true_vs_balanced,-0.2684443429933273,-0.27062010108354584,0.002175758090218591,0.028194361127774445,502
fes_string_conditioned,gmr72_bridge_composite,no_phase_only,A_to_C_to_B,intersection,true_vs_performance_matched,-0.2684443429933273,-0.2728213985286186,0.00437705553529134,0.057388522295540895,502
fes_string_conditioned,gmr72_bridge_composite,no_phase_only,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.2684443429933273,-0.27021177506663957,0.0017674320733122963,0.13017396520695862,502
fes_string_conditioned,gmr72_bridge_composite,no_phase_only,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.2684443429933273,-0.2716230507682428,0.0031787077749155217,0.020395920815836834,502
fes_string_conditioned,gmr72_bridge_composite,no_phase_only,B_to_C_to_A,intersection,true_vs_random,-0.27203998711114746,-0.27042546426858194,-0.0016145228425655364,0.6012797440511898,502
fes_string_conditioned,gmr72_bridge_composite,no_phase_only,B_to_C_to_A,intersection,true_vs_balanced,-0.27203998711114746,-0.2718078742371569,-0.0002321128739905526,0.5622875424915017,502
fes_string_conditioned,gmr72_bridge_composite,no_phase_only,B_to_C_to_A,intersection,true_vs_performance_matched,-0.27203998711114746,-0.28293705989863693,0.010897072787489423,0.002999400119976005,502
fes_string_conditioned,gmr72_bridge_composite,no_phase_only,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.27203998711114746,-0.2726851784000536,0.0006451912889060872,0.3713257348530294,502
fes_string_conditioned,gmr72_bridge_composite,no_phase_only,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.27203998711114746,-0.27366608804062326,0.0016261009294757883,0.26394721055788845,502
fes_string_conditioned,gmr72_bridge_composite,no_suppress,A_to_C_to_B,intersection,true_vs_random,-0.2696625040205749,-0.2714734039949283,0.001810899974353411,0.3827234553089382,502
fes_string_conditioned,gmr72_bridge_composite,no_suppress,A_to_C_to_B,intersection,true_vs_balanced,-0.2696625040205749,-0.2722212807880744,0.00255877676749956,0.015196960607878424,502
fes_string_conditioned,gmr72_bridge_composite,no_suppress,A_to_C_to_B,intersection,true_vs_performance_matched,-0.2696625040205749,-0.27376118824231654,0.004098684221741724,0.08398320335932813,502
