label,idx_in_session,phase,strength,C_memory_scalar,O1_lag0_AB_raw,O2_lag5_AB_raw,ab_receiver_side,ba_receiver_side,ab_sender_side,ba_sender_side,ab_standpoint_polarity,ba_standpoint_polarity,ab_inverted_standpoint_polarity,ba_inverted_standpoint_polarity,ab_standpoint_magnitude,ba_standpoint_magnitude,ab_inverted_standpoint_magnitude,ba_inverted_standpoint_magnitude,scalar_c,directed_c,receiver_only_c,magnitude_only_c,receiver_magnitude_c,standpoint_inversion_c,receiver_standpoint_magnitude_c,endpoint_o1o2_reference,phi_signed_balance_c,phi_opposite_balance_c,phi_magnitude_balance_c,phi_eigen_energy_c,phi_ratio_closure_c,dvj_half_shift_bridge_c,phi_differential_invariant_c,phi_substitution_invariant_c,phi_full_invariant_c,phi_c12_product_shell_c,phi_c12_abs_shell_c
P1,164.0,-0.0573392610796283,0.2010361028147415,0.0442586439052194,0.07293565516633567,0.20236193097545083,0.1284130455888333,0.0997469137775881,0.0997469137775881,0.1284130455888333,0.028666131811245193,-0.028666131811245193,-0.028666131811245193,0.028666131811245193,0.028666131811245193,0.028666131811245193,0.028666131811245193,0.028666131811245193,-2.1023064742347284,-0.08462549670264974,-0.6437467965280292,-0.8966977027512917,-0.8894080983320347,-0.8966977027512917,-0.9223461457922928,-0.5435522236207615,0.4676347319520609,0.6038046011473898,0.4676347319520609,-0.6038046011473898,0.32759944201281277,-0.8982654460350726,-0.6307804747215788,-0.030990254382508825,-0.22112022084313224,-0.9123819826968536,0.6621504106247326
P1,169.0,0.0180158452959741,0.0650695789350374,0.5192965213439015,0.20236193097545083,0.08778039040283125,0.1273438436463136,0.0612595932785826,0.0612595932785826,0.1273438436463136,0.066084250367731,-0.066084250367731,-0.066084250367731,0.066084250367731,0.066084250367731,0.066084250367731,0.066084250367731,0.066084250367731,-0.4859404751215242,0.13053741788552195,-0.8631104618189768,-0.5802545156570251,-0.8331387180980019,-0.5802545156570251,-0.7298771443730596,-0.47964119763930274,0.35805297917119744,0.7171433455169709,0.35805297917119744,-0.7171433455169709,-0.08731242124957052,-0.5872133569048501,-0.459475513591031,-0.031124339655682155,-0.18834312051255256,-0.8183930664300215,0.3583660597632064
P1,192.0,-0.1039464023075152,0.4353913783545702,0.8262486426392762,0.0442057846218438,0.1494265864324725,0.2001773607502687,0.0115635558964982,0.0115635558964982,0.2001773607502687,0.1886138048537705,-0.1886138048537705,-0.1886138048537705,0.1886138048537705,0.1886138048537705,0.1886138048537705,0.1886138048537705,0.1886138048537705,0.5584961809460932,0.83511095293935,-0.7347998307495375,0.4559718963222635,-0.15814798416461026,0.4559718963222635,0.15379645334379533,-0.8951454046432915,-0.3800329895690262,0.33011598087846467,-0.3800329895690262,-0.33011598087846467,-1.9227052490018983,0.42695081039931937,0.5099510569691913,-0.13690094932270785,-0.1883538319448035,0.17332465204309555,-0.39131208584816785
P1,218.0,0.0826799849791917,0.2549827791504009,0.6417972382884388,0.40005176420312044,0.09739888635311937,0.2674352794471196,0.1179616176781164,0.1179616176781164,0.2674352794471196,0.14947366176900317,-0.14947366176900317,-0.14947366176900317,0.14947366176900317,0.14947366176900317,0.14947366176900317,0.14947366176900317,0.14947366176900317,-0.06911898963545464,0.610045995416068,0.22822244790912752,0.12496563254199797,0.20818210064195591,0.12496563254199797,0.17203769647648315,0.4128831755601634,-0.594004914693332,-0.4453453956013114,-0.594004914693332,0.4453453956013114,-0.16242959508043303,0.1592500486661544,-0.49704295596473197,-0.1369007928947816,-0.1883535867215519,0.16566534875043198,-0.539198109952253
P1,255.0,-0.0880840255914333,0.1203257521566732,0.556174037045276,0.31869943104692583,0.3353612093010536,0.1433340571933747,0.0787266062337528,0.0787266062337528,0.1433340571933747,0.06460745095962189,-0.06460745095962189,-0.06460745095962189,0.06460745095962189,0.06460745095962189,0.06460745095962189,0.06460745095962189,0.06460745095962189,-0.36046087582544645,0.12204547662366595,-0.6775709001234745,-0.5927437355705145,-0.7328350155201376,-0.5927437355705145,-0.6845296909461102,1.087136031342232,0.28314438148011123,0.5542722881252085,0.28314438148011123,-0.5542722881252085,0.027486363722256258,-0.591421851046098,-0.5145364279719927,-0.031127477169331175,-0.022538715673848204,-0.3871502775099074,0.04685952992739977
P1,258.0,0.0888877372190644,0.1064474021733435,0.2392835374281726,0.256088409741124,0.1715820627423473,0.0203625038848731,0.0891874590915063,0.0891874590915063,0.0203625038848731,-0.0688249552066332,0.0688249552066332,0.0688249552066332,-0.0688249552066332,0.0688249552066332,0.0688249552066332,0.0688249552066332,0.0688249552066332,-1.4387139022679496,-0.6452220001711511,-1.3015074373105473,-0.5570765097186008,-1.0738085694133435,-0.5570765097186008,-0.8421900685027396,0.11245863428337777,1.083477656553779,1.4093472389074007,1.083477656553779,-1.4093472389074007,0.9341088238003937,-0.6098967216174365,-0.2775387909454014,-0.03109550542369605,0.14335086250822748,-0.45870279740090186,0.2071232260024218
P1,265.0,-0.2368600353189663,0.2375247073508758,0.1589269935302611,0.046943515070722225,0.2931914925352612,0.0598542825782258,0.0905529465071063,0.0905529465071063,0.0598542825782258,-0.030698663928880494,0.030698663928880494,0.030698663928880494,-0.030698663928880494,0.030698663928880494,0.030698663928880494,0.030698663928880494,0.030698663928880494,-1.7121354367004273,-0.42598692715765374,-1.0749304003458717,-0.8795086786638022,-1.1293682669541198,-0.8795086786638022,-1.0373853032882248,-0.26440772816478736,0.9905328396245695,1.1217728427611109,0.9905328396245695,-1.1217728427611109,0.9048575901445314,-0.9001919452875171,0.005289709544613504,-0.030892205733101783,0.14388203163704988,1.2853254047382352,-0.7699267628611657
P1,271.0,0.6024508604545811,0.6809908275966515,0.46795069330351696,0.3160023607691493,0.3067772962735454,0.1200275231097471,0.0660286472381451,0.0660286472381451,0.1200275231097471,0.053998875871602,-0.053998875871602,-0.053998875871602,0.053998875871602,0.053998875871602,0.053998875871602,0.053998875871602,0.053998875871602,-0.6606500184705253,0.06104369396802293,-0.8772365198826184,-0.6824599329873933,-0.9005669449839296,-0.6824599329873933,-0.8174760636782337,0.9524620405367497,0.43151080909211154,0.7566335719104559,0.43151080909211154,-0.7566335719104559,0.02884103631257842,-0.68915167413151,-0.4734092260137355,-0.03109756885980704,-0.022491830101121393,-0.5564720097061686,0.2690766953982898
P1,281.0,-0.340746648108966,0.3679653769559474,0.9407123996011326,0.30750052662776833,0.2103402155924952,0.1891177462862826,0.0168068696887764,0.0168068696887764,0.1891177462862826,0.1723108765975062,-0.1723108765975062,-0.1723108765975062,0.1723108765975062,0.1723108765975062,0.1723108765975062,0.1723108765975062,0.1723108765975062,0.947971070572729,0.7413653105804382,-0.7670545628399567,0.31809883440992887,-0.2567577151489965,0.31809883440992887,0.031676592111503366,0.5006686198502013,-0.27502742449591333,0.3952071904713378,-0.27502742449591333,-0.3952071904713378,-1.5496966141154134,0.2919830005049341,-0.4125842006770827,-0.13690079687865614,-0.18835359296684767,-0.14039661785264376,-0.729028874985677
P1,300.0,0.0174722693669905,0.0644634950617862,0.4493760710840136,0.3084527809228978,0.08625472635744566,0.1863644401155884,0.0511564260891198,0.0511564260891198,0.1863644401155884,0.1352080140264686,-0.1352080140264686,-0.1352080140264686,0.1352080140264686,0.1352080140264686,0.1352080140264686,0.1352080140264686,0.1352080140264686,-0.7238521108254728,0.5280151914851238,-0.5918351847949905,0.004321751669230269,-0.33706874290286865,0.004321751669230269,-0.1718307530842682,-0.02945679175559536,-0.14742255191213852,0.32069955153355595,-0.14742255191213852,-0.32069955153355595,-0.5731358115471227,-0.0011383947093987475,-0.4699202841717775,-0.08604809805696158,-0.00022594604578888425,-0.04458884297627302,-0.712799311700451
