mode,endpoint,metric,comparison,mean_true,mean_control,effect,p_greater,n_pairs
combined_c_fes_gmr72,z_reward,relative_to_decohered_effect,true_vs_random_intersection,-0.6978428286932588,-0.7151102251950077,0.017267396501748918,0.1791641671665667,502
combined_c_fes_gmr72,z_reward,relative_to_decohered_effect,true_vs_balanced_intersection,-0.6978428286932588,-0.7140804129272932,0.016237584234034427,0.08518296340731854,502
combined_c_fes_gmr72,z_reward,relative_to_decohered_effect,true_vs_performance_matched_intersection,-0.6978428286932588,-0.7511472319294027,0.05330440323614411,0.0001999600079984003,502
combined_c_fes_gmr72,z_reward,relative_to_decohered_effect,true_vs_shuffled_c_intersection,-0.6978428286932588,-0.7113888390070113,0.01354601031375259,0.20175964807038593,502
combined_c_fes_gmr72,z_reward,relative_to_decohered_effect,true_vs_phase_rotated_intersection,-0.6978428286932588,-0.7319208371939737,0.034078008500714914,0.00599880023995201,502
combined_c_fes_gmr72,rank_reward,abs_readout_asymmetry,true_vs_random_intersection,0.3457719419023658,0.44074156966599987,-0.094969627763634,1.0,502
combined_c_fes_gmr72,rank_reward,abs_readout_asymmetry,true_vs_balanced_intersection,0.3457719419023658,0.31811102023029425,0.02766092167207161,0.0001999600079984003,502
combined_c_fes_gmr72,rank_reward,abs_readout_asymmetry,true_vs_performance_matched_intersection,0.3457719419023658,0.3459526116366091,-0.00018066973424330675,0.5130973805238952,502
combined_c_fes_gmr72,rank_reward,abs_readout_asymmetry,true_vs_shuffled_c_intersection,0.3457719419023658,0.3369740505424962,0.008797891359869681,0.16356728654269145,502
combined_c_fes_gmr72,rank_reward,abs_readout_asymmetry,true_vs_phase_rotated_intersection,0.3457719419023658,0.3165805560440072,0.02919138585835867,0.004799040191961607,502
combined_c_fes_gmr72,rank_reward,readout_asymmetry,true_vs_random_intersection,-0.0009010754982707046,-0.009497516749538259,0.00859644125126756,0.34513097380523894,502
combined_c_fes_gmr72,rank_reward,readout_asymmetry,true_vs_balanced_intersection,-0.0009010754982707046,-0.0030154048108416653,0.0021143293125709564,0.41391721655668867,502
combined_c_fes_gmr72,rank_reward,readout_asymmetry,true_vs_performance_matched_intersection,-0.0009010754982707046,0.0022426067988756877,-0.0031436822971463905,0.5912817436512697,502
combined_c_fes_gmr72,rank_reward,readout_asymmetry,true_vs_shuffled_c_intersection,-0.0009010754982707046,0.0027578853805319383,-0.003658960878802642,0.5990801839632074,502
combined_c_fes_gmr72,rank_reward,readout_asymmetry,true_vs_phase_rotated_intersection,-0.0009010754982707046,0.0015445613013281441,-0.002445636799598847,0.5650869826034793,502
combined_c_fes_gmr72,rank_reward,decohered_to_relative_effect,true_vs_random_intersection,-0.6862036005536014,-0.7206903249933424,0.03448672443974093,0.03279344131173765,502
combined_c_fes_gmr72,rank_reward,decohered_to_relative_effect,true_vs_balanced_intersection,-0.6862036005536014,-0.717347918867321,0.03114431831371951,0.003999200159968006,502
combined_c_fes_gmr72,rank_reward,decohered_to_relative_effect,true_vs_performance_matched_intersection,-0.6862036005536014,-0.7464317780131305,0.06022817745952906,0.0001999600079984003,502
combined_c_fes_gmr72,rank_reward,decohered_to_relative_effect,true_vs_shuffled_c_intersection,-0.6862036005536014,-0.7084969153807071,0.02229331482710576,0.0683863227354529,502
combined_c_fes_gmr72,rank_reward,decohered_to_relative_effect,true_vs_phase_rotated_intersection,-0.6862036005536014,-0.7332263106854935,0.047022710131892,0.001999600079984003,502
combined_c_fes_gmr72,rank_reward,relative_to_decohered_effect,true_vs_random_intersection,-0.6853025250553306,-0.7111928082438042,0.02589028318847337,0.08798240351929613,502
combined_c_fes_gmr72,rank_reward,relative_to_decohered_effect,true_vs_balanced_intersection,-0.6853025250553306,-0.7143325140564794,0.02902998900114856,0.01259748050389922,502
combined_c_fes_gmr72,rank_reward,relative_to_decohered_effect,true_vs_performance_matched_intersection,-0.6853025250553306,-0.7486743848120062,0.06337185975667545,0.0003999200159968006,502
combined_c_fes_gmr72,rank_reward,relative_to_decohered_effect,true_vs_shuffled_c_intersection,-0.6853025250553306,-0.7112548007612393,0.025952275705908405,0.07858428314337132,502
combined_c_fes_gmr72,rank_reward,relative_to_decohered_effect,true_vs_phase_rotated_intersection,-0.6853025250553306,-0.7347708719868216,0.04946834693149085,0.0013997200559888023,502
combined_c_fes_gmr72,gmr72_bridge_composite,abs_readout_asymmetry,true_vs_random_intersection,0.11593599578728547,0.1498225244990043,-0.03388652871171883,1.0,502
combined_c_fes_gmr72,gmr72_bridge_composite,abs_readout_asymmetry,true_vs_balanced_intersection,0.11593599578728547,0.10585292382775649,0.010083071959528985,0.0001999600079984003,502
combined_c_fes_gmr72,gmr72_bridge_composite,abs_readout_asymmetry,true_vs_performance_matched_intersection,0.11593599578728547,0.09178654967994686,0.02414944610733862,0.0001999600079984003,502
combined_c_fes_gmr72,gmr72_bridge_composite,abs_readout_asymmetry,true_vs_shuffled_c_intersection,0.11593599578728547,0.11473387229014739,0.0012021234971380784,0.35132973405318935,502
combined_c_fes_gmr72,gmr72_bridge_composite,abs_readout_asymmetry,true_vs_phase_rotated_intersection,0.11593599578728547,0.11210086429480066,0.0038351314924848,0.13557288542291543,502
combined_c_fes_gmr72,gmr72_bridge_composite,readout_asymmetry,true_vs_random_intersection,-0.002007719951620072,-0.0010146631165181281,-0.0009930568351019426,0.5588882223555289,502
combined_c_fes_gmr72,gmr72_bridge_composite,readout_asymmetry,true_vs_balanced_intersection,-0.002007719951620072,-0.0004759865807555894,-0.0015317333708644825,0.6942611477704459,502
combined_c_fes_gmr72,gmr72_bridge_composite,readout_asymmetry,true_vs_performance_matched_intersection,-0.002007719951620072,0.0004016448329454333,-0.0024093647845655052,0.747250549890022,502
combined_c_fes_gmr72,gmr72_bridge_composite,readout_asymmetry,true_vs_shuffled_c_intersection,-0.002007719951620072,-0.0005766022646571074,-0.0014311176869629646,0.6484703059388123,502
combined_c_fes_gmr72,gmr72_bridge_composite,readout_asymmetry,true_vs_phase_rotated_intersection,-0.002007719951620072,-0.00044810075723204974,-0.0015596191943880193,0.6340731853629274,502
combined_c_fes_gmr72,gmr72_bridge_composite,decohered_to_relative_effect,true_vs_random_intersection,-0.2774263858205759,-0.2779505228705148,0.0005241370499388658,0.4569086182763447,502
combined_c_fes_gmr72,gmr72_bridge_composite,decohered_to_relative_effect,true_vs_balanced_intersection,-0.2774263858205759,-0.2773493154866781,-7.707033389776426e-05,0.5072985402919417,502
combined_c_fes_gmr72,gmr72_bridge_composite,decohered_to_relative_effect,true_vs_performance_matched_intersection,-0.2774263858205759,-0.2760337841259131,-0.0013926016946628542,0.608878224355129,502
combined_c_fes_gmr72,gmr72_bridge_composite,decohered_to_relative_effect,true_vs_shuffled_c_intersection,-0.2774263858205759,-0.2732566663465703,-0.004169719474005581,0.8068386322735452,502
combined_c_fes_gmr72,gmr72_bridge_composite,decohered_to_relative_effect,true_vs_phase_rotated_intersection,-0.2774263858205759,-0.28451560967626094,0.007089223855684977,0.05638872225554889,502
combined_c_fes_gmr72,gmr72_bridge_composite,relative_to_decohered_effect,true_vs_random_intersection,-0.2754186658689558,-0.27693585975399665,0.0015171938850408102,0.41271745650869823,502
combined_c_fes_gmr72,gmr72_bridge_composite,relative_to_decohered_effect,true_vs_balanced_intersection,-0.2754186658689558,-0.2768733289059226,0.0014546630369667178,0.356128774245151,502
combined_c_fes_gmr72,gmr72_bridge_composite,relative_to_decohered_effect,true_vs_performance_matched_intersection,-0.2754186658689558,-0.27643542895885853,0.0010167630899026536,0.4309138172365527,502
combined_c_fes_gmr72,gmr72_bridge_composite,relative_to_decohered_effect,true_vs_shuffled_c_intersection,-0.2754186658689558,-0.27268006408191325,-0.0027386017870426158,0.6800639872025595,502
combined_c_fes_gmr72,gmr72_bridge_composite,relative_to_decohered_effect,true_vs_phase_rotated_intersection,-0.2754186658689558,-0.2840675089190288,0.008648843050073,0.013997200559888023,502
gmr72_phase_conditioned,z_reward,abs_readout_asymmetry,true_vs_random_intersection,0.3403491315265622,0.43987011209441523,-0.09952098056785305,1.0,502
gmr72_phase_conditioned,z_reward,abs_readout_asymmetry,true_vs_balanced_intersection,0.3403491315265622,0.30490142038947354,0.03544771113708862,0.0001999600079984003,502
gmr72_phase_conditioned,z_reward,abs_readout_asymmetry,true_vs_performance_matched_intersection,0.3403491315265622,0.2933535765942133,0.04699555493234891,0.0001999600079984003,502
gmr72_phase_conditioned,z_reward,abs_readout_asymmetry,true_vs_shuffled_c_intersection,0.3403491315265622,0.33437062244959476,0.0059785090769675,0.3157368526294741,502
gmr72_phase_conditioned,z_reward,abs_readout_asymmetry,true_vs_phase_rotated_intersection,0.3403491315265622,0.2966520837939589,0.043697047732603314,0.0003999200159968006,502
gmr72_phase_conditioned,z_reward,readout_asymmetry,true_vs_random_intersection,0.005367155860108824,-0.009480361361081779,0.014847517221190605,0.24675064987002598,502
gmr72_phase_conditioned,z_reward,readout_asymmetry,true_vs_balanced_intersection,0.005367155860108824,-0.0038369599037572687,0.009204115763866098,0.1731653669266147,502
gmr72_phase_conditioned,z_reward,readout_asymmetry,true_vs_performance_matched_intersection,0.005367155860108824,0.0032677151646549863,0.002099440695453838,0.4391121775644871,502
gmr72_phase_conditioned,z_reward,readout_asymmetry,true_vs_shuffled_c_intersection,0.005367155860108824,-0.004269200633771809,0.009636356493880642,0.252749450109978,502
gmr72_phase_conditioned,z_reward,readout_asymmetry,true_vs_phase_rotated_intersection,0.005367155860108824,-0.002543073415404088,0.007910229275512914,0.29634073185362925,502
gmr72_phase_conditioned,z_reward,decohered_to_relative_effect,true_vs_random_intersection,-0.6662527207362875,-0.7097166487976776,0.04346392806139027,0.010397920415916816,502
gmr72_phase_conditioned,z_reward,decohered_to_relative_effect,true_vs_balanced_intersection,-0.6662527207362875,-0.7179173728310504,0.051664652094763064,0.0001999600079984003,502
gmr72_phase_conditioned,z_reward,decohered_to_relative_effect,true_vs_performance_matched_intersection,-0.6662527207362875,-0.7478795167647478,0.08162679602846049,0.0001999600079984003,502
gmr72_phase_conditioned,z_reward,decohered_to_relative_effect,true_vs_shuffled_c_intersection,-0.6662527207362875,-0.7264636984756176,0.06021097773933031,0.0001999600079984003,502
gmr72_phase_conditioned,z_reward,decohered_to_relative_effect,true_vs_phase_rotated_intersection,-0.6662527207362875,-0.7196488928883069,0.05339617215201952,0.0003999200159968006,502
gmr72_phase_conditioned,z_reward,relative_to_decohered_effect,true_vs_random_intersection,-0.6716198765963962,-0.7002362874365958,0.028616410840199658,0.0623875224955009,502
gmr72_phase_conditioned,z_reward,relative_to_decohered_effect,true_vs_balanced_intersection,-0.6716198765963962,-0.7140804129272932,0.04246053633089696,0.0001999600079984003,502
gmr72_phase_conditioned,z_reward,relative_to_decohered_effect,true_vs_performance_matched_intersection,-0.6716198765963962,-0.7511472319294027,0.07952735533300666,0.0001999600079984003,502
gmr72_phase_conditioned,z_reward,relative_to_decohered_effect,true_vs_shuffled_c_intersection,-0.6716198765963962,-0.7221944978418459,0.050574621245449675,0.0001999600079984003,502
gmr72_phase_conditioned,z_reward,relative_to_decohered_effect,true_vs_phase_rotated_intersection,-0.6716198765963962,-0.7171058194729028,0.0454859428765066,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,abs_readout_asymmetry,true_vs_random_intersection,0.3460832032155014,0.4495690485436335,-0.10348584532813214,1.0,502
gmr72_phase_conditioned,rank_reward,abs_readout_asymmetry,true_vs_balanced_intersection,0.3460832032155014,0.31811102023029425,0.02797218298520715,0.0011997600479904018,502
gmr72_phase_conditioned,rank_reward,abs_readout_asymmetry,true_vs_performance_matched_intersection,0.3460832032155014,0.3459526116366091,0.0001305915788922391,0.4999000199960008,502
gmr72_phase_conditioned,rank_reward,abs_readout_asymmetry,true_vs_shuffled_c_intersection,0.3460832032155014,0.35126907339953023,-0.005185870184028826,0.6700659868026395,502
gmr72_phase_conditioned,rank_reward,abs_readout_asymmetry,true_vs_phase_rotated_intersection,0.3460832032155014,0.3060877184234272,0.039995484792074196,0.0009998000399920016,502
gmr72_phase_conditioned,rank_reward,readout_asymmetry,true_vs_random_intersection,0.007641864848344448,-0.008696224294509142,0.016338089142853604,0.22075584883023394,502
gmr72_phase_conditioned,rank_reward,readout_asymmetry,true_vs_balanced_intersection,0.007641864848344448,-0.0030154048108416653,0.010657269659186116,0.13637272545490903,502
gmr72_phase_conditioned,rank_reward,readout_asymmetry,true_vs_performance_matched_intersection,0.007641864848344448,0.0022426067988756877,0.005399258049468767,0.3235352929414117,502
gmr72_phase_conditioned,rank_reward,readout_asymmetry,true_vs_shuffled_c_intersection,0.007641864848344448,-0.005633174479864346,0.013275039328208803,0.16256748650269945,502
gmr72_phase_conditioned,rank_reward,readout_asymmetry,true_vs_phase_rotated_intersection,0.007641864848344448,0.005923116945333167,0.0017187479030112837,0.45410917816436713,502
gmr72_phase_conditioned,rank_reward,decohered_to_relative_effect,true_vs_random_intersection,-0.654124740963722,-0.7066320781152038,0.0525073371514818,0.0013997200559888023,502
gmr72_phase_conditioned,rank_reward,decohered_to_relative_effect,true_vs_balanced_intersection,-0.654124740963722,-0.717347918867321,0.06322317790359898,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,decohered_to_relative_effect,true_vs_performance_matched_intersection,-0.654124740963722,-0.7464317780131305,0.09230703704940853,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,decohered_to_relative_effect,true_vs_shuffled_c_intersection,-0.654124740963722,-0.7246829483909935,0.07055820742727144,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,decohered_to_relative_effect,true_vs_phase_rotated_intersection,-0.654124740963722,-0.7170621555709139,0.06293741460719192,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,relative_to_decohered_effect,true_vs_random_intersection,-0.6617666058120664,-0.6979358538206946,0.036169248008628196,0.01759648070385923,502
gmr72_phase_conditioned,rank_reward,relative_to_decohered_effect,true_vs_balanced_intersection,-0.6617666058120664,-0.7143325140564794,0.05256590824441287,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,relative_to_decohered_effect,true_vs_performance_matched_intersection,-0.6617666058120664,-0.7486743848120062,0.08690777899993976,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,relative_to_decohered_effect,true_vs_shuffled_c_intersection,-0.6617666058120664,-0.719049773911129,0.057283168099062635,0.0001999600079984003,502
gmr72_phase_conditioned,rank_reward,relative_to_decohered_effect,true_vs_phase_rotated_intersection,-0.6617666058120664,-0.722985272516247,0.06121866670418064,0.0001999600079984003,502
gmr72_phase_conditioned,gmr72_bridge_composite,abs_readout_asymmetry,true_vs_random_intersection,0.11059702737687352,0.1621186279862987,-0.051521600609425185,1.0,502
gmr72_phase_conditioned,gmr72_bridge_composite,abs_readout_asymmetry,true_vs_balanced_intersection,0.11059702737687352,0.10585292382775649,0.004744103549117028,0.0007998400319936012,502
gmr72_phase_conditioned,gmr72_bridge_composite,abs_readout_asymmetry,true_vs_performance_matched_intersection,0.11059702737687352,0.09178654967994686,0.018810477696926665,0.0001999600079984003,502
gmr72_phase_conditioned,gmr72_bridge_composite,abs_readout_asymmetry,true_vs_shuffled_c_intersection,0.11059702737687352,0.10876232957845607,0.0018346977984174588,0.16796640671865626,502
gmr72_phase_conditioned,gmr72_bridge_composite,abs_readout_asymmetry,true_vs_phase_rotated_intersection,0.11059702737687352,0.10557266670498584,0.005024360671887681,0.009198160367926415,502
gmr72_phase_conditioned,gmr72_bridge_composite,readout_asymmetry,true_vs_random_intersection,-0.0016365529800486769,-0.009358864024580167,0.0077223110445314895,0.21775644871025795,502
gmr72_phase_conditioned,gmr72_bridge_composite,readout_asymmetry,true_vs_balanced_intersection,-0.0016365529800486769,-0.0004759865807555894,-0.0011605663992930886,0.7708458308338332,502
gmr72_phase_conditioned,gmr72_bridge_composite,readout_asymmetry,true_vs_performance_matched_intersection,-0.0016365529800486769,0.0004016448329454333,-0.002038197812994111,0.758248350329934,502
gmr72_phase_conditioned,gmr72_bridge_composite,readout_asymmetry,true_vs_shuffled_c_intersection,-0.0016365529800486769,-0.002216665347210164,0.0005801123671614858,0.38812237552489504,502
gmr72_phase_conditioned,gmr72_bridge_composite,readout_asymmetry,true_vs_phase_rotated_intersection,-0.0016365529800486769,-0.00034945475703579356,-0.001287098223012883,0.7044591081783643,502
gmr72_phase_conditioned,gmr72_bridge_composite,decohered_to_relative_effect,true_vs_random_intersection,-0.27160867466184313,-0.27653399994898803,0.004925325287144943,0.26134773045390924,502
gmr72_phase_conditioned,gmr72_bridge_composite,decohered_to_relative_effect,true_vs_balanced_intersection,-0.27160867466184313,-0.2773493154866781,0.00574064082483504,0.0013997200559888023,502
gmr72_phase_conditioned,gmr72_bridge_composite,decohered_to_relative_effect,true_vs_performance_matched_intersection,-0.27160867466184313,-0.2760337841259131,0.00442510946406995,0.11117776444711058,502
gmr72_phase_conditioned,gmr72_bridge_composite,decohered_to_relative_effect,true_vs_shuffled_c_intersection,-0.27160867466184313,-0.27922526457172475,0.007616589909881673,0.001799640071985603,502
gmr72_phase_conditioned,gmr72_bridge_composite,decohered_to_relative_effect,true_vs_phase_rotated_intersection,-0.27160867466184313,-0.2793812896152547,0.007772614953411547,0.006998600279944011,502
gmr72_phase_conditioned,gmr72_bridge_composite,relative_to_decohered_effect,true_vs_random_intersection,-0.26997212168179446,-0.2671751359244079,-0.002796985757386545,0.6852629474105179,502
gmr72_phase_conditioned,gmr72_bridge_composite,relative_to_decohered_effect,true_vs_balanced_intersection,-0.26997212168179446,-0.2768733289059226,0.006901207224128128,0.0005998800239952009,502
gmr72_phase_conditioned,gmr72_bridge_composite,relative_to_decohered_effect,true_vs_performance_matched_intersection,-0.26997212168179446,-0.27643542895885853,0.006463307277064062,0.046790641871625675,502
gmr72_phase_conditioned,gmr72_bridge_composite,relative_to_decohered_effect,true_vs_shuffled_c_intersection,-0.26997212168179446,-0.27700859922451465,0.007036477542720187,0.0011997600479904018,502
gmr72_phase_conditioned,gmr72_bridge_composite,relative_to_decohered_effect,true_vs_phase_rotated_intersection,-0.26997212168179446,-0.27903183485821886,0.009059713176424431,0.001799640071985603,502
fes_string_conditioned,z_reward,abs_readout_asymmetry,true_vs_random_intersection,0.3057816632465926,0.4122420301827866,-0.10646036693619391,1.0,502
fes_string_conditioned,z_reward,abs_readout_asymmetry,true_vs_balanced_intersection,0.3057816632465926,0.30490142038947354,0.0008802428571190773,0.41831633673265345,502
fes_string_conditioned,z_reward,abs_readout_asymmetry,true_vs_performance_matched_intersection,0.3057816632465926,0.2933535765942133,0.01242808665237937,0.06998600279944012,502
fes_string_conditioned,z_reward,abs_readout_asymmetry,true_vs_shuffled_c_intersection,0.3057816632465926,0.3093002927535364,-0.003518629506943698,0.7418516296740651,502
fes_string_conditioned,z_reward,abs_readout_asymmetry,true_vs_phase_rotated_intersection,0.3057816632465926,0.31288265888478156,-0.007100995638188805,0.8294341131773645,502
fes_string_conditioned,z_reward,readout_asymmetry,true_vs_random_intersection,-0.0037312534590051823,-0.011319419006504777,0.007588165547499588,0.3667266546690662,502
fes_string_conditioned,z_reward,readout_asymmetry,true_vs_balanced_intersection,-0.0037312534590051823,-0.0038369599037572687,0.00010570644475208178,0.5042991401719656,502
fes_string_conditioned,z_reward,readout_asymmetry,true_vs_performance_matched_intersection,-0.0037312534590051823,0.0032677151646549863,-0.006998968623660171,0.7930413917216557,502
fes_string_conditioned,z_reward,readout_asymmetry,true_vs_shuffled_c_intersection,-0.0037312534590051823,-0.005202419990888303,0.0014711665318831195,0.3945210957808438,502
fes_string_conditioned,z_reward,readout_asymmetry,true_vs_phase_rotated_intersection,-0.0037312534590051823,-0.006844751071732721,0.003113497612727536,0.3447310537892421,502
fes_string_conditioned,z_reward,decohered_to_relative_effect,true_vs_random_intersection,-0.7175221683342123,-0.7045900695442989,-0.012932098789913433,0.7868426314737053,502
fes_string_conditioned,z_reward,decohered_to_relative_effect,true_vs_balanced_intersection,-0.7175221683342123,-0.7179173728310504,0.0003952044968379776,0.47730453909218157,502
fes_string_conditioned,z_reward,decohered_to_relative_effect,true_vs_performance_matched_intersection,-0.7175221683342123,-0.7478795167647478,0.0303573484305354,0.007798440311937612,502
fes_string_conditioned,z_reward,decohered_to_relative_effect,true_vs_shuffled_c_intersection,-0.7175221683342123,-0.730228846862322,0.012706678528109645,0.05698860227954409,502
fes_string_conditioned,z_reward,decohered_to_relative_effect,true_vs_phase_rotated_intersection,-0.7175221683342123,-0.7225678435456516,0.005045675211439185,0.3129374125174965,502
fes_string_conditioned,z_reward,relative_to_decohered_effect,true_vs_random_intersection,-0.7137909148752072,-0.6932706505377944,-0.020520264337413024,0.8992201559688062,502
fes_string_conditioned,z_reward,relative_to_decohered_effect,true_vs_balanced_intersection,-0.7137909148752072,-0.7140804129272932,0.00028949805208589475,0.47790441911617676,502
fes_string_conditioned,z_reward,relative_to_decohered_effect,true_vs_performance_matched_intersection,-0.7137909148752072,-0.7511472319294027,0.03735631705419558,0.0005998800239952009,502
fes_string_conditioned,z_reward,relative_to_decohered_effect,true_vs_shuffled_c_intersection,-0.7137909148752072,-0.7250264268714338,0.011235511996226525,0.03439312137572485,502
fes_string_conditioned,z_reward,relative_to_decohered_effect,true_vs_phase_rotated_intersection,-0.7137909148752072,-0.7157230924739189,0.001932177598711645,0.39332133573285344,502
fes_string_conditioned,rank_reward,abs_readout_asymmetry,true_vs_random_intersection,0.3142582712449083,0.4319407689965333,-0.11768249775162491,1.0,502
fes_string_conditioned,rank_reward,abs_readout_asymmetry,true_vs_balanced_intersection,0.3142582712449083,0.31811102023029425,-0.0038527489853859417,0.7930413917216557,502
fes_string_conditioned,rank_reward,abs_readout_asymmetry,true_vs_performance_matched_intersection,0.3142582712449083,0.3459526116366091,-0.031694340391700854,1.0,502
fes_string_conditioned,rank_reward,abs_readout_asymmetry,true_vs_shuffled_c_intersection,0.3142582712449083,0.3209709186925701,-0.006712647447661809,0.9120175964807039,502
fes_string_conditioned,rank_reward,abs_readout_asymmetry,true_vs_phase_rotated_intersection,0.3142582712449083,0.3309553421617661,-0.016697070916857775,0.9864027194561088,502
fes_string_conditioned,rank_reward,readout_asymmetry,true_vs_random_intersection,-0.003770078583942604,0.001303814194671856,-0.0050738927786144646,0.6008798240351929,502
fes_string_conditioned,rank_reward,readout_asymmetry,true_vs_balanced_intersection,-0.003770078583942604,-0.0030154048108416653,-0.0007546737731009426,0.5546890621875625,502
fes_string_conditioned,rank_reward,readout_asymmetry,true_vs_performance_matched_intersection,-0.003770078583942604,0.0022426067988756877,-0.006012685382818293,0.7406518696260748,502
fes_string_conditioned,rank_reward,readout_asymmetry,true_vs_shuffled_c_intersection,-0.003770078583942604,2.8101910773477606e-05,-0.0037981804947160836,0.7616476704659069,502
fes_string_conditioned,rank_reward,readout_asymmetry,true_vs_phase_rotated_intersection,-0.003770078583942604,-0.00906007149216953,0.005289992908226927,0.2673465306938612,502
fes_string_conditioned,rank_reward,decohered_to_relative_effect,true_vs_random_intersection,-0.7081903207477435,-0.6906276960713279,-0.01756262467641548,0.8550289942011597,502
fes_string_conditioned,rank_reward,decohered_to_relative_effect,true_vs_balanced_intersection,-0.7081903207477435,-0.717347918867321,0.009157598119577523,0.08998200359928014,502
fes_string_conditioned,rank_reward,decohered_to_relative_effect,true_vs_performance_matched_intersection,-0.7081903207477435,-0.7464317780131305,0.03824145726538708,0.0003999200159968006,502
fes_string_conditioned,rank_reward,decohered_to_relative_effect,true_vs_shuffled_c_intersection,-0.7081903207477435,-0.7279050853847844,0.019714764637041006,0.00599880023995201,502
fes_string_conditioned,rank_reward,decohered_to_relative_effect,true_vs_phase_rotated_intersection,-0.7081903207477435,-0.7222231703167481,0.014032849569004706,0.09318136372725455,502
fes_string_conditioned,rank_reward,relative_to_decohered_effect,true_vs_random_intersection,-0.7044202421638008,-0.6919315102659997,-0.012488731897801026,0.7962407518496301,502
fes_string_conditioned,rank_reward,relative_to_decohered_effect,true_vs_balanced_intersection,-0.7044202421638008,-0.7143325140564794,0.009912271892678466,0.04479104179164167,502
fes_string_conditioned,rank_reward,relative_to_decohered_effect,true_vs_performance_matched_intersection,-0.7044202421638008,-0.7486743848120062,0.04425414264820536,0.0001999600079984003,502
fes_string_conditioned,rank_reward,relative_to_decohered_effect,true_vs_shuffled_c_intersection,-0.7044202421638008,-0.7279331872955579,0.023512945131757085,0.0007998400319936012,502
fes_string_conditioned,rank_reward,relative_to_decohered_effect,true_vs_phase_rotated_intersection,-0.7044202421638008,-0.7131630988245785,0.008742856660777776,0.09658068386322735,502
fes_string_conditioned,gmr72_bridge_composite,abs_readout_asymmetry,true_vs_random_intersection,0.10345291228348089,0.14637828376706785,-0.04292537148358697,1.0,502
fes_string_conditioned,gmr72_bridge_composite,abs_readout_asymmetry,true_vs_balanced_intersection,0.10345291228348089,0.10585292382775649,-0.00240001154427561,0.9996000799840032,502
fes_string_conditioned,gmr72_bridge_composite,abs_readout_asymmetry,true_vs_performance_matched_intersection,0.10345291228348089,0.09178654967994686,0.011666362603534024,0.0001999600079984003,502
fes_string_conditioned,gmr72_bridge_composite,abs_readout_asymmetry,true_vs_shuffled_c_intersection,0.10345291228348089,0.10341949380526616,3.341847821472886e-05,0.4797040591881624,502
