mode,weight_endpoint,readout,control_kind,mean_relative_to_q,mean_q_to_relative,mean_readout_asymmetry,mean_abs_readout_asymmetry,p_asymmetry_two_sided,dominant_direction,n_events
fes_string_conditioned,gmr72_bridge_composite,mq_decohered,shuffled_c_intersection,-0.5926396668166193,-0.5970641685322101,-0.004424501715590869,0.33615082290717996,0.8330333933213357,Relative_to_Qresidual,502
fes_string_conditioned,gmr72_bridge_composite,mq_decohered,phase_rotated_intersection,-0.5903864198266852,-0.5951391829784062,-0.004752763151721093,0.3395532504773782,0.825634873025395,Relative_to_Qresidual,502
linear_c_state,z_reward,mq_decohered,true_intersection,-0.6062998456539066,-0.5761662036405798,0.030133642013326845,0.3888905751154742,0.2443511297740452,Qresidual_to_Relative,502
linear_c_state,z_reward,mq_decohered,random_intersection,-0.5773174042291566,-0.6124615224582979,-0.0351441182291413,0.374550994830898,0.15636872625474904,Relative_to_Qresidual,502
linear_c_state,z_reward,mq_decohered,balanced_intersection,-0.5956426578138964,-0.5956582120764448,-1.5554262548458144e-05,0.33894957304766016,0.9996000799840032,Relative_to_Qresidual,502
linear_c_state,z_reward,mq_decohered,performance_matched_intersection,-0.5919729420274661,-0.59576695049948,-0.003794008472014085,0.35496445489890305,0.8722255548890222,Relative_to_Qresidual,502
linear_c_state,z_reward,mq_decohered,shuffled_c_intersection,-0.5953960437122232,-0.5967372167055411,-0.0013411729933179295,0.3701922078894529,0.9532093581283744,Relative_to_Qresidual,502
linear_c_state,z_reward,mq_decohered,phase_rotated_intersection,-0.6103978793080335,-0.5995702259256179,0.010827653382415552,0.30410726595561294,0.5874825034993001,Qresidual_to_Relative,502
linear_c_state,rank_reward,mq_decohered,true_intersection,-0.6036696574873684,-0.5742924196458453,0.02937723784152296,0.3833187505768939,0.2453509298140372,Qresidual_to_Relative,502
linear_c_state,rank_reward,mq_decohered,random_intersection,-0.5773174042291566,-0.6124615224582979,-0.0351441182291413,0.374550994830898,0.15856828634273146,Relative_to_Qresidual,502
linear_c_state,rank_reward,mq_decohered,balanced_intersection,-0.5956426578138964,-0.5956582120764448,-1.5554262548458144e-05,0.33894957304766016,0.9996000799840032,Relative_to_Qresidual,502
linear_c_state,rank_reward,mq_decohered,performance_matched_intersection,-0.5885859867696014,-0.5916212609781963,-0.0030352742085950216,0.38009643530873505,0.8972205558888222,Relative_to_Qresidual,502
linear_c_state,rank_reward,mq_decohered,shuffled_c_intersection,-0.5935026490970194,-0.5929966205138132,0.0005060285832063612,0.36516538220360073,0.9834033193361328,Qresidual_to_Relative,502
linear_c_state,rank_reward,mq_decohered,phase_rotated_intersection,-0.6118832852421133,-0.6084284290702775,0.0034548561718359483,0.29950791211709016,0.8608278344331134,Qresidual_to_Relative,502
linear_c_state,gmr72_bridge_composite,mq_decohered,true_intersection,-0.5991293847937188,-0.5901243158591186,0.009005068934600123,0.3469468036901403,0.6806638672265547,Qresidual_to_Relative,502
linear_c_state,gmr72_bridge_composite,mq_decohered,random_intersection,-0.5773174042291566,-0.6124615224582979,-0.0351441182291413,0.374550994830898,0.14857028594281144,Relative_to_Qresidual,502
