control_level,endpoint,direction,fold,label,idx_in_session,control_state,access_readout,baseline_max,access_effect
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P3,18.0,dir=0.0|side=B_side|recv=q3|ss=q3|sp=q3,-0.16087719311346746,0.7523059234217412,-0.9131831165352087
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P3,19.0,dir=0.0|side=B_side|recv=q2|ss=q2|sp=q3,-0.09204545824936783,0.8107008572147187,-0.9027463154640866
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P3,25.0,dir=0.0|side=B_side|recv=q3|ss=q3|sp=q3,-0.6406092452591178,0.2823184485075823,-0.9229276937667001
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P3,40.0,dir=0.0|side=B_side|recv=q2|ss=q2|sp=q2,-0.05129798967879029,0.28231844850758364,-0.33361643818637393
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P3,69.0,dir=0.0|side=A_side|recv=q1|ss=q1|sp=q1,0.3271138488632839,0.5670939760131763,-0.23998012714989247
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P3,86.0,dir=0.0|side=A_side|recv=q1|ss=q1|sp=q1,0.28320025666302384,1.0017857610662537,-0.7185855044032299
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P3,89.0,dir=0.0|side=A_side|recv=q1|ss=q1|sp=q1,0.39695239022951845,1.442810152815307,-1.0458577625857886
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P3,92.0,dir=0.0|side=A_side|recv=q3|ss=q3|sp=q1,0.6486437257385542,1.0686149545702452,-0.419971228831691
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P3,121.0,dir=0.0|side=B_side|recv=q1|ss=q1|sp=q2,0.9060484594780598,2.2413555487833894,-1.3353070893053296
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P3,132.0,dir=0.0|side=B_side|recv=q3|ss=q3|sp=q3,0.15139346164313397,0.24828685718429677,-0.0968933955411628
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P3,164.0,dir=0.0|side=B_side|recv=q3|ss=q3|sp=q3,-0.1574843710813099,1.4552084097026596,-1.6126927807839695
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P3,196.0,dir=0.0|side=A_side|recv=q1|ss=q1|sp=q1,-0.7005496623676715,-0.6801190974217817,-0.020430564945889795
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P3,237.0,dir=0.0|side=B_side|recv=q3|ss=q3|sp=q3,-0.6292711843639215,-0.6508074089318591,0.02153622456793758
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P3,265.0,dir=0.0|side=B_side|recv=q3|ss=q3|sp=q2,0.020985829640463305,0.2823184485075823,-0.261332618867119
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P3,276.0,dir=0.0|side=B_side|recv=q3|ss=q3|sp=q2,1.2414606768543506,3.0929699290978094,-1.8515092522434589
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P3,321.0,dir=0.0|side=B_side|recv=q1|ss=q1|sp=q2,-0.28869665681409085,1.0036576048601722,-1.2923542616742631
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P3,352.0,dir=0.0|side=B_side|recv=q3|ss=q3|sp=q2,0.14574470685103333,0.7825114045479087,-0.6367666976968753
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P3,372.0,dir=0.0|side=B_side|recv=q3|ss=q3|sp=q2,-0.6475812420378501,-0.49953295933185393,-0.14804828270599613
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P3,379.0,dir=0.0|side=A_side|recv=q1|ss=q1|sp=q2,0.22234511501213133,0.7800909758127519,-0.5577458608006205
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P3,386.0,dir=0.0|side=A_side|recv=q2|ss=q2|sp=q2,0.12359360310928097,1.2563322868046496,-1.1327386836953686
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P3,402.0,dir=0.0|side=B_side|recv=q3|ss=q3|sp=q3,0.14486692479553068,0.2050856063926574,-0.06021868159712673
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P3,416.0,dir=0.0|side=missing|recv=missing|ss=missing|sp=missing,0.0,0.0,0.0
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P4,46.0,dir=0.0|side=A_side|recv=q1|ss=q1|sp=q2,-0.07439331534792988,-0.0463536855733064,-0.02803962977462348
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P4,75.0,dir=0.0|side=B_side|recv=q2|ss=q2|sp=q2,0.602784957392444,0.41178959617006383,0.19099536122238014
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P4,111.0,dir=0.0|side=A_side|recv=q1|ss=q1|sp=q1,-0.5084752570873812,0.09374805434949655,-0.6022233114368777
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P4,137.0,dir=0.0|side=A_side|recv=q1|ss=q1|sp=q1,-0.5826782867452325,-0.27948320874216703,-0.30319507800306544
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P4,143.0,dir=0.0|side=A_side|recv=q1|ss=q1|sp=q1,0.02748375173858919,0.1295026244444977,-0.10201887270590851
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P4,162.0,dir=0.0|side=B_side|recv=q3|ss=q3|sp=q3,0.2641179727570674,0.9975783382013916,-0.7334603654443242
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P4,191.0,dir=0.0|side=B_side|recv=q3|ss=q3|sp=q3,0.0594774060348683,0.4002874876227272,-0.3408100815878589
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P4,215.0,dir=0.0|side=A_side|recv=q1|ss=q1|sp=q1,-0.5164484872221963,-0.47466251445242535,-0.04178597276977092
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P4,227.0,dir=0.0|side=B_side|recv=q2|ss=q2|sp=q3,0.18600891830678037,0.2672954704614876,-0.08128655215470723
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P4,239.0,dir=0.0|side=B_side|recv=q3|ss=q3|sp=q3,-0.4330186881073404,1.0475248285131575,-1.4805435166204979
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P4,255.0,dir=0.0|side=A_side|recv=q1|ss=q1|sp=q1,-0.06991775695989132,-0.10269320044773748,0.03277544348784617
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P4,263.0,dir=0.0|side=A_side|recv=q1|ss=q1|sp=q1,0.4792428195285334,1.0251342273337791,-0.5458914078052457
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P4,267.0,dir=0.0|side=B_side|recv=q3|ss=q3|sp=q3,0.2649333973432626,0.9710516455419989,-0.7061182481987363
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P4,290.0,dir=0.0|side=B_side|recv=q3|ss=q3|sp=q3,-0.17683710683542073,-0.23798442345074347,0.061147316615322744
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P4,304.0,dir=0.0|side=A_side|recv=q1|ss=q1|sp=q1,0.10912349540630706,1.794670777692143,-1.6855472822858357
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P4,329.0,dir=0.0|side=A_side|recv=q3|ss=q3|sp=q1,0.4529648693224743,1.0095592761334844,-0.55659440681101
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P4,355.0,dir=0.0|side=B_side|recv=q2|ss=q2|sp=q3,0.2388401744436297,1.173989765810695,-0.9351495913670653
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P4,369.0,dir=0.0|side=A_side|recv=q1|ss=q1|sp=q2,0.3445297028971775,0.28405256027095377,0.06047714262622372
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,0,P4,381.0,dir=0.0|side=B_side|recv=q3|ss=q3|sp=q3,-0.38703241349299616,-0.008216925269210938,-0.37881548822378525
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,1,P11,46.0,dir=0.0|side=B_side|recv=q2|ss=q2|sp=q3,0.5796448925412767,0.4753190350516813,0.10432585748959539
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,1,P11,67.0,dir=0.0|side=B_side|recv=q2|ss=q2|sp=q2,-0.21746924835181786,0.15461335465027848,-0.37208260300209633
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,1,P11,89.0,dir=0.0|side=A_side|recv=q1|ss=q1|sp=q1,0.6826682893180676,0.8059086346991228,-0.12324034538105522
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,1,P11,103.0,dir=0.0|side=B_side|recv=q3|ss=q3|sp=q3,0.07983677680263926,0.35507938898102465,-0.2752426121783854
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,1,P11,120.0,dir=0.0|side=B_side|recv=q3|ss=q3|sp=q2,0.2995215769508735,0.9851281225814976,-0.6856065456306242
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,1,P11,146.0,dir=0.0|side=B_side|recv=q2|ss=q2|sp=q3,-0.26073861906955653,0.16934196713132646,-0.43008058620088296
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,1,P11,157.0,dir=0.0|side=B_side|recv=q1|ss=q1|sp=q2,-0.30724540418918433,0.49567679722122837,-0.8029222014104127
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,1,P11,181.0,dir=0.0|side=B_side|recv=q2|ss=q2|sp=q3,0.3613033129939018,1.3576013701950582,-0.9962980572011564
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,1,P11,211.0,dir=0.0|side=B_side|recv=q1|ss=q1|sp=q2,-0.18346995222413795,-0.1461863585057079,-0.03728359371843004
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,1,P11,240.0,dir=0.0|side=B_side|recv=q2|ss=q2|sp=q2,-0.6380556324885581,-0.6733110173562143,0.035255384867656225
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,1,P11,252.0,dir=0.0|side=B_side|recv=q1|ss=q1|sp=q2,-0.12771443280775507,0.36728602129571986,-0.49500045410347493
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,1,P11,263.0,dir=0.0|side=B_side|recv=q2|ss=q2|sp=q2,-0.6424931397133095,1.155146520052262,-1.7976396597655713
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,1,P11,282.0,dir=0.0|side=B_side|recv=q2|ss=q2|sp=q3,-0.2222463361067839,0.36543873978764513,-0.587685075894429
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,1,P11,292.0,dir=0.0|side=B_side|recv=q2|ss=q2|sp=q2,0.27008850441303117,0.2947108218007237,-0.02462231738769255
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,1,P11,309.0,dir=0.0|side=B_side|recv=q2|ss=q2|sp=q2,-0.34404534502614426,0.27896826080771486,-0.6230136058338591
receiver_preserved__standpoint_preserved,z_reward,A_to_C_to_B,1,P11,324.0,dir=0.0|side=B_side|recv=q3|ss=q3|sp=q3,-0.7551160798735289,-0.4384519888975125,-0.3166640909760164
