topology_arm,comparison,left_arm,right_arm,mean_delta,median_delta,sd_delta,left_win_fraction,bootstrap_ci_low,bootstrap_ci_high,classification,base_topology,perturbation_kind,node_count_n,distance_from_12,signed_distance_from_12,is_odd,edge_count,is_ring_sharing,is_reversed,is_null
c10_shuffled,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,0.004796893867605215,0.005269980935390235,0.0031371264695049437,0.9722222222222222,0.0037919824579690084,0.00579933472383949,left-stable,c10,shuffled,10,2,-2,False,40,False,False,False
c10_shuffled,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,0.0016875642861103129,0.001512785448814544,0.0024179154714345807,0.75,0.0008885855194005943,0.0024833243189203084,left-stable,c10,shuffled,10,2,-2,False,40,False,False,False
c10_shuffled,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,0.0016875642861103129,0.001512785448814544,0.0024179154714345807,0.75,0.0009106208552129512,0.0024673825396319365,left-stable,c10,shuffled,10,2,-2,False,40,False,False,False
c10_degree_null,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,-0.005206938883737573,-0.005223647595984966,0.00243259499844357,0.0,-0.005985030095782545,-0.004426490921695479,reverse-stable,c10,degree_null,10,2,-2,False,40,False,False,True
c10_degree_null,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,-0.0020488363713746603,-0.0024307469108398715,0.003835001043183198,0.3055555555555556,-0.003283812120165665,-0.0008021884109399137,right-stable,c10,degree_null,10,2,-2,False,40,False,False,True
c10_degree_null,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,-0.004255732553554099,-0.004468089831858892,0.0026410051268930907,0.05555555555555555,-0.0051484344207371,-0.0034098344673438113,right-stable,c10,degree_null,10,2,-2,False,40,False,False,True
c10_degree_null,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,-0.004255732553554099,-0.004468089831858892,0.0026410051268930907,0.05555555555555555,-0.00514807103247523,-0.003385997095527456,right-stable,c10,degree_null,10,2,-2,False,40,False,False,True
c10_edge_count_null,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,-0.0007218326879154512,-0.0006060307300177559,0.003244528394176855,0.4444444444444444,-0.0017620446015817579,0.0003193249917626108,boundary,c10,edge_count_null,10,2,-2,False,40,False,False,True
c10_edge_count_null,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,0.003492420121407213,0.003984573985358478,0.004273688864508789,0.8055555555555556,0.0021601258723319854,0.00490443981402819,left-stable,c10,edge_count_null,10,2,-2,False,40,False,False,True
c10_edge_count_null,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,-0.0006235106833128953,-0.0005296853393821712,0.0035234799817259028,0.4444444444444444,-0.0017659640862475662,0.00048325290936581994,boundary,c10,edge_count_null,10,2,-2,False,40,False,False,True
c10_edge_count_null,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,-0.0006235106833128953,-0.0005296853393821712,0.0035234799817259028,0.4444444444444444,-0.0017725648152305097,0.0005202034683611216,boundary,c10,edge_count_null,10,2,-2,False,40,False,False,True
c10_ring_share_5,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,0.0004615519682978857,-0.00016292508510398166,0.002142213330955508,0.5,-0.00022102490525591505,0.0011720700182687,boundary,c10,ring_share_5,10,2,-2,False,50,True,False,False
c10_ring_share_5,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,0.0010660925923131268,0.0008930770696580671,0.0030811608844109875,0.6388888888888888,2.7740402601176473e-05,0.0020740303959122046,left-stable,c10,ring_share_5,10,2,-2,False,50,True,False,False
c10_ring_share_5,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,-0.0026399718135834116,-0.002478406546242283,0.001977696176286951,0.027777777777777776,-0.003315580803011773,-0.001998233615964856,right-stable,c10,ring_share_5,10,2,-2,False,50,True,False,False
c10_ring_share_5,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,-0.0026399718135834116,-0.002478406546242283,0.001977696176286951,0.027777777777777776,-0.0032937000508875265,-0.002025209422110342,right-stable,c10,ring_share_5,10,2,-2,False,50,True,False,False
c10_ring_share_7,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,0.001729417995076966,0.0014810501323162736,0.0022589281728964817,0.8055555555555556,0.0009730574400517308,0.0024631588882417016,full-stable,c10,ring_share_7,10,2,-2,False,60,True,False,False
c10_ring_share_7,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,0.002471895410655165,0.002653102354707596,0.0038762493609162665,0.6666666666666666,0.0011926173816743562,0.003702690794482178,left-stable,c10,ring_share_7,10,2,-2,False,60,True,False,False
c10_ring_share_7,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,4.38454429774969e-06,0.0007108116946808636,0.0027160930091143084,0.5833333333333334,-0.0008970681491022614,0.0008603330398928425,boundary,c10,ring_share_7,10,2,-2,False,60,True,False,False
c10_ring_share_7,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,4.38454429774969e-06,0.0007108116946808636,0.0027160930091143084,0.5833333333333334,-0.000946806008669114,0.0008820754452538348,boundary,c10,ring_share_7,10,2,-2,False,60,True,False,False
c10_ring_share_10,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,0.0001056811254580008,0.0006938108993646538,0.0023603213866764017,0.5555555555555556,-0.0006821702314065729,0.0008482734328939748,boundary,c10,ring_share_10,10,2,-2,False,40,True,False,False
c10_ring_share_10,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,0.001993324887833985,0.002364350464586006,0.004473865796758148,0.6666666666666666,0.000501643943308552,0.0034488631609689313,left-stable,c10,ring_share_10,10,2,-2,False,40,True,False,False
c10_ring_share_10,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,-0.001181658727540684,-0.0016369658048904245,0.0028778991896387515,0.25,-0.002134757856211539,-0.0002303020903330029,right-stable,c10,ring_share_10,10,2,-2,False,40,True,False,False
c10_ring_share_10,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,-0.001181658727540684,-0.0016369658048904245,0.0028778991896387515,0.25,-0.0021500625685219534,-0.00021161989684129298,right-stable,c10,ring_share_10,10,2,-2,False,40,True,False,False
c10_ring_share_11,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,0.0006725379925218478,0.00017658481437699447,0.0023374592140239297,0.5277777777777778,-6.604567047572273e-05,0.0014560536637217324,boundary,c10,ring_share_11,10,2,-2,False,40,True,False,False
c10_ring_share_11,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,0.0019115446749460839,0.0025175467516787694,0.0033618127411176994,0.75,0.0008449635068420875,0.002961103078208362,left-stable,c10,ring_share_11,10,2,-2,False,40,True,False,False
c10_ring_share_11,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,-0.002324489026294715,-0.0020111292566253936,0.0028159360117571684,0.19444444444444445,-0.003218203712118551,-0.0013969291636607218,right-stable,c10,ring_share_11,10,2,-2,False,40,True,False,False
c10_ring_share_11,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,-0.002324489026294715,-0.0020111292566253936,0.0028159360117571684,0.19444444444444445,-0.0032557049504368745,-0.001392395222689262,right-stable,c10,ring_share_11,10,2,-2,False,40,True,False,False
c12_reversed,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,-0.0037682451846607484,-0.003758433640361769,0.0031648690465289294,0.1111111111111111,-0.004864101976292966,-0.002765780262169419,reverse-stable,c12,reversed,12,0,0,False,48,False,True,False
c12_reversed,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,0.0036735582231132245,0.0035137876084674387,0.0032751723662322574,0.8611111111111112,0.0026271827355755827,0.004779002988689895,left-stable,c12,reversed,12,0,0,False,48,False,True,False
c12_reversed,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,-0.005560029495507614,-0.00577912362456,0.0034955264167874874,0.05555555555555555,-0.006701327531954942,-0.004348143881225596,right-stable,c12,reversed,12,0,0,False,48,False,True,False
c12_reversed,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,-0.005560029495507614,-0.00577912362456,0.0034955264167874874,0.05555555555555555,-0.0066703012544939745,-0.004409661275641734,right-stable,c12,reversed,12,0,0,False,48,False,True,False
c12_side_broken,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,0.0036945403863254955,0.0044525183796605295,0.0024936403445708372,0.9166666666666666,0.00290116930882437,0.004469258068182951,full-stable,c12,side_broken,12,0,0,False,48,False,False,False
c12_side_broken,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,0.00021691387547942805,0.0002921607873392973,0.0032020571940521068,0.5555555555555556,-0.0008663457241498031,0.0012683056851997953,boundary,c12,side_broken,12,0,0,False,48,False,False,False
c12_side_broken,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,0.0036712870553254322,0.003713703611408193,0.0026508699609125845,0.9166666666666666,0.0027796050888376097,0.004559889530566479,left-stable,c12,side_broken,12,0,0,False,48,False,False,False
c12_side_broken,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,0.0036712870553254322,0.003713703611408193,0.0026508699609125845,0.9166666666666666,0.0028558384051153795,0.004532149427416627,left-stable,c12,side_broken,12,0,0,False,48,False,False,False
c12_shuffled,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,-0.002824942513068923,-0.002895934509778675,0.002578429260443478,0.1388888888888889,-0.0037044973992257746,-0.0020247461378792514,reverse-stable,c12,shuffled,12,0,0,False,48,False,False,False
c12_shuffled,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,0.006927743429245298,0.006894079486893134,0.0030471444637446446,1.0,0.0059224143678360715,0.00790299605701329,left-stable,c12,shuffled,12,0,0,False,48,False,False,False
c12_shuffled,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,-0.0035288556803064574,-0.003353715764741121,0.002181131430475507,0.0,-0.0042237581823647875,-0.0028262741211677,right-stable,c12,shuffled,12,0,0,False,48,False,False,False
c12_shuffled,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,-0.0035288556803064574,-0.003353715764741121,0.002181131430475507,0.0,-0.004227959006246724,-0.002838244021480057,right-stable,c12,shuffled,12,0,0,False,48,False,False,False
c12_degree_null,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,-0.0021366045400590524,-0.0021485132891222412,0.002648897870077126,0.2222222222222222,-0.0029409194897683844,-0.0012574906001782881,reverse-stable,c12,degree_null,12,0,0,False,48,False,False,True
c12_degree_null,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,0.01165020722818545,0.012376775638045089,0.0025235754384445776,1.0,0.010854587335979842,0.012463093492194915,left-stable,c12,degree_null,12,0,0,False,48,False,False,True
c12_degree_null,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,-0.0013951868286123312,-0.00071540153514681,0.0024822129400677803,0.3611111111111111,-0.0022081552199517255,-0.0005760921774566526,right-stable,c12,degree_null,12,0,0,False,48,False,False,True
c12_degree_null,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,-0.0013951868286123312,-0.00071540153514681,0.0024822129400677803,0.3611111111111111,-0.002197415208781338,-0.0006215309981274878,right-stable,c12,degree_null,12,0,0,False,48,False,False,True
c12_edge_count_null,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,0.0006439654738914648,0.0008306702296838892,0.002312867451354641,0.6111111111111112,-0.00012012079154245465,0.0014407457322166727,boundary,c12,edge_count_null,12,0,0,False,48,False,False,True
c12_edge_count_null,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,0.0069264794584911055,0.007507248291027895,0.0031121696908121676,0.9722222222222222,0.005939446234566341,0.00787404637492841,left-stable,c12,edge_count_null,12,0,0,False,48,False,False,True
c12_edge_count_null,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,0.0009950241070101925,0.00119473033774255,0.0021925050927870645,0.6666666666666666,0.00025963513192402886,0.001688976826623656,left-stable,c12,edge_count_null,12,0,0,False,48,False,False,True
c12_edge_count_null,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,0.0009950241070101925,0.00119473033774255,0.0021925050927870645,0.6666666666666666,0.0002876965381383391,0.0016826726323515987,left-stable,c12,edge_count_null,12,0,0,False,48,False,False,True
c12_ring_share_5,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,-0.005323998450993851,-0.00566429900205849,0.003173714211698952,0.027777777777777776,-0.006355333373170891,-0.00431289010596217,reverse-stable,c12,ring_share_5,12,0,0,False,72,True,False,False
c12_ring_share_5,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,0.006937717754274081,0.007245724167458986,0.003233959473689639,0.9722222222222222,0.005893404439741125,0.007946169483652833,left-stable,c12,ring_share_5,12,0,0,False,72,True,False,False
c12_ring_share_5,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,-0.005628230689611992,-0.005340351056542507,0.002249896031387002,0.0,-0.006359960033301366,-0.004887078277872103,right-stable,c12,ring_share_5,12,0,0,False,72,True,False,False
c12_ring_share_5,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,-0.005628230689611992,-0.005340351056542507,0.002249896031387002,0.0,-0.006357714730783134,-0.0049074695069754705,right-stable,c12,ring_share_5,12,0,0,False,72,True,False,False
c12_ring_share_7,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,-0.005051192952251759,-0.005199150715991835,0.0026566370180119083,0.0,-0.005908445500564288,-0.004199793630994333,reverse-stable,c12,ring_share_7,12,0,0,False,72,True,False,False
c12_ring_share_7,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,0.007628490142824186,0.007699116221514783,0.003282171720908799,1.0,0.006591622769810898,0.008693896830011745,left-stable,c12,ring_share_7,12,0,0,False,72,True,False,False
c12_ring_share_7,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,-0.004750766635063957,-0.00435000282043539,0.002420718765420469,0.027777777777777776,-0.005508863890385656,-0.003963879137606862,right-stable,c12,ring_share_7,12,0,0,False,72,True,False,False
c12_ring_share_7,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,-0.004750766635063957,-0.00435000282043539,0.002420718765420469,0.027777777777777776,-0.005542766411617687,-0.003975256230559874,right-stable,c12,ring_share_7,12,0,0,False,72,True,False,False
c12_ring_share_10,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,-0.003248150476473982,-0.003242037360302902,0.002575441164004111,0.1111111111111111,-0.004076979692343309,-0.002407218801021382,reverse-stable,c12,ring_share_10,12,0,0,False,48,True,False,False
c12_ring_share_10,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,0.003870155177468188,0.003247824589578962,0.0029830247679681035,0.9444444444444444,0.002908611682364034,0.004908186239921042,left-stable,c12,ring_share_10,12,0,0,False,48,True,False,False
c12_ring_share_10,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,-0.004881636891183375,-0.006017295130916738,0.0033718406459089176,0.1111111111111111,-0.006013538263561737,-0.0037426431127620665,right-stable,c12,ring_share_10,12,0,0,False,48,True,False,False
c12_ring_share_10,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,-0.004881636891183375,-0.006017295130916738,0.0033718406459089176,0.1111111111111111,-0.0059234503105459226,-0.00379300233307622,right-stable,c12,ring_share_10,12,0,0,False,48,True,False,False
