topology_arm,comparison,left_arm,right_arm,mean_delta,median_delta,sd_delta,left_win_fraction,bootstrap_ci_low,bootstrap_ci_high,classification,base_topology,perturbation_kind,node_count_n,distance_from_12,signed_distance_from_12,is_odd,edge_count,is_ring_sharing,is_reversed,is_null
c12_ring_share_11,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,-0.003610357206673733,-0.003272338152236898,0.003100375444954206,0.1111111111111111,-0.0046588664491023085,-0.0026210870174678503,reverse-stable,c12,ring_share_11,12,0,0,False,48,True,False,False
c12_ring_share_11,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,0.0037001187782585493,0.0032064104069440737,0.002798604457143547,0.9722222222222222,0.0027520515047100825,0.004603008246109779,left-stable,c12,ring_share_11,12,0,0,False,48,True,False,False
c12_ring_share_11,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,-0.0052485086773925846,-0.005058437174903974,0.0037596840693687726,0.08333333333333333,-0.006515280829644416,-0.004076190462405806,right-stable,c12,ring_share_11,12,0,0,False,48,True,False,False
c12_ring_share_11,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,-0.0052485086773925846,-0.005058437174903974,0.0037596840693687726,0.08333333333333333,-0.006427680711192956,-0.00404456745248729,right-stable,c12,ring_share_11,12,0,0,False,48,True,False,False
c13_reversed,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,0.002142824819179852,0.0021303259557330177,0.0022023732721158963,0.8611111111111112,0.0014422662328236874,0.002872001240043137,full-stable,c13,reversed,13,1,1,True,52,False,True,False
c13_reversed,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,-0.004052362502445898,-0.0037737247948941453,0.0024733924861836424,0.027777777777777776,-0.004917019661637913,-0.0032882156851592173,right-stable,c13,reversed,13,1,1,True,52,False,True,False
c13_reversed,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,0.002348939648295734,0.0019242697636746601,0.0023706557839220247,0.8333333333333334,0.001577459115206335,0.003105298508567558,left-stable,c13,reversed,13,1,1,True,52,False,True,False
c13_reversed,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,0.002348939648295734,0.0019242697636746601,0.0023706557839220247,0.8333333333333334,0.0015539189414287456,0.003094149187765148,left-stable,c13,reversed,13,1,1,True,52,False,True,False
c13_side_broken,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,0.0038227590605215004,0.003849138257152342,0.0018418484617580984,0.9722222222222222,0.0032059775837020945,0.004406639475132765,full-stable,c13,side_broken,13,1,1,True,52,False,False,False
c13_side_broken,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,-0.007740086269219275,-0.007760993161960435,0.0029687941897707515,0.0,-0.008733280701865132,-0.006764704617532414,right-stable,c13,side_broken,13,1,1,True,52,False,False,False
c13_side_broken,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,0.00046252612104488337,0.0005021250472257912,0.0019817836384057107,0.5555555555555556,-0.0001909975551491238,0.0010954490629321756,boundary,c13,side_broken,13,1,1,True,52,False,False,False
c13_side_broken,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,0.00046252612104488337,0.0005021250472257912,0.0019817836384057107,0.5555555555555556,-0.00019265558354153854,0.0011369862689878593,boundary,c13,side_broken,13,1,1,True,52,False,False,False
c13_shuffled,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,0.0003849666875096371,-6.069036406220721e-05,0.002806853032468369,0.5,-0.0005353239344456992,0.0012695392097039212,boundary,c13,shuffled,13,1,1,True,52,False,False,False
c13_shuffled,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,-0.006154529374028074,-0.006297265640380509,0.0026306752461548997,0.0,-0.006993579116484661,-0.005263679834714515,right-stable,c13,shuffled,13,1,1,True,52,False,False,False
c13_shuffled,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,-0.0020257354101245223,-0.0018529954428358113,0.002807197993825227,0.16666666666666666,-0.0029314598906479495,-0.0010840861203837036,right-stable,c13,shuffled,13,1,1,True,52,False,False,False
c13_shuffled,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,-0.0020257354101245223,-0.0018529954428358113,0.002807197993825227,0.16666666666666666,-0.002902800016123152,-0.001055671940175953,right-stable,c13,shuffled,13,1,1,True,52,False,False,False
c13_degree_null,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,0.00364916812140865,0.004508573337911549,0.0029436656132344214,0.8055555555555556,0.0026795578456921395,0.0045384406066197565,full-stable,c13,degree_null,13,1,1,True,52,False,False,True
c13_degree_null,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,-0.001571739377539582,-0.0019634749501496263,0.004647646624534658,0.4166666666666667,-0.0029918938600845,-3.978803122171753e-05,right-stable,c13,degree_null,13,1,1,True,52,False,False,True
c13_degree_null,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,0.006885135047349147,0.0074877086733614985,0.00351640917256478,0.9444444444444444,0.005726997121862877,0.007943894799415561,left-stable,c13,degree_null,13,1,1,True,52,False,False,True
c13_degree_null,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,0.006885135047349147,0.0074877086733614985,0.00351640917256478,0.9444444444444444,0.005745901490683336,0.007996659887490324,left-stable,c13,degree_null,13,1,1,True,52,False,False,True
c13_edge_count_null,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,0.0007943468001926332,0.0009689655811565053,0.0022321360322380738,0.6388888888888888,3.847038645851869e-05,0.001524852217219264,full-stable,c13,edge_count_null,13,1,1,True,52,False,False,True
c13_edge_count_null,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,-0.0015571236375620696,-0.0011262921761655577,0.002710618367850216,0.2777777777777778,-0.002420175611333256,-0.0006668981939819748,right-stable,c13,edge_count_null,13,1,1,True,52,False,False,True
c13_edge_count_null,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,-0.0001654258989253816,-0.00013510259090555865,0.00227050144126453,0.4722222222222222,-0.0009250442814424633,0.000547862717918005,boundary,c13,edge_count_null,13,1,1,True,52,False,False,True
c13_edge_count_null,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,-0.0001654258989253816,-0.00013510259090555865,0.00227050144126453,0.4722222222222222,-0.0009608568544151885,0.000555009880265066,boundary,c13,edge_count_null,13,1,1,True,52,False,False,True
c13_ring_share_5,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,0.0022267841959522842,0.0018228380011085143,0.002481925530958434,0.8333333333333334,0.0014151866479772848,0.0030446254998955256,full-stable,c13,ring_share_5,13,1,1,True,78,True,False,False
c13_ring_share_5,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,-0.00322681028363782,-0.0030207152298868407,0.002918013647849593,0.1111111111111111,-0.00419360390507342,-0.002316535082532603,right-stable,c13,ring_share_5,13,1,1,True,78,True,False,False
c13_ring_share_5,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,0.0008001444339286104,0.0006847879326976475,0.0023609348630694122,0.6388888888888888,-8.91993145135989e-06,0.0015357131547782833,boundary,c13,ring_share_5,13,1,1,True,78,True,False,False
c13_ring_share_5,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,0.0008001444339286104,0.0006847879326976475,0.0023609348630694122,0.6388888888888888,5.21577903630404e-05,0.0015252369972453203,left-stable,c13,ring_share_5,13,1,1,True,78,True,False,False
c13_ring_share_7,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,0.002406868303477406,0.0026626868826099374,0.0033009353295532545,0.8333333333333334,0.001375289984473523,0.0034870780443667848,full-stable,c13,ring_share_7,13,1,1,True,78,True,False,False
c13_ring_share_7,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,-0.002950311072819777,-0.0026917019735539886,0.0033958437865510447,0.2222222222222222,-0.004070970772753866,-0.0018661417764727875,right-stable,c13,ring_share_7,13,1,1,True,78,True,False,False
c13_ring_share_7,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,0.0015995340934494473,0.001530044443464784,0.0026851858455058334,0.8055555555555556,0.0006831017223426791,0.0024464517452027715,left-stable,c13,ring_share_7,13,1,1,True,78,True,False,False
c13_ring_share_7,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,0.0015995340934494473,0.001530044443464784,0.0026851858455058334,0.8055555555555556,0.0006851098364894552,0.002450340265519611,left-stable,c13,ring_share_7,13,1,1,True,78,True,False,False
c13_ring_share_10,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,0.00245648266564911,0.0025518366476726707,0.002263020466546402,0.8888888888888888,0.0016876368474514952,0.0031562738164995887,full-stable,c13,ring_share_10,13,1,1,True,78,True,False,False
c13_ring_share_10,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,-0.0040128519614697255,-0.0030185976807569842,0.004858040431373078,0.1388888888888889,-0.005645705464594758,-0.0025252005424840182,right-stable,c13,ring_share_10,13,1,1,True,78,True,False,False
c13_ring_share_10,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,0.0012940801055027287,0.0018879274731174408,0.0036170699184199253,0.75,0.00010310609958792277,0.0024672973508573955,left-stable,c13,ring_share_10,13,1,1,True,78,True,False,False
c13_ring_share_10,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,0.0012940801055027287,0.0018879274731174408,0.0036170699184199253,0.75,0.00010506679227051498,0.0024637313700848354,left-stable,c13,ring_share_10,13,1,1,True,78,True,False,False
c13_ring_share_11,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,0.0025260193062747924,0.002448420369581159,0.0018298052145094554,0.8888888888888888,0.0019277474931956773,0.0030849664937457667,full-stable,c13,ring_share_11,13,1,1,True,52,True,False,False
c13_ring_share_11,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,-0.0032778963123813085,-0.003128102802361421,0.003144180628323463,0.19444444444444445,-0.004340573606530637,-0.0022235565547361665,right-stable,c13,ring_share_11,13,1,1,True,52,True,False,False
c13_ring_share_11,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,0.0021888359370405134,0.0021311699824014757,0.00295879213800412,0.75,0.0011981892367246279,0.003173855706187557,left-stable,c13,ring_share_11,13,1,1,True,52,True,False,False
c13_ring_share_11,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,0.0021888359370405134,0.0021311699824014757,0.00295879213800412,0.75,0.0011515214541213173,0.003157407063198753,left-stable,c13,ring_share_11,13,1,1,True,52,True,False,False
c14_reversed,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,-0.00012390850160220925,0.00012539448485488413,0.001452204075610174,0.5,-0.0006183727859178027,0.0003741131523468106,boundary,c14,reversed,14,2,2,False,56,False,True,False
c14_reversed,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,-0.002062876631705784,-0.0027992856890622264,0.002491783423711498,0.19444444444444445,-0.002873467651136689,-0.0012160588327298685,right-stable,c14,reversed,14,2,2,False,56,False,True,False
c14_reversed,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,0.0013336284151281566,0.0012519190540865844,0.0017199945335881598,0.75,0.0007798890696546051,0.0018906333038908795,left-stable,c14,reversed,14,2,2,False,56,False,True,False
c14_reversed,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,0.0013336284151281566,0.0012519190540865844,0.0017199945335881598,0.75,0.0007420617421236999,0.001881005683487519,left-stable,c14,reversed,14,2,2,False,56,False,True,False
c14_side_broken,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,0.000732276493777806,0.0004797122148135417,0.0035892647426621046,0.5555555555555556,-0.0004277466063156549,0.0019144947589739341,boundary,c14,side_broken,14,2,2,False,56,False,False,False
c14_side_broken,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,0.004426246488072727,0.005068569490426307,0.00356262898127322,0.8611111111111112,0.0032155082040990724,0.005577266070791469,left-stable,c14,side_broken,14,2,2,False,56,False,False,False
c14_side_broken,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,0.0020870487037563867,0.002003215850862318,0.0025222222503870594,0.7222222222222222,0.0012791507356874694,0.0029311996865662017,left-stable,c14,side_broken,14,2,2,False,56,False,False,False
c14_side_broken,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,0.0020870487037563867,0.002003215850862318,0.0025222222503870594,0.7222222222222222,0.0012654773780097295,0.00292542647864237,left-stable,c14,side_broken,14,2,2,False,56,False,False,False
c14_shuffled,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,0.0031516643714585026,0.0034208566294751637,0.002260296291797638,0.9166666666666666,0.0023445446968896446,0.003895607538489385,full-stable,c14,shuffled,14,2,2,False,56,False,False,False
c14_shuffled,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,-0.004333652633208649,-0.004015551298607824,0.0032481015955445084,0.05555555555555555,-0.005494633838153357,-0.0032989551036370426,right-stable,c14,shuffled,14,2,2,False,56,False,False,False
c14_shuffled,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,0.0023963183506756705,0.0022067169754755797,0.0022631615083827644,0.8888888888888888,0.0016881935328021175,0.003159200179054085,left-stable,c14,shuffled,14,2,2,False,56,False,False,False
c14_shuffled,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,0.0023963183506756705,0.0022067169754755797,0.0022631615083827644,0.8888888888888888,0.001702366209626375,0.003104574778030995,left-stable,c14,shuffled,14,2,2,False,56,False,False,False
c14_degree_null,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,0.004735436523744291,0.00499743163992959,0.0020138205524491038,0.9722222222222222,0.004054047564404373,0.005315258924388366,full-stable,c14,degree_null,14,2,2,False,56,False,False,True
c14_degree_null,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,-0.001476364984796142,-0.0013174534270145096,0.003169703538309423,0.3333333333333333,-0.0025149060929151768,-0.00040352272698668403,right-stable,c14,degree_null,14,2,2,False,56,False,False,True
c14_degree_null,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,0.00444518022670724,0.0041307238995576,0.002055483232385037,1.0,0.0038102988369158185,0.005116558075879895,left-stable,c14,degree_null,14,2,2,False,56,False,False,True
c14_degree_null,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,0.00444518022670724,0.0041307238995576,0.002055483232385037,1.0,0.0037517608420115723,0.005119159666707186,left-stable,c14,degree_null,14,2,2,False,56,False,False,True
c14_edge_count_null,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,0.0037909574462235943,0.0036472263875039525,0.0025777183911404327,0.9166666666666666,0.002962357809464114,0.004578899834240841,full-stable,c14,edge_count_null,14,2,2,False,56,False,False,True
c14_edge_count_null,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,-0.00012594866795147687,-0.0006572857170972285,0.0035384359747045084,0.4166666666666667,-0.0012196607747041468,0.001092499524235264,boundary,c14,edge_count_null,14,2,2,False,56,False,False,True
c14_edge_count_null,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,0.0037175441235174933,0.0039883919586093585,0.002466904164364073,0.8888888888888888,0.002892948427017795,0.004517188239517225,left-stable,c14,edge_count_null,14,2,2,False,56,False,False,True
c14_edge_count_null,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,0.0037175441235174933,0.0039883919586093585,0.002466904164364073,0.8888888888888888,0.002876728565153382,0.004492677165186331,left-stable,c14,edge_count_null,14,2,2,False,56,False,False,True
c14_ring_share_5,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,0.0005533247662385086,0.000562979615585891,0.0022068623230776328,0.5555555555555556,-0.00012422271847817485,0.0012708010930731679,boundary,c14,ring_share_5,14,2,2,False,84,True,False,False
c14_ring_share_5,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,-0.003873262479437364,-0.0032883659403397346,0.002685100789180866,0.05555555555555555,-0.004763407839499126,-0.0030045460370943435,right-stable,c14,ring_share_5,14,2,2,False,84,True,False,False
c14_ring_share_5,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,-0.000149291957350488,-0.00030928312502507703,0.0024753205022371542,0.4722222222222222,-0.000925004148990025,0.0006216754385080325,boundary,c14,ring_share_5,14,2,2,False,84,True,False,False
c14_ring_share_5,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,-0.000149291957350488,-0.00030928312502507703,0.0024753205022371542,0.4722222222222222,-0.0009562265197464401,0.0006859429445916638,boundary,c14,ring_share_5,14,2,2,False,84,True,False,False
c14_ring_share_7,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,-0.001284198611125648,-0.0012752831261621045,0.0018664314205775244,0.25,-0.0018702851793047626,-0.0006839967837468777,reverse-stable,c14,ring_share_7,14,2,2,False,70,True,False,False
c14_ring_share_7,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,-0.0022718277503911612,-0.0022948582122496544,0.002811309148227456,0.19444444444444445,-0.0031813093194602185,-0.0014072867812078664,right-stable,c14,ring_share_7,14,2,2,False,70,True,False,False
c14_ring_share_7,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,-0.0007641513537426522,-0.0006161747971680514,0.001814431747770337,0.3888888888888889,-0.001350960308971669,-0.00018189757408205724,right-stable,c14,ring_share_7,14,2,2,False,70,True,False,False
c14_ring_share_7,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,-0.0007641513537426522,-0.0006161747971680514,0.001814431747770337,0.3888888888888889,-0.0013041697013937343,-0.00019111453663537764,right-stable,c14,ring_share_7,14,2,2,False,70,True,False,False
c14_ring_share_10,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,-0.0012327936492796795,-0.0013240576880540502,0.0017864449282024224,0.25,-0.0018140592839380263,-0.0006309621403986607,reverse-stable,c14,ring_share_10,14,2,2,False,84,True,False,False
c14_ring_share_10,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,-0.002968965532967668,-0.0025524293589900813,0.002709366176358641,0.1111111111111111,-0.0038807365322780837,-0.002070698586009009,right-stable,c14,ring_share_10,14,2,2,False,84,True,False,False
c14_ring_share_10,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,-0.001202804122588723,-0.0010670808743829872,0.0018902526679886883,0.3333333333333333,-0.0018038252990021234,-0.0005802770151282215,right-stable,c14,ring_share_10,14,2,2,False,84,True,False,False
c14_ring_share_10,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,-0.001202804122588723,-0.0010670808743829872,0.0018902526679886883,0.3333333333333333,-0.0018120960033613388,-0.0006220519351080703,right-stable,c14,ring_share_10,14,2,2,False,84,True,False,False
c14_ring_share_11,full_minus_reverse,full_self_consistent_rstar,reverse_only_c_to_ab,-0.00039950640259105966,-0.0005746801213487174,0.002069315434022713,0.3333333333333333,-0.0010415078852062738,0.00028212538134742514,boundary,c14,ring_share_11,14,2,2,False,84,True,False,False
c14_ring_share_11,receiver_minus_reverse,c_to_ab_receiver_only,reverse_only_c_to_ab,-0.0026112498917956637,-0.002378203547238479,0.002342214583706769,0.05555555555555555,-0.0033590271153481196,-0.0018442057917187709,right-stable,c14,ring_share_11,14,2,2,False,84,True,False,False
c14_ring_share_11,magnitude_minus_reverse,c_to_ab_magnitude_only,reverse_only_c_to_ab,0.000128421684180614,0.00024045615019110858,0.0018277045055860345,0.5555555555555556,-0.00045549732947297914,0.0007159859963951834,boundary,c14,ring_share_11,14,2,2,False,84,True,False,False
c14_ring_share_11,standpoint_minus_reverse,c_to_ab_standpoint_only,reverse_only_c_to_ab,0.000128421684180614,0.00024045615019110858,0.0018277045055860345,0.5555555555555556,-0.0004873313882371926,0.0007419579002358469,boundary,c14,ring_share_11,14,2,2,False,84,True,False,False
