mode,endpoint,selection_rule,comparison,mean_true_generated_pool,mean_comparator,effect,p_greater,n_events,generated_selection_rate
fes_string_conditioned,z_reward,mean,true_generated_pool_vs_balanced_generated_selected,0.02998243779351871,0.02998243779351871,0.0,1.0,473,0.0
fes_string_conditioned,z_reward,mean,true_generated_pool_vs_frequency_matched_generated_selected,0.02998243779351871,0.02998243779351871,0.0,1.0,473,0.0
fes_string_conditioned,z_reward,mean,true_generated_pool_vs_performance_matched_generated_selected,0.02998243779351871,0.02998243779351871,0.0,1.0,473,0.0
fes_string_conditioned,z_reward,mean,true_generated_pool_vs_shuffled_true_generated_selected,0.02998243779351871,0.02998243779351871,0.0,1.0,473,0.0
fes_string_conditioned,z_reward,mean,true_generated_pool_vs_oracle,0.02998243779351871,1.2239410650761156,-1.2098212996065207,1.0,473,0.0
fes_string_conditioned,z_reward,stability_adjusted,true_generated_pool_vs_existing_selected,0.028380384890814396,0.028380384890814396,0.0,1.0,479,0.0
fes_string_conditioned,z_reward,stability_adjusted,true_generated_pool_vs_random_generated_selected,0.028380384890814396,0.028380384890814396,0.0,1.0,479,0.0
fes_string_conditioned,z_reward,stability_adjusted,true_generated_pool_vs_balanced_generated_selected,0.028380384890814396,0.028380384890814396,0.0,1.0,479,0.0
fes_string_conditioned,z_reward,stability_adjusted,true_generated_pool_vs_frequency_matched_generated_selected,0.028380384890814396,0.028380384890814396,0.0,1.0,479,0.0
fes_string_conditioned,z_reward,stability_adjusted,true_generated_pool_vs_performance_matched_generated_selected,0.028380384890814396,0.028380384890814396,0.0,1.0,479,0.0
fes_string_conditioned,z_reward,stability_adjusted,true_generated_pool_vs_shuffled_true_generated_selected,0.028380384890814396,0.028380384890814396,0.0,1.0,479,0.0
fes_string_conditioned,z_reward,stability_adjusted,true_generated_pool_vs_oracle,0.028380384890814396,1.2239410650761156,-1.2123399404562514,1.0,479,0.0
fes_string_conditioned,rank_reward,mean,true_generated_pool_vs_existing_selected,0.03239547861776131,0.03239547861776131,0.0,1.0,460,0.0
fes_string_conditioned,rank_reward,mean,true_generated_pool_vs_random_generated_selected,0.03239547861776131,0.03239547861776131,0.0,1.0,460,0.0
fes_string_conditioned,rank_reward,mean,true_generated_pool_vs_balanced_generated_selected,0.03239547861776131,0.03239547861776131,0.0,1.0,460,0.0
fes_string_conditioned,rank_reward,mean,true_generated_pool_vs_frequency_matched_generated_selected,0.03239547861776131,0.03239547861776131,0.0,1.0,460,0.0
fes_string_conditioned,rank_reward,mean,true_generated_pool_vs_performance_matched_generated_selected,0.03239547861776131,0.03239547861776131,0.0,1.0,460,0.0
fes_string_conditioned,rank_reward,mean,true_generated_pool_vs_shuffled_true_generated_selected,0.03239547861776131,0.03239547861776131,0.0,1.0,460,0.0
fes_string_conditioned,rank_reward,mean,true_generated_pool_vs_oracle,0.03239547861776131,1.1117820538752035,-1.1141026885121657,1.0,460,0.0
fes_string_conditioned,rank_reward,stability_adjusted,true_generated_pool_vs_existing_selected,0.049012751976414096,0.049012751976414096,0.0,1.0,487,0.0
fes_string_conditioned,rank_reward,stability_adjusted,true_generated_pool_vs_random_generated_selected,0.049012751976414096,0.049012751976414096,0.0,1.0,487,0.0
fes_string_conditioned,rank_reward,stability_adjusted,true_generated_pool_vs_balanced_generated_selected,0.049012751976414096,0.049012751976414096,0.0,1.0,487,0.0
fes_string_conditioned,rank_reward,stability_adjusted,true_generated_pool_vs_frequency_matched_generated_selected,0.049012751976414096,0.049012751976414096,0.0,1.0,487,0.0
fes_string_conditioned,rank_reward,stability_adjusted,true_generated_pool_vs_performance_matched_generated_selected,0.049012751976414096,0.049012751976414096,0.0,1.0,487,0.0
fes_string_conditioned,rank_reward,stability_adjusted,true_generated_pool_vs_shuffled_true_generated_selected,0.049012751976414096,0.049012751976414096,0.0,1.0,487,0.0
fes_string_conditioned,rank_reward,stability_adjusted,true_generated_pool_vs_oracle,0.049012751976414096,1.1117820538752035,-1.0799632712618925,1.0,487,0.0
fes_string_conditioned,gmr72_bridge_composite,mean,true_generated_pool_vs_existing_selected,0.03442923938004626,0.03442923938004626,0.0,1.0,493,0.0
fes_string_conditioned,gmr72_bridge_composite,mean,true_generated_pool_vs_random_generated_selected,0.03442923938004626,0.03442923938004626,0.0,1.0,493,0.0
fes_string_conditioned,gmr72_bridge_composite,mean,true_generated_pool_vs_balanced_generated_selected,0.03442923938004626,0.03442923938004626,0.0,1.0,493,0.0
fes_string_conditioned,gmr72_bridge_composite,mean,true_generated_pool_vs_frequency_matched_generated_selected,0.03442923938004626,0.03442923938004626,0.0,1.0,493,0.0
fes_string_conditioned,gmr72_bridge_composite,mean,true_generated_pool_vs_performance_matched_generated_selected,0.03442923938004626,0.03442923938004626,0.0,1.0,493,0.0
fes_string_conditioned,gmr72_bridge_composite,mean,true_generated_pool_vs_shuffled_true_generated_selected,0.03442923938004626,0.03442923938004626,0.0,1.0,493,0.0
fes_string_conditioned,gmr72_bridge_composite,mean,true_generated_pool_vs_oracle,0.03442923938004626,0.5336440378161154,-0.49846603774880593,1.0,493,0.0
fes_string_conditioned,gmr72_bridge_composite,stability_adjusted,true_generated_pool_vs_existing_selected,-0.019182928667875614,-0.021154862624465545,0.0019719339565899296,0.15196960607878424,498,0.017928286852589643
fes_string_conditioned,gmr72_bridge_composite,stability_adjusted,true_generated_pool_vs_random_generated_selected,-0.019182928667875614,-0.02076856434033632,0.0015856356724607047,0.038592281543691265,498,0.017928286852589643
fes_string_conditioned,gmr72_bridge_composite,stability_adjusted,true_generated_pool_vs_balanced_generated_selected,-0.019182928667875614,-0.019173195360602177,-9.733307273435584e-06,0.5436912617476505,498,0.017928286852589643
fes_string_conditioned,gmr72_bridge_composite,stability_adjusted,true_generated_pool_vs_frequency_matched_generated_selected,-0.019182928667875614,-0.01945054545006087,0.0002676167821852537,0.2573485302939412,498,0.017928286852589643
fes_string_conditioned,gmr72_bridge_composite,stability_adjusted,true_generated_pool_vs_performance_matched_generated_selected,-0.019182928667875614,-0.019446185729230597,0.000263257061354982,0.3021395720855829,498,0.017928286852589643
fes_string_conditioned,gmr72_bridge_composite,stability_adjusted,true_generated_pool_vs_shuffled_true_generated_selected,-0.019182928667875614,-0.019205673289722204,2.2744621846586517e-05,0.4631073785242951,498,0.017928286852589643
fes_string_conditioned,gmr72_bridge_composite,stability_adjusted,true_generated_pool_vs_oracle,-0.019182928667875614,0.5336440378161154,-0.5564640739604709,1.0,498,0.017928286852589643
combined_c_fes_gmr72,z_reward,mean,true_generated_pool_vs_existing_selected,-0.043998048141814135,-0.043998048141814135,0.0,1.0,468,0.0
combined_c_fes_gmr72,z_reward,mean,true_generated_pool_vs_random_generated_selected,-0.043998048141814135,-0.043998048141814135,0.0,1.0,468,0.0
combined_c_fes_gmr72,z_reward,mean,true_generated_pool_vs_balanced_generated_selected,-0.043998048141814135,-0.043998048141814135,0.0,1.0,468,0.0
combined_c_fes_gmr72,z_reward,mean,true_generated_pool_vs_frequency_matched_generated_selected,-0.043998048141814135,-0.043998048141814135,0.0,1.0,468,0.0
combined_c_fes_gmr72,z_reward,mean,true_generated_pool_vs_performance_matched_generated_selected,-0.043998048141814135,-0.043998048141814135,0.0,1.0,468,0.0
combined_c_fes_gmr72,z_reward,mean,true_generated_pool_vs_shuffled_true_generated_selected,-0.043998048141814135,-0.043998048141814135,0.0,1.0,468,0.0
combined_c_fes_gmr72,z_reward,mean,true_generated_pool_vs_oracle,-0.043998048141814135,1.2239410650761156,-1.2929765343992965,1.0,468,0.0
combined_c_fes_gmr72,z_reward,stability_adjusted,true_generated_pool_vs_existing_selected,0.008384409556582557,0.007611352072511018,0.002018731596655487,0.1975604879024195,486,0.0199203187250996
combined_c_fes_gmr72,z_reward,stability_adjusted,true_generated_pool_vs_random_generated_selected,0.008384409556582557,0.006333812663513521,0.0032962710056529836,0.03119376124775045,486,0.0199203187250996
combined_c_fes_gmr72,z_reward,stability_adjusted,true_generated_pool_vs_balanced_generated_selected,0.008384409556582557,0.010861203771045153,-0.0012311201018786473,0.6462707458508299,486,0.0199203187250996
