mode,weight_endpoint,readout,metric,comparison,mean_true,mean_control,effect,p_greater,n_pairs
gmr72_phase_conditioned,gmr72_bridge_composite,sic_continuous,readout_asymmetry,true_vs_balanced_intersection,-0.008908800218303798,-0.023169173596583784,0.014260373378279987,0.05298940211957608,101
gmr72_phase_conditioned,gmr72_bridge_composite,sic_continuous,readout_asymmetry,true_vs_performance_matched_intersection,-0.008908800218303798,-0.025660039536433657,0.016751239318129853,0.21495700859828035,101
gmr72_phase_conditioned,gmr72_bridge_composite,sic_continuous,readout_asymmetry,true_vs_shuffled_c_intersection,-0.008908800218303798,-0.022784020169047407,0.013875219950743608,0.14157168566286743,101
gmr72_phase_conditioned,gmr72_bridge_composite,sic_continuous,readout_asymmetry,true_vs_phase_rotated_intersection,-0.008908800218303798,-0.021091438268995184,0.012182638050691393,0.1739652069586083,101
fes_string_conditioned,z_reward,sic_continuous,abs_readout_asymmetry,true_vs_random_intersection,0.32379024019055436,0.43482572846733825,-0.11103548827678388,0.9944011197760448,101
fes_string_conditioned,z_reward,sic_continuous,abs_readout_asymmetry,true_vs_balanced_intersection,0.32379024019055436,0.31857476945681057,0.0052154707337437566,0.32833433313337335,101
fes_string_conditioned,z_reward,sic_continuous,abs_readout_asymmetry,true_vs_performance_matched_intersection,0.32379024019055436,0.31089777892210796,0.012892461268446323,0.20355928814237154,101
fes_string_conditioned,z_reward,sic_continuous,abs_readout_asymmetry,true_vs_shuffled_c_intersection,0.32379024019055436,0.3436690750061349,-0.019878834815580542,0.9188162367526495,101
fes_string_conditioned,z_reward,sic_continuous,abs_readout_asymmetry,true_vs_phase_rotated_intersection,0.32379024019055436,0.311557466221824,0.012232773968730279,0.23655268946210758,101
fes_string_conditioned,z_reward,sic_continuous,readout_asymmetry,true_vs_random_intersection,-0.025104950930757406,-0.07411470202664598,0.04900975109588856,0.17596480703859227,101
fes_string_conditioned,z_reward,sic_continuous,readout_asymmetry,true_vs_balanced_intersection,-0.025104950930757406,-0.023169173596583784,-0.001935777334173638,0.5680863827234554,101
fes_string_conditioned,z_reward,sic_continuous,readout_asymmetry,true_vs_performance_matched_intersection,-0.025104950930757406,-0.03488177315299183,0.009776822222234425,0.27034593081383723,101
fes_string_conditioned,z_reward,sic_continuous,readout_asymmetry,true_vs_shuffled_c_intersection,-0.025104950930757406,-0.019652911178636778,-0.0054520397521206285,0.641871625674865,101
