mode,weight_endpoint,readout,direction,minimum_access_success,strong_access_success,mean_intersection_access_effect,mean_access_readout,n_events,effect_vs_random,p_vs_random,effect_vs_balanced,p_vs_balanced,effect_vs_shuffled_c,p_vs_shuffled_c,effect_vs_performance,p_vs_performance,effect_vs_phase_rotated,p_vs_phase_rotated
combined_c_fes_gmr72,gmr72_bridge_composite,sic_signature_binary,SI_SIC_to_Relative,False,False,-0.26771202307159986,-0.05637536878108767,101,-0.02066898590691461,0.865626874625075,-0.015030543478298406,0.9846030793841232,-0.02197920197947473,0.943011397720456,-0.006058354148752949,0.636872625474905,-0.03713044155160552,0.9976004799040192
linear_c_state,rank_reward,sic_signature_binary,Relative_to_SI_SIC,False,False,-0.2798968434081833,-0.06856018911767107,101,-0.0015188185675609736,0.5836832633473306,0.008695289422413613,0.02559488102379524,0.0005237174095640083,0.44931013797240554,0.013805650451232047,0.0027994401119776045,0.003632281600216803,0.28654269146170763
gmr72_phase_conditioned,rank_reward,sic_signature_binary,Relative_to_SI_SIC,False,False,-0.28027712880459477,-0.06894047451408254,101,-0.001899103963972422,0.5964807038592281,0.008315004026002163,0.03799240151969606,0.0004216665026820344,0.4631073785242951,0.013425365054820598,0.005598880223955209,0.002524863843793779,0.3639272145570886
linear_c_state,z_reward,sic_signature_binary,Relative_to_SI_SIC,False,False,-0.2817256281545726,-0.07038897386406033,101,-0.0033476033139502133,0.6810637872425515,0.006866504676024373,0.02959408118376325,-0.0012550579386156942,0.6282743451309738,0.00993230706257865,0.011197760447910418,0.0006573652769236241,0.4657068586282743
gmr72_phase_conditioned,z_reward,sic_signature_binary,Relative_to_SI_SIC,False,False,-0.2822226968472945,-0.07088604255678228,101,-0.0038446720066721684,0.6978604279144172,0.006369435983302416,0.07138572285542892,-0.0014164514409260374,0.6230753849230154,0.009435238369856694,0.013797240551889621,-0.0005052603781756049,0.5130973805238952
linear_c_state,gmr72_bridge_composite,sic_signature_binary,Relative_to_SI_SIC,False,False,-0.2873777589014782,-0.07604110461096592,101,-0.0089997340608558,0.9630073985202959,0.0012143739291187864,0.10477904419116177,-0.0013002753858019106,0.8790241951609679,-0.0005014081284765511,0.5742851429714058,-0.002013067698583055,0.8468306338732253
gmr72_phase_conditioned,gmr72_bridge_composite,sic_signature_binary,Relative_to_SI_SIC,False,False,-0.2877082987232599,-0.0763716444327476,101,-0.009330273882637475,0.9684063187362527,0.0008838341073371106,0.2393521295740852,-0.0016526757101010985,0.8634273145370925,-0.0008319479502582265,0.6156768646270746,-0.0034325839143195193,0.9524095180963807
fes_string_conditioned,z_reward,sic_signature_binary,Relative_to_SI_SIC,False,False,-0.28803262277210767,-0.0766959684815954,101,0.0033375104731753454,0.15056988602279545,0.0005595100584892906,0.3593281343731254,-0.0007664391588120559,0.6250749850029994,0.0036253124450435683,0.09758048390321936,0.0010843364453009552,0.3421315736852629
fes_string_conditioned,gmr72_bridge_composite,sic_signature_binary,Relative_to_SI_SIC,False,False,-0.2886066128156512,-0.07726995852513897,101,0.0027635204296317718,0.19276144771045792,-1.4479985054282365e-05,0.4953009398120376,-0.00017246528458720779,0.5746850629874025,-0.0017302620426496197,0.8054389122175565,-0.0008671395165102573,0.7724455108978204
fes_string_conditioned,rank_reward,sic_signature_binary,Relative_to_SI_SIC,False,False,-0.28917447280615327,-0.07783781851564107,101,0.002195660439129667,0.23735252949410118,-0.0005823399755563876,0.6588682263547291,-0.0009740783804469794,0.647870425914817,0.004528021053262046,0.04539092181563687,-2.6570596562429438e-05,0.5146970605878824
combined_c_fes_gmr72,z_reward,sic_signature_binary,Relative_to_SI_SIC,False,False,-0.291600354588084,-0.08026370029757181,101,-0.008601798877707548,0.9098180363927214,-0.0030082217574871166,0.7690461907618477,0.0005080040471057231,0.4513097380523895,5.7580629067160715e-05,0.4875024995001,-0.010983606085784569,0.9796040791841631
combined_c_fes_gmr72,gmr72_bridge_composite,sic_signature_binary,Relative_to_SI_SIC,False,False,-0.292552035331186,-0.08121538104067384,101,-0.009553479620809574,0.9592081583683263,-0.00395990250058914,0.9324135172965407,-0.001027424929997457,0.6100779844031193,-0.005675684558184478,0.9336132773445311,-0.010825320160082473,0.9962007598480304
combined_c_fes_gmr72,rank_reward,sic_signature_binary,Relative_to_SI_SIC,False,False,-0.2928776915131394,-0.08154103722262714,101,-0.009879135802762874,0.9360127974405119,-0.004285558682542442,0.8322335532893421,-0.002384009698299477,0.6932613477304539,0.0008248023462759918,0.4259148170365927,-0.012066010273253958,0.9838032393521295
linear_c_state,z_reward,si_projection_reception,SI_SIC_to_Relative,False,False,-0.4569604472641497,0.0654539722568354,89,0.036160425284114554,0.20555888822235552,0.09531063080076707,0.001799640071985603,0.13451959090657095,0.0001999600079984003,0.10148953189223821,0.0023995200959808036,0.10801969210315161,0.008598280343931213
