mode,weight_endpoint,readout,control_kind,mean_relative_to_sisic,mean_sisic_to_relative,mean_readout_asymmetry,mean_abs_readout_asymmetry,p_asymmetry_two_sided,dominant_direction,n_events
gmr72_phase_conditioned,z_reward,si_projection_reception,true_intersection,-0.47572264045311674,-0.4670118486061966,0.008710791846920083,0.3764180134260474,0.8964207158568286,SI_SIC_to_Relative,89
gmr72_phase_conditioned,z_reward,si_projection_reception,random_intersection,-0.5005988827340215,-0.4931208725482642,0.007478010185757379,0.42192890316687587,0.9204159168166367,SI_SIC_to_Relative,89
gmr72_phase_conditioned,z_reward,si_projection_reception,balanced_intersection,-0.5375568982549206,-0.5522710780649167,-0.01471417980999616,0.3319716517984686,0.7808438312337532,Relative_to_SI_SIC,89
gmr72_phase_conditioned,z_reward,si_projection_reception,performance_matched_intersection,-0.5285839809281855,-0.5584499791563878,-0.02986599822820229,0.3132429030397384,0.5766846630673865,Relative_to_SI_SIC,89
gmr72_phase_conditioned,z_reward,si_projection_reception,shuffled_c_intersection,-0.5523637034516361,-0.5888917972403196,-0.0365280937886836,0.3317812464048975,0.5092981403719257,Relative_to_SI_SIC,89
gmr72_phase_conditioned,z_reward,si_projection_reception,phase_rotated_intersection,-0.5432521416025087,-0.5639828498946945,-0.02073070829218572,0.26765312576392736,0.6270745850829834,Relative_to_SI_SIC,89
gmr72_phase_conditioned,rank_reward,si_projection_reception,true_intersection,-0.4789525911912542,-0.47251312019404823,0.006439470997205945,0.3712064165551402,0.9194161167766447,SI_SIC_to_Relative,89
gmr72_phase_conditioned,rank_reward,si_projection_reception,random_intersection,-0.5005988827340215,-0.4931208725482642,0.007478010185757379,0.42192890316687587,0.9198160367926415,SI_SIC_to_Relative,89
gmr72_phase_conditioned,rank_reward,si_projection_reception,balanced_intersection,-0.5375568982549206,-0.5522710780649167,-0.01471417980999616,0.3319716517984686,0.7820435912817436,Relative_to_SI_SIC,89
gmr72_phase_conditioned,rank_reward,si_projection_reception,performance_matched_intersection,-0.5448740127682343,-0.5750154842514941,-0.030141471483259814,0.34669621035267817,0.597880423915217,Relative_to_SI_SIC,89
gmr72_phase_conditioned,rank_reward,si_projection_reception,shuffled_c_intersection,-0.5387838593049368,-0.5806608776389767,-0.04187701833403996,0.3278523082412124,0.4313137372525495,Relative_to_SI_SIC,89
gmr72_phase_conditioned,rank_reward,si_projection_reception,phase_rotated_intersection,-0.5525085376825836,-0.5678465461023162,-0.015338008419732608,0.26589520043037096,0.7150569886022795,Relative_to_SI_SIC,89
gmr72_phase_conditioned,gmr72_bridge_composite,si_projection_reception,true_intersection,-0.5205758668196451,-0.527781420030104,-0.007205553210458904,0.3438055527223344,0.9000199960007998,Relative_to_SI_SIC,89
gmr72_phase_conditioned,gmr72_bridge_composite,si_projection_reception,random_intersection,-0.5005988827340215,-0.4931208725482642,0.007478010185757379,0.42192890316687587,0.9222155568886222,SI_SIC_to_Relative,89
gmr72_phase_conditioned,gmr72_bridge_composite,si_projection_reception,balanced_intersection,-0.5375568982549206,-0.5522710780649167,-0.01471417980999616,0.3319716517984686,0.7850429914017196,Relative_to_SI_SIC,89
gmr72_phase_conditioned,gmr72_bridge_composite,si_projection_reception,performance_matched_intersection,-0.5382488633837166,-0.5566757566803575,-0.018426893296640916,0.28630169436322567,0.6898620275944811,Relative_to_SI_SIC,89
gmr72_phase_conditioned,gmr72_bridge_composite,si_projection_reception,shuffled_c_intersection,-0.5381881187776107,-0.5617967669368104,-0.023608648159199636,0.3200395549801631,0.6524695060987803,Relative_to_SI_SIC,89
gmr72_phase_conditioned,gmr72_bridge_composite,si_projection_reception,phase_rotated_intersection,-0.5504018138255121,-0.5573435355572045,-0.006941721731692417,0.3227730052103249,0.8892221555688862,Relative_to_SI_SIC,89
fes_string_conditioned,z_reward,si_projection_reception,true_intersection,-0.5354344161646252,-0.5486043704504044,-0.013169954285779176,0.34139568771148177,0.8158368326334733,Relative_to_SI_SIC,89
