event_class,event_role,source_file,label,task_idx,phase,strength,event_rule
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,177.0,-1.2389802428251349,0.1799523595395758,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,182.0,-0.12980732909127188,0.17479572004235536,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,188.0,0.7036009653337547,0.12441471988144821,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,191.0,0.6191722296954629,0.23367876716869007,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,204.0,-0.7931354057092042,0.11752479156233644,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,207.0,-0.8836326315397043,0.10050330551460193,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,214.0,-1.1722256473637103,0.21361342982553322,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,219.0,-1.2991007695846966,0.12204091184063652,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,223.0,-1.1819883079253497,0.1071471235542665,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,227.0,-1.188822238550669,0.18059827555657845,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,230.0,-1.1651338837352865,0.11058591390907317,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,232.0,-1.1896876299395882,0.09461353418755598,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,251.0,-1.2625295465544495,0.1050615390927344,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,266.0,-1.6525956563167865,0.1316953009004515,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,283.0,0.7571614184607893,0.2508125446582211,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,286.0,0.51062272480426,0.19925097739485323,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,292.0,-0.47887127882322833,0.18486003248016128,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,295.0,-0.70072388421027,0.13992602592886913,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,300.0,-0.9725910184514432,0.12774148093897525,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,310.0,-1.219891047034189,0.17131629566929937,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,328.0,0.3228043172583331,0.13867656157847222,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,332.0,-0.31396603030591963,0.25439360605032174,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,341.0,-0.7182230905572068,0.13486023130036365,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,344.0,-0.8156250265280218,0.11945190844480032,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,352.0,0.5564361398654424,0.07917243061762323,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,355.0,0.7532896069840911,0.07683020750204231,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,359.0,1.3495502218767335,0.16176714142305879,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,364.0,2.103041565611743,0.22301413372827336,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,369.0,1.8605364741836499,0.1692237895009219,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,371.0,1.71479039950249,0.1756587857135672,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,373.0,1.1058939772720389,0.1591161545650943,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,375.0,-0.09488840726362086,0.25330706885604304,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,383.0,-1.0157453087286075,0.25606276503413955,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,385.0,-1.1020741505747274,0.2375442528131197,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,389.0,-1.1245971069178489,0.21131895532566497,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,398.0,-0.7711864551003047,0.12991002569358961,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,400.0,-0.6963843120829692,0.10971195066061196,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P23,404.0,-0.653954653492339,0.37810589994493216,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,15.0,-0.4853097852680136,0.2338242499659937,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,34.0,0.9017800596394754,0.18235764674302027,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,43.0,0.10576890970436131,0.16592905222965051,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,52.0,-0.7108732771315147,0.21159072930526823,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,56.0,-0.5435909169191666,0.19993160733730964,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,59.0,-0.4249331401947459,0.1694466089904907,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,64.0,-0.4458698869368001,0.17799118860171947,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,66.0,-0.44551188560077604,0.13650884891098805,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,69.0,-0.0031199925206471246,0.13119984226364736,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,75.0,0.6651881974437582,0.27091819083906205,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,78.0,1.1883257298724557,0.3193271140292106,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,87.0,2.1699501459705113,0.2914105129725022,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,150.0,-0.6687354208595604,0.15801725592355612,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,181.0,-0.7870602468807034,0.17698195076980747,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,186.0,-0.8197212050703159,0.2038850041698653,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,196.0,0.05857278948325843,0.18797277017264039,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,210.0,-0.6658052812196634,0.2524538025183247,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,217.0,1.0414100706796796,0.15831499400544094,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,220.0,0.40644559332695834,0.16735658963401834,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,223.0,-0.11206059969007916,0.17128138429849682,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,226.0,-0.6839205326580399,0.15213431581440628,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,231.0,-0.945419525921984,0.15734136826646714,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,235.0,-1.0846917555318079,0.11076570524115571,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,246.0,-0.5279358216936286,0.17129601371786762,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,254.0,0.7727772951416494,0.12143942663482325,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,265.0,1.4720405383116208,0.16288120285922528,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,269.0,1.377201479444616,0.25829125870229125,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,285.0,-1.0134553926740653,0.3672035553556063,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,290.0,-0.08554700511015981,0.3775692865522404,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,293.0,0.356724120094247,0.4319624396933947,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,296.0,0.43634324886584824,0.47440202043246765,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,302.0,-0.3702408787255349,0.2951207899115422,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,343.0,2.0135048433614653,0.32756295732546253,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,350.0,2.883646602038916,0.18808119093868667,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,354.0,2.73731568458504,0.232437689989084,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,358.0,1.9827469911011928,0.15396237346182742,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,360.0,1.2122364113252573,0.20127240492690168,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,363.0,-0.12555817110847972,0.18641758540728012,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,375.0,0.006556198021477999,0.15845604613705178,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,379.0,-0.552337404401497,0.1565932398849146,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,383.0,-0.7980436203199925,0.11836071183308217,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,385.0,1.8213072318255215,0.215415638018888,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,398.0,0.586164334436958,0.15555312540862312,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P24,402.0,0.8598188908753437,0.15736736596076736,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,1.0,-0.02789516951110992,0.21047832000011027,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,17.0,-0.05277784499917863,0.19452080796265267,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,20.0,0.2002510924324819,0.20731560096948046,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,34.0,-0.08529318639365191,0.15635172295357214,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,43.0,1.0135552683448963,0.13614698244940068,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,47.0,0.8982979748636442,0.1552003221439762,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,51.0,0.19491917124195168,0.10992373181304928,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,56.0,-0.5549328840557386,0.12904504076275028,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,77.0,-0.23069103100383637,0.23225438828463807,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,80.0,-0.0900753736619456,0.12881634382068277,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,86.0,-0.10171653394536295,0.11784602697831775,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,90.0,-0.3413336576265919,0.17498682498704277,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,105.0,-0.494536509913159,0.35353703225728367,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,107.0,-0.6407620731287534,0.23290198956617694,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,111.0,-0.8443493776415825,0.11537347262564657,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,117.0,-1.0453183587167407,0.3439515278154277,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,119.0,-1.083165707917114,0.3774111865254656,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,124.0,-1.2397725465503835,0.11227990528415305,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,155.0,-0.5338250861649305,0.4897466886676509,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,162.0,0.1620640975102412,0.25623050853063134,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,167.0,0.1287499021144128,0.21091702074688853,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,169.0,0.10083888023599376,0.22112366015392038,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,171.0,0.16806486054572942,0.2129319418653116,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,176.0,0.7051161083180059,0.08087541202511218,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,178.0,0.3447777013723912,0.18947280324927052,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,195.0,-1.0518724901650565,0.15040482161745766,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,225.0,0.49272155294581954,0.22597814341350456,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,239.0,-0.4412513681070222,0.21832107344580623,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,271.0,0.5181815016695802,0.15690387538823616,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,285.0,-0.23592506185070683,0.19214718716314605,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,289.0,-0.447747895683326,0.18274877795104394,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,295.0,-0.8234819341348466,0.26109813583693764,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,299.0,-0.922858444893256,0.3382213273306366,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,301.0,-0.9836003944258132,0.3362807934728719,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,309.0,-1.3756928933748631,0.15373016266303066,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,323.0,-0.9006172660474969,0.15027772720517005,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,327.0,0.24039684233830064,0.1636644496470632,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,329.0,0.45844594088464286,0.10944928615262288,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,332.0,0.6224887438990734,0.23577503778355344,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,338.0,0.38496511156225655,0.21268945297365874,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,349.0,-0.6805355145886696,0.2859330300366289,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,351.0,-0.5874065914560777,0.2754470037435382,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,355.0,0.22016113558550365,0.25530473090660577,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,367.0,1.1999199931412805,0.367536318704888,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,370.0,1.3254551694907357,0.3170211161945654,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,373.0,1.8919843443470223,0.2724272316565132,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,375.0,2.0096036782099107,0.15725305243147122,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,381.0,2.2546048633056133,0.10800688303575044,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,390.0,2.4716042871796353,0.17762518618007891,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,401.0,-0.6785114843988664,0.2427880460947788,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,405.0,-1.1360682522764505,1.0,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P25,407.0,2.3388233589210663,0.24321496062337028,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,0.0,0.0031021373757753046,0.27428954027566466,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,3.0,-0.5087155999886654,0.17820964542439524,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,6.0,-0.7227774477109182,0.2138976582235278,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,12.0,-1.4963339627089578,0.11236882645385357,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,45.0,-0.3078635537293226,0.1650894051741533,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,62.0,0.23462108327880787,0.27933085240069117,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,68.0,1.1910667070053464,0.2342632305737736,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,70.0,1.2148266476954506,0.22756921661125504,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,75.0,1.3925797565599765,0.22435474907607744,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,82.0,2.0168052598069224,0.2170425987536627,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,91.0,-0.19474328356071768,0.2465621832558723,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,94.0,-0.6088550899087314,0.19543840973436977,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,131.0,-0.2818780595744802,0.23416304070686955,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,161.0,0.49101066992649417,0.19863574464887335,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,164.0,-0.06591059042689214,0.21620693662921364,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,173.0,-0.6923077305571111,0.186255688248538,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,180.0,0.527548473335928,0.20285790098140244,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,183.0,0.6740720066635445,0.2446019150852242,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,188.0,0.5397156883388643,0.12353781084239311,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,206.0,0.3814022860852637,0.1945845740574739,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,209.0,0.33066591817199675,0.10332492901259387,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,211.0,2.7723969642253343,0.4080821010499433,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,224.0,0.2922807890783254,0.3668486082455386,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,237.0,-0.7025251338160152,0.06770494170060447,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,240.0,-0.7951774861894632,0.16634240465775188,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,243.0,-0.5699239261654676,0.1622710100855785,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,246.0,-0.37732065276493243,0.14969612974021915,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,252.0,0.6533844375032756,0.2119995214221373,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,260.0,0.5330873238674901,0.13918120817245488,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,290.0,-1.4369853803879986,0.11365222616729766,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,322.0,-1.606191811533479,0.18024121198490542,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,329.0,-1.7607701405306302,0.2050340946834254,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,341.0,0.22777224047035666,0.08746972479006487,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,343.0,0.6399971740164401,0.10253190628755687,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,345.0,0.7318324953372288,0.19238603351143804,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,347.0,0.7719999083095609,0.19445103414133685,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,352.0,0.8766369606964952,0.17360072051368133,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,357.0,0.8529248812259347,0.29091344119325335,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,364.0,1.0008312849074392,0.18854684633583074,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,377.0,2.695038452258334,0.16173024788019363,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,379.0,2.8522801870313206,0.1700683710812322,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,392.0,-0.3589083591194087,0.15751978213328857,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,401.0,-1.0032838917476403,0.18546955894661343,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P26,407.0,1.2183858473585898,0.026716594148504157,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P3,0.0,-0.019176054548780755,0.2295825373983433,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P3,7.0,-0.5123863948632371,0.19468134036131945,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P3,9.0,-0.45433646050002663,0.19996119466810505,density-only C kernel local TFC maxima
b55_density_only_gate,density_control,test_Stage_B5_5_triadic_constraint_audit,P3,33.0,0.3857083940426274,0.1524007018750698,density-only C kernel local TFC maxima
