event_class,n_event_steps,min_step,max_step,early_improvement,mid_improvement,late_improvement,early_n,mid_n,late_n,mean_late_window_stability,mean_final_readout
b55_density_only_gate,238,0,239,0.0033963174867627697,0.0018311762604912526,-0.0157024910930474,6320,6320,6240,0.5159744119474656,0.5460257951013302
b55_pairwise_ab_only,81,0,239,0.01333232170578787,0.07911151997076352,-0.03104534302759036,2080,2160,2080,0.5720259092524351,0.7550823045016115
b55_pairwise_ac_only,77,0,239,0.046160909137843,0.04537532663809553,0.03949920743243558,2000,2000,2000,0.5314190423398,0.8277507701819179
b55_pairwise_bc_only,99,0,239,0.03479284529862401,0.04389472535769903,-0.019012867641579063,2560,2640,2560,0.673697959918724,0.785427093389781
b55_phase_event_only_lag5,211,0,239,0.04076124212085979,0.02870818286270453,0.02450266912886193,5600,5600,5520,0.6125282197011056,0.9198853712777673
b55_shuffled_c_phase_gate,124,0,239,0.059780878733519324,0.0034108559921610317,0.031689314570235314,3280,3280,3200,0.8343132097532628,0.9407836794464964
b55_shuffled_c_timing_gate,238,0,239,-0.00023343190868259288,0.006267858873515981,0.009070458331893589,6320,6320,6240,0.18820474914148289,0.5938004593449582
b55_tfc_mean_gated_c_event,144,0,239,0.022757412468987034,0.02120345522972118,0.009500420837895587,3760,3840,3760,0.44972387995403806,0.9036027142538184
b55_tfc_min_gated_c_event,111,0,239,0.07902301487711418,0.01723089177097579,0.026761333613887148,2880,2960,2880,0.8027807112400005,0.9258430560622694
