endpoint,comparison,mean_true_policy,mean_comparator,effect,p_greater,n_events,state_mapping_rate,oracle_hit_rate
bidirectional_transport,true_transport_C_policy_vs_between_state_permutation,-0.0633580893976732,-0.05528892601523352,0.021430403229857495,0.2605478904219156,331,0.9860557768924303,0.17928286852589642
bidirectional_transport,true_transport_C_policy_vs_operator_label_permutation,-0.0633580893976732,0.049129401813017934,-0.08368670072685148,0.9824035192961408,331,0.9860557768924303,0.17928286852589642
bidirectional_transport,true_transport_C_policy_vs_oracle,-0.0633580893976732,0.8253284026668407,-0.8509341601910965,1.0,331,0.9860557768924303,0.17928286852589642
transport_balance,true_transport_C_policy_vs_balanced_pool_shuffle,-0.03166237096700764,0.017722262712440325,-0.05178203809601287,0.9792041591681664,331,0.9860557768924303,0.17928286852589642
transport_balance,true_transport_C_policy_vs_frequency_matched_random,-0.03166237096700764,0.009100504640313492,-0.042536570294855115,0.8754249150169966,331,0.9860557768924303,0.17928286852589642
transport_balance,true_transport_C_policy_vs_performance_matched_random,-0.03166237096700764,-0.004445622417700163,-0.028796324712661386,0.8446310737852429,331,0.9860557768924303,0.17928286852589642
transport_balance,true_transport_C_policy_vs_within_state_shuffle,-0.03166237096700764,-0.01081416415756433,-0.02079951729007786,0.7110577884423115,331,0.9860557768924303,0.17928286852589642
transport_balance,true_transport_C_policy_vs_between_state_permutation,-0.03166237096700764,-0.0041134284723148735,-0.02866857048626703,0.7894421115776845,331,0.9860557768924303,0.17928286852589642
transport_balance,true_transport_C_policy_vs_operator_label_permutation,-0.03166237096700764,-0.012537394698293817,-0.01910892364049984,0.6974605078984203,331,0.9860557768924303,0.17928286852589642
transport_balance,true_transport_C_policy_vs_oracle,-0.03166237096700764,0.6475691728914668,-0.7231328484750537,1.0,331,0.9860557768924303,0.17928286852589642
transport_asymmetry,true_transport_C_policy_vs_balanced_pool_shuffle,0.022529603072770472,0.040947072873447767,-0.011620964698561036,0.6838632273545291,331,0.9860557768924303,0.17928286852589642
transport_asymmetry,true_transport_C_policy_vs_frequency_matched_random,0.022529603072770472,0.018136965431062555,0.004040847102781073,0.4497100579884023,331,0.9860557768924303,0.17928286852589642
transport_asymmetry,true_transport_C_policy_vs_performance_matched_random,0.022529603072770472,0.025924952986579892,0.002119442035366572,0.4797040591881624,331,0.9860557768924303,0.17928286852589642
transport_asymmetry,true_transport_C_policy_vs_within_state_shuffle,0.022529603072770472,0.005380914679510505,0.01883681907858592,0.3037392521495701,331,0.9860557768924303,0.17928286852589642
transport_asymmetry,true_transport_C_policy_vs_between_state_permutation,0.022529603072770472,0.020759737622836484,0.002407042798470986,0.47790441911617676,331,0.9860557768924303,0.17928286852589642
transport_asymmetry,true_transport_C_policy_vs_operator_label_permutation,0.022529603072770472,0.011903764228018546,0.011655520317785354,0.39912017596480703,331,0.9860557768924303,0.17928286852589642
transport_asymmetry,true_transport_C_policy_vs_oracle,0.022529603072770472,0.8383968973206148,-0.8807268505066034,1.0,331,0.9860557768924303,0.17928286852589642
