label,idx_in_session,phase,strength,selected_operator,selection_reason,A_B,A_C,B_C,TFC_min,TFC_mean,abs_dphi,C_memory_scalar,O1_lag0_AB_raw,O2_lag5_AB_raw,O3_A_C_boundary_raw,O4_B_C_boundary_raw,O5_full_TFC_raw,O6_phase_only_raw,O1_lag0_AB_z,O2_lag5_AB_z,O3_A_C_boundary_z,O4_B_C_boundary_z,O5_full_TFC_z,O6_phase_only_z,oracle_operator,oracle_reward_z,selected_reward_z,selected_matches_oracle,O7_suppress_event_raw,O7_suppress_event_z,phase_quadrant,strength_bin,ab_bin,ac_bin,bc_bin,tfc_bin,memory_bin,phase_activity_bin,boundary_side,boundary_distance_bin,state_label_full,state_label,kappa,mq,a_x,a_y,phi_loop,dphi_loop,TFC_min_annotated,TFC_mean_annotated,A_B_annotated,A_C_annotated,B_C_annotated,A_to_C_to_B_O1_lag0_AB_raw,B_to_C_to_A_O1_lag0_AB_raw,bidirectional_transport_O1_lag0_AB_raw,transport_balance_O1_lag0_AB_raw,transport_asymmetry_O1_lag0_AB_raw,A_to_C_to_B_O2_lag5_AB_raw,B_to_C_to_A_O2_lag5_AB_raw,bidirectional_transport_O2_lag5_AB_raw,transport_balance_O2_lag5_AB_raw,transport_asymmetry_O2_lag5_AB_raw,A_to_C_to_B_O3_A_C_boundary_raw,B_to_C_to_A_O3_A_C_boundary_raw,bidirectional_transport_O3_A_C_boundary_raw,transport_balance_O3_A_C_boundary_raw,transport_asymmetry_O3_A_C_boundary_raw,A_to_C_to_B_O4_B_C_boundary_raw,B_to_C_to_A_O4_B_C_boundary_raw,bidirectional_transport_O4_B_C_boundary_raw,transport_balance_O4_B_C_boundary_raw,transport_asymmetry_O4_B_C_boundary_raw,A_to_C_to_B_O5_full_TFC_raw,B_to_C_to_A_O5_full_TFC_raw,bidirectional_transport_O5_full_TFC_raw,transport_balance_O5_full_TFC_raw,transport_asymmetry_O5_full_TFC_raw,A_to_C_to_B_O6_phase_only_raw,B_to_C_to_A_O6_phase_only_raw,bidirectional_transport_O6_phase_only_raw,transport_balance_O6_phase_only_raw,transport_asymmetry_O6_phase_only_raw,A_to_C_to_B_O7_suppress_event_raw,B_to_C_to_A_O7_suppress_event_raw,bidirectional_transport_O7_suppress_event_raw,transport_balance_O7_suppress_event_raw,transport_asymmetry_O7_suppress_event_raw,A_to_C_to_B_O1_lag0_AB,A_to_C_to_B_O2_lag5_AB,A_to_C_to_B_O3_A_C_boundary,A_to_C_to_B_O4_B_C_boundary,A_to_C_to_B_O5_full_TFC,A_to_C_to_B_O6_phase_only,A_to_C_to_B_O7_suppress_event,B_to_C_to_A_O1_lag0_AB,B_to_C_to_A_O2_lag5_AB,B_to_C_to_A_O3_A_C_boundary,B_to_C_to_A_O4_B_C_boundary,B_to_C_to_A_O5_full_TFC,B_to_C_to_A_O6_phase_only,B_to_C_to_A_O7_suppress_event,bidirectional_transport_O1_lag0_AB,bidirectional_transport_O2_lag5_AB,bidirectional_transport_O3_A_C_boundary,bidirectional_transport_O4_B_C_boundary,bidirectional_transport_O5_full_TFC,bidirectional_transport_O6_phase_only,bidirectional_transport_O7_suppress_event,transport_balance_O1_lag0_AB,transport_balance_O2_lag5_AB,transport_balance_O3_A_C_boundary,transport_balance_O4_B_C_boundary,transport_balance_O5_full_TFC,transport_balance_O6_phase_only,transport_balance_O7_suppress_event,transport_asymmetry_O1_lag0_AB,transport_asymmetry_O2_lag5_AB,transport_asymmetry_O3_A_C_boundary,transport_asymmetry_O4_B_C_boundary,transport_asymmetry_O5_full_TFC,transport_asymmetry_O6_phase_only,transport_asymmetry_O7_suppress_event,fold,true_policy_operator,true_policy_source,oracle_transport_operator,true_policy_A_to_C_to_B,balanced_pool_shuffle_A_to_C_to_B,frequency_matched_random_A_to_C_to_B,performance_matched_random_A_to_C_to_B,within_state_shuffle_A_to_C_to_B,between_state_permutation_A_to_C_to_B,operator_label_permutation_A_to_C_to_B,oracle_A_to_C_to_B,true_policy_B_to_C_to_A,balanced_pool_shuffle_B_to_C_to_A,frequency_matched_random_B_to_C_to_A,performance_matched_random_B_to_C_to_A,within_state_shuffle_B_to_C_to_A,between_state_permutation_B_to_C_to_A,operator_label_permutation_B_to_C_to_A,oracle_B_to_C_to_A,true_policy_bidirectional_transport,balanced_pool_shuffle_bidirectional_transport,frequency_matched_random_bidirectional_transport,performance_matched_random_bidirectional_transport,within_state_shuffle_bidirectional_transport,between_state_permutation_bidirectional_transport,operator_label_permutation_bidirectional_transport,oracle_bidirectional_transport,true_policy_transport_balance,balanced_pool_shuffle_transport_balance,frequency_matched_random_transport_balance,performance_matched_random_transport_balance,within_state_shuffle_transport_balance,between_state_permutation_transport_balance,operator_label_permutation_transport_balance,oracle_transport_balance,true_policy_transport_asymmetry,balanced_pool_shuffle_transport_asymmetry,frequency_matched_random_transport_asymmetry,performance_matched_random_transport_asymmetry,within_state_shuffle_transport_asymmetry,between_state_permutation_transport_asymmetry,operator_label_permutation_transport_asymmetry,oracle_transport_asymmetry,oracle_match
P12,18.0,0.0431056136154499,0.0518474989560864,O4_B_C_boundary,B-side boundary projection dominates current C-state,0.2112563088452741,0.0258144476711596,0.211227569725521,0.0258144476711596,0.1494327754139849,0.0082812535262675,0.1785684405466561,0.21125630884527416,0.0676283327013104,,,0.0676283327013104,0.0115864387640466,0.05433157734516737,-0.9385066864992938,,,-0.36327674210669164,-0.9388670211131418,O1_lag0_AB,0.05433157734516737,,False,0.0,0.0,q1,low,mid,low,mid,low,low,low,B_side,far,phase=q1|str=low|ab=mid|ac=low|bc=mid|tfc=low|mem=low|dphi=low|side=B_side|dist=far,side=B_side|tfc=low,0.6985551015636831,-0.215821132009729,0.3326794246438581,0.3767527576600273,0.1492587662962649,0.0082812535262675,0.0258144476711596,0.1494327754139849,0.2112563088452741,0.0258144476711596,0.211227569725521,0.2047934655136966,0.20479346551369665,0.2047934655136966,-5.551115123125783e-17,-5.551115123125783e-17,0.4121433302285289,0.30022824359374445,0.30022824359374445,-0.11191508663478444,0.11191508663478444,0.40601586156729963,0.4059269937883195,0.4059269937883195,-8.886777898015064e-05,8.886777898015064e-05,0.4059269937883195,0.4431019255564224,0.4059269937883195,-0.03717493176810294,-0.03717493176810294,0.40601586156729963,0.4059269937883195,0.4059269937883195,-8.886777898015064e-05,8.886777898015064e-05,0.18406718273987338,0.34976692479234833,0.18406718273987338,-0.16569974205247495,-0.16569974205247495,0.0,0.0,0.0,-0.0,0.0,-0.07646211029570761,0.7911851689609926,0.7449185682254365,0.7542514255826185,0.7449185682254365,-0.48302412440010606,0.0,-0.07646211029570761,0.2560733162105457,0.7542514255826185,0.9646376780886935,0.7542514255826185,0.20562851991099645,0.0,-0.07646211029570761,0.41753640685752447,0.8155080175901608,0.8382143555213252,0.8155080175901608,-0.0066476932658982475,0.0,0.0,-0.8432560014838155,1.3498667383966985,-0.37262016297855743,1.3498667383966985,0.3373847163476393,0.0,0.0,1.2850047112522762,0.020019142316869493,-1.130606055628366,0.020019142316869493,-0.5326106979124814,0.0,0,O7_suppress_event,state_mapping,O4_B_C_boundary,0.0,-0.18644731201844023,0.11256672607472668,-0.24151206220005303,0.37299288519100515,0.086559246506058,0.35269102525066937,0.7911851689609926,0.0,0.07937260868564436,0.3393626103481119,0.10281425995549823,0.4142820069164909,0.3518590870977858,0.42087800089384014,0.9646376780886935,0.0,-0.0025660096006367233,0.2646746508755064,-0.0033238466329491238,0.41236299876133714,0.2692437937918487,0.40642350150789747,0.8382143555213252,0.0,0.1302305005101894,0.175548447593673,0.16869235817381964,0.29513044355671286,0.2543805257495438,0.2504664195336049,1.3498667383966985,0.0,-0.20558772939421688,-0.36751187718501566,-0.2663053489562407,-0.04574592076896873,-0.3694040360736548,-0.10721348613908081,1.2850047112522762,0.0
P12,59.0,-0.0088072614204127,0.0651668254048234,O4_B_C_boundary,B-side boundary projection dominates current C-state,0.2761873503904865,0.0212791514064286,0.6474327575566879,0.0212791514064286,0.3149664197845344,0.1150983312715642,0.3971096244512506,0.2761873503904865,0.42345907352816314,0.2728904541661723,0.3793893685013039,0.2728904541661723,0.0041485088965098,0.5324815604006957,1.6231268415481037,1.2336610787126436,2.700938671434665,2.092467796846842,-1.0284947783152856,O4_B_C_boundary,2.700938671434665,2.700938671434665,True,0.0,0.0,q4,low,high,low,high,low,low,high,B_side,far,phase=q4|str=low|ab=high|ac=low|bc=high|tfc=low|mem=low|dphi=high|side=B_side|dist=far,side=B_side|tfc=low,1.450238830629164,-0.8862064522302938,0.4773493590473399,0.5006079044842106,-0.3594880755961596,-0.1150983312715642,0.0212791514064286,0.3149664197845344,0.2761873503904865,0.0212791514064286,0.6474327575566879,0.19147848783232269,0.19147848783232269,0.19147848783232269,-0.0,0.0,0.3230878975818217,0.2317413112830842,0.2317413112830842,-0.09134658629873751,0.09134658629873751,0.3529437499670325,0.3514538577356161,0.3514538577356161,-0.0014898922314163787,0.0014898922314163787,0.3514538577356161,0.39553892969132703,0.3514538577356161,-0.04408507195571093,-0.04408507195571093,0.3529437499670325,0.3514538577356161,0.3514538577356161,-0.0014898922314163787,0.0014898922314163787,0.5553891094478215,0.41125223180058684,0.41125223180058684,-0.14413687764723465,0.14413687764723465,0.0,0.0,0.0,-0.0,0.0,-0.1433937264926047,0.3516454791021404,0.5012994160587114,0.4999950858210133,0.5012994160587114,1.327220431647531,0.0,-0.14339372649260498,-0.09197898437442006,0.4999950858210133,0.7385814243058904,0.4999950858210133,0.4936270925393511,0.0,-0.1433937264926047,0.07018460456361675,0.5626103808571382,0.5815893990124708,0.5626103808571382,1.414869168063889,0.0,0.0,-0.466531587625459,1.2809461486083558,-0.6683683861943166,1.2809461486083558,0.4745080454888586,0.0,0.0,1.0445394693395522,0.06096574721858321,-1.3194612233261842,0.06096574721858321,0.6215599948263774,0.0,0,O7_suppress_event,state_mapping,O6_phase_only,0.0,0.4857626779829968,0.5138181359137977,0.6636102158237654,0.4011969009633343,0.6021819974495825,0.4265530841546285,1.327220431647531,0.0,0.18066751586940274,0.3400359003123298,0.24681354626967555,0.281493825067245,0.3684093515836478,0.30062891815299836,0.7385814243058904,0.0,0.517842115511383,0.5609184183786233,0.7074345840319445,0.405028546159107,0.654745379541252,0.4355314335863298,1.414869168063889,0.0,0.1736699446489227,0.14411861242945467,0.2372540227444293,0.29696654279580603,0.23755726269919913,0.24456918596469648,1.2809461486083558,0.0,0.22749095810645523,-0.09367295733366537,0.3107799974131887,0.04082278079644359,-0.015082729494389763,-0.0003658200570782707,1.0445394693395522,0.0
P12,92.0,0.1241373365178793,0.1489136821377078,O4_B_C_boundary,B-side boundary projection dominates current C-state,0.3541216183946228,0.0575500494166043,0.2256786886478947,0.0575500494166043,0.2124501188197073,0.0603807161198503,0.7170389988642832,0.35412161839462286,0.5294397387605057,0.1956483412109645,0.2231345196216091,0.1956483412109645,0.0652165569993197,1.1063868611446432,2.3860840406734027,0.49528068458509567,0.7498143296147922,1.1683474783327639,-0.2926190325575348,O2_lag5_AB,2.3860840406734027,0.7498143296147922,False,0.0,0.0,q1,low,high,low,mid,mid,mid,mid,B_side,far,phase=q1|str=low|ab=high|ac=low|bc=mid|tfc=mid|mem=mid|dphi=mid|side=B_side|dist=far,side=B_side|tfc=mid,2.817858614358033,-0.5994965554910711,0.549023101384131,0.3737417408092672,0.6499303342761061,0.0603807161198503,0.0575500494166043,0.2124501188197073,0.3541216183946228,0.0575500494166043,0.2256786886478947,0.23343170192208132,0.23343170192208126,0.23343170192208126,-5.551115123125783e-17,5.551115123125783e-17,,,,,,,,,,,,,,,,,,,,,0.5176847197124673,0.4577126788342556,0.4577126788342556,-0.05997204087821173,0.05997204087821173,0.0,0.0,0.0,-0.0,0.0,0.06749633212236676,,,,,1.1434064380526776,0.0,0.0674963321223662,,,,,0.7112488802548942,0.0,0.06749633212236648,,,,,1.7055762771643201,0.0,0.0,,,,,1.0097320490118318,0.0,0.0,,,,,0.3080380229816555,0.0,0,O7_suppress_event,state_mapping,O6_phase_only,0.0,0.47337026535380644,0.44809171220983307,0.5717032190263388,0.41823531863805535,0.5682383510322382,0.3794534026354974,1.1434064380526776,0.0,0.29445703642552645,0.2787326692890802,0.3556244401274471,0.26942634826428974,0.3534691404903119,0.244030757795639,0.7112488802548942,0.0,0.7061085787460267,0.6684015140238552,0.8527881385821601,0.6118126688981962,0.8476197256210545,0.5556172231866111,1.7055762771643201,0.0,0.418029068290898,0.3957058029911233,0.5048660245059159,0.347690752725772,0.5018062304180008,0.31641372964426046,1.0097320490118318,0.0,0.12752774151440538,0.12071760360091906,0.15401901149082775,0.10606969659273986,0.15308556293633788,0.09652804406798421,0.3080380229816555,0.0
P12,118.0,-0.178570284908886,0.3578708696337382,O5_full_TFC,full triadic projection is already active,0.2692606673244076,0.3041319008782642,0.670409862997213,0.2692606673244076,0.4146008103999616,0.0975273359348263,0.4647438160908769,0.2692606673244076,0.2385722155784579,0.051329125069658,0.0165089945951951,0.0165089945951951,0.1171698845336968,0.4814737017269606,0.2921221815270031,-0.8843097437139278,-1.8302789885179866,-0.9748656436201254,0.333423469727671,O1_lag0_AB,0.4814737017269606,-0.9748656436201254,False,0.0,0.0,q4,high,high,high,high,high,low,high,B_side,far,phase=q4|str=high|ab=high|ac=high|bc=high|tfc=high|mem=low|dphi=high|side=B_side|dist=far,side=B_side|tfc=high,2.1849899286760124,1.1710037603738614,0.3374204774358013,0.3176454799149278,-0.4126892759217113,0.0975273359348263,0.2692606673244076,0.4146008103999616,0.2692606673244076,0.3041319008782642,0.670409862997213,0.5273181478822278,0.5273181478822279,0.5273181478822278,-1.1102230246251565e-16,-1.1102230246251565e-16,,,,,,,,,,,,,,,,,,,,,0.6043271447829198,0.39720103013322344,0.39720103013322344,-0.20712611464969638,0.20712611464969638,0.0,0.0,0.0,-0.0,0.0,1.544802211049306,,,,,1.5657999651387116,0.0,1.544802211049306,,,,,0.4278109452218857,0.0,1.544802211049306,,,,,1.3269495616695246,0.0,0.0,,,,,0.07394466413476733,0.0,0.0,,,,,0.8562008561186409,0.0,0,O4_B_C_boundary,state_mapping,O1_lag0_AB,,,0.613624310662468,1.544802211049306,1.030714343171211,0.7970487774350691,1.0914834506118611,1.5657999651387116,,,0.1676556406950633,1.544802211049306,0.6270686651665246,0.217771234164153,0.6744194118988887,1.544802211049306,,,0.5200207741677867,1.544802211049306,0.9459939009150438,0.6754652889221366,1.003946653528911,1.544802211049306,,,0.028978314323084495,0.0,0.026228235569169634,0.037640506743300335,0.027100138688134632,0.07394466413476733,,,0.3355381733437917,0.0,0.3036951754608855,0.43583718278328576,0.3137908896769886,0.8562008561186409,0.0
P12,125.0,0.0490371704356706,0.2763149822911163,O2_lag5_AB,current AB is active; read short-lag future AB,0.3154222512343931,0.0445528076642475,0.0435831984107538,0.0435831984107538,0.1345194191031315,0.0888656394974064,0.788132391735616,0.31542225123439316,0.3916190280508496,,,0.3916190280508496,0.109815970732007,0.8214060366950792,1.3939096360876888,,,3.5129298131909032,0.2448081140518819,O5_full_TFC,3.5129298131909032,1.3939096360876888,False,0.0,0.0,q1,high,high,low,low,low,high,high,A_side,near,phase=q1|str=high|ab=high|ac=low|bc=low|tfc=low|mem=high|dphi=high|side=A_side|dist=near,side=A_side|tfc=low,0.4974065092256672,-0.8413815803431954,0.504042088025893,0.4771139628881281,0.7071518080285073,0.0888656394974064,0.0435831984107538,0.1345194191031315,0.3154222512343931,0.0445528076642475,0.0435831984107538,0.4074425351600069,0.407442535160007,0.4074425351600069,-1.1102230246251565e-16,-1.1102230246251565e-16,,,,,,,,,,,,,,,,,,,,,0.06223632747723855,0.343402151247112,0.06223632747723855,-0.2811658237698734,-0.2811658237698734,0.0,0.0,0.0,-0.0,0.0,0.942212503871993,,,,,-1.0769660024171135,0.0,0.9422125038719932,,,,,0.1758157762601407,0.0,0.942212503871993,,,,,-0.7689540849148575,0.0,0.0,,,,,-0.3968912699231797,0.0,0.0,,,,,-0.9627327656421545,0.0,0,O6_phase_only,state_mapping,O1_lag0_AB,-1.0769660024171135,-0.4049392169088356,-0.42205424419049037,-0.5384830012085567,-0.14037397858299355,-0.5642785940808239,0.010062498335191171,0.942212503871993,0.1758157762601407,0.06610673187381293,0.0689007771830281,0.08790788813007035,0.3382832104399204,0.0921190444476785,0.41001161077675674,0.9422125038719932,-0.7689540849148575,-0.2891267359279862,-0.301346871115282,-0.38447704245742875,-0.022690179914678817,-0.4028951043715564,0.10839494148145114,0.942212503871993,-0.3968912699231797,-0.1492311174911155,-0.15553847064557041,-0.19844563496158985,-0.1516424191687622,-0.20795201268430086,-0.12670707208815135,0.0,-0.9627327656421545,-0.36198751988145084,-0.3772871649138173,-0.48136638282107724,-0.3678365755519551,-0.5044258502616089,-0.30735130546322265,0.0,0.0
P12,175.0,-0.1047082424722583,0.1351497674637015,O2_lag5_AB,current AB is active; read short-lag future AB,0.2031161859212242,0.0850343239341285,0.0221552918098455,0.0221552918098455,0.1034352672217327,0.0462981629437997,0.73311329449241,0.2031161859212242,0.1259368394877923,0.0582094900705536,0.1856953381770517,0.0582094900705536,0.1055061741640083,-0.0056120112001389905,-0.5187424311470216,-0.8185382826969471,0.2823184485075823,-0.47596324845610266,0.1928746584712981,O4_B_C_boundary,0.2823184485075823,-0.5187424311470216,False,0.0,0.0,q4,low,mid,low,low,low,mid,mid,A_side,near,phase=q4|str=low|ab=mid|ac=low|bc=low|tfc=low|mem=mid|dphi=mid|side=A_side|dist=near,side=A_side|tfc=low,1.722832229132538,0.34818344183315,0.3701415578115684,0.4203229835449912,-0.6779864993140927,-0.0462981629437997,0.0221552918098455,0.1034352672217327,0.2031161859212242,0.0850343239341285,0.0221552918098455,0.4059269937883195,0.4059269937883195,0.4059269937883195,-0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.20839519184272473,0.43810123096317255,0.20839519184272473,-0.22970603912044782,-0.22970603912044782,0.0,0.0,0.0,-0.0,0.0,0.9345941934363547,,,,,-0.36442179345682174,0.0,0.9345941934363544,,,,,0.619388413602422,0.0,0.9345941934363547,,,,,0.1455748023836539,0.0,0.0,,,,,-0.06964638930775498,0.0,0.0,,,,,-0.7710402040766963,0.0,0,O6_phase_only,state_mapping,O1_lag0_AB,-0.36442179345682174,-0.13920912510050573,-0.14281394608443013,-0.18221089672841087,0.12967962513969375,-0.190939562439951,0.23468006347344847,0.9345941934363547,0.619388413602422,0.2366063739961253,0.24273329722257078,0.309694206801211,0.5055693740632726,0.3245298574264189,0.548760317370296,0.9345941934363544,0.1455748023836539,0.055609574510555655,0.05704958471791841,0.07278740119182694,0.3245368150598755,0.07627422280580654,0.3974958781079662,0.9345941934363547,-0.06964638930775498,-0.026604920715562298,-0.02729385526925533,-0.03482319465387749,-0.026610177046830875,-0.036491371643284656,-0.022234528041912376,0.0,-0.7710402040766963,-0.29453735795729785,-0.3021644043003269,-0.38552010203834813,-0.29459554967081364,-0.40398813087850893,-0.2461536801747203,0.0,0.0
P12,188.0,0.0688649353947953,0.2334719967933661,O2_lag5_AB,current AB is active; read short-lag future AB,0.363384238172962,0.1691357147848442,0.115465910321614,0.115465910321614,0.2159952877598067,0.0352967197912137,0.8420268625231416,0.363384238172962,0.38982666864773047,0.1521527461430268,0.1728401309675033,0.1521527461430268,0.052488845622644,1.1745964783733882,1.3810064003226399,0.0794933193728039,0.12179794059681895,0.6479686120600239,-0.44598915641236436,O2_lag5_AB,1.3810064003226399,1.3810064003226399,True,0.0,0.0,q1,mid,high,mid,low,high,high,low,A_side,near,phase=q1|str=mid|ab=high|ac=mid|bc=low|tfc=high|mem=high|dphi=low|side=A_side|dist=near,side=A_side|tfc=high,1.0821225086315454,0.1304047894373665,0.3958917666360267,0.363384238172962,0.7946164802744096,0.0352967197912137,0.115465910321614,0.2159952877598067,0.363384238172962,0.1691357147848442,0.115465910321614,0.3514538577356161,0.3514538577356161,0.3514538577356161,-0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-0.0,0.0,0.6607690979259663,,,,,,0.0,0.660769097925966,,,,,,0.0,0.6607690979259663,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,0,O6_phase_only,state_mapping,O1_lag0_AB,,0.0,0.0,0.0,0.32094499042118363,0.0,0.36456226092467087,0.6607690979259663,,0.0,0.0,0.0,0.320944990421183,0.0,0.3645622609246703,0.660769097925966,,0.0,0.0,0.0,0.32094499042118363,0.0,0.36456226092467087,0.6607690979259663,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P12,212.0,-0.3507247297761966,0.365557132015472,O1_lag0_AB,default immediate AB readout,0.01903525520011,0.1357154872741665,0.1028597212075135,0.01903525520011,0.0858701545605967,0.0476868052773832,0.9100911827427038,0.019035255200110082,0.08509887207947592,0.0362961054732227,0.0276541546144122,0.0276541546144122,0.1387228937286249,-1.3611777284674087,-0.8127358795134018,-1.0280148614258153,-1.6911115120340106,-0.8415255726044365,0.5931392655877257,O6_phase_only,0.5931392655877257,-1.3611777284674087,False,0.0,0.0,q4,high,low,mid,low,low,high,mid,A_side,near,phase=q4|str=high|ab=low|ac=mid|bc=low|tfc=low|mem=high|dphi=mid|side=A_side|dist=near,side=A_side|tfc=low,0.1028617977165855,-0.1924115739999987,0.3812793622532375,0.449295607615935,-0.8356520588871048,-0.0476868052773832,0.01903525520011,0.0858701545605967,0.01903525520011,0.1357154872741665,0.1028597212075135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,O6_phase_only,state_mapping,O1_lag0_AB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
P12,225.0,0.104670752167064,0.2611480876766859,O6_phase_only,phase or closed-loop memory is high,0.2258484810239616,0.0408097294425436,0.0660828189678212,0.0408097294425436,0.1109136764781088,0.1384663180540767,0.19863775777428988,0.2258484810239616,0.10442104600947578,0.3199921052096912,0.1021079890519534,0.1021079890519534,0.0735088466202835,0.1617878373086612,-0.673635113630063,1.6839198084516889,-0.7614207552066179,0.049235937699070614,-0.19269615965691542,O3_A_C_boundary,1.6839198084516889,-0.19269615965691542,False,0.0,0.0,q1,high,mid,low,low,low,low,high,B_side,near,phase=q1|str=high|ab=mid|ac=low|bc=low|tfc=low|mem=low|dphi=high|side=B_side|dist=near,side=B_side|tfc=low,1.868143001396487,0.2181091449244235,0.2919325038768894,0.443187139581298,0.1630909152576782,-0.1384663180540767,0.0408097294425436,0.1109136764781088,0.2258484810239616,0.0408097294425436,0.0660828189678212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,O7_suppress_event,state_mapping,O1_lag0_AB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
P12,231.0,-0.0686033034815776,0.2316942187392559,O3_A_C_boundary,A-side boundary projection dominates current C-state,0.0682829941552285,0.3200984422438315,0.0914185554442258,0.0682829941552285,0.1599333306144286,0.0573497668284778,0.8716701249398928,0.0682829941552285,0.06991517997570733,,,0.0699151799757073,0.0440652436753781,-0.9985190526395104,-0.9220436213970308,,,-0.33591702924080696,-0.5474943552435927,O7_suppress_event,0.0,,False,0.0,0.0,q4,mid,low,high,low,mid,high,mid,A_side,far,phase=q4|str=mid|ab=low|ac=high|bc=low|tfc=mid|mem=high|dphi=mid|side=A_side|dist=far,side=A_side|tfc=mid,2.873584202107579,0.2181091449244235,0.2006078988229643,0.241316397996432,-0.8102352356782058,-0.0573497668284778,0.0682829941552285,0.1599333306144286,0.0682829941552285,0.3200984422438315,0.0914185554442258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,O3_A_C_boundary,state_mapping,O1_lag0_AB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
