state_label,n_train_events,selected_operator,selected_train_reward,global_best_operator,global_best_train_reward,train_mean_O1_lag0_AB,train_mean_O2_lag5_AB,train_mean_O3_A_C_boundary,train_mean_O4_B_C_boundary,train_mean_O5_full_TFC,train_mean_O6_phase_only,fold,condition_id
lag=missing,20,O2_lag5_AB,-0.009053867137758177,O4_B_C_boundary,-0.16438040593855452,-0.03172726763750004,-0.009053867137758177,-0.08487283715879801,-0.16438040593855452,-0.13332476072405353,-0.343564533832282,0,b6i_036
lag=mid,117,O5_full_TFC,0.1726190198970241,O4_B_C_boundary,-0.03533514545761587,-0.15022784331853978,0.1275755152517384,0.0705836022906664,-0.03533514545761587,0.1726190198970241,0.12534479099874682,0,b6i_036
lag=long,113,O3_A_C_boundary,0.032141254485225125,O4_B_C_boundary,-0.005848277132781847,-0.1498769735354281,-0.051842944777330056,0.032141254485225125,-0.005848277132781847,-0.037016232613953794,-0.048409660105602735,0,b6i_036
lag=short,134,O1_lag0_AB,0.11347993178830788,O4_B_C_boundary,0.10501781151751327,0.11347993178830788,-0.12006927892334601,-0.10940725950996151,0.10501781151751327,-0.07338059228872731,-0.00429512576338674,0,b6i_036
lag=missing,21,O1_lag0_AB,-0.13807496934483193,O2_lag5_AB,-0.35615051047567237,-0.13807496934483193,-0.35615051047567237,-0.27851010309005103,-0.3425843488776451,-0.3934510862697902,-0.26164679518936973,1,b6i_036
lag=mid,116,O5_full_TFC,0.20955989098183642,O2_lag5_AB,0.13108158256802507,-0.17502557062586685,0.13108158256802507,0.020011037949814812,-0.06350381954110997,0.20955989098183642,0.10406790327892428,1,b6i_036
lag=long,120,O3_A_C_boundary,0.13013047915784448,O2_lag5_AB,0.031662761564672307,0.0077740782276496095,0.031662761564672307,0.13013047915784448,-0.0031464599781907457,-0.0721494404180453,-0.05799938159244459,1,b6i_036
lag=short,138,O1_lag0_AB,0.18994908077364633,O2_lag5_AB,-0.005305119052252481,0.18994908077364633,-0.005305119052252481,-0.10528790660321066,-0.0480993279342766,-0.004832722350401312,0.008101691971867235,1,b6i_036
lag=missing,21,O1_lag0_AB,0.1327050073605399,O1_lag0_AB,0.1327050073605399,0.1327050073605399,0.008103437004454045,-0.23048565407728344,-0.016239621116909433,-0.14632088566064871,-0.2576228242481797,2,b6i_036
lag=mid,126,O2_lag5_AB,0.11008952144630708,O1_lag0_AB,-0.09783891082893074,-0.09783891082893074,0.11008952144630708,0.045857839327098235,0.01570592288792891,0.05609392233544681,0.09362659599064081,2,b6i_036
lag=long,125,O1_lag0_AB,0.003642589002789423,O1_lag0_AB,0.003642589002789423,0.003642589002789423,-0.00019842701040270153,-0.04051864605996858,-0.05305569113401779,-0.07432191365239521,-0.09846784984240567,2,b6i_036
lag=short,146,O1_lag0_AB,0.16819009073567937,O1_lag0_AB,0.16819009073567937,0.16819009073567937,-0.07012862353505646,-0.12124526824833717,0.008654939460173396,-0.12013873366714325,0.05984821547596136,2,b6i_036
lag=missing,21,O3_A_C_boundary,0.05450859301252818,O3_A_C_boundary,0.05450859301252818,-0.018625319876384636,-0.18979676577069832,0.05450859301252818,-0.30500010573177966,-0.11733464857442157,-0.30855238533835844,3,b6i_036
lag=short,139,O1_lag0_AB,0.09216372348110104,O3_A_C_boundary,0.0496233979792189,0.09216372348110104,-0.10326373317382581,0.0496233979792189,0.05268574385769518,0.03159928922799224,-0.08041923356777243,3,b6i_036
lag=long,115,O3_A_C_boundary,0.2071861638134458,O3_A_C_boundary,0.2071861638134458,0.016876527576435887,0.04001419484094177,0.2071861638134458,-0.06312681791838708,0.0042409933016378095,-0.07671197728843532,3,b6i_036
lag=mid,122,O6_phase_only,0.1439699417124276,O3_A_C_boundary,0.01720933762049005,-0.01268232646252791,0.09221034777170668,0.01720933762049005,0.0837951776187895,0.12560548450042205,0.1439699417124276,3,b6i_036
lag=missing,21,O2_lag5_AB,0.039069648281378704,O4_B_C_boundary,-0.17727631196689064,-0.09602555533788622,0.039069648281378704,-0.08388705837815828,-0.17727631196689064,-0.19571413227541853,-0.08969269117257749,4,b6i_036
lag=mid,123,O5_full_TFC,0.20247448112501423,O4_B_C_boundary,0.07601571833830978,-0.13167213246559048,0.15065489617217884,0.07071916737184096,0.07601571833830978,0.20247448112501423,0.08321936172229882,4,b6i_036
lag=long,123,O3_A_C_boundary,0.03738183620794491,O4_B_C_boundary,-0.03828721149960517,-0.0020805073529114645,-0.05969095294438325,0.03738183620794491,-0.03828721149960517,-0.1438170652087579,-0.06508571386613747,4,b6i_036
lag=short,147,O4_B_C_boundary,0.09105771146322447,O4_B_C_boundary,0.09105771146322447,0.041515922044272194,-0.1080621066607527,-0.09474083526560223,0.09105771146322447,-0.04575634802561871,0.034274239800736975,4,b6i_036
