state_label,n_train_events,selected_operator,selected_train_reward,global_best_operator,global_best_train_reward,train_mean_O1_lag0_AB,train_mean_O2_lag5_AB,train_mean_O3_A_C_boundary,train_mean_O4_B_C_boundary,train_mean_O5_full_TFC,train_mean_O7_suppress_event,fold,condition_id
lag=missing,20,O2_lag5_AB,0.01714198257421933,O4_B_C_boundary,-0.04642618746592424,-0.06998913756617448,0.01714198257421933,-0.01615260220423189,-0.04642618746592424,-0.1572662917386618,0.0,0,b6i_039
lag=mid,117,O5_full_TFC,0.1662858272928496,O4_B_C_boundary,-0.041548982813217276,-0.16726196413977587,0.10359831810995916,0.12778057733806017,-0.041548982813217276,0.1662858272928496,0.0,0,b6i_039
lag=long,113,O3_A_C_boundary,0.013482532118098616,O4_B_C_boundary,0.010393165486189827,-0.13753894128142113,-0.02305077202215099,0.013482532118098616,0.010393165486189827,-0.0396063756835697,0.0,0,b6i_039
lag=short,134,O1_lag0_AB,0.12220711081702663,O4_B_C_boundary,0.10953731593494152,0.12220711081702663,-0.12535351598201733,-0.1593730747914078,0.10953731593494152,-0.09522933077222459,0.0,0,b6i_039
lag=missing,21,O7_suppress_event,0.0,O2_lag5_AB,-0.34386000758999496,-0.08500364230620036,-0.34386000758999496,-0.24977514293120906,-0.27090307767278454,-0.47868054049155084,0.0,1,b6i_039
lag=mid,116,O5_full_TFC,0.1881627672612088,O2_lag5_AB,0.13768430200051915,-0.17608333572896925,0.13768430200051915,0.06130257677578743,-0.09579536175401264,0.1881627672612088,0.0,1,b6i_039
lag=long,120,O3_A_C_boundary,0.062148449940120816,O2_lag5_AB,0.032625454122543175,0.018743377389124828,0.032625454122543175,0.062148449940120816,0.01389810415530472,-0.05703274437002936,0.0,1,b6i_039
lag=short,138,O1_lag0_AB,0.17784817031175465,O2_lag5_AB,0.020514528018019382,0.17784817031175465,0.020514528018019382,-0.09226064627147952,-0.06883555538227393,0.0004757955579022553,0.0,1,b6i_039
lag=missing,21,O1_lag0_AB,0.15334320423950173,O1_lag0_AB,0.15334320423950173,0.15334320423950173,0.02754961485142396,-0.1458704229828327,0.06901190028718444,-0.17743901641899637,0.0,2,b6i_039
lag=mid,126,O2_lag5_AB,0.08547379740864187,O1_lag0_AB,-0.09723610931945736,-0.09723610931945736,0.08547379740864187,0.052182963516646044,-0.01603923430800412,0.0742665733029641,0.0,2,b6i_039
lag=long,125,O1_lag0_AB,0.00882264319323948,O1_lag0_AB,0.00882264319323948,0.00882264319323948,-0.012235909692663376,-0.07139023454398749,-0.042058602371532326,-0.09186060904244688,0.0,2,b6i_039
lag=short,146,O1_lag0_AB,0.16235209674441217,O1_lag0_AB,0.16235209674441217,0.16235209674441217,-0.06933319737608354,-0.11551440278266806,-0.00988672649424492,-0.13589435943919387,0.0,2,b6i_039
lag=missing,21,O3_A_C_boundary,0.17478979346771717,O3_A_C_boundary,0.17478979346771717,-0.01902061699128849,-0.19454789746931472,0.17478979346771717,-0.17438052440748142,-0.1453920457729799,0.0,3,b6i_039
lag=short,139,O1_lag0_AB,0.08436049371951815,O3_A_C_boundary,0.05454499557134972,0.08436049371951815,-0.10491888955622247,0.05454499557134972,0.0315544338184515,0.025481495434326568,0.0,3,b6i_039
lag=long,115,O3_A_C_boundary,0.1667991707923396,O3_A_C_boundary,0.1667991707923396,0.020864733510609725,0.014032153877126448,0.1667991707923396,-0.07402543214421166,-0.0007522903216392586,0.0,3,b6i_039
lag=mid,122,O5_full_TFC,0.1362182073427329,O3_A_C_boundary,0.0535533439047844,-0.005092515573638816,0.0718559398854668,0.0535533439047844,0.08360853164314683,0.1362182073427329,0.0,3,b6i_039
lag=missing,21,O2_lag5_AB,0.08775062508231327,O4_B_C_boundary,-0.07394729679257125,-0.12136163584707015,0.08775062508231327,-0.014081755767791903,-0.07394729679257125,-0.15247611296841515,0.0,4,b6i_039
lag=mid,123,O5_full_TFC,0.2518445922444974,O4_B_C_boundary,0.06601367993021012,-0.13905563113430128,0.15491820458597647,0.09812225488093354,0.06601367993021012,0.2518445922444974,0.0,4,b6i_039
lag=long,123,O3_A_C_boundary,0.003158141342097028,O4_B_C_boundary,-0.024437400172302313,-0.009329567103952757,-0.06947697482732838,0.003158141342097028,-0.024437400172302313,-0.12511282311276908,0.0,4,b6i_039
lag=short,147,O4_B_C_boundary,0.09858072560331942,O4_B_C_boundary,0.09858072560331942,0.04975917705753653,-0.07766203372827069,-0.10048833255278394,0.09858072560331942,-0.041513624543879184,0.0,4,b6i_039
