condition_id,fold,label,idx_in_session,state_label,true_policy_operator,true_policy_source,true_policy_reward,balanced_pool_shuffle_reward,frequency_matched_random_reward,performance_matched_random_reward,within_state_shuffle_reward,oracle_reward
b6i_009,0,P10,56.0,tfc=high,O1_lag0_AB,state_mapping,0.36319817661316917,0.36319817661316856,0.4084869643970348,0.3188824642152626,0.3641440616156105,0.8693910891709757
b6i_009,0,P10,64.0,tfc=high,O1_lag0_AB,state_mapping,0.5471382783614184,0.5471382783614169,0.1085549532090352,0.08934920081788936,0.046437742036938665,0.5841084582126724
b6i_009,0,P10,101.0,tfc=high,O1_lag0_AB,state_mapping,0.003613350035047476,0.0036133500350474797,-0.04757697358096321,-0.32185395937046546,-0.3211131680044897,0.4135186329079951
b6i_009,0,P10,106.0,tfc=low,O4_B_C_boundary,state_mapping,-1.3980811830512767,-1.3980811830512803,-1.0757697656566596,-0.9794232909588985,-0.1461806817248727,1.4184901906828782
b6i_009,0,P10,132.0,tfc=high,O1_lag0_AB,state_mapping,1.2379931112173788,1.237993111217378,0.6366963431411881,0.3528538373075946,0.21892987500537373,1.2379931112173788
b6i_009,0,P10,137.0,tfc=high,O1_lag0_AB,state_mapping,-0.701321577854798,-0.7013215778547987,-0.788455199066231,-1.0184255443344687,-0.7863515065900972,0.0
b6i_009,0,P10,175.0,tfc=low,O4_B_C_boundary,state_mapping,0.28231844850758364,0.282318448507583,0.7079603027433493,-0.330814949070497,-0.010961504326951399,1.2144270551856815
b6i_009,0,P10,191.0,tfc=mid,O6_phase_only,state_mapping,-0.3929669921432491,-0.39296699214324887,-0.08003650898086916,-0.19648349607162455,0.28417256573948163,1.6215682323369736
b6i_009,0,P10,228.0,tfc=mid,O6_phase_only,state_mapping,0.33735566605415196,0.33735566605415135,0.19291091024495305,0.16867783302707598,-0.046533993523847766,0.8104734399066915
b6i_009,0,P10,252.0,tfc=low,O4_B_C_boundary,state_mapping,0.5725589871965876,0.5725589871965868,0.3651329634119504,-0.27550592201528085,-0.1387658218161299,0.5725589871965876
b6i_009,0,P10,268.0,tfc=mid,O6_phase_only,state_mapping,-0.2169971736783499,-0.21699717367835042,-0.6562308838532296,-0.10849858683917495,-0.3275190966482291,0.38923504906411527
b6i_009,0,P10,289.0,tfc=mid,O6_phase_only,state_mapping,3.810056927277416,3.8100569272774085,2.6343148051743253,1.905028463638708,1.1804503974078906,3.810056927277416
b6i_009,0,P10,299.0,tfc=low,O4_B_C_boundary,state_mapping,-1.5784152254716,-1.5784152254715935,-0.49270184556372654,-1.2600185642220805,-0.4516933338290751,1.483290590098483
b6i_009,0,P10,310.0,tfc=high,O1_lag0_AB,state_mapping,0.37640467333398075,0.3764046733339799,0.4515483882252572,0.30379792911022035,0.2682773918916935,0.9662650554265264
b6i_009,0,P10,314.0,tfc=mid,O6_phase_only,state_mapping,1.0331638385079391,1.0331638385079382,0.2994489261124442,0.5165819192539696,0.017852289599409394,1.0331638385079391
b6i_009,0,P10,321.0,tfc=high,O1_lag0_AB,state_mapping,-0.47490777166957465,-0.47490777166957676,-0.2823926686899809,-0.29681689057768246,-0.11931214708385825,0.9256776648914815
b6i_009,0,P10,350.0,tfc=low,O4_B_C_boundary,state_mapping,,,-0.5864974079643344,2.7958186606378392,0.5662278234619628,2.7958186606378392
b6i_009,0,P10,391.0,tfc=high,O1_lag0_AB,state_mapping,0.5410538628446752,0.5410538628446764,0.25680427050548693,0.48252577778339945,0.5234884226734349,1.901048179312984
b6i_009,0,P14,16.0,tfc=mid,O6_phase_only,state_mapping,-0.9936882967270372,-0.9936882967270413,-0.5512588835541501,-0.4968441483635186,-0.763266846781823,0.0
b6i_009,0,P14,59.0,tfc=low,O4_B_C_boundary,state_mapping,0.43121413494023636,0.4312141349402349,0.4779621355214027,-0.10866497479747314,-0.08564092282877374,0.9119156822581187
