state_label,n_train_events,selected_operator,selected_train_reward,global_best_operator,global_best_train_reward,train_mean_O1_lag0_AB,train_mean_O2_lag5_AB,train_mean_O3_A_C_boundary,train_mean_O4_B_C_boundary,train_mean_O5_full_TFC,train_mean_O6_phase_only,fold,condition_id
side=B_side,240,O6_phase_only,0.06668829356103066,O4_B_C_boundary,0.016442727757277065,-0.004953363898048218,-0.010391958948307144,-0.1983577934419423,0.016442727757277065,-0.035550538876807085,0.06668829356103066,0,b6i_004
side=A_side,138,O3_A_C_boundary,0.32074941805729323,O4_B_C_boundary,0.015532117208821182,-0.13193345943530252,-0.03514807104798724,0.32074941805729323,0.015532117208821182,0.08214904690345728,-0.10688237638503457,0,b6i_004
side=B_side,238,O1_lag0_AB,0.06730291962742943,O2_lag5_AB,0.008707362112163585,0.06730291962742943,0.008707362112163585,-0.17674608556883598,-0.05542484631179473,-0.05440152176081289,0.049128151316376996,1,b6i_004
side=A_side,153,O3_A_C_boundary,0.26464948540638666,O2_lag5_AB,0.05402956281769402,-0.07874545684329412,0.05402956281769402,0.26464948540638666,-0.05064274441897853,0.12546465417000555,-0.07308129033592504,1,b6i_004
side=B_side,258,O1_lag0_AB,0.0829872201994472,O1_lag0_AB,0.0829872201994472,0.0829872201994472,-0.009820463825743147,-0.22429517268266844,-0.005051140497301066,-0.10886876897534133,0.03715059308209119,2,b6i_004
side=A_side,154,O3_A_C_boundary,0.2345132271677833,O1_lag0_AB,-0.03829392574940404,-0.03829392574940404,0.040286485302677186,0.2345132271677833,-0.01330859375404006,0.03368535604211483,-0.046941866459614984,2,b6i_004
side=B_side,238,O1_lag0_AB,0.07088996213366909,O3_A_C_boundary,-0.11181597578393569,0.07088996213366909,0.03748267949782047,-0.11181597578393569,0.0047171785032772235,0.013682318724891796,-0.009069166143210017,3,b6i_004
side=A_side,153,O3_A_C_boundary,0.39388195217073974,O3_A_C_boundary,0.39388195217073974,-0.02711124741517962,-0.07322542692438282,0.39388195217073974,0.020010591998463494,0.09073840710930194,-0.045409206794965816,3,b6i_004
side=B_side,258,O4_B_C_boundary,0.06544591909426795,O4_B_C_boundary,0.06544591909426795,0.017158243460847704,-0.047867416702133014,-0.20410620272121702,0.06544591909426795,-0.08332480762519107,0.05580858071881145,4,b6i_004
side=A_side,150,O3_A_C_boundary,0.3409169544860217,O4_B_C_boundary,-0.0243110875077162,-0.10819391451209917,0.051971326912884794,0.3409169544860217,-0.0243110875077162,0.11278763777478697,-0.06276556219701314,4,b6i_004
