state_label,n_train_events,selected_operator,selected_train_reward,global_best_operator,global_best_train_reward,train_mean_O1_lag0_AB,train_mean_O2_lag5_AB,train_mean_O3_A_C_boundary,train_mean_O4_B_C_boundary,train_mean_O5_full_TFC,train_mean_O7_suppress_event,fold,condition_id
dphi=low,134,O4_B_C_boundary,0.00601707729329085,O4_B_C_boundary,0.00601707729329085,-0.2552992259202452,-0.1911752312414599,-0.04958275650394884,0.00601707729329085,-0.15589731066135143,0.0,0,b6i_019
dphi=high,126,O2_lag5_AB,0.15707620578139517,O4_B_C_boundary,0.12031248413047689,0.08358473347005384,0.15707620578139517,0.0041669295342157886,0.12031248413047689,0.14724500327141585,0.0,0,b6i_019
dphi=mid,124,O5_full_TFC,0.050392781350143974,O4_B_C_boundary,-0.08118354370402915,0.03686181530253659,-0.005620117819692879,0.012427142611277062,-0.08118354370402915,0.050392781350143974,0.0,0,b6i_019
dphi=low,132,O3_A_C_boundary,0.018035019588231126,O2_lag5_AB,-0.06774080912745101,-0.14759340774727928,-0.06774080912745101,0.018035019588231126,-0.029818041004885238,-0.09401606061771871,0.0,1,b6i_019
dphi=high,136,O1_lag0_AB,0.17911761143757085,O2_lag5_AB,0.1659909910159689,0.17911761143757085,0.1659909910159689,-0.019694774208545048,-0.014900162002335838,0.10919856619445979,0.0,1,b6i_019
dphi=mid,127,O5_full_TFC,0.03522604192929912,O2_lag5_AB,-0.021999293318795587,-0.00639900496348657,-0.021999293318795587,-0.017286150389175164,-0.12595354885597976,0.03522604192929912,0.0,1,b6i_019
dphi=low,142,O4_B_C_boundary,0.011577864571512407,O1_lag0_AB,-0.09106269451105599,-0.09106269451105599,-0.16434077819702816,-0.04384296708043651,0.011577864571512407,-0.17954982183676332,0.0,2,b6i_019
dphi=high,135,O1_lag0_AB,0.2115329119554997,O1_lag0_AB,0.2115329119554997,0.2115329119554997,0.19609239263814407,-0.061945146140944755,0.0606100532083821,0.026212379883553995,0.0,2,b6i_019
dphi=mid,141,O2_lag5_AB,0.01274823962976439,O1_lag0_AB,0.0060193163763638076,0.0060193163763638076,0.01274823962976439,-0.05565891260636324,-0.09981452369543845,-0.0015719974054758318,0.0,2,b6i_019
dphi=low,129,O3_A_C_boundary,0.10741567895139513,O3_A_C_boundary,0.10741567895139513,-0.06658178217927514,-0.16774514762330486,0.10741567895139513,0.013474431612139846,-0.11935528523847883,0.0,3,b6i_019
dphi=mid,136,O5_full_TFC,0.06015612356098033,O3_A_C_boundary,0.030224181929911366,0.03155594558298314,-0.010504471097485691,0.030224181929911366,-0.06257314520316912,0.06015612356098033,0.0,3,b6i_019
dphi=high,132,O5_full_TFC,0.1926612667296051,O3_A_C_boundary,0.11495870627256058,0.13195259504093576,0.1607950001440484,0.11495870627256058,0.07884695115768757,0.1926612667296051,0.0,3,b6i_019
dphi=low,135,O4_B_C_boundary,0.028783959737850265,O4_B_C_boundary,0.028783959737850265,-0.21664614487379272,-0.16599324109714533,0.006017221461142617,0.028783959737850265,-0.18360077949375847,0.0,4,b6i_019
dphi=high,139,O2_lag5_AB,0.14908569918161607,O4_B_C_boundary,0.07709615231813852,0.11969089012584658,0.14908569918161607,-0.01436634750387561,0.07709615231813852,0.07523012782052264,0.0,4,b6i_019
dphi=mid,140,O5_full_TFC,0.07671960874322672,O4_B_C_boundary,-0.009922308719528695,0.008243461753420741,-0.012740387068443347,-0.013056903117883404,-0.009922308719528695,0.07671960874322672,0.0,4,b6i_019
