condition_id,state_representation,endpoint_mode,operator_pool,seed,n_folds,min_state_events,n_control_draws,comparison,mean_true_policy,mean_comparator,effect,p_greater,n_events,state_mapping_rate
b6i_003,side_only,z_reward,no_phase_only,60810,5,8,200,true_policy_vs_within_state_shuffle,0.05174900671027406,0.012012419883724052,0.06032520591110529,0.08916433426629349,433,0.9860557768924303
b6i_003,side_only,z_reward,no_phase_only,60810,5,8,200,true_policy_vs_oracle,0.05174900671027406,1.067896279433008,-1.0334645183590752,1.0,433,0.9860557768924303
b6i_004,side_only,z_reward,no_suppress,60810,5,8,200,true_policy_vs_balanced_pool_shuffle,0.0455739649175085,0.02273111529860088,0.016838393330035905,0.14594162335065974,449,0.9860557768924303
b6i_004,side_only,z_reward,no_suppress,60810,5,8,200,true_policy_vs_frequency_matched_random,0.0455739649175085,-0.05933980640331888,0.09760716574477196,0.001999200319872051,449,0.9860557768924303
b6i_004,side_only,z_reward,no_suppress,60810,5,8,200,true_policy_vs_performance_matched_random,0.0455739649175085,0.04456621943579543,0.024933526560693788,0.19272291083566573,449,0.9860557768924303
b6i_004,side_only,z_reward,no_suppress,60810,5,8,200,true_policy_vs_within_state_shuffle,0.0455739649175085,0.00476551613626334,0.055187771053660344,0.10715713714514194,449,0.9860557768924303
b6i_004,side_only,z_reward,no_suppress,60810,5,8,200,true_policy_vs_oracle,0.0455739649175085,1.2219141327632141,-1.1810004374808076,1.0,449,0.9860557768924303
b6i_005,side_only,rank_reward,full,60810,5,8,200,true_policy_vs_balanced_pool_shuffle,0.06692833241183743,0.0665947282154125,0.0003336041964249175,0.25549780087964813,459,0.9860557768924303
b6i_005,side_only,rank_reward,full,60810,5,8,200,true_policy_vs_frequency_matched_random,0.06692833241183743,-0.06828342574254932,0.12430510412524254,0.00039984006397441024,459,0.9860557768924303
b6i_005,side_only,rank_reward,full,60810,5,8,200,true_policy_vs_performance_matched_random,0.06692833241183743,0.0404191024423224,0.04479604947361561,0.07716913234706117,459,0.9860557768924303
b6i_005,side_only,rank_reward,full,60810,5,8,200,true_policy_vs_within_state_shuffle,0.06692833241183743,0.003789025888908874,0.06316415586548518,0.07117153138744502,459,0.9860557768924303
b6i_005,side_only,rank_reward,full,60810,5,8,200,true_policy_vs_oracle,0.06692833241183743,1.1117820538752037,-1.0770812117076904,1.0,459,0.9860557768924303
b6i_006,side_only,rank_reward,core_5,60810,5,8,200,true_policy_vs_balanced_pool_shuffle,0.035814971852057814,0.03581497185205792,-1.0618871383949944e-16,0.7912834866053579,433,0.9860557768924303
b6i_006,side_only,rank_reward,core_5,60810,5,8,200,true_policy_vs_frequency_matched_random,0.035814971852057814,-0.07224390559707339,0.10540713419269333,0.0023990403838464614,433,0.9860557768924303
b6i_006,side_only,rank_reward,core_5,60810,5,8,200,true_policy_vs_performance_matched_random,0.035814971852057814,0.01055536273138138,0.05789979733765542,0.011195521791283487,433,0.9860557768924303
b6i_006,side_only,rank_reward,core_5,60810,5,8,200,true_policy_vs_within_state_shuffle,0.035814971852057814,0.015230126082336365,0.037902199220421234,0.1755297880847661,433,0.9860557768924303
b6i_006,side_only,rank_reward,core_5,60810,5,8,200,true_policy_vs_oracle,0.035814971852057814,0.9944777980181899,-0.9771816194203508,1.0,433,0.9860557768924303
b6i_007,side_only,rank_reward,no_phase_only,60810,5,8,200,true_policy_vs_balanced_pool_shuffle,0.035814971852057814,0.03581497185205792,-1.0618871383949944e-16,0.7912834866053579,433,0.9860557768924303
b6i_007,side_only,rank_reward,no_phase_only,60810,5,8,200,true_policy_vs_frequency_matched_random,0.035814971852057814,-0.07224390559707339,0.10540713419269333,0.0023990403838464614,433,0.9860557768924303
b6i_007,side_only,rank_reward,no_phase_only,60810,5,8,200,true_policy_vs_performance_matched_random,0.035814971852057814,0.08157677481960145,0.009992546220367318,0.3522590963614554,433,0.9860557768924303
b6i_007,side_only,rank_reward,no_phase_only,60810,5,8,200,true_policy_vs_within_state_shuffle,0.035814971852057814,0.007822996145075856,0.0425263347447371,0.14954018392642943,433,0.9860557768924303
b6i_007,side_only,rank_reward,no_phase_only,60810,5,8,200,true_policy_vs_oracle,0.035814971852057814,1.0019491603225386,-1.0039080636611426,1.0,433,0.9860557768924303
b6i_008,side_only,rank_reward,no_suppress,60810,5,8,200,true_policy_vs_balanced_pool_shuffle,0.06692833241183743,0.03486100737012685,0.03292533042881088,0.012395041983206718,459,0.9860557768924303
b6i_008,side_only,rank_reward,no_suppress,60810,5,8,200,true_policy_vs_frequency_matched_random,0.06692833241183743,-0.06828342574254932,0.12430510412524254,0.00039984006397441024,459,0.9860557768924303
b6i_008,side_only,rank_reward,no_suppress,60810,5,8,200,true_policy_vs_performance_matched_random,0.06692833241183743,0.04297680572061964,0.06486253313934448,0.01599360255897641,459,0.9860557768924303
b6i_008,side_only,rank_reward,no_suppress,60810,5,8,200,true_policy_vs_within_state_shuffle,0.06692833241183743,0.005938669221773216,0.06334290511944221,0.07117153138744502,459,0.9860557768924303
b6i_008,side_only,rank_reward,no_suppress,60810,5,8,200,true_policy_vs_oracle,0.06692833241183743,1.112498704331316,-1.063242347899053,1.0,459,0.9860557768924303
b6i_009,tfc_only,z_reward,full,60810,5,8,200,true_policy_vs_balanced_pool_shuffle,0.174542580148713,0.13247394383293654,0.029061995098775315,0.05117952818872451,470,0.9860557768924303
b6i_009,tfc_only,z_reward,full,60810,5,8,200,true_policy_vs_frequency_matched_random,0.174542580148713,-0.009259137846544583,0.1709751266832802,0.00039984006397441024,470,0.9860557768924303
b6i_009,tfc_only,z_reward,full,60810,5,8,200,true_policy_vs_performance_matched_random,0.174542580148713,0.0957016632559459,0.07962870074208428,0.0023990403838464614,470,0.9860557768924303
