condition_id,fold,label,idx_in_session,state_label,true_policy_operator,true_policy_source,true_policy_reward,balanced_pool_shuffle_reward,frequency_matched_random_reward,performance_matched_random_reward,within_state_shuffle_reward,oracle_reward
b6i_040,0,P10,56.0,lag=missing,O2_lag5_AB,state_mapping,0.42854956435548336,0.5163816153753626,0.815415785664479,0.47761774928279166,0.6611881680791112,1.1688710872468095
b6i_040,0,P10,64.0,lag=short,O1_lag0_AB,state_mapping,0.7104957904444976,0.5837759476108813,0.7381731701580053,0.22311177954597478,0.16304254416916755,0.9492650041883183
b6i_040,0,P10,101.0,lag=long,O3_A_C_boundary,state_mapping,0.8913751401012282,-0.2478143741388655,-0.220940616194346,-0.33355982144725915,-0.5890149778984495,0.8913751401012282
b6i_040,0,P10,106.0,lag=short,O1_lag0_AB,state_mapping,-1.6931715603130066,-1.228135165820978,-0.28648154877429977,-0.14305024533958488,-0.11345376358507832,1.4070710696338369
b6i_040,0,P10,132.0,lag=long,O3_A_C_boundary,state_mapping,0.933620407404604,0.6926517571166189,0.8614388235669135,0.7041264547493814,0.43363911428642155,1.3255518478442119
b6i_040,0,P10,137.0,lag=short,O1_lag0_AB,state_mapping,-0.6539389116031444,-0.7492511070761378,-1.0194322978265402,-1.1304998889681035,-1.2321591504805192,-0.6539389116031444
b6i_040,0,P10,175.0,lag=long,O3_A_C_boundary,state_mapping,0.7223940708877251,-0.21297113032232878,0.246230124739236,-0.26220087775443607,-0.11851640791365747,1.3043430182787044
b6i_040,0,P10,191.0,lag=mid,O5_full_TFC,state_mapping,1.5159903798231351,1.5159903798231367,0.8030436001476653,1.5159903798231351,0.4360429953561669,1.5159903798231351
b6i_040,0,P10,228.0,lag=long,O3_A_C_boundary,state_mapping,-1.2546844389102596,-1.00745717425582,-0.3262275130280111,-1.0169659152040664,0.008830598459079212,0.9999489834961277
b6i_040,0,P10,252.0,lag=mid,O5_full_TFC,state_mapping,-1.615167320559228,-1.6446037264174933,-0.7090605060933424,-1.6419276895212849,-0.1101703570687626,0.959892794903567
b6i_040,0,P10,268.0,lag=mid,O5_full_TFC,state_mapping,-0.5525572412439465,-0.26502426431067005,-0.25451925189997876,-0.25304372360511657,-0.19154228304447257,0.6428243465332251
b6i_040,0,P10,289.0,lag=mid,O5_full_TFC,state_mapping,0.27627862062197317,-0.061140173163339556,0.5093620353259206,-0.07519928957106092,0.773780499783391,1.7005624448890309
b6i_040,0,P10,299.0,lag=short,O1_lag0_AB,state_mapping,-1.4033175562510722,-1.42017694359038,-0.715645625507457,-1.4766192403350353,-0.4738691662096997,1.427632669783384
b6i_040,0,P10,310.0,lag=mid,O5_full_TFC,state_mapping,0.3400352253808901,-7.337420005361584e-05,0.23242240413180196,-0.017973826809576987,0.5057069900205192,1.1142288673242566
b6i_040,0,P10,314.0,lag=short,O1_lag0_AB,state_mapping,1.0074194043616007,0.9706368467648642,0.11225833135904426,0.8322643681866708,0.1900980976901697,1.2736722838263526
b6i_040,0,P10,321.0,lag=short,O1_lag0_AB,state_mapping,-0.3216672484101954,-0.27999845747452634,0.017876957734894977,-0.13226365324806538,-0.11775051485834992,1.2158642068778514
b6i_040,0,P10,350.0,lag=long,O3_A_C_boundary,state_mapping,,1.629335454950099,-0.08530264048674646,1.6293354549500985,0.6554444983926975,1.6293354549500985
