condition_id,fold,label,idx_in_session,state_label,true_policy_operator,true_policy_source,true_policy_reward,balanced_pool_shuffle_reward,frequency_matched_random_reward,performance_matched_random_reward,within_state_shuffle_reward,oracle_reward
b6i_133,0,P10,56.0,side=B_side|tfc=high|phase=q1,O1_lag0_AB,state_mapping,0.5266859342100999,0.6478075860364512,0.6387453961105339,0.6127205284020454,0.544222880220064,1.1688710872468095
b6i_133,0,P10,64.0,side=A_side|tfc=high|phase=q4,O5_full_TFC,state_mapping,0.9492650041883183,0.1251589504391021,0.4073763246397249,0.26818562092450315,0.19970205312530143,0.9492650041883183
b6i_133,0,P10,101.0,side=B_side|tfc=high|phase=q1,O1_lag0_AB,state_mapping,0.1166485626102905,0.3529401687450276,-0.0063681811393611,-0.22348736367137467,-0.4006414293981797,0.8913751401012282
b6i_133,0,P10,106.0,side=A_side|tfc=low|phase=q4,O3_A_C_boundary,state_mapping,1.2969297062136353,-0.7811906740223804,-0.647370373117306,0.33694307184482186,-0.03499264716691024,1.4070710696338369
b6i_133,0,P10,132.0,side=A_side|tfc=high|phase=q1,O1_lag0_AB,state_mapping,1.3255518478442119,1.1942548152969485,0.8657806576009955,0.5435442980647023,0.4858011115799568,1.3255518478442119
b6i_133,0,P10,137.0,side=B_side|tfc=high|phase=q4,O1_lag0_AB,state_mapping,-0.6539389116031444,-0.6539389116031447,-0.9740650723977577,-1.1304998889681035,-1.02660519383294,0.0
b6i_133,0,P10,175.0,side=B_side|tfc=low|phase=q1,O4_B_C_boundary,state_mapping,0.5802018671417117,0.5802018671417105,0.6738573421653506,0.29010093357085587,0.04004712610082798,1.3043430182787044
b6i_133,0,P10,191.0,side=A_side|tfc=mid|phase=q4,O4_B_C_boundary,state_mapping,,,0.36199899753531656,0.0,0.4279743385213504,1.5159903798231351
b6i_133,0,P10,228.0,side=B_side|tfc=mid|phase=q1,O6_phase_only,state_mapping,0.7628037304234748,0.1922448153125763,-0.08986572541477059,-0.008221830537199215,0.0791706167311308,0.9999489834961277
b6i_133,0,P10,252.0,side=B_side|tfc=low|phase=q4,O4_B_C_boundary,state_mapping,0.959892794903567,0.959892794903567,0.02936747942779483,0.4799463974517835,-0.03676149584488397,0.959892794903567
b6i_133,0,P10,268.0,side=A_side|tfc=mid|phase=q1,O3_A_C_boundary,state_mapping,0.04646979403371336,-0.2589735902990643,-0.43134885424600056,0.0966203945832942,-0.24191344996325742,0.6428243465332251
b6i_133,0,P10,289.0,side=A_side|tfc=mid|phase=q4,O4_B_C_boundary,state_mapping,1.6936775092298493,1.6936775092298515,1.134921245483601,0.8468387546149246,0.8033940734451961,1.7005624448890309
b6i_133,0,P10,299.0,side=B_side|tfc=low|phase=q1,O4_B_C_boundary,state_mapping,-1.4377060972555649,-1.4377060972555618,-0.48056214553546983,-0.7188530486277824,-0.5374681057974826,1.427632669783384
b6i_133,0,P10,310.0,side=A_side|tfc=high|phase=q4,O5_full_TFC,state_mapping,0.3400352253808901,0.8261760804079357,0.47018145843147785,0.6948825648166891,0.4780912904172442,1.1142288673242566
b6i_133,0,P10,314.0,side=B_side|tfc=mid|phase=q1,O6_phase_only,state_mapping,1.2736722838263526,0.4921751899911014,0.18284972839194175,0.29680091653228613,0.21647306030975602,1.2736722838263526
b6i_133,0,P10,321.0,side=B_side|tfc=high|phase=q4,O1_lag0_AB,state_mapping,-0.3216672484101954,-0.25491982649078926,-0.12410691184933553,-0.1318292117121985,-0.03346273408166861,1.2158642068778514
b6i_133,0,P10,350.0,side=A_side|tfc=low|phase=q1,O3_A_C_boundary,state_mapping,,-1.643684291326821,-0.2632572021533314,-0.26829895837091206,0.36315897455247254,1.6293354549500985
b6i_133,0,P10,391.0,side=B_side|tfc=high|phase=q4,O1_lag0_AB,state_mapping,0.7034261805893284,0.7034261805893287,0.6871177614375342,0.6909814954094218,0.6554139922522958,1.544326648604876
b6i_133,0,P14,16.0,side=B_side|tfc=mid|phase=q1,O6_phase_only,state_mapping,-1.4696218659534837,-1.5238053461928993,-0.7851791377445185,-1.5459366268540735,-1.0572169662443498,0.0
b6i_133,0,P14,59.0,side=B_side|tfc=low|phase=q4,O4_B_C_boundary,state_mapping,0.7977775673198536,0.7977775673198547,0.2987648149252968,0.3988887836599268,0.08358175579113217,1.120533162044307
b6i_133,0,P14,60.0,side=B_side|tfc=low|phase=q1,O4_B_C_boundary,state_mapping,0.857504230113853,0.8575042301138494,0.5006520502760476,0.4287521150569265,0.10044983723373237,1.2477861394373513
b6i_133,0,P14,74.0,side=B_side|tfc=low|phase=q4,O4_B_C_boundary,state_mapping,-0.3711585473627126,-0.3711585473627115,-0.9735061776328866,-0.1855792736813563,-0.987815061813633,0.0
b6i_133,0,P14,95.0,side=B_side|tfc=high|phase=q1,O1_lag0_AB,state_mapping,-0.5408251539204384,0.06554774474045512,-0.36854329085595405,-0.17755992296372924,-0.5300111079505145,1.4152164546630874
b6i_133,0,P14,120.0,side=A_side|tfc=high|phase=q4,O5_full_TFC,state_mapping,-0.8359199290613549,-1.2280526258978859,-0.6571481299903484,-1.1422735984648944,-0.7322760886913533,0.0
b6i_133,0,P14,192.0,side=B_side|tfc=high|phase=q1,O1_lag0_AB,state_mapping,0.8943056466788948,0.4418504676355625,0.07404840900746702,0.6653449035529839,0.2380528550787887,1.6213458518115786
b6i_133,0,P14,210.0,side=A_side|tfc=high|phase=q4,O5_full_TFC,state_mapping,1.4734859766505237,-0.33904941843398456,-0.15733575250392282,-0.08904453635336229,0.0868174193806391,1.4734859766505237
b6i_133,0,P14,254.0,side=B_side|tfc=mid|phase=q1,O6_phase_only,state_mapping,-1.6585732487189317,-1.606406210064295,-0.9884387314451198,-1.590823847868751,-1.087236800543128,0.0
b6i_133,0,P14,271.0,side=B_side|tfc=low|phase=q4,O4_B_C_boundary,state_mapping,1.6083537052384211,1.6083537052384158,0.8561145047896799,0.8041768526192106,0.7799020091259373,1.6083537052384211
b6i_133,0,P14,283.0,side=B_side|tfc=high|phase=q1,O1_lag0_AB,state_mapping,1.3467606774097192,1.2269561602782648,0.6743399877675628,1.1610067229698608,0.5938762264928592,1.3467606774097192
b6i_133,0,P14,290.0,side=A_side|tfc=high|phase=q4,O5_full_TFC,state_mapping,0.3896236957489365,1.0527221773350002,0.6382382030114987,0.873637185957744,0.34501854517091496,1.3576506761665514
b6i_133,0,P14,301.0,side=B_side|tfc=mid|phase=q1,O6_phase_only,state_mapping,0.2659315757439635,0.4401317983990433,-0.2654013701415187,0.5013372820346126,-0.05749215367427314,0.8998241935619034
b6i_133,0,P14,308.0,side=A_side|tfc=high|phase=q4,O5_full_TFC,state_mapping,1.147618885660504,0.4338609013345852,0.3624180944657135,0.6227968383620348,0.4530292953284055,1.147618885660504
b6i_133,0,P14,320.0,side=B_side|tfc=mid|phase=q1,O6_phase_only,state_mapping,0.47587755659446135,-0.11464855931539432,-0.676662922391965,-0.3925432020965032,-0.5380838184985021,0.47587755659446135
b6i_133,0,P14,336.0,side=A_side|tfc=low|phase=q4,O3_A_C_boundary,state_mapping,,0.4135721765273951,0.9475512022111242,0.8103267247310028,1.0106040504523341,1.650587656536404
b6i_133,0,P14,340.0,side=A_side|tfc=high|phase=q1,O1_lag0_AB,state_mapping,1.1700204310304907,1.1700204310304898,1.0128475990125942,1.1171259245899705,0.8704055399692686,1.6151673205592278
b6i_133,0,P14,392.0,side=B_side|tfc=mid|phase=q4,O6_phase_only,state_mapping,-0.573852347658027,0.11686093677973852,0.4120209575016897,0.3116775041852618,0.22402276603336446,1.1972073560285506
b6i_133,0,P16,23.0,side=A_side|tfc=mid|phase=q4,O4_B_C_boundary,state_mapping,-1.5230299012469932,-1.5230299012469948,-0.49877695385056847,-0.7615149506234966,-0.5639996364697173,0.44088655978604524
b6i_133,0,P16,35.0,side=A_side|tfc=low|phase=q1,O3_A_C_boundary,state_mapping,-1.2462353854495845,-0.853591991265936,-0.6360440705661881,-0.9834464594586433,-0.6560119124626967,0.0
b6i_133,0,P16,43.0,side=B_side|tfc=low|phase=q4,O4_B_C_boundary,state_mapping,0.6612594809335682,0.6612594809335672,-0.0216970212172872,0.3306297404667841,-0.05228004941058157,0.8607785214870406
b6i_133,0,P16,50.0,side=B_side|tfc=low|phase=q1,O4_B_C_boundary,state_mapping,0.4394175905558549,0.4394175905558535,-0.598408258156151,0.21970879527792744,-0.2363893164801071,0.4642620280517735
