event_class,event_role,null_index,null_model,n_null_runs,mean_branch_transition_differentiated,sd_branch_transition_differentiated,mean_branch_transition_score,mean_branch_flip_fraction,mean_late_branch_stability
hybrid_phi_sign_switch,primary_phi_fes,16,degree-matched directed random graph,5,0.05058911422589344,0.005514396176262411,0.0942037931470778,0.034782608695652174,0.5284437983306345
hybrid_phi_sign_switch,primary_phi_fes,17,degree-matched directed random graph,5,0.04830224787845649,0.007062255446809805,0.09170212980696354,0.11304347826086955,0.5709497987856847
hybrid_phi_sign_switch,primary_phi_fes,18,degree-matched directed random graph,5,0.06065588220227649,0.007588477484872153,0.11042913477794751,0.08695652173913045,0.45796594126458495
hybrid_phi_sign_switch,primary_phi_fes,19,degree-matched directed random graph,5,0.047672571620743245,0.004604917994387103,0.08504211938192037,0.017391304347826087,0.5485611190439811
hybrid_phi_sign_switch,primary_phi_fes,20,degree-matched directed random graph,5,0.055208499094077504,0.004582263941605586,0.09830481820119588,0.034782608695652174,0.5297558671881073
hybrid_phi_sign_switch,primary_phi_fes,21,degree-matched directed random graph,5,0.056810638734273965,0.004416696459822263,0.09958592111707122,0.034782608695652174,0.4927186350765841
hybrid_phi_sign_switch,primary_phi_fes,22,degree-matched directed random graph,5,0.05010799615388496,0.004252679066255395,0.09113160085165692,0.05217391304347826,0.47882227297482444
hybrid_phi_sign_switch,primary_phi_fes,23,degree-matched directed random graph,5,0.040865032144955654,0.005081627465443134,0.07226537370673858,0.017391304347826087,0.5753929685680716
hybrid_phi_sign_switch,primary_phi_fes,24,degree-matched directed random graph,5,0.050481059233600675,0.004257392898255362,0.08980402155610065,0.02608695652173913,0.5327290186140861
hybrid_phi_sign_switch,primary_phi_fes,25,degree-matched directed random graph,5,0.04752376575459622,0.005267501806394353,0.08472201974012594,0.02608695652173913,0.5625970700547194
hybrid_phi_sign_switch,primary_phi_fes,26,degree-matched directed random graph,5,0.059129220020721115,0.0050936107745769964,0.10719529655063702,0.05217391304347826,0.5060191814863525
hybrid_phi_sign_switch,primary_phi_fes,27,degree-matched directed random graph,5,0.056358161453974896,0.003587383132488176,0.1021814642328657,0.09565217391304348,0.5065688839247618
hybrid_phi_sign_switch,primary_phi_fes,28,degree-matched directed random graph,5,0.05270297953632502,0.004371324823956188,0.09232385651740295,0.05217391304347826,0.5212254035514132
hybrid_phi_sign_switch,primary_phi_fes,29,degree-matched directed random graph,5,0.048263022925197394,0.005289520337161299,0.09073337847181132,0.02608695652173913,0.5534086302355755
hybrid_phi_sign_switch,primary_phi_fes,30,degree-matched directed random graph,5,0.04479762232195354,0.006090054960726047,0.08045372708127818,0.02608695652173913,0.5083857689901427
hybrid_phi_sign_switch,primary_phi_fes,31,degree-matched directed random graph,5,0.0554536608844189,0.0038243499261465474,0.10469093615295418,0.06086956521739131,0.4898111890377444
hybrid_phi_sign_switch,primary_phi_fes,32,degree-matched directed random graph,5,0.04591925754274798,0.006356477426099975,0.08369836878089432,0.017391304347826087,0.5145560422952694
hybrid_phi_sign_switch,primary_phi_fes,33,degree-matched directed random graph,5,0.047731182819294074,0.005052077478626105,0.0885034195772857,0.06956521739130435,0.5613447422278444
hybrid_phi_sign_switch,primary_phi_fes,34,degree-matched directed random graph,5,0.04609323945999213,0.004952192554488859,0.08062859991628035,0.02608695652173913,0.4961541119985252
hybrid_phi_sign_switch,primary_phi_fes,35,degree-matched directed random graph,5,0.0653111178046436,0.004590550700377646,0.11471802804795579,0.08695652173913045,0.49353109958050145
hybrid_phi_sign_switch,primary_phi_fes,36,degree-matched directed random graph,5,0.06259323035785341,0.006045754895412319,0.11010443453121199,0.02608695652173913,0.41653381016132257
hybrid_phi_sign_switch,primary_phi_fes,37,degree-matched directed random graph,5,0.0535393224227332,0.011245268713349535,0.0913999530964676,0.008695652173913044,0.5559249205369752
hybrid_phi_sign_switch,primary_phi_fes,38,degree-matched directed random graph,5,0.04860603310632296,0.004208932675008538,0.08861594281636924,0.05217391304347826,0.6110300903710577
hybrid_phi_sign_switch,primary_phi_fes,39,degree-matched directed random graph,5,0.047255864993717187,0.005735094701578237,0.08347163762531391,0.02608695652173913,0.5029956253812456
hybrid_phi_sign_switch,primary_phi_fes,40,degree-matched directed random graph,5,0.057294778649916445,0.009596347919891383,0.10028864985933059,0.06086956521739131,0.489475788615856
hybrid_phi_sign_switch,primary_phi_fes,41,degree-matched directed random graph,5,0.048012663602414324,0.0069780764318496105,0.08592719108513527,0.02608695652173913,0.5322652090836073
hybrid_phi_sign_switch,primary_phi_fes,42,degree-matched directed random graph,5,0.05617123875756612,0.0066383216525339565,0.09813884609239094,0.017391304347826087,0.5564961628052181
hybrid_phi_sign_switch,primary_phi_fes,43,degree-matched directed random graph,5,0.04136534154251104,0.005514776233237585,0.07366241275989449,0.017391304347826087,0.5548988377567324
hybrid_phi_sign_switch,primary_phi_fes,44,degree-matched directed random graph,5,0.0582847831922668,0.005118202405664173,0.10142134997050804,0.06086956521739131,0.47541287276433797
hybrid_phi_sign_switch,primary_phi_fes,45,degree-matched directed random graph,5,0.04040326905520149,0.001953645878616308,0.07425610242570396,0.017391304347826087,0.5823575142519212
hybrid_phi_sign_switch,primary_phi_fes,46,degree-matched directed random graph,5,0.051925360558146394,0.0027167580328321585,0.09018404564605652,0.017391304347826087,0.5544901975802624
hybrid_phi_sign_switch,primary_phi_fes,47,degree-matched directed random graph,5,0.05429356756767637,0.002282994981981437,0.09649752106384615,0.06086956521739131,0.5589880624110591
hybrid_phi_sign_switch,primary_phi_fes,48,degree-matched directed random graph,5,0.045676836736851176,0.003067610982620271,0.08275776861025745,0.06956521739130435,0.5994460889688317
hybrid_phi_sign_switch,primary_phi_fes,49,degree-matched directed random graph,5,0.04715966655152827,0.0036253879656435364,0.08864871230212613,0.06086956521739131,0.5691315378248283
hybrid_phi_sign_switch,primary_phi_fes,50,degree-matched directed random graph,5,0.05025225320757054,0.007399896368802498,0.08976912850779162,0.043478260869565216,0.5426168201690155
hybrid_phi_sign_switch,primary_phi_fes,51,degree-matched directed random graph,5,0.0447292456897806,0.006857000740838916,0.0768564463667149,0.043478260869565216,0.6152316949513779
hybrid_phi_sign_switch,primary_phi_fes,52,degree-matched directed random graph,5,0.05007494122209545,0.005795494673928357,0.09073466587338283,0.02608695652173913,0.48265160890058334
hybrid_phi_sign_switch,primary_phi_fes,53,degree-matched directed random graph,5,0.04538873574369888,0.007969706224516102,0.08551029829623562,0.034782608695652174,0.5516288694627411
hybrid_phi_sign_switch,primary_phi_fes,54,degree-matched directed random graph,5,0.0567235829111548,0.00807752601170191,0.09955673820150165,0.06956521739130435,0.5372219752153103
hybrid_phi_sign_switch,primary_phi_fes,55,degree-matched directed random graph,5,0.050943714269616046,0.00298817870823302,0.09378834908607245,0.02608695652173913,0.48317780529077936
hybrid_phi_sign_switch,primary_phi_fes,56,degree-matched directed random graph,5,0.05469049637623937,0.004584264124820484,0.09864521153886413,0.05217391304347826,0.514340221459711
hybrid_phi_sign_switch,primary_phi_fes,57,degree-matched directed random graph,5,0.05208384225679008,0.006966055460104275,0.08977114429487794,0.034782608695652174,0.5469585599389907
hybrid_phi_sign_switch,primary_phi_fes,58,degree-matched directed random graph,5,0.05043986654781539,0.0041109464455973905,0.08893041173391888,0.0,0.5067985841980335
hybrid_phi_sign_switch,primary_phi_fes,59,degree-matched directed random graph,5,0.04621112520501371,0.0035907042567034377,0.08414550031794485,0.06086956521739131,0.5931018483719726
hybrid_phi_sign_switch,primary_phi_fes,60,degree-matched directed random graph,5,0.0544837306394512,0.005468942673620822,0.0943812637711807,0.008695652173913044,0.4732676612217178
hybrid_phi_sign_switch,primary_phi_fes,61,degree-matched directed random graph,5,0.047229559989615345,0.004980641952147663,0.08603332162258565,0.017391304347826087,0.5127106516022225
hybrid_phi_sign_switch,primary_phi_fes,62,degree-matched directed random graph,5,0.04985089291589655,0.0020000889086651766,0.093354800298619,0.06956521739130435,0.5414728747260141
hybrid_phi_sign_switch,primary_phi_fes,63,degree-matched directed random graph,5,0.04909465684396072,0.006307536483802123,0.08894785154062283,0.034782608695652174,0.5145629271811514
hybrid_phi_sign_switch,primary_phi_fes,64,degree-matched directed random graph,5,0.048987469926300355,0.00453310348255152,0.08761297428588435,0.02608695652173913,0.5676393003924842
hybrid_phi_sign_switch,primary_phi_fes,65,degree-matched directed random graph,5,0.04483529669867785,0.0068849987635482834,0.08104337001149314,0.034782608695652174,0.5369666394705584
hybrid_phi_sign_switch,primary_phi_fes,66,degree-matched directed random graph,5,0.05116641399299558,0.004033221765467642,0.09467077346184441,0.08695652173913043,0.5613565330365464
hybrid_phi_sign_switch,primary_phi_fes,67,degree-matched directed random graph,5,0.04844313809825531,0.0046760960118960235,0.0889370677402184,0.05217391304347826,0.5437479105069201
hybrid_phi_sign_switch,primary_phi_fes,68,degree-matched directed random graph,5,0.04456520380990204,0.004391130791681425,0.08403114567820404,0.10434782608695652,0.4854916215640179
hybrid_phi_sign_switch,primary_phi_fes,69,degree-matched directed random graph,5,0.058131306931619664,0.006119316437637731,0.10604615698603892,0.043478260869565216,0.5384194804754936
hybrid_phi_sign_switch,primary_phi_fes,70,degree-matched directed random graph,5,0.055173666100354304,0.0036918162404933896,0.09840951546332669,0.0782608695652174,0.607359358099624
hybrid_phi_sign_switch,primary_phi_fes,71,degree-matched directed random graph,5,0.05965625124881587,0.002487471703403787,0.1063102656133887,0.06086956521739131,0.4313074018851831
hybrid_phi_sign_switch,primary_phi_fes,72,degree-matched directed random graph,5,0.05209417575874984,0.006724741146060402,0.08997868382387594,0.034782608695652174,0.524996141615077
hybrid_phi_sign_switch,primary_phi_fes,73,degree-matched directed random graph,5,0.04973638905549231,0.006615554040353649,0.0897885083268211,0.034782608695652174,0.5539635664231357
hybrid_phi_sign_switch,primary_phi_fes,74,degree-matched directed random graph,5,0.04471251422803719,0.0033797332429077996,0.08075649235416546,0.02608695652173913,0.573433674439366
