mode,endpoint,direction,arm,comparison,mean_true,mean_control,effect,p_greater,n_pairs
fes_string_conditioned,z_reward,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.7121087170300231,-0.7110420318999086,-0.0010666851301144593,0.5410917816436712,502
fes_string_conditioned,z_reward,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.7121087170300231,-0.7193159017835925,0.007207184753569531,0.129374125174965,502
fes_string_conditioned,z_reward,B_to_C_to_A,intersection,true_vs_random,-0.7193655884422034,-0.7182342818877684,-0.0011313065544348666,0.5226954609078185,502
fes_string_conditioned,z_reward,B_to_C_to_A,intersection,true_vs_balanced,-0.7193655884422034,-0.7179173728310504,-0.0014482156111530085,0.5650869826034793,502
fes_string_conditioned,z_reward,B_to_C_to_A,intersection,true_vs_performance_matched,-0.7193655884422034,-0.762028382877992,0.04266279443578851,0.0003999200159968006,502
fes_string_conditioned,z_reward,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.7193655884422034,-0.7192832372277749,-8.235121442864747e-05,0.4839032193561288,502
fes_string_conditioned,z_reward,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.7193655884422034,-0.7265914916827894,0.0072259032405857845,0.23715256948610278,502
fes_string_conditioned,rank_reward,A_to_C_to_B,intersection,true_vs_random,-0.7053414186423997,-0.7206004634405108,0.015259044798111035,0.15776844631073786,502
fes_string_conditioned,rank_reward,A_to_C_to_B,intersection,true_vs_balanced,-0.7053414186423997,-0.7143325140564794,0.008991095414079593,0.0611877624475105,502
fes_string_conditioned,rank_reward,A_to_C_to_B,intersection,true_vs_performance_matched,-0.7053414186423997,-0.7414118326952063,0.0360704140528066,0.0005998800239952009,502
fes_string_conditioned,rank_reward,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.7053414186423997,-0.7136752041485019,0.008333785506102281,0.18056388722255548,502
fes_string_conditioned,rank_reward,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.7053414186423997,-0.7152015988277047,0.009860180185304948,0.0655868826234753,502
fes_string_conditioned,rank_reward,B_to_C_to_A,intersection,true_vs_random,-0.7125153948576394,-0.7102942421013246,-0.0022211527563147514,0.5616876624675065,502
fes_string_conditioned,rank_reward,B_to_C_to_A,intersection,true_vs_balanced,-0.7125153948576394,-0.7173479188673209,0.004832524009681559,0.2489502099580084,502
fes_string_conditioned,rank_reward,B_to_C_to_A,intersection,true_vs_performance_matched,-0.7125153948576394,-0.7581366744380796,0.045621279580440245,0.0001999600079984003,502
fes_string_conditioned,rank_reward,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.7125153948576394,-0.7211540031438944,0.00863860828625493,0.21155768846230755,502
fes_string_conditioned,rank_reward,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.7125153948576394,-0.7258206903983486,0.013305295540709333,0.11137772445510898,502
fes_string_conditioned,gmr72_bridge_composite,A_to_C_to_B,intersection,true_vs_random,-0.27487357192543327,-0.2803305734465871,0.005457001521153788,0.1843631273745251,502
fes_string_conditioned,gmr72_bridge_composite,A_to_C_to_B,intersection,true_vs_balanced,-0.27487357192543327,-0.2768733289059226,0.0019997569804893318,0.05658868226354729,502
fes_string_conditioned,gmr72_bridge_composite,A_to_C_to_B,intersection,true_vs_performance_matched,-0.27487357192543327,-0.2756646604773112,0.0007910885518779742,0.40351929614077187,502
fes_string_conditioned,gmr72_bridge_composite,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.27487357192543327,-0.2762830522630366,0.0014094803376033496,0.17276544691061788,502
fes_string_conditioned,gmr72_bridge_composite,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.27487357192543327,-0.2779893097214145,0.003115737795981285,0.019396120775844832,502
fes_string_conditioned,gmr72_bridge_composite,B_to_C_to_A,intersection,true_vs_random,-0.2764505776897923,-0.2821304530936888,0.005679875403896507,0.15256948610277946,502
