mode,endpoint,fold,label,idx_in_session,state_label,direction,arm_kind,access_readout,baseline_max,access_effect
combined_c_fes_gmr72,z_reward,0,P1,53.0,NO_C_AB_DIRECT,A_to_B_no_C,shuffled_c,-0.8167164982784638,0.27105184120500864,-1.0877683394834725
combined_c_fes_gmr72,z_reward,0,P1,53.0,NO_C_AB_DIRECT,A_to_B_no_C,phase_rotated,-0.8283855434932943,0.27105184120500864,-1.099437384698303
combined_c_fes_gmr72,z_reward,0,P1,53.0,NO_C_AB_DIRECT,B_to_A_no_C,true,-0.8167164982784638,0.27105184120500864,-1.0877683394834725
combined_c_fes_gmr72,z_reward,0,P1,53.0,NO_C_AB_DIRECT,B_to_A_no_C,random,-1.1797174979026135,0.27105184120500864,-1.4507693391076222
combined_c_fes_gmr72,z_reward,0,P1,53.0,NO_C_AB_DIRECT,B_to_A_no_C,balanced,-0.8149722824901194,0.27105184120500864,-1.086024123695128
combined_c_fes_gmr72,z_reward,0,P1,53.0,NO_C_AB_DIRECT,B_to_A_no_C,performance_matched,-0.8532313019682518,0.27105184120500864,-1.1242831431732605
combined_c_fes_gmr72,z_reward,0,P1,53.0,NO_C_AB_DIRECT,B_to_A_no_C,shuffled_c,-0.8167164982784638,0.27105184120500864,-1.0877683394834725
combined_c_fes_gmr72,z_reward,0,P1,53.0,NO_C_AB_DIRECT,B_to_A_no_C,phase_rotated,-0.8283855434932943,0.27105184120500864,-1.099437384698303
combined_c_fes_gmr72,z_reward,0,P1,66.0,NO_C_AB_DIRECT,A_to_B_no_C,true,0.19325910220196435,-0.11240762471671713,0.30566672691868146
combined_c_fes_gmr72,z_reward,0,P1,66.0,NO_C_AB_DIRECT,A_to_B_no_C,random,0.016084489708697997,-0.11240762471671713,0.12849211442541514
combined_c_fes_gmr72,z_reward,0,P1,66.0,NO_C_AB_DIRECT,A_to_B_no_C,balanced,0.19442876692920302,-0.11240762471671713,0.30683639164592014
combined_c_fes_gmr72,z_reward,0,P1,66.0,NO_C_AB_DIRECT,A_to_B_no_C,performance_matched,0.1687724084204983,-0.11240762471671713,0.2811800331372154
combined_c_fes_gmr72,z_reward,0,P1,66.0,NO_C_AB_DIRECT,A_to_B_no_C,shuffled_c,0.19325910220196435,-0.11240762471671713,0.30566672691868146
combined_c_fes_gmr72,z_reward,0,P1,66.0,NO_C_AB_DIRECT,A_to_B_no_C,phase_rotated,0.18543388316682696,-0.11240762471671713,0.2978415078835441
combined_c_fes_gmr72,z_reward,0,P1,66.0,NO_C_AB_DIRECT,B_to_A_no_C,true,0.19325910220196435,-0.11240762471671713,0.30566672691868146
combined_c_fes_gmr72,z_reward,0,P1,66.0,NO_C_AB_DIRECT,B_to_A_no_C,random,0.41847509748843814,-0.11240762471671713,0.5308827222051553
combined_c_fes_gmr72,z_reward,0,P1,66.0,NO_C_AB_DIRECT,B_to_A_no_C,balanced,0.19442876692920302,-0.11240762471671713,0.30683639164592014
combined_c_fes_gmr72,z_reward,0,P1,66.0,NO_C_AB_DIRECT,B_to_A_no_C,performance_matched,0.1687724084204983,-0.11240762471671713,0.2811800331372154
combined_c_fes_gmr72,z_reward,0,P1,66.0,NO_C_AB_DIRECT,B_to_A_no_C,shuffled_c,0.19325910220196435,-0.11240762471671713,0.30566672691868146
combined_c_fes_gmr72,z_reward,0,P1,66.0,NO_C_AB_DIRECT,B_to_A_no_C,phase_rotated,0.18543388316682696,-0.11240762471671713,0.2978415078835441
combined_c_fes_gmr72,z_reward,0,P1,85.0,NO_C_AB_DIRECT,A_to_B_no_C,true,0.48538161749596487,0.3980827009213903,0.08729891657457456
combined_c_fes_gmr72,z_reward,0,P1,85.0,NO_C_AB_DIRECT,A_to_B_no_C,random,0.4793649541435807,0.3980827009213903,0.0812822532221904
combined_c_fes_gmr72,z_reward,0,P1,85.0,NO_C_AB_DIRECT,A_to_B_no_C,balanced,0.4853284664030707,0.3980827009213903,0.08724576548168039
combined_c_fes_gmr72,z_reward,0,P1,85.0,NO_C_AB_DIRECT,A_to_B_no_C,performance_matched,0.48649432484324084,0.3980827009213903,0.08841162392185054
combined_c_fes_gmr72,z_reward,0,P1,85.0,NO_C_AB_DIRECT,A_to_B_no_C,shuffled_c,0.48538161749596487,0.3980827009213903,0.08729891657457456
combined_c_fes_gmr72,z_reward,0,P1,85.0,NO_C_AB_DIRECT,A_to_B_no_C,phase_rotated,0.4857372056693683,0.3980827009213903,0.08765450474797798
combined_c_fes_gmr72,z_reward,0,P1,85.0,NO_C_AB_DIRECT,B_to_A_no_C,true,0.48538161749596487,0.3980827009213903,0.08729891657457456
combined_c_fes_gmr72,z_reward,0,P1,85.0,NO_C_AB_DIRECT,B_to_A_no_C,random,0.47969343437354056,0.3980827009213903,0.08161073345215025
combined_c_fes_gmr72,z_reward,0,P1,85.0,NO_C_AB_DIRECT,B_to_A_no_C,balanced,0.4853284664030707,0.3980827009213903,0.08724576548168039
combined_c_fes_gmr72,z_reward,0,P1,85.0,NO_C_AB_DIRECT,B_to_A_no_C,performance_matched,0.48649432484324084,0.3980827009213903,0.08841162392185054
combined_c_fes_gmr72,z_reward,0,P1,85.0,NO_C_AB_DIRECT,B_to_A_no_C,shuffled_c,0.48538161749596487,0.3980827009213903,0.08729891657457456
combined_c_fes_gmr72,z_reward,0,P1,85.0,NO_C_AB_DIRECT,B_to_A_no_C,phase_rotated,0.4857372056693683,0.3980827009213903,0.08765450474797798
combined_c_fes_gmr72,z_reward,0,P1,86.0,NO_C_AB_DIRECT,A_to_B_no_C,true,0.3386713303194468,0.39464251403717204,-0.05597118371772525
combined_c_fes_gmr72,z_reward,0,P1,86.0,NO_C_AB_DIRECT,A_to_B_no_C,random,0.44385291652491815,0.39464251403717204,0.04921040248774611
combined_c_fes_gmr72,z_reward,0,P1,86.0,NO_C_AB_DIRECT,A_to_B_no_C,balanced,0.3382017198979303,0.39464251403717204,-0.056440794139241746
combined_c_fes_gmr72,z_reward,0,P1,86.0,NO_C_AB_DIRECT,A_to_B_no_C,performance_matched,0.348502529226682,0.39464251403717204,-0.04613998481049003
combined_c_fes_gmr72,z_reward,0,P1,86.0,NO_C_AB_DIRECT,A_to_B_no_C,shuffled_c,0.3386713303194468,0.39464251403717204,-0.05597118371772525
combined_c_fes_gmr72,z_reward,0,P1,86.0,NO_C_AB_DIRECT,A_to_B_no_C,phase_rotated,0.3418130890849911,0.39464251403717204,-0.05282942495218096
combined_c_fes_gmr72,z_reward,0,P1,86.0,NO_C_AB_DIRECT,B_to_A_no_C,true,0.3386713303194468,0.39464251403717204,-0.05597118371772525
combined_c_fes_gmr72,z_reward,0,P1,86.0,NO_C_AB_DIRECT,B_to_A_no_C,random,0.2830349438305129,0.39464251403717204,-0.11160757020665912
combined_c_fes_gmr72,z_reward,0,P1,86.0,NO_C_AB_DIRECT,B_to_A_no_C,balanced,0.3382017198979303,0.39464251403717204,-0.056440794139241746
combined_c_fes_gmr72,z_reward,0,P1,86.0,NO_C_AB_DIRECT,B_to_A_no_C,performance_matched,0.348502529226682,0.39464251403717204,-0.04613998481049003
combined_c_fes_gmr72,z_reward,0,P1,86.0,NO_C_AB_DIRECT,B_to_A_no_C,shuffled_c,0.3386713303194468,0.39464251403717204,-0.05597118371772525
combined_c_fes_gmr72,z_reward,0,P1,86.0,NO_C_AB_DIRECT,B_to_A_no_C,phase_rotated,0.3418130890849911,0.39464251403717204,-0.05282942495218096
combined_c_fes_gmr72,z_reward,0,P1,102.0,NO_C_AB_DIRECT,A_to_B_no_C,true,-0.9772918844046056,0.8250719898715565,-1.802363874276162
combined_c_fes_gmr72,z_reward,0,P1,102.0,NO_C_AB_DIRECT,A_to_B_no_C,random,-0.8604710819830388,0.8250719898715565,-1.6855430718545952
combined_c_fes_gmr72,z_reward,0,P1,102.0,NO_C_AB_DIRECT,A_to_B_no_C,balanced,-0.9767687933086227,0.8250719898715565,-1.8018407831801793
combined_c_fes_gmr72,z_reward,0,P1,102.0,NO_C_AB_DIRECT,A_to_B_no_C,performance_matched,-0.9882426903824706,0.8250719898715565,-1.813314680254027
combined_c_fes_gmr72,z_reward,0,P1,102.0,NO_C_AB_DIRECT,A_to_B_no_C,shuffled_c,-0.9772918844046056,0.8250719898715565,-1.802363874276162
combined_c_fes_gmr72,z_reward,0,P1,102.0,NO_C_AB_DIRECT,A_to_B_no_C,phase_rotated,-0.9807914362899217,0.8250719898715565,-1.805863426161478
combined_c_fes_gmr72,z_reward,0,P1,102.0,NO_C_AB_DIRECT,B_to_A_no_C,true,-0.9772918844046056,0.8250719898715565,-1.802363874276162
combined_c_fes_gmr72,z_reward,0,P1,102.0,NO_C_AB_DIRECT,B_to_A_no_C,random,-0.9906368855420213,0.8250719898715565,-1.815708875413578
combined_c_fes_gmr72,z_reward,0,P1,102.0,NO_C_AB_DIRECT,B_to_A_no_C,balanced,-0.9767687933086227,0.8250719898715565,-1.8018407831801793
combined_c_fes_gmr72,z_reward,0,P1,102.0,NO_C_AB_DIRECT,B_to_A_no_C,performance_matched,-0.9882426903824706,0.8250719898715565,-1.813314680254027
combined_c_fes_gmr72,z_reward,0,P1,102.0,NO_C_AB_DIRECT,B_to_A_no_C,shuffled_c,-0.9772918844046056,0.8250719898715565,-1.802363874276162
combined_c_fes_gmr72,z_reward,0,P1,102.0,NO_C_AB_DIRECT,B_to_A_no_C,phase_rotated,-0.9807914362899217,0.8250719898715565,-1.805863426161478
combined_c_fes_gmr72,z_reward,0,P1,114.0,NO_C_AB_DIRECT,A_to_B_no_C,true,-0.7182202383653603,0.3643920326028562,-1.0826122709682164
combined_c_fes_gmr72,z_reward,0,P1,114.0,NO_C_AB_DIRECT,A_to_B_no_C,random,-0.6825932323095356,0.3643920326028562,-1.0469852649123919
combined_c_fes_gmr72,z_reward,0,P1,114.0,NO_C_AB_DIRECT,A_to_B_no_C,balanced,-0.7177287103672624,0.3643920326028562,-1.0821207429701185
combined_c_fes_gmr72,z_reward,0,P1,114.0,NO_C_AB_DIRECT,A_to_B_no_C,performance_matched,-0.7285102772920315,0.3643920326028562,-1.0929023098948878
combined_c_fes_gmr72,z_reward,0,P1,114.0,NO_C_AB_DIRECT,A_to_B_no_C,shuffled_c,-0.7182202383653603,0.3643920326028562,-1.0826122709682164
combined_c_fes_gmr72,z_reward,0,P1,114.0,NO_C_AB_DIRECT,A_to_B_no_C,phase_rotated,-0.7215086287540309,0.3643920326028562,-1.0859006613568871
combined_c_fes_gmr72,z_reward,0,P1,114.0,NO_C_AB_DIRECT,B_to_A_no_C,true,-0.7182202383653603,0.3643920326028562,-1.0826122709682164
combined_c_fes_gmr72,z_reward,0,P1,114.0,NO_C_AB_DIRECT,B_to_A_no_C,random,-0.7211840627334208,0.3643920326028562,-1.085576095336277
combined_c_fes_gmr72,z_reward,0,P1,114.0,NO_C_AB_DIRECT,B_to_A_no_C,balanced,-0.7177287103672624,0.3643920326028562,-1.0821207429701185
combined_c_fes_gmr72,z_reward,0,P1,114.0,NO_C_AB_DIRECT,B_to_A_no_C,performance_matched,-0.7285102772920315,0.3643920326028562,-1.0929023098948878
combined_c_fes_gmr72,z_reward,0,P1,114.0,NO_C_AB_DIRECT,B_to_A_no_C,shuffled_c,-0.7182202383653603,0.3643920326028562,-1.0826122709682164
combined_c_fes_gmr72,z_reward,0,P1,114.0,NO_C_AB_DIRECT,B_to_A_no_C,phase_rotated,-0.7215086287540309,0.3643920326028562,-1.0859006613568871
combined_c_fes_gmr72,z_reward,0,P1,135.0,NO_C_AB_DIRECT,A_to_B_no_C,true,0.32608134168444836,0.42706140166106754,-0.10098005997661919
combined_c_fes_gmr72,z_reward,0,P1,135.0,NO_C_AB_DIRECT,A_to_B_no_C,random,0.3351717187826917,0.42706140166106754,-0.09188968287837584
combined_c_fes_gmr72,z_reward,0,P1,135.0,NO_C_AB_DIRECT,A_to_B_no_C,balanced,0.3264672674528384,0.42706140166106754,-0.10059413420822916
combined_c_fes_gmr72,z_reward,0,P1,135.0,NO_C_AB_DIRECT,A_to_B_no_C,performance_matched,0.31800206401378367,0.42706140166106754,-0.10905933764728387
combined_c_fes_gmr72,z_reward,0,P1,135.0,NO_C_AB_DIRECT,A_to_B_no_C,shuffled_c,0.32608134168444836,0.42706140166106754,-0.10098005997661919
combined_c_fes_gmr72,z_reward,0,P1,135.0,NO_C_AB_DIRECT,A_to_B_no_C,phase_rotated,0.32349944483945664,0.42706140166106754,-0.1035619568216109
combined_c_fes_gmr72,z_reward,0,P1,135.0,NO_C_AB_DIRECT,B_to_A_no_C,true,0.32608134168444836,0.42706140166106754,-0.10098005997661919
combined_c_fes_gmr72,z_reward,0,P1,135.0,NO_C_AB_DIRECT,B_to_A_no_C,random,0.3594765311543646,0.42706140166106754,-0.06758487050670292
combined_c_fes_gmr72,z_reward,0,P1,135.0,NO_C_AB_DIRECT,B_to_A_no_C,balanced,0.3264672674528384,0.42706140166106754,-0.10059413420822916
combined_c_fes_gmr72,z_reward,0,P1,135.0,NO_C_AB_DIRECT,B_to_A_no_C,performance_matched,0.31800206401378367,0.42706140166106754,-0.10905933764728387
combined_c_fes_gmr72,z_reward,0,P1,135.0,NO_C_AB_DIRECT,B_to_A_no_C,shuffled_c,0.32608134168444836,0.42706140166106754,-0.10098005997661919
combined_c_fes_gmr72,z_reward,0,P1,135.0,NO_C_AB_DIRECT,B_to_A_no_C,phase_rotated,0.32349944483945664,0.42706140166106754,-0.1035619568216109
combined_c_fes_gmr72,z_reward,0,P1,145.0,NO_C_AB_DIRECT,A_to_B_no_C,true,-0.4416058232105817,-0.1796107088980925,-0.26199511431248923
combined_c_fes_gmr72,z_reward,0,P1,145.0,NO_C_AB_DIRECT,A_to_B_no_C,random,-0.40203998141388525,-0.1796107088980925,-0.22242927251579275
combined_c_fes_gmr72,z_reward,0,P1,145.0,NO_C_AB_DIRECT,A_to_B_no_C,balanced,-0.44095332645868257,-0.1796107088980925,-0.2613426175605901
combined_c_fes_gmr72,z_reward,0,P1,145.0,NO_C_AB_DIRECT,A_to_B_no_C,performance_matched,-0.4552657103432608,-0.1796107088980925,-0.2756550014451683
combined_c_fes_gmr72,z_reward,0,P1,145.0,NO_C_AB_DIRECT,A_to_B_no_C,shuffled_c,-0.4416058232105817,-0.1796107088980925,-0.26199511431248923
combined_c_fes_gmr72,z_reward,0,P1,145.0,NO_C_AB_DIRECT,A_to_B_no_C,phase_rotated,-0.4459711168579167,-0.1796107088980925,-0.2663604079598242
combined_c_fes_gmr72,z_reward,0,P1,145.0,NO_C_AB_DIRECT,B_to_A_no_C,true,-0.4416058232105817,-0.1796107088980925,-0.26199511431248923
combined_c_fes_gmr72,z_reward,0,P1,145.0,NO_C_AB_DIRECT,B_to_A_no_C,random,-0.4278240646192019,-0.1796107088980925,-0.24821335572110942
combined_c_fes_gmr72,z_reward,0,P1,145.0,NO_C_AB_DIRECT,B_to_A_no_C,balanced,-0.44095332645868257,-0.1796107088980925,-0.2613426175605901
combined_c_fes_gmr72,z_reward,0,P1,145.0,NO_C_AB_DIRECT,B_to_A_no_C,performance_matched,-0.4552657103432608,-0.1796107088980925,-0.2756550014451683
combined_c_fes_gmr72,z_reward,0,P1,145.0,NO_C_AB_DIRECT,B_to_A_no_C,shuffled_c,-0.4416058232105817,-0.1796107088980925,-0.26199511431248923
combined_c_fes_gmr72,z_reward,0,P1,145.0,NO_C_AB_DIRECT,B_to_A_no_C,phase_rotated,-0.4459711168579167,-0.1796107088980925,-0.2663604079598242
combined_c_fes_gmr72,z_reward,0,P1,155.0,NO_C_AB_DIRECT,A_to_B_no_C,true,1.6904742965754744,0.6416854206739528,1.0487888759015216
combined_c_fes_gmr72,z_reward,0,P1,155.0,NO_C_AB_DIRECT,A_to_B_no_C,random,0.6609867128844551,0.6416854206739528,0.019301292210502252
combined_c_fes_gmr72,z_reward,0,P1,155.0,NO_C_AB_DIRECT,A_to_B_no_C,balanced,1.6861811569289273,0.6416854206739528,1.0444957362549745
combined_c_fes_gmr72,z_reward,0,P1,155.0,NO_C_AB_DIRECT,A_to_B_no_C,performance_matched,1.7803503041509467,0.6416854206739528,1.138664883476994
combined_c_fes_gmr72,z_reward,0,P1,155.0,NO_C_AB_DIRECT,A_to_B_no_C,shuffled_c,1.6904742965754744,0.6416854206739528,1.0487888759015216
combined_c_fes_gmr72,z_reward,0,P1,155.0,NO_C_AB_DIRECT,A_to_B_no_C,phase_rotated,1.7191959954523586,0.6416854206739528,1.0775105747784057
combined_c_fes_gmr72,z_reward,0,P1,155.0,NO_C_AB_DIRECT,B_to_A_no_C,true,1.6904742965754744,0.6416854206739528,1.0487888759015216
combined_c_fes_gmr72,z_reward,0,P1,155.0,NO_C_AB_DIRECT,B_to_A_no_C,random,1.2298888592114658,0.6416854206739528,0.588203438537513
combined_c_fes_gmr72,z_reward,0,P1,155.0,NO_C_AB_DIRECT,B_to_A_no_C,balanced,1.6861811569289273,0.6416854206739528,1.0444957362549745
combined_c_fes_gmr72,z_reward,0,P1,155.0,NO_C_AB_DIRECT,B_to_A_no_C,performance_matched,1.7803503041509467,0.6416854206739528,1.138664883476994
combined_c_fes_gmr72,z_reward,0,P1,155.0,NO_C_AB_DIRECT,B_to_A_no_C,shuffled_c,1.6904742965754744,0.6416854206739528,1.0487888759015216
combined_c_fes_gmr72,z_reward,0,P1,155.0,NO_C_AB_DIRECT,B_to_A_no_C,phase_rotated,1.7191959954523586,0.6416854206739528,1.0775105747784057
combined_c_fes_gmr72,z_reward,0,P1,164.0,NO_C_AB_DIRECT,A_to_B_no_C,true,-0.46847009232797576,-0.3254742262239457,-0.1429958661040301
combined_c_fes_gmr72,z_reward,0,P1,164.0,NO_C_AB_DIRECT,A_to_B_no_C,random,-0.1715032151486372,-0.3254742262239457,0.15397101107530847
combined_c_fes_gmr72,z_reward,0,P1,164.0,NO_C_AB_DIRECT,A_to_B_no_C,balanced,-0.46640674452375275,-0.3254742262239457,-0.14093251829980707
combined_c_fes_gmr72,z_reward,0,P1,164.0,NO_C_AB_DIRECT,A_to_B_no_C,performance_matched,-0.5116658600296728,-0.3254742262239457,-0.18619163380572717
combined_c_fes_gmr72,z_reward,0,P1,164.0,NO_C_AB_DIRECT,A_to_B_no_C,shuffled_c,-0.46847009232797576,-0.3254742262239457,-0.1429958661040301
combined_c_fes_gmr72,z_reward,0,P1,164.0,NO_C_AB_DIRECT,A_to_B_no_C,phase_rotated,-0.48227417493191377,-0.3254742262239457,-0.1567999487079681
combined_c_fes_gmr72,z_reward,0,P1,164.0,NO_C_AB_DIRECT,B_to_A_no_C,true,-0.46847009232797576,-0.3254742262239457,-0.1429958661040301
combined_c_fes_gmr72,z_reward,0,P1,164.0,NO_C_AB_DIRECT,B_to_A_no_C,random,-0.9613209225429217,-0.3254742262239457,-0.635846696318976
combined_c_fes_gmr72,z_reward,0,P1,164.0,NO_C_AB_DIRECT,B_to_A_no_C,balanced,-0.46640674452375275,-0.3254742262239457,-0.14093251829980707
combined_c_fes_gmr72,z_reward,0,P1,164.0,NO_C_AB_DIRECT,B_to_A_no_C,performance_matched,-0.5116658600296728,-0.3254742262239457,-0.18619163380572717
combined_c_fes_gmr72,z_reward,0,P1,164.0,NO_C_AB_DIRECT,B_to_A_no_C,shuffled_c,-0.46847009232797576,-0.3254742262239457,-0.1429958661040301
combined_c_fes_gmr72,z_reward,0,P1,164.0,NO_C_AB_DIRECT,B_to_A_no_C,phase_rotated,-0.48227417493191377,-0.3254742262239457,-0.1567999487079681
combined_c_fes_gmr72,z_reward,0,P1,169.0,NO_C_AB_DIRECT,A_to_B_no_C,true,-0.40067788886278116,-0.4195961830615734,0.018918294198792263
combined_c_fes_gmr72,z_reward,0,P1,169.0,NO_C_AB_DIRECT,A_to_B_no_C,random,-0.2294030703300026,-0.4195961830615734,0.19019311273157083
combined_c_fes_gmr72,z_reward,0,P1,169.0,NO_C_AB_DIRECT,A_to_B_no_C,balanced,-0.40229894380701203,-0.4195961830615734,0.017297239254561392
combined_c_fes_gmr72,z_reward,0,P1,169.0,NO_C_AB_DIRECT,A_to_B_no_C,performance_matched,-0.3667414324595668,-0.4195961830615734,0.05285475060200662
combined_c_fes_gmr72,z_reward,0,P1,169.0,NO_C_AB_DIRECT,A_to_B_no_C,shuffled_c,-0.40067788886278116,-0.4195961830615734,0.018918294198792263
combined_c_fes_gmr72,z_reward,0,P1,169.0,NO_C_AB_DIRECT,A_to_B_no_C,phase_rotated,-0.3898328067540424,-0.4195961830615734,0.02976337630753101
combined_c_fes_gmr72,z_reward,0,P1,169.0,NO_C_AB_DIRECT,B_to_A_no_C,true,-0.40067788886278116,-0.4195961830615734,0.018918294198792263
combined_c_fes_gmr72,z_reward,0,P1,169.0,NO_C_AB_DIRECT,B_to_A_no_C,random,-0.13101788866552633,-0.4195961830615734,0.2885782943960471
combined_c_fes_gmr72,z_reward,0,P1,169.0,NO_C_AB_DIRECT,B_to_A_no_C,balanced,-0.40229894380701203,-0.4195961830615734,0.017297239254561392
combined_c_fes_gmr72,z_reward,0,P1,169.0,NO_C_AB_DIRECT,B_to_A_no_C,performance_matched,-0.3667414324595668,-0.4195961830615734,0.05285475060200662
combined_c_fes_gmr72,z_reward,0,P1,169.0,NO_C_AB_DIRECT,B_to_A_no_C,shuffled_c,-0.40067788886278116,-0.4195961830615734,0.018918294198792263
combined_c_fes_gmr72,z_reward,0,P1,169.0,NO_C_AB_DIRECT,B_to_A_no_C,phase_rotated,-0.3898328067540424,-0.4195961830615734,0.02976337630753101
combined_c_fes_gmr72,z_reward,0,P1,192.0,NO_C_AB_DIRECT,A_to_B_no_C,true,-0.7644430742774302,0.22187920902976552,-0.9863222833071957
combined_c_fes_gmr72,z_reward,0,P1,192.0,NO_C_AB_DIRECT,A_to_B_no_C,random,-1.1173889065057439,0.22187920902976552,-1.3392681155355093
combined_c_fes_gmr72,z_reward,0,P1,192.0,NO_C_AB_DIRECT,A_to_B_no_C,balanced,-0.7627310092233748,0.22187920902976552,-0.9846102182531403
combined_c_fes_gmr72,z_reward,0,P1,192.0,NO_C_AB_DIRECT,A_to_B_no_C,performance_matched,-0.8002848088671132,0.22187920902976552,-1.0221640178968787
combined_c_fes_gmr72,z_reward,0,P1,192.0,NO_C_AB_DIRECT,A_to_B_no_C,shuffled_c,-0.7644430742774302,0.22187920902976552,-0.9863222833071957
combined_c_fes_gmr72,z_reward,0,P1,192.0,NO_C_AB_DIRECT,A_to_B_no_C,phase_rotated,-0.7758970266266778,0.22187920902976552,-0.9977762356564434
combined_c_fes_gmr72,z_reward,0,P1,192.0,NO_C_AB_DIRECT,B_to_A_no_C,true,-0.7644430742774302,0.22187920902976552,-0.9863222833071957
combined_c_fes_gmr72,z_reward,0,P1,192.0,NO_C_AB_DIRECT,B_to_A_no_C,random,-0.963508884406499,0.22187920902976552,-1.1853880934362644
combined_c_fes_gmr72,z_reward,0,P1,192.0,NO_C_AB_DIRECT,B_to_A_no_C,balanced,-0.7627310092233748,0.22187920902976552,-0.9846102182531403
combined_c_fes_gmr72,z_reward,0,P1,192.0,NO_C_AB_DIRECT,B_to_A_no_C,performance_matched,-0.8002848088671132,0.22187920902976552,-1.0221640178968787
combined_c_fes_gmr72,z_reward,0,P1,192.0,NO_C_AB_DIRECT,B_to_A_no_C,shuffled_c,-0.7644430742774302,0.22187920902976552,-0.9863222833071957
combined_c_fes_gmr72,z_reward,0,P1,192.0,NO_C_AB_DIRECT,B_to_A_no_C,phase_rotated,-0.7758970266266778,0.22187920902976552,-0.9977762356564434
combined_c_fes_gmr72,z_reward,0,P1,218.0,NO_C_AB_DIRECT,A_to_B_no_C,true,0.36470786462600463,0.011510311914277038,0.3531975527117276
combined_c_fes_gmr72,z_reward,0,P1,218.0,NO_C_AB_DIRECT,A_to_B_no_C,random,-0.49238609882240025,0.011510311914277038,-0.5038964107366772
combined_c_fes_gmr72,z_reward,0,P1,218.0,NO_C_AB_DIRECT,A_to_B_no_C,balanced,0.3602135472184338,0.011510311914277038,0.34870323530415676
combined_c_fes_gmr72,z_reward,0,P1,218.0,NO_C_AB_DIRECT,A_to_B_no_C,performance_matched,0.45879548781671675,0.011510311914277038,0.4472851759024397
combined_c_fes_gmr72,z_reward,0,P1,218.0,NO_C_AB_DIRECT,A_to_B_no_C,shuffled_c,0.36470786462600463,0.011510311914277038,0.3531975527117276
combined_c_fes_gmr72,z_reward,0,P1,218.0,NO_C_AB_DIRECT,A_to_B_no_C,phase_rotated,0.39477547058921003,0.011510311914277038,0.383265158674933
combined_c_fes_gmr72,z_reward,0,P1,218.0,NO_C_AB_DIRECT,B_to_A_no_C,true,0.36470786462600463,0.011510311914277038,0.3531975527117276
combined_c_fes_gmr72,z_reward,0,P1,218.0,NO_C_AB_DIRECT,B_to_A_no_C,random,0.7125391010175556,0.011510311914277038,0.7010287891032785
combined_c_fes_gmr72,z_reward,0,P1,218.0,NO_C_AB_DIRECT,B_to_A_no_C,balanced,0.3602135472184338,0.011510311914277038,0.34870323530415676
