endpoint,fold,label,idx_in_session,ab_history_state,access_readout,baseline_max,access_effect,control_kind
z_reward,1,P14,336.0,ab=mid|lag0=mid|lag5=high,1.0956979574889572,2.9954844025307317,-1.8997864450417745,ab_history_policy
z_reward,1,P14,340.0,ab=high|lag0=high|lag5=high,0.9322198750052648,2.6756175717026593,-1.7433976966973945,ab_history_policy
z_reward,1,P14,392.0,ab=high|lag0=high|lag5=mid,0.47740057745678055,0.892251347683004,-0.4148507702262234,ab_history_policy
z_reward,1,P20,24.0,ab=high|lag0=high|lag5=high,0.5474057862004907,2.2804139509529744,-1.7330081647524835,ab_history_policy
z_reward,1,P20,73.0,ab=mid|lag0=mid|lag5=mid,-0.4752126253929972,-0.4776585858027774,0.0024459604097802345,ab_history_policy
z_reward,1,P20,98.0,ab=low|lag0=low|lag5=mid,-0.262726292286741,0.2570893337503568,-0.5198156260370979,ab_history_policy
z_reward,1,P20,123.0,ab=high|lag0=high|lag5=low,1.1397758239191682,1.5930989496642007,-0.45332312574503253,ab_history_policy
z_reward,1,P20,133.0,ab=low|lag0=low|lag5=low,-0.5713637402647344,0.14404368670195852,-0.7154074269666929,ab_history_policy
z_reward,1,P20,150.0,ab=low|lag0=low|lag5=high,2.940871938648792,0.6419778958792541,2.298894042769538,ab_history_policy
z_reward,1,P20,162.0,ab=high|lag0=high|lag5=high,0.5849098942265258,0.5581759259809798,0.02673396824554608,ab_history_policy
z_reward,1,P20,172.0,ab=high|lag0=high|lag5=low,1.1143055973868516,0.13353246090492585,0.9807731364819258,ab_history_policy
z_reward,1,P20,194.0,ab=mid|lag0=mid|lag5=low,-0.3136072302613846,1.1396565797238687,-1.4532638099852533,ab_history_policy
z_reward,1,P20,217.0,ab=mid|lag0=mid|lag5=high,0.9756346178396484,0.8791160600097866,0.09651855782986185,ab_history_policy
z_reward,1,P20,234.0,ab=high|lag0=high|lag5=mid,0.4618213457695417,0.27881244830871194,0.18300889746082977,ab_history_policy
z_reward,1,P20,260.0,ab=low|lag0=low|lag5=low,-0.31834975430459544,1.196330476067808,-1.5146802303724034,ab_history_policy
z_reward,1,P20,292.0,ab=low|lag0=low|lag5=mid,-0.3499852333743295,0.653095522464944,-1.0030807558392736,ab_history_policy
z_reward,1,P20,322.0,ab=low|lag0=low|lag5=mid,-0.006437779283879251,0.27471421058957957,-0.2811519898734588,ab_history_policy
z_reward,1,P20,338.0,ab=low|lag0=low|lag5=mid,-0.1019052253123212,0.35562955150935105,-0.45753477682167226,ab_history_policy
z_reward,1,P20,347.0,ab=high|lag0=high|lag5=high,1.3010758343774078,1.131432103712762,0.1696437306646459,ab_history_policy
z_reward,1,P20,359.0,ab=high|lag0=high|lag5=mid,1.6320258658183118,1.005993156459596,0.6260327093587157,ab_history_policy
z_reward,1,P20,396.0,ab=high|lag0=high|lag5=high,0.7004020515644195,2.309536078092184,-1.6091340265277645,ab_history_policy
z_reward,1,P20,401.0,nan,1.042098148345688,3.303242383136422,-2.2611442347907342,ab_history_policy
z_reward,1,P20,415.0,nan,0.0,0.0,0.0,ab_history_policy
z_reward,1,P26,6.0,ab=mid|lag0=mid|lag5=low,-0.35629836395448483,-0.2579086085096559,-0.09838975544482892,ab_history_policy
z_reward,1,P26,66.0,ab=high|lag0=high|lag5=high,0.37733596486698934,1.4916959734608095,-1.1143600085938201,ab_history_policy
z_reward,1,P26,96.0,ab=low|lag0=low|lag5=low,-0.2817268220662183,1.1037072703786326,-1.385434092444851,ab_history_policy
z_reward,1,P26,104.0,ab=low|lag0=low|lag5=low,0.17849770768171752,3.3817210540845726,-3.203223346402855,ab_history_policy
z_reward,1,P26,110.0,ab=low|lag0=low|lag5=low,-0.23688612161526484,1.506276228912227,-1.7431623505274918,ab_history_policy
z_reward,1,P26,127.0,ab=mid|lag0=mid|lag5=mid,0.16239646190929122,1.0400748465759881,-0.8776783846666969,ab_history_policy
z_reward,1,P26,136.0,ab=low|lag0=low|lag5=high,0.3412720057994362,0.478555270862283,-0.13728326506284683,ab_history_policy
z_reward,1,P26,159.0,ab=high|lag0=high|lag5=high,0.5192854902842859,1.1167420646068646,-0.5974565743225787,ab_history_policy
