carrier,n_active_folds,mean_weight,active_mean_c12_mean,weighted_mean_c12_mean,active_mean_n_positive_specificity_controls,weighted_mean_n_positive_specificity_controls,active_mean_min_specificity_margin,weighted_mean_min_specificity_margin,active_mean_side_correspondence_margin,weighted_mean_side_correspondence_margin,active_mean_ring_orientation_margin,weighted_mean_ring_orientation_margin,active_mean_twelvefold_neighbor_margin,weighted_mean_twelvefold_neighbor_margin
ordinary_c12_carrier,26,1.0,-0.0008551917405248457,-0.0007565157704642866,3.3846153846153846,3.3846153846153846,-0.009117123968515417,-0.008065148125994407,-0.0009534334063654607,-0.0008434218594771382,6.411677430072608e-05,5.6718684958334614e-05,-0.0006838878007221217,-0.0006049776698695692
receiver_standpoint_magnitude_c_proxy,14,-4.440892098500626e-16,-0.0008259082817164106,,3.9285714285714284,,-0.007008013700927142,,-0.0012982134931384928,,0.000516838494433786,,-0.0015967697086166355,
registered_survivor_carrier,4,0.15384615384615385,0.0046614604669604496,0.00466146046696045,7.5,7.5,0.00022668647397205003,0.00022668647397205003,0.004830816373720475,0.0048308163737204755,0.004756731210078625,0.004756731210078625,0.0039175414709834,0.0039175414709834
arithmetic_completion_carrier,16,0.25,-0.00084980557322489,0.0003057537215381057,3.6875,4.5,-0.009164811916564718,-0.0070929871485747725,-0.0008996145226363532,0.00021291119318817694,0.000695082695499167,0.002252828154090385,-0.00108766710818438,-0.0004947908619785306
cyclotomic_only_carrier,2,0.07692307692307693,0.00506472102581885,0.00506472102581885,8.0,8.0,0.00082542826891025,0.00082542826891025,0.0050547343217662005,0.0050547343217662005,0.00471818573114105,0.00471818573114105,0.00484474234161715,0.00484474234161715
x3_only_carrier,2,0.07692307692307693,0.00425819990810205,0.00425819990810205,7.0,7.0,-0.00037205532096614997,-0.00037205532096614997,0.0046068984256747506,0.0046068984256747506,0.0047952766890162,0.0047952766890162,0.00299034060034965,0.00299034060034965
complement_direction_only_carrier,6,0.23076923076923078,0.00034180641508704986,0.0003418064150870497,4.666666666666667,4.666666666666667,-0.007975372168393583,-0.007975372168393583,-4.889277207399982e-05,-4.889277207399982e-05,0.004853394455591333,0.004853394455591333,-0.0020366202787682835,-0.0020366202787682835
collapsed_fold_arithmetic_control,9,0.11538461538461539,-0.004478655446697525,-0.004021197926070367,1.6666666666666667,1.75,-0.013271819974961636,-0.012830781743995582,-0.00537808906430395,-0.0048047610312008755,-0.00045339674822016254,0.0006192021404556667,-0.004787054768985462,-0.005004394319528083
