bridge_variant,operator_pool,direction,comparison,mean_true,mean_control,effect,p_greater,n_pairs
linear_noncyclic,full,B_to_C_to_A,true_vs_balanced,-0.2716076973199503,-0.2785517926981054,0.006944095378155113,0.0003999200159968006,502
linear_noncyclic,full,B_to_C_to_A,true_vs_shuffled_c,-0.2716076973199503,-0.2800568218787186,0.008449124558768305,0.0009998000399920016,502
linear_noncyclic,full,B_to_C_to_A,true_vs_phase_rotated,-0.2716076973199503,-0.27712305673300647,0.0055153594130561805,0.023195360927814438,502
linear_noncyclic,full,B_to_C_to_A,true_vs_random,-0.2716076973199503,-0.2806200890086251,0.009012391688674869,0.05378924215156969,502
linear_noncyclic,full,B_to_C_to_A,true_vs_performance_matched,-0.2716076973199503,-0.28327744933032484,0.011669752010374512,0.0005998800239952009,502
linear_noncyclic,core_5,A_to_C_to_B,true_vs_balanced,-0.2565362173820536,-0.2636567527645912,0.0071205353825375284,0.0001999600079984003,502
linear_noncyclic,core_5,A_to_C_to_B,true_vs_shuffled_c,-0.2565362173820536,-0.26365994960776146,0.007123732225707841,0.0003999200159968006,502
linear_noncyclic,core_5,A_to_C_to_B,true_vs_phase_rotated,-0.2565362173820536,-0.2663284419209084,0.009792224538854775,0.0005998800239952009,502
linear_noncyclic,core_5,A_to_C_to_B,true_vs_random,-0.2565362173820536,-0.26904247307757806,0.012506255695524354,0.01779644071185763,502
linear_noncyclic,core_5,A_to_C_to_B,true_vs_performance_matched,-0.2565362173820536,-0.2615942078824854,0.005057990500431735,0.09718056388722256,502
linear_noncyclic,core_5,B_to_C_to_A,true_vs_balanced,-0.2590426968034451,-0.26440246837542275,0.00535977157197754,0.0005998800239952009,502
linear_noncyclic,core_5,B_to_C_to_A,true_vs_shuffled_c,-0.2590426968034451,-0.2645009914095187,0.005458294606073525,0.007798440311937612,502
linear_noncyclic,core_5,B_to_C_to_A,true_vs_phase_rotated,-0.2590426968034451,-0.2649589731837045,0.005916276380259301,0.028594281143771244,502
