bridge_variant,operator_pool,direction,comparison,mean_true,mean_control,effect,p_greater,n_pairs
variable_step_structured,no_phase_only,B_to_C_to_A,true_vs_shuffled_c,-0.265938189362987,-0.27200991638132715,0.006071727018340146,0.003199360127974405,502
variable_step_structured,no_phase_only,B_to_C_to_A,true_vs_phase_rotated,-0.265938189362987,-0.2719317568742872,0.005993567511300181,0.026794641071785644,502
variable_step_structured,no_phase_only,B_to_C_to_A,true_vs_random,-0.265938189362987,-0.2749342411933325,0.008996051830345455,0.051989602079584085,502
variable_step_structured,no_phase_only,B_to_C_to_A,true_vs_performance_matched,-0.265938189362987,-0.2783204648393996,0.012382275476412604,0.0001999600079984003,502
variable_step_structured,no_suppress,A_to_C_to_B,true_vs_balanced,-0.26563162010620545,-0.272571746609,0.006940126502794534,0.0001999600079984003,502
variable_step_structured,no_suppress,A_to_C_to_B,true_vs_shuffled_c,-0.26563162010620545,-0.2735310137249185,0.00789939361871304,0.0001999600079984003,502
variable_step_structured,no_suppress,A_to_C_to_B,true_vs_phase_rotated,-0.26563162010620545,-0.2739207775917098,0.008289157485504356,0.0013997200559888023,502
variable_step_structured,no_suppress,A_to_C_to_B,true_vs_random,-0.26563162010620545,-0.2814314838631023,0.0157998637568968,0.004199160167966407,502
variable_step_structured,no_suppress,A_to_C_to_B,true_vs_performance_matched,-0.26563162010620545,-0.2702017660030879,0.004570145896882395,0.08838232353529295,502
variable_step_structured,no_suppress,B_to_C_to_A,true_vs_balanced,-0.2659576080320068,-0.2728250635894619,0.0068674555574550974,0.0005998800239952009,502
variable_step_structured,no_suppress,B_to_C_to_A,true_vs_shuffled_c,-0.2659576080320068,-0.27456031289516053,0.008602704863153742,0.0003999200159968006,502
variable_step_structured,no_suppress,B_to_C_to_A,true_vs_phase_rotated,-0.2659576080320068,-0.2715701877722094,0.005612579740202606,0.020995800839832032,502
variable_step_structured,no_suppress,B_to_C_to_A,true_vs_random,-0.2659576080320068,-0.2762032927843958,0.010245684752389008,0.03819236152769446,502
variable_step_structured,no_suppress,B_to_C_to_A,true_vs_performance_matched,-0.2659576080320068,-0.2777001331966608,0.011742525164654058,0.0011997600479904018,502
half36_fixed,full,A_to_C_to_B,true_vs_balanced,-0.2702181829358808,-0.2768979839145287,0.006679800978647949,0.0001999600079984003,502
half36_fixed,full,A_to_C_to_B,true_vs_shuffled_c,-0.2702181829358808,-0.27763849046865274,0.007420307532771958,0.0001999600079984003,502
half36_fixed,full,A_to_C_to_B,true_vs_phase_rotated,-0.2702181829358808,-0.2780719428195608,0.007853759883680094,0.0015996800639872025,502
half36_fixed,full,A_to_C_to_B,true_vs_random,-0.2702181829358808,-0.28694258217144913,0.016724399235568357,0.0021995600879824036,502
half36_fixed,full,A_to_C_to_B,true_vs_performance_matched,-0.2702181829358808,-0.27536278986966967,0.0051446069337888894,0.08198360327934413,502
half36_fixed,full,B_to_C_to_A,true_vs_balanced,-0.27012731715184546,-0.27753782815350747,0.007410511001662065,0.0001999600079984003,502
half36_fixed,full,B_to_C_to_A,true_vs_shuffled_c,-0.27012731715184546,-0.27903744681058484,0.008910129658739403,0.0001999600079984003,502
half36_fixed,full,B_to_C_to_A,true_vs_phase_rotated,-0.27012731715184546,-0.276094361081908,0.005967043930062563,0.014397120575884824,502
half36_fixed,full,B_to_C_to_A,true_vs_random,-0.27012731715184546,-0.2799636145983884,0.009836297446543013,0.041191761647670466,502
half36_fixed,full,B_to_C_to_A,true_vs_performance_matched,-0.27012731715184546,-0.28263404524178093,0.012506728089935516,0.0003999200159968006,502
half36_fixed,core_5,A_to_C_to_B,true_vs_balanced,-0.2566753779131286,-0.26321531272177096,0.006539934808642365,0.0001999600079984003,502
half36_fixed,core_5,A_to_C_to_B,true_vs_shuffled_c,-0.2566753779131286,-0.26331878862275093,0.006643410709622326,0.0001999600079984003,502
half36_fixed,core_5,A_to_C_to_B,true_vs_phase_rotated,-0.2566753779131286,-0.2657774352090473,0.009102057295918654,0.0013997200559888023,502
half36_fixed,core_5,A_to_C_to_B,true_vs_random,-0.2566753779131286,-0.26865459182739876,0.011979213914270181,0.023195360927814438,502
half36_fixed,core_5,A_to_C_to_B,true_vs_performance_matched,-0.2566753779131286,-0.26201139842433613,0.005336020511207527,0.08738252349530094,502
half36_fixed,core_5,B_to_C_to_A,true_vs_balanced,-0.2583225255973866,-0.264134860698024,0.005812335100637441,0.0001999600079984003,502
half36_fixed,core_5,B_to_C_to_A,true_vs_shuffled_c,-0.2583225255973866,-0.2643926277844029,0.006070102187016358,0.003599280143971206,502
half36_fixed,core_5,B_to_C_to_A,true_vs_phase_rotated,-0.2583225255973866,-0.26466642477650326,0.006343899179116675,0.021595680863827234,502
half36_fixed,core_5,B_to_C_to_A,true_vs_random,-0.2583225255973866,-0.2681387030699932,0.009816177472606621,0.036192761447710456,502
half36_fixed,core_5,B_to_C_to_A,true_vs_performance_matched,-0.2583225255973866,-0.27065777644440603,0.01233525084701949,0.0003999200159968006,502
half36_fixed,no_phase_only,A_to_C_to_B,true_vs_balanced,-0.2645682164926068,-0.2711076976582014,0.006539481165594589,0.0001999600079984003,502
half36_fixed,no_phase_only,A_to_C_to_B,true_vs_shuffled_c,-0.2645682164926068,-0.2709425682924708,0.006374351799863975,0.0007998400319936012,502
half36_fixed,no_phase_only,A_to_C_to_B,true_vs_phase_rotated,-0.2645682164926068,-0.2734710205806012,0.008902804087994357,0.0005998800239952009,502
half36_fixed,no_phase_only,A_to_C_to_B,true_vs_random,-0.2645682164926068,-0.2769459605648398,0.012377744072232926,0.014797040591881624,502
half36_fixed,no_phase_only,A_to_C_to_B,true_vs_performance_matched,-0.2645682164926068,-0.270338448688469,0.005770232195862207,0.060187962407518496,502
half36_fixed,no_phase_only,B_to_C_to_A,true_vs_balanced,-0.26625753279436487,-0.27242760932547905,0.006170076531114216,0.0003999200159968006,502
half36_fixed,no_phase_only,B_to_C_to_A,true_vs_shuffled_c,-0.26625753279436487,-0.2724743387303356,0.006216805935970714,0.0021995600879824036,502
half36_fixed,no_phase_only,B_to_C_to_A,true_vs_phase_rotated,-0.26625753279436487,-0.2726025017893045,0.006344968994939636,0.020195960807838434,502
half36_fixed,no_phase_only,B_to_C_to_A,true_vs_random,-0.26625753279436487,-0.27552428875461804,0.009266755960253118,0.04939012197560488,502
half36_fixed,no_phase_only,B_to_C_to_A,true_vs_performance_matched,-0.26625753279436487,-0.2789686858057384,0.012711153011373504,0.0003999200159968006,502
half36_fixed,no_suppress,A_to_C_to_B,true_vs_balanced,-0.2661639687339518,-0.2728578585972522,0.0066938898633003684,0.0001999600079984003,502
half36_fixed,no_suppress,A_to_C_to_B,true_vs_shuffled_c,-0.2661639687339518,-0.27371451511818706,0.007550546384235274,0.0001999600079984003,502
half36_fixed,no_suppress,A_to_C_to_B,true_vs_phase_rotated,-0.2661639687339518,-0.2741547095354479,0.007990740801496102,0.0013997200559888023,502
half36_fixed,no_suppress,A_to_C_to_B,true_vs_random,-0.2661639687339518,-0.2810101388763121,0.01484617014236031,0.004399120175964807,502
half36_fixed,no_suppress,A_to_C_to_B,true_vs_performance_matched,-0.2661639687339518,-0.2708939729031857,0.004730004169233874,0.09618076384723055,502
half36_fixed,no_suppress,B_to_C_to_A,true_vs_balanced,-0.26620971292217105,-0.2734134513365807,0.007203738414409676,0.0001999600079984003,502
half36_fixed,no_suppress,B_to_C_to_A,true_vs_shuffled_c,-0.26620971292217105,-0.27506231981856216,0.00885260689639111,0.0001999600079984003,502
half36_fixed,no_suppress,B_to_C_to_A,true_vs_phase_rotated,-0.26620971292217105,-0.27217457396216593,0.00596486103999487,0.013397320535892822,502
half36_fixed,no_suppress,B_to_C_to_A,true_vs_random,-0.26620971292217105,-0.27678737124110325,0.010577658318932141,0.029394121175764846,502
half36_fixed,no_suppress,B_to_C_to_A,true_vs_performance_matched,-0.26620971292217105,-0.2783849843102947,0.012175271388123647,0.0005998800239952009,502
quadrature90_fixed,full,A_to_C_to_B,true_vs_balanced,-0.27112350601296337,-0.27805521230579794,0.006931706292834586,0.0005998800239952009,502
quadrature90_fixed,full,A_to_C_to_B,true_vs_shuffled_c,-0.27112350601296337,-0.2791341252723711,0.008010619259407768,0.0003999200159968006,502
quadrature90_fixed,full,A_to_C_to_B,true_vs_phase_rotated,-0.27112350601296337,-0.2793595352038776,0.00823602919091421,0.0005998800239952009,502
quadrature90_fixed,full,A_to_C_to_B,true_vs_random,-0.27112350601296337,-0.28852736487139313,0.01740385885842972,0.0013997200559888023,502
quadrature90_fixed,full,A_to_C_to_B,true_vs_performance_matched,-0.27112350601296337,-0.27705526148343623,0.005931755470472869,0.03159368126374725,502
quadrature90_fixed,full,B_to_C_to_A,true_vs_balanced,-0.2714024459125947,-0.278388731681521,0.006986285768926324,0.0005998800239952009,502
quadrature90_fixed,full,B_to_C_to_A,true_vs_shuffled_c,-0.2714024459125947,-0.28023569353747174,0.008833247624876996,0.0003999200159968006,502
quadrature90_fixed,full,B_to_C_to_A,true_vs_phase_rotated,-0.2714024459125947,-0.2769789730817691,0.00557652716917438,0.020595880823835233,502
quadrature90_fixed,full,B_to_C_to_A,true_vs_random,-0.2714024459125947,-0.28068049367199366,0.00927804775939892,0.04919016196760648,502
quadrature90_fixed,full,B_to_C_to_A,true_vs_performance_matched,-0.2714024459125947,-0.2839023523943984,0.012499906481803677,0.0001999600079984003,502
quadrature90_fixed,core_5,A_to_C_to_B,true_vs_balanced,-0.25666279890862204,-0.26355123073442566,0.006888431825803618,0.0001999600079984003,502
quadrature90_fixed,core_5,A_to_C_to_B,true_vs_shuffled_c,-0.25666279890862204,-0.26380240601102056,0.007139607102398481,0.0001999600079984003,502
quadrature90_fixed,core_5,A_to_C_to_B,true_vs_phase_rotated,-0.25666279890862204,-0.2661036162522918,0.009440817343669741,0.0013997200559888023,502
quadrature90_fixed,core_5,A_to_C_to_B,true_vs_random,-0.25666279890862204,-0.2703361618441531,0.013673362935531055,0.010397920415916816,502
quadrature90_fixed,core_5,A_to_C_to_B,true_vs_performance_matched,-0.25666279890862204,-0.26198748999691035,0.005324691088288319,0.04359128174365127,502
quadrature90_fixed,core_5,B_to_C_to_A,true_vs_balanced,-0.25866262635995024,-0.26410498601026344,0.0054423596503131695,0.0011997600479904018,502
quadrature90_fixed,core_5,B_to_C_to_A,true_vs_shuffled_c,-0.25866262635995024,-0.2644322451434306,0.005769618783480362,0.004999000199960008,502
quadrature90_fixed,core_5,B_to_C_to_A,true_vs_phase_rotated,-0.25866262635995024,-0.2646480661235642,0.00598543976361398,0.025994801039792043,502
quadrature90_fixed,core_5,B_to_C_to_A,true_vs_random,-0.25866262635995024,-0.2684618648931641,0.00979923853321392,0.04059188162367527,502
quadrature90_fixed,core_5,B_to_C_to_A,true_vs_performance_matched,-0.25866262635995024,-0.2707771482093121,0.012114521849361848,0.0003999200159968006,502
quadrature90_fixed,no_phase_only,A_to_C_to_B,true_vs_balanced,-0.26442852758354135,-0.2711637053358649,0.006735177752323584,0.0003999200159968006,502
quadrature90_fixed,no_phase_only,A_to_C_to_B,true_vs_shuffled_c,-0.26442852758354135,-0.2712774584146723,0.006848930831130996,0.0003999200159968006,502
quadrature90_fixed,no_phase_only,A_to_C_to_B,true_vs_phase_rotated,-0.26442852758354135,-0.27368695960393147,0.009258432020390037,0.0007998400319936012,502
quadrature90_fixed,no_phase_only,A_to_C_to_B,true_vs_random,-0.26442852758354135,-0.2780010869015479,0.013572559318006537,0.008798240351929614,502
quadrature90_fixed,no_phase_only,A_to_C_to_B,true_vs_performance_matched,-0.26442852758354135,-0.27067254889871506,0.006244021315173715,0.016596680663867228,502
quadrature90_fixed,no_phase_only,B_to_C_to_A,true_vs_balanced,-0.26655921103414015,-0.2722347969723769,0.0056755859382367916,0.0013997200559888023,502
quadrature90_fixed,no_phase_only,B_to_C_to_A,true_vs_shuffled_c,-0.26655921103414015,-0.2725712741924233,0.006012063158283132,0.003999200159968006,502
quadrature90_fixed,no_phase_only,B_to_C_to_A,true_vs_phase_rotated,-0.26655921103414015,-0.27252824723400676,0.005969036199866646,0.022795440911817635,502
quadrature90_fixed,no_phase_only,B_to_C_to_A,true_vs_random,-0.26655921103414015,-0.2755744769687653,0.009015265934625179,0.05898820235952809,502
quadrature90_fixed,no_phase_only,B_to_C_to_A,true_vs_performance_matched,-0.26655921103414015,-0.27919185219070985,0.012632641156569698,0.0003999200159968006,502
quadrature90_fixed,no_suppress,A_to_C_to_B,true_vs_balanced,-0.2660943707127679,-0.2731054480087855,0.007011077296017502,0.0003999200159968006,502
quadrature90_fixed,no_suppress,A_to_C_to_B,true_vs_shuffled_c,-0.2660943707127679,-0.274055076637556,0.007960705924788066,0.0005998800239952009,502
quadrature90_fixed,no_suppress,A_to_C_to_B,true_vs_phase_rotated,-0.2660943707127679,-0.27446356367909,0.008369192966322053,0.0005998800239952009,502
quadrature90_fixed,no_suppress,A_to_C_to_B,true_vs_random,-0.2660943707127679,-0.2820713631503207,0.015976992437552757,0.003799240151969606,502
quadrature90_fixed,no_suppress,A_to_C_to_B,true_vs_performance_matched,-0.2660943707127679,-0.27131121673227426,0.005216846019506255,0.05078984203159368,502
quadrature90_fixed,no_suppress,B_to_C_to_A,true_vs_balanced,-0.26648907040328634,-0.2733182437939291,0.00682917339064275,0.0005998800239952009,502
quadrature90_fixed,no_suppress,B_to_C_to_A,true_vs_shuffled_c,-0.26648907040328634,-0.2750215380175369,0.008532467614250592,0.0003999200159968006,502
quadrature90_fixed,no_suppress,B_to_C_to_A,true_vs_phase_rotated,-0.26648907040328634,-0.27207334546411927,0.005584275060832923,0.022195560887822437,502
quadrature90_fixed,no_suppress,B_to_C_to_A,true_vs_random,-0.26648907040328634,-0.27672763823653895,0.01023856783325261,0.03419316136772645,502
quadrature90_fixed,no_suppress,B_to_C_to_A,true_vs_performance_matched,-0.26648907040328634,-0.2784898934936087,0.012000823090322386,0.0011997600479904018,502
skip144_fixed,full,A_to_C_to_B,true_vs_balanced,-0.27311835572988247,-0.2806746362780418,0.007556280548159282,0.0001999600079984003,502
skip144_fixed,full,A_to_C_to_B,true_vs_shuffled_c,-0.27311835572988247,-0.2813004378833163,0.008182082153433865,0.0003999200159968006,502
skip144_fixed,full,A_to_C_to_B,true_vs_phase_rotated,-0.27311835572988247,-0.2823263082653599,0.009207952535477449,0.0005998800239952009,502
skip144_fixed,full,A_to_C_to_B,true_vs_random,-0.27311835572988247,-0.29093749245760814,0.017819136727725657,0.0007998400319936012,502
skip144_fixed,full,A_to_C_to_B,true_vs_performance_matched,-0.27311835572988247,-0.27789017060205273,0.0047718148721702745,0.0673865226954609,502
skip144_fixed,full,B_to_C_to_A,true_vs_balanced,-0.27422740163322157,-0.2807050608259286,0.006477659192707088,0.0003999200159968006,502
skip144_fixed,full,B_to_C_to_A,true_vs_shuffled_c,-0.27422740163322157,-0.2816560307030336,0.007428629069812058,0.001999600079984003,502
skip144_fixed,full,B_to_C_to_A,true_vs_phase_rotated,-0.27422740163322157,-0.27969898335229526,0.0054715817190737395,0.024795040991801638,502
skip144_fixed,full,B_to_C_to_A,true_vs_random,-0.27422740163322157,-0.28345550869939545,0.009228107066173859,0.04519096180763847,502
skip144_fixed,full,B_to_C_to_A,true_vs_performance_matched,-0.27422740163322157,-0.28656605437104843,0.012338652737826953,0.0009998000399920016,502
skip144_fixed,core_5,A_to_C_to_B,true_vs_balanced,-0.2581320231325279,-0.2659760690392834,0.007844045906755467,0.0001999600079984003,502
skip144_fixed,core_5,A_to_C_to_B,true_vs_shuffled_c,-0.2581320231325279,-0.26590494008906496,0.007772916956537094,0.0005998800239952009,502
skip144_fixed,core_5,A_to_C_to_B,true_vs_phase_rotated,-0.2581320231325279,-0.26860081128540436,0.010468788152876437,0.0001999600079984003,502
skip144_fixed,core_5,A_to_C_to_B,true_vs_random,-0.2581320231325279,-0.27343024596360915,0.015298222831081194,0.004199160167966407,502
skip144_fixed,core_5,A_to_C_to_B,true_vs_performance_matched,-0.2581320231325279,-0.26345342601001004,0.005321402877482091,0.04479104179164167,502
skip144_fixed,core_5,B_to_C_to_A,true_vs_balanced,-0.2608548121311275,-0.2661670864752861,0.0053122743441586726,0.0023995200959808036,502
skip144_fixed,core_5,B_to_C_to_A,true_vs_shuffled_c,-0.2608548121311275,-0.2655877914657483,0.004732979334620848,0.01859628074385123,502
skip144_fixed,core_5,B_to_C_to_A,true_vs_phase_rotated,-0.2608548121311275,-0.26684746535008264,0.005992653218955184,0.025994801039792043,502
skip144_fixed,core_5,B_to_C_to_A,true_vs_random,-0.2608548121311275,-0.2714382597195179,0.010583447588390485,0.029194161167766446,502
skip144_fixed,core_5,B_to_C_to_A,true_vs_performance_matched,-0.2608548121311275,-0.2735568195460893,0.012702007414961856,0.0007998400319936012,502
skip144_fixed,no_phase_only,A_to_C_to_B,true_vs_balanced,-0.2646369809746824,-0.27206273218343957,0.007425751208757112,0.0001999600079984003,502
skip144_fixed,no_phase_only,A_to_C_to_B,true_vs_shuffled_c,-0.2646369809746824,-0.27181029521304906,0.007173314238366684,0.0003999200159968006,502
skip144_fixed,no_phase_only,A_to_C_to_B,true_vs_phase_rotated,-0.2646369809746824,-0.274951611958922,0.01031463098423958,0.0001999600079984003,502
skip144_fixed,no_phase_only,A_to_C_to_B,true_vs_random,-0.2646369809746824,-0.2791816350384197,0.014544654063737283,0.006998600279944011,502
skip144_fixed,no_phase_only,A_to_C_to_B,true_vs_performance_matched,-0.2646369809746824,-0.27035878390526286,0.005721802930580431,0.028994201159768047,502
skip144_fixed,no_phase_only,B_to_C_to_A,true_vs_balanced,-0.26768852422571376,-0.27287823900400504,0.0051897147782913105,0.0021995600879824036,502
skip144_fixed,no_phase_only,B_to_C_to_A,true_vs_shuffled_c,-0.26768852422571376,-0.27231261048270045,0.004624086256986672,0.01899620075984803,502
skip144_fixed,no_phase_only,B_to_C_to_A,true_vs_phase_rotated,-0.26768852422571376,-0.27361279437738445,0.0059242701516706315,0.030193961207758448,502
skip144_fixed,no_phase_only,B_to_C_to_A,true_vs_random,-0.26768852422571376,-0.2774006925307168,0.009712168305003035,0.04899020195960808,502
skip144_fixed,no_phase_only,B_to_C_to_A,true_vs_performance_matched,-0.26768852422571376,-0.2804882879829988,0.012799763757284971,0.0015996800639872025,502
skip144_fixed,no_suppress,A_to_C_to_B,true_vs_balanced,-0.26815693257006096,-0.27593636326006477,0.00777943069000381,0.0001999600079984003,502
skip144_fixed,no_suppress,A_to_C_to_B,true_vs_shuffled_c,-0.26815693257006096,-0.2764094154594669,0.008252482889405974,0.0001999600079984003,502
skip144_fixed,no_suppress,A_to_C_to_B,true_vs_phase_rotated,-0.26815693257006096,-0.27747964140024906,0.009322708830188126,0.0001999600079984003,502
skip144_fixed,no_suppress,A_to_C_to_B,true_vs_random,-0.26815693257006096,-0.2852517603444247,0.017094827774363743,0.0013997200559888023,502
skip144_fixed,no_suppress,A_to_C_to_B,true_vs_performance_matched,-0.26815693257006096,-0.27241236418454984,0.0042554316144888995,0.10997800439912017,502
skip144_fixed,no_suppress,B_to_C_to_A,true_vs_balanced,-0.26926212668801114,-0.2758123127024616,0.0065501860144504655,0.0003999200159968006,502
skip144_fixed,no_suppress,B_to_C_to_A,true_vs_shuffled_c,-0.26926212668801114,-0.2765481854119936,0.007286058723982479,0.0015996800639872025,502
skip144_fixed,no_suppress,B_to_C_to_A,true_vs_phase_rotated,-0.26926212668801114,-0.27478086785919636,0.005518741171185306,0.03179364127174565,502
skip144_fixed,no_suppress,B_to_C_to_A,true_vs_random,-0.26926212668801114,-0.27953153916194956,0.0102694124739385,0.033793241351729654,502
skip144_fixed,no_suppress,B_to_C_to_A,true_vs_performance_matched,-0.26926212668801114,-0.2813580834084968,0.012095956720485596,0.002999400119976005,502
random_phase,full,A_to_C_to_B,true_vs_balanced,-0.4605749588455741,-0.46278349475433844,0.002208535908764384,0.22615476904619075,502
random_phase,full,A_to_C_to_B,true_vs_shuffled_c,-0.4605749588455741,-0.4660403524629017,0.005465393617327626,0.05398920215956809,502
random_phase,full,A_to_C_to_B,true_vs_phase_rotated,-0.4605749588455741,-0.4654536731811223,0.004878714335548298,0.1277744451109778,502
random_phase,full,A_to_C_to_B,true_vs_random,-0.4605749588455741,-0.4787453934143915,0.018170434568817402,0.023195360927814438,502
random_phase,full,A_to_C_to_B,true_vs_performance_matched,-0.4605749588455741,-0.4675414780363986,0.006966519190824592,0.08658268346330734,502
random_phase,full,B_to_C_to_A,true_vs_balanced,-0.46385089474737107,-0.46369725580044485,-0.0001536389469261884,0.5226954609078185,502
random_phase,full,B_to_C_to_A,true_vs_shuffled_c,-0.46385089474737107,-0.4675669326302719,0.0037160378829008416,0.19996000799840033,502
random_phase,full,B_to_C_to_A,true_vs_phase_rotated,-0.46385089474737107,-0.4635478084935706,-0.0003030862538004063,0.52749450109978,502
random_phase,full,B_to_C_to_A,true_vs_random,-0.46385089474737107,-0.47777843634839967,0.013927541601028704,0.05538892221555689,502
random_phase,full,B_to_C_to_A,true_vs_performance_matched,-0.46385089474737107,-0.4787922076779073,0.014941312930536247,0.022595480903819236,502
random_phase,core_5,A_to_C_to_B,true_vs_balanced,-0.45069517484717936,-0.452848957981884,0.0021537831347046552,0.2533493301339732,502
random_phase,core_5,A_to_C_to_B,true_vs_shuffled_c,-0.45069517484717936,-0.4551732500458106,0.004478075198631305,0.11817636472705459,502
random_phase,core_5,A_to_C_to_B,true_vs_phase_rotated,-0.45069517484717936,-0.45681857462034386,0.006123399773164564,0.10917816436712657,502
random_phase,core_5,A_to_C_to_B,true_vs_random,-0.45069517484717936,-0.4708803426685169,0.02018516782133759,0.018196360727854428,502
random_phase,core_5,A_to_C_to_B,true_vs_performance_matched,-0.45069517484717936,-0.4575899863169124,0.006894811469733104,0.09978004399120176,502
random_phase,core_5,B_to_C_to_A,true_vs_balanced,-0.4545257568908629,-0.4531201123970221,-0.00140564449384081,0.6616676664667066,502
random_phase,core_5,B_to_C_to_A,true_vs_shuffled_c,-0.4545257568908629,-0.4560952061410028,0.0015694492501399026,0.3695260947810438,502
random_phase,core_5,B_to_C_to_A,true_vs_phase_rotated,-0.4545257568908629,-0.4545936486983944,6.789180753146421e-05,0.49190161967606477,502
random_phase,core_5,B_to_C_to_A,true_vs_random,-0.4545257568908629,-0.467722094342449,0.013196337451586073,0.07078584283143372,502
random_phase,core_5,B_to_C_to_A,true_vs_performance_matched,-0.4545257568908629,-0.46831948146467345,0.013793724573810553,0.03659268146370726,502
random_phase,no_phase_only,A_to_C_to_B,true_vs_balanced,-0.45575009358212654,-0.4579455621568735,0.002195468574746827,0.2505498900219956,502
random_phase,no_phase_only,A_to_C_to_B,true_vs_shuffled_c,-0.45575009358212654,-0.46000073742637126,0.004250643844244601,0.1267746450709858,502
random_phase,no_phase_only,A_to_C_to_B,true_vs_phase_rotated,-0.45575009358212654,-0.46171573107672753,0.005965637494600899,0.10877824435112977,502
random_phase,no_phase_only,A_to_C_to_B,true_vs_random,-0.45575009358212654,-0.4761452106196401,0.0203951170375135,0.015596880623875225,502
random_phase,no_phase_only,A_to_C_to_B,true_vs_performance_matched,-0.45575009358212654,-0.4626277092808905,0.006877615698763831,0.08938212357528494,502
random_phase,no_phase_only,B_to_C_to_A,true_vs_balanced,-0.46010823799704,-0.4589730829017378,-0.0011351550953022436,0.6492701459708058,502
random_phase,no_phase_only,B_to_C_to_A,true_vs_shuffled_c,-0.46010823799704,-0.46170814266962307,0.001599904672583113,0.34933013397320534,502
random_phase,no_phase_only,B_to_C_to_A,true_vs_phase_rotated,-0.46010823799704,-0.4601536779574781,4.5439960438032486e-05,0.484503099380124,502
random_phase,no_phase_only,B_to_C_to_A,true_vs_random,-0.46010823799704,-0.4721801979270766,0.012071959930036605,0.08738252349530094,502
random_phase,no_phase_only,B_to_C_to_A,true_vs_performance_matched,-0.46010823799704,-0.47410964483402607,0.014001406836986008,0.03499300139972006,502
random_phase,no_suppress,A_to_C_to_B,true_vs_balanced,-0.45728278750977336,-0.45928927445062895,0.0020064869408556387,0.2429514097180564,502
random_phase,no_suppress,A_to_C_to_B,true_vs_shuffled_c,-0.45728278750977336,-0.4625487178325298,0.005265930322756488,0.0613877224555089,502
random_phase,no_suppress,A_to_C_to_B,true_vs_phase_rotated,-0.45728278750977336,-0.46226499500526064,0.0049822074954872985,0.12917416516696661,502
random_phase,no_suppress,A_to_C_to_B,true_vs_random,-0.45728278750977336,-0.4737616779509859,0.01647889044121255,0.03179364127174565,502
random_phase,no_suppress,A_to_C_to_B,true_vs_performance_matched,-0.45728278750977336,-0.4641109160425692,0.006828128532795918,0.10597880423915217,502
random_phase,no_suppress,B_to_C_to_A,true_vs_balanced,-0.4605735149192196,-0.46011439968777246,-0.0004591152314471831,0.5694861027794441,502
random_phase,no_suppress,B_to_C_to_A,true_vs_shuffled_c,-0.4605735149192196,-0.4640260542123012,0.0034525392930816238,0.21315736852629474,502
random_phase,no_suppress,B_to_C_to_A,true_vs_phase_rotated,-0.4605735149192196,-0.4602729683031884,-0.0003005466160312292,0.5330933813237353,502
random_phase,no_suppress,B_to_C_to_A,true_vs_random,-0.4605735149192196,-0.4758768384453303,0.01530332352611067,0.038992201559688064,502
random_phase,no_suppress,B_to_C_to_A,true_vs_performance_matched,-0.4605735149192196,-0.47520051043286005,0.014626995513640497,0.026794641071785644,502
no_bridge,full,A_to_C_to_B,true_vs_balanced,-0.677711041889567,-0.7140804129272931,0.036369371037726195,0.0001999600079984003,502
no_bridge,full,A_to_C_to_B,true_vs_shuffled_c,-0.677711041889567,-0.7177362973647592,0.04002525547519228,0.0011997600479904018,502
no_bridge,full,A_to_C_to_B,true_vs_phase_rotated,-0.677711041889567,-0.716444880652585,0.038733838763018044,0.002999400119976005,502
no_bridge,full,A_to_C_to_B,true_vs_random,-0.677711041889567,-0.7429808830351468,0.06526984114557972,0.0001999600079984003,502
no_bridge,full,A_to_C_to_B,true_vs_performance_matched,-0.677711041889567,-0.7375610678264145,0.05985002593684754,0.0001999600079984003,502
no_bridge,full,B_to_C_to_A,true_vs_balanced,-0.6727214191365096,-0.7179173728310504,0.04519595369454084,0.0001999600079984003,502
no_bridge,full,B_to_C_to_A,true_vs_shuffled_c,-0.6727214191365096,-0.7174111052435098,0.04468968610700026,0.002999400119976005,502
no_bridge,full,B_to_C_to_A,true_vs_phase_rotated,-0.6727214191365096,-0.7093199997256532,0.03659858058914352,0.005398920215956809,502
no_bridge,full,B_to_C_to_A,true_vs_random,-0.6727214191365096,-0.7434307817728195,0.07070936263630978,0.0001999600079984003,502
no_bridge,full,B_to_C_to_A,true_vs_performance_matched,-0.6727214191365096,-0.7653245772930203,0.09260315815651078,0.0001999600079984003,502
no_bridge,core_5,A_to_C_to_B,true_vs_balanced,-0.6487018921439088,-0.6843988782875507,0.035696986143641904,0.0001999600079984003,502
no_bridge,core_5,A_to_C_to_B,true_vs_shuffled_c,-0.6487018921439088,-0.6804257262575674,0.03172383411365854,0.005598880223955209,502
no_bridge,core_5,A_to_C_to_B,true_vs_phase_rotated,-0.6487018921439088,-0.6945460195539302,0.0458441274100214,0.001999600079984003,502
no_bridge,core_5,A_to_C_to_B,true_vs_random,-0.6487018921439088,-0.706304862366193,0.057602970222284285,0.0005998800239952009,502
no_bridge,core_5,A_to_C_to_B,true_vs_performance_matched,-0.6487018921439088,-0.6989166449226636,0.05021475277875475,0.0001999600079984003,502
no_bridge,core_5,B_to_C_to_A,true_vs_balanced,-0.6533291984945849,-0.6913834539502627,0.0380542554556779,0.0005998800239952009,502
no_bridge,core_5,B_to_C_to_A,true_vs_shuffled_c,-0.6533291984945849,-0.6819352195744888,0.028606021079903784,0.03739252149570086,502
