mode,endpoint,direction,arm,comparison,mean_true,mean_control,effect,p_greater,n_pairs
linear_c_state,rank_reward,A_to_C_to_B,intersection,true_vs_random,-0.6648163302795377,-0.7014395073144536,0.036623177034916014,0.016396720655868825,502
linear_c_state,rank_reward,A_to_C_to_B,intersection,true_vs_balanced,-0.6648163302795377,-0.7143325140564792,0.04951618377694164,0.0001999600079984003,502
linear_c_state,rank_reward,A_to_C_to_B,intersection,true_vs_performance_matched,-0.6648163302795377,-0.7503450090437082,0.0855286787641706,0.0001999600079984003,502
linear_c_state,rank_reward,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.6648163302795377,-0.7118940585146335,0.0470777282350959,0.0005998800239952009,502
linear_c_state,rank_reward,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.6648163302795377,-0.724436205761554,0.059619875482016284,0.0003999200159968006,502
linear_c_state,rank_reward,B_to_C_to_A,intersection,true_vs_random,-0.6529638728135235,-0.7156022545754621,0.06263838176193855,0.0003999200159968006,502
linear_c_state,rank_reward,B_to_C_to_A,intersection,true_vs_balanced,-0.6529638728135235,-0.7173479188673207,0.06438404605379741,0.0001999600079984003,502
linear_c_state,rank_reward,B_to_C_to_A,intersection,true_vs_performance_matched,-0.6529638728135235,-0.743816954070144,0.09085308125662052,0.0001999600079984003,502
linear_c_state,rank_reward,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.6529638728135235,-0.7237619210645825,0.07079804825105893,0.0001999600079984003,502
linear_c_state,rank_reward,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.6529638728135235,-0.7135893487154426,0.06062547590191896,0.0001999600079984003,502
linear_c_state,gmr72_bridge_composite,A_to_C_to_B,intersection,true_vs_random,-0.26907109696367765,-0.2750351769809991,0.005964080017321394,0.15416916616676665,502
linear_c_state,gmr72_bridge_composite,A_to_C_to_B,intersection,true_vs_balanced,-0.26907109696367765,-0.2768733289059226,0.007802231942244878,0.0001999600079984003,502
linear_c_state,gmr72_bridge_composite,A_to_C_to_B,intersection,true_vs_performance_matched,-0.26907109696367765,-0.2770225481142937,0.007951451150616047,0.014797040591881624,502
linear_c_state,gmr72_bridge_composite,A_to_C_to_B,intersection,true_vs_shuffled_c,-0.26907109696367765,-0.275902137806807,0.006831040843129337,0.0007998400319936012,502
linear_c_state,gmr72_bridge_composite,A_to_C_to_B,intersection,true_vs_phase_rotated,-0.26907109696367765,-0.2777903978802935,0.008719300916615887,0.0005998800239952009,502
linear_c_state,gmr72_bridge_composite,B_to_C_to_A,intersection,true_vs_random,-0.2693136391344885,-0.2821815674636487,0.012867928329160144,0.020595880823835233,502
linear_c_state,gmr72_bridge_composite,B_to_C_to_A,intersection,true_vs_balanced,-0.2693136391344885,-0.2773493154866781,0.00803567635218964,0.0001999600079984003,502
linear_c_state,gmr72_bridge_composite,B_to_C_to_A,intersection,true_vs_performance_matched,-0.2693136391344885,-0.27527414325038047,0.005960504115891966,0.06818636272745451,502
linear_c_state,gmr72_bridge_composite,B_to_C_to_A,intersection,true_vs_shuffled_c,-0.2693136391344885,-0.27714170884116285,0.007828069706674354,0.0003999200159968006,502
linear_c_state,gmr72_bridge_composite,B_to_C_to_A,intersection,true_vs_phase_rotated,-0.2693136391344885,-0.2764641626754059,0.007150523540917338,0.0015996800639872025,502
