mode,endpoint,objectification_level,comparison,control_kind,mean_true,mean_control,effect,p_greater,n_pairs,passes
gmr72_phase_conditioned,rank_reward,L1_novelty_only,true_vs_shuffled_c,shuffled_c,-0.22857046693394253,-0.22857046693394253,-2.523234146875356e-18,0.4943011397720456,66,False
gmr72_phase_conditioned,rank_reward,L1_novelty_only,true_vs_phase_rotated,phase_rotated,-0.22857046693394253,-0.22857046693394245,-3.23815048849004e-17,0.8682263547290542,66,False
gmr72_phase_conditioned,rank_reward,L2_novelty_selected_distance,true_vs_random,random,-0.9754561402288502,-0.3985600049303156,-0.5768961352985345,0.9976004799040192,66,False
gmr72_phase_conditioned,rank_reward,L2_novelty_selected_distance,true_vs_balanced,balanced,-0.9754561402288502,1.090014418485454,-2.0654705587143036,1.0,66,False
gmr72_phase_conditioned,rank_reward,L2_novelty_selected_distance,true_vs_performance_matched,performance_matched,-0.9754561402288502,0.1354161630527323,-1.1108723032815826,1.0,66,False
gmr72_phase_conditioned,rank_reward,L2_novelty_selected_distance,true_vs_shuffled_c,shuffled_c,-0.9754561402288502,0.1136150314582614,-1.0890711716871115,1.0,66,False
gmr72_phase_conditioned,rank_reward,L2_novelty_selected_distance,true_vs_phase_rotated,phase_rotated,-0.9754561402288502,0.03497053216271823,-1.0104266723915682,1.0,66,False
gmr72_phase_conditioned,rank_reward,L3_add_entropy_noncollapse,true_vs_random,random,-0.6444412027455002,-0.8688113755002649,0.22437017275476445,0.12037592481503699,66,False
gmr72_phase_conditioned,rank_reward,L3_add_entropy_noncollapse,true_vs_balanced,balanced,-0.6444412027455002,1.235073977378268,-1.8795151801237686,1.0,66,False
gmr72_phase_conditioned,rank_reward,L3_add_entropy_noncollapse,true_vs_performance_matched,performance_matched,-0.6444412027455002,0.17793600062619036,-0.8223772033716907,1.0,66,False
gmr72_phase_conditioned,rank_reward,L3_add_entropy_noncollapse,true_vs_shuffled_c,shuffled_c,-0.6444412027455002,0.07613872158237359,-0.7205799243278739,0.9998000399920016,66,False
gmr72_phase_conditioned,rank_reward,L3_add_entropy_noncollapse,true_vs_phase_rotated,phase_rotated,-0.6444412027455002,0.0241038786589331,-0.6685450814044335,1.0,66,False
gmr72_phase_conditioned,rank_reward,L4_add_coherence,true_vs_random,random,-0.22153948771122575,-1.2682307665601982,1.0466912788489724,0.0001999600079984003,66,True
gmr72_phase_conditioned,rank_reward,L4_add_coherence,true_vs_balanced,balanced,-0.22153948771122575,1.331045930703236,-1.5525854184144618,1.0,66,False
gmr72_phase_conditioned,rank_reward,L4_add_coherence,true_vs_performance_matched,performance_matched,-0.22153948771122575,-0.03690199701761239,-0.18463749069361338,0.9202159568086383,66,False
gmr72_phase_conditioned,rank_reward,L4_add_coherence,true_vs_shuffled_c,shuffled_c,-0.22153948771122575,-0.10802837748653954,-0.11351111022468625,0.7832433513297341,66,False
gmr72_phase_conditioned,rank_reward,L4_add_coherence,true_vs_phase_rotated,phase_rotated,-0.22153948771122575,0.3036546980723402,-0.5251941857835659,1.0,66,False
gmr72_phase_conditioned,rank_reward,L5_full_objectification,true_vs_random,random,0.20229465458767176,-1.1667932124203597,1.3690878670080313,0.0001999600079984003,66,True
