event_class,event_role,null_index,null_model,n_nodes,n_directed_edges,mean_bounded_differentiated_recovery,sd_bounded_differentiated_recovery,D12_recovery,D24_recovery
b54s_block_density_matched_d2phi,differential_event_control,20,degree-matched directed random graph,12,48,0.002921052238545735,0.0017282148931174524,0.611340828208005,0.5005374289899897
b54s_block_density_matched_d2phi,differential_event_control,21,degree-matched directed random graph,12,48,0.00712661461777674,0.001380957962843516,0.6237993004697228,0.49451594713825225
b54s_block_density_matched_d2phi,differential_event_control,22,degree-matched directed random graph,12,48,0.006082038149629776,0.0010092255459250926,0.6489347912480051,0.5098738404278619
b54s_block_density_matched_d2phi,differential_event_control,23,degree-matched directed random graph,12,48,0.008551368879095784,0.001720275084849059,0.6634725553919525,0.5121136766758958
b54s_block_density_matched_d2phi,differential_event_control,24,degree-matched directed random graph,12,48,0.00851941039755395,0.000742729765390967,0.6413363660759706,0.510008210574809
b54s_block_density_matched_d2phi,differential_event_control,25,degree-matched directed random graph,12,48,0.00013494797805121113,0.0016807018827399798,0.6027052484541774,0.4852473665402588
b54s_block_density_matched_d2phi,differential_event_control,26,degree-matched directed random graph,12,48,0.009618814173115614,0.001336144420200233,0.6600657351695007,0.5150419544876175
b54s_block_density_matched_d2phi,differential_event_control,27,degree-matched directed random graph,12,48,0.005018497533237702,0.0013534866488894616,0.6173045021822476,0.49341467296530545
b54s_block_density_matched_d2phi,differential_event_control,28,degree-matched directed random graph,12,48,0.011186395033578718,0.0021278063291287476,0.6585329323499342,0.5096084510527965
b54s_block_density_matched_d2phi,differential_event_control,29,degree-matched directed random graph,12,48,0.009224589073136698,0.000818504310504326,0.6610452772016513,0.5103608667277221
b54s_block_density_matched_d2phi,differential_event_control,30,degree-matched directed random graph,12,48,0.002179400542225911,0.0010012587353972712,0.6294461217369275,0.5009812243260221
b54s_block_density_matched_d2phi,differential_event_control,31,degree-matched directed random graph,12,48,0.0029710453141648806,0.001116062508831125,0.6274533148275853,0.49547682224673223
b54s_block_density_matched_d2phi,differential_event_control,32,degree-matched directed random graph,12,48,0.012577600863874251,0.0016237174396718638,0.6497996715792828,0.5157067280342987
b54s_block_density_matched_d2phi,differential_event_control,33,degree-matched directed random graph,12,48,0.0020981033650145317,0.0016043517424817733,0.62584330147659,0.4898810516369971
b54s_block_density_matched_d2phi,differential_event_control,34,degree-matched directed random graph,12,48,0.004513606056679824,0.0011334041477530199,0.6207496707235554,0.496402472793521
b54s_block_density_matched_d2phi,differential_event_control,35,degree-matched directed random graph,12,48,0.008194785444585692,0.0004798282498522446,0.6347103605825722,0.5094497977573305
b54s_block_density_matched_d2phi,differential_event_control,36,degree-matched directed random graph,12,48,0.009824706750027048,0.0016721976548410686,0.6530869609737251,0.506733481365636
b54s_block_density_matched_d2phi,differential_event_control,37,degree-matched directed random graph,12,48,0.007258070712554159,0.0013160705256652968,0.6522027536162914,0.5146947637602235
b54s_block_density_matched_d2phi,differential_event_control,38,degree-matched directed random graph,12,48,0.009286116974887846,0.0012240614676792317,0.6621472393241462,0.5092845061319773
