event_class,event_role,null_index,null_model,n_nodes,n_directed_edges,mean_bounded_differentiated_recovery,sd_bounded_differentiated_recovery,D12_recovery,D24_recovery
b54t_block_structure_only,block_control,0,degree-matched directed random graph,12,48,9.2082291033774e-05,0.0014365989266476125,0.4986364824511864,0.503004128343007
b54t_block_structure_only,block_control,1,degree-matched directed random graph,12,48,-0.00013832381463256302,0.0007618054376284996,0.5011077396524644,0.49860244350997623
b54t_block_structure_only,block_control,2,degree-matched directed random graph,12,48,-0.0005051613093284315,0.0009090328660185555,0.5000810749184518,0.49654843501783813
b54t_block_structure_only,block_control,3,degree-matched directed random graph,12,48,-0.0006425891694720219,0.0006844459138618021,0.5023540504344726,0.495640741295388
b54t_block_structure_only,block_control,4,degree-matched directed random graph,12,48,-0.0010488026009843607,0.0005760601282677083,0.49870577710648195,0.4979613959152788
b54t_block_structure_only,block_control,5,degree-matched directed random graph,12,48,-0.00045680434069373597,0.0005273684115388429,0.5006154845413121,0.4998176455788202
b54t_block_structure_only,block_control,6,degree-matched directed random graph,12,48,-0.0007216502033511098,0.0005239939495056891,0.49848554448121335,0.5008569541172309
b54t_block_structure_only,block_control,7,degree-matched directed random graph,12,48,-0.000497899289675653,0.0007330786519039562,0.4996615124604143,0.4999991628818304
b54t_block_structure_only,block_control,8,degree-matched directed random graph,12,48,-0.0006488790000088502,0.000789614576164751,0.4975308784740616,0.49749025797318364
b54t_block_structure_only,block_control,9,degree-matched directed random graph,12,48,0.00011784368711249074,0.0008886762625320509,0.4988662548191351,0.4976035647603905
b54t_block_structure_only,block_control,10,degree-matched directed random graph,12,48,-0.00015647300773460288,0.0009134448101486494,0.49801272879014674,0.4999039739873137
b54t_block_structure_only,block_control,11,degree-matched directed random graph,12,48,-0.00043248566852589895,0.0006672187797320515,0.5004223383695412,0.49372035642996853
b54t_block_structure_only,block_control,12,degree-matched directed random graph,12,48,-0.0007076517169973149,0.0006402827909374989,0.49717389570144,0.4991935106628293
b54t_block_structure_only,block_control,13,degree-matched directed random graph,12,48,-0.00023308719056860158,0.000595014127259611,0.4990256745248553,0.5002502080639228
b54t_block_structure_only,block_control,14,degree-matched directed random graph,12,48,-0.0004322631657910772,0.0007081934956088376,0.5007979904460124,0.49567755697524163
b54t_block_structure_only,block_control,15,degree-matched directed random graph,12,48,0.0004455749660030758,0.0008389742488703615,0.5007708397341802,0.4980976537746118
b54t_block_structure_only,block_control,16,degree-matched directed random graph,12,48,-0.0006615573888309828,0.00041331994894411084,0.5016487776506603,0.4976447097860331
b54t_block_structure_only,block_control,17,degree-matched directed random graph,12,48,-0.0008278082807434915,0.0006739698786661731,0.5002186971007944,0.4995631129713815
b54t_block_structure_only,block_control,18,degree-matched directed random graph,12,48,0.00023903342348961513,0.00034737590779041605,0.49825341665704787,0.4992313622551061
b54t_block_structure_only,block_control,19,degree-matched directed random graph,12,48,-3.4409226400133865e-05,0.000939456295216704,0.49903942854758604,0.4966365901342231
b54t_block_structure_only,block_control,20,degree-matched directed random graph,12,48,0.0008064735578363967,0.0006699359945396065,0.5003467727721412,0.4987952554088885
b54t_block_structure_only,block_control,21,degree-matched directed random graph,12,48,-0.0001013599316639029,0.0007881777691345089,0.5005336381746169,0.49829417602129505
b54t_block_structure_only,block_control,22,degree-matched directed random graph,12,48,-0.00026373955076497733,0.000602593986900914,0.49854854784862734,0.4946417061713644
b54t_block_structure_only,block_control,23,degree-matched directed random graph,12,48,-3.205875227921576e-05,0.000640696118327925,0.5006832621338723,0.49920265740090003
b54t_block_structure_only,block_control,24,degree-matched directed random graph,12,48,-0.000791369926080224,0.0006181113922657417,0.4997368070707168,0.49773570592683375
b54t_block_structure_only,block_control,25,degree-matched directed random graph,12,48,-0.00040096714879047247,0.0008691749612610773,0.49763690248393183,0.4987244081886008
b54t_block_structure_only,block_control,26,degree-matched directed random graph,12,48,-7.834722699310603e-05,0.000743050814960408,0.500642491872115,0.49982055979418183
b54t_block_structure_only,block_control,27,degree-matched directed random graph,12,48,-0.0005638662514017336,0.0006973678732707638,0.49959597203935374,0.4975022128725513
b54t_block_structure_only,block_control,28,degree-matched directed random graph,12,48,-0.00022297332003417785,0.0003567353875811877,0.49819673519727514,0.5019559738471454
b54t_block_structure_only,block_control,29,degree-matched directed random graph,12,48,-0.00018717346973740932,0.0005609512189917677,0.499013025048233,0.49795027992816693
b54t_block_structure_only,block_control,30,degree-matched directed random graph,12,48,-0.0003376868918428075,0.000771496456628999,0.4985901415135423,0.4964082471786189
b54t_block_structure_only,block_control,31,degree-matched directed random graph,12,48,-1.9396295534610393e-05,0.0007053707608856892,0.498424476782476,0.500729029079568
b54t_block_structure_only,block_control,32,degree-matched directed random graph,12,48,-0.00037058879676015203,0.0006167917843343764,0.5019993785159762,0.49769952836643133
b54t_block_structure_only,block_control,33,degree-matched directed random graph,12,48,-0.0005349056570477245,0.0006457343617619791,0.5004289169259217,0.5042604997121153
b54t_block_structure_only,block_control,34,degree-matched directed random graph,12,48,-0.0006543774896720825,0.0005943025823573822,0.4986888971765602,0.5017905805134978
b54t_block_structure_only,block_control,35,degree-matched directed random graph,12,48,0.0015496491303966969,0.0007930144645057123,0.4973178237881339,0.502866617215539
b54t_block_structure_only,block_control,36,degree-matched directed random graph,12,48,5.603166398285438e-05,0.0010096686828951415,0.4998255257753581,0.49889335065107004
b54t_block_structure_only,block_control,37,degree-matched directed random graph,12,48,-0.00036751683080020947,0.0009385979910139191,0.4982677425632796,0.5056308363390629
b54t_block_structure_only,block_control,38,degree-matched directed random graph,12,48,-0.00029153159382886855,0.0005743476148535832,0.4995928797486869,0.4979455478562365
b54t_block_structure_only,block_control,39,degree-matched directed random graph,12,48,0.0002783479780807035,0.0008615817029332864,0.4970359690101172,0.49817306341383866
b54t_block_structure_only,block_control,40,degree-matched directed random graph,12,48,-0.0004734743570731752,0.0010303824972433422,0.49937335056338,0.4958792640108969
b54t_block_structure_only,block_control,41,degree-matched directed random graph,12,48,-0.0004017774318629079,0.00045465375867013037,0.49956913078148796,0.5006697500346023
b54t_block_structure_only,block_control,42,degree-matched directed random graph,12,48,-0.0002584214864660721,0.0006007168894386637,0.49875062963830613,0.4972050783019301
b54t_block_structure_only,block_control,43,degree-matched directed random graph,12,48,-0.0008672186726826217,0.0005805736944445261,0.49961729499412905,0.49932777782470245
b54t_block_structure_only,block_control,44,degree-matched directed random graph,12,48,0.00017212763356938129,0.0003744177881888335,0.4978342486657588,0.5011235528695637
b54t_block_structure_only,block_control,45,degree-matched directed random graph,12,48,-0.0005195637927636895,0.0009479773680127429,0.4993636762251729,0.4981171100061797
b54t_block_structure_only,block_control,46,degree-matched directed random graph,12,48,-0.0008985677731271953,0.000637478572450096,0.4975170328649892,0.4954889194340997
b54t_block_structure_only,block_control,47,degree-matched directed random graph,12,48,-0.0003813859089319348,0.0007617734770299679,0.4998792522860518,0.4944939005121994
