source,topology_arm,classification,representation_arm,comparison,metric,value,nearest_fraction,numerator,denominator,abs_error_to_fraction,is_close_to_fraction,is_focus_fraction,has_numerator_gt_1,tags
readout_rank_scaled,c12_ring_share_5,reverse-stable,reverse_only_c_to_ab,,readout_minmax_scaled,0.898296295542353,9/10,9,10,0.001703704457647004,True,False,True,c12_neighborhood|ring_sharing|ring_share_5|5_or_10_proxy|even_n
readout_deviation_from_c12,c10,boundary,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.90301273573598,19/21,19,21,0.0017491690259248127,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
readout_rank_scaled,c9,boundary,full_self_consistent_rstar,,readout_minmax_scaled,0.20179239160231752,1/5,1,5,0.0017923916023175057,True,False,False,odd_n
readout_rank_scaled,c13_ring_share_5,full-stable,c_to_ab_magnitude_only,,readout_minmax_scaled,0.09703344767971805,2/21,2,21,0.0017953524416228217,True,False,True,c13_full_branch|ring_sharing|ring_share_5|5_or_10_proxy|odd_n
readout_rank_scaled,c13_ring_share_5,full-stable,c_to_ab_standpoint_only,,readout_minmax_scaled,0.09703344767971805,2/21,2,21,0.0017953524416228217,True,False,True,c13_full_branch|ring_sharing|ring_share_5|5_or_10_proxy|odd_n
readout_rank_scaled,c10_ring_share_10,boundary,c_to_ab_receiver_only,,readout_minmax_scaled,0.12319268481226901,1/8,1,8,0.0018073151877309873,True,False,False,c10_boundary_candidate|ring_sharing|ring_share_10|5_or_10_proxy|even_n
readout_deviation_from_c12,c13_degree_null,full-stable,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.8163634369522613,9/11,9,11,0.001818381229556909,True,False,True,c13_full_branch|odd_n
event_geometry,representation_events,representation,reverse_only_c_to_ab,,reverse_only_c_to_ab_survivor_strength_fraction,0.1685045237897222,1/6,1,6,0.0018378571230555363,True,False,False,survivor_strength
readout_rank_scaled,c10_ring_share_5,boundary,reverse_only_c_to_ab,,readout_minmax_scaled,0.08906132591459395,1/11,1,11,0.0018477649944969587,True,False,False,c10_boundary_candidate|ring_sharing|ring_share_5|5_or_10_proxy|even_n
readout_deviation_from_c12,c10_ring_share_5,boundary,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.9109386740854061,10/11,10,11,0.0018477649944970143,True,False,True,c10_boundary_candidate|ring_sharing|ring_share_5|5_or_10_proxy|even_n
paired_boundary,c8,reverse-stable,,full_minus_reverse,abs_mean_delta_scaled,0.8842108426259536,15/17,15,17,0.001857901449483057,True,False,True,even_n
readout_deviation_from_c12,c14_edge_count_null,full-stable,c_to_ab_magnitude_only,,abs_deviation_from_c12_scaled,0.8481277964475495,17/20,17,20,0.0018722035524504355,True,False,True,c14_transition_probe|even_n
readout_deviation_from_c12,c14_edge_count_null,full-stable,c_to_ab_standpoint_only,,abs_deviation_from_c12_scaled,0.8481277964475495,17/20,17,20,0.0018722035524504355,True,False,True,c14_transition_probe|even_n
paired_boundary,c14_ring_share_11,boundary,,full_minus_reverse,abs_mean_delta_scaled,0.07503879016276319,1/13,1,13,0.0018842867603137414,True,False,False,c14_transition_probe|ring_sharing|ring_share_11|even_n
readout_deviation_from_c12,c8,reverse-stable,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.2897336828561866,7/24,7,24,0.0019329838104800712,True,False,True,even_n
readout_rank_scaled,c8,reverse-stable,reverse_only_c_to_ab,,readout_minmax_scaled,0.7102663171438135,17/24,17,24,0.0019329838104801267,True,False,True,even_n
readout_rank_scaled,c15,boundary,reverse_only_c_to_ab,,readout_minmax_scaled,0.15592445689086287,3/19,3,19,0.001970279951242382,True,False,True,x3_or_7mod12_proxy|odd_n
readout_deviation_from_c12,c15,boundary,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.8440755431091371,16/19,16,19,0.0019702799512424374,True,False,True,x3_or_7mod12_proxy|odd_n
readout_rank_scaled,c10_side_broken,full-stable,full_self_consistent_rstar,,readout_minmax_scaled,0.21936813709302347,5/23,5,23,0.0019768327451973877,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
paired_boundary,c14_ring_share_7,reverse-stable,,full_minus_reverse,ci_width_scaled,0.4190749119396438,8/19,8,19,0.0019777196393035434,True,False,True,c14_transition_probe|ring_sharing|ring_share_7|x3_or_7mod12_proxy|even_n
readout_rank_scaled,c14_ring_share_7,reverse-stable,full_self_consistent_rstar,,readout_minmax_scaled,0.12301899427455845,1/8,1,8,0.001981005725441548,True,False,False,c14_transition_probe|ring_sharing|ring_share_7|x3_or_7mod12_proxy|even_n
readout_rank_scaled,c12_side_broken,full-stable,c_to_ab_receiver_only,,readout_minmax_scaled,0.22528274695730185,5/22,5,22,0.0019899803154254103,True,False,True,c12_neighborhood|even_n
paired_boundary,c10_shuffled,boundary,,full_minus_reverse,ci_width_scaled,0.5605009161285288,9/16,9,16,0.0019990838714711856,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
paired_boundary,c15,boundary,,full_minus_reverse,abs_mean_delta_scaled,0.0734286212396299,1/14,1,14,0.002000049811058474,True,False,False,x3_or_7mod12_proxy|odd_n
readout_rank_scaled,c14_side_broken,boundary,c_to_ab_magnitude_only,,readout_minmax_scaled,0.16868422549463705,1/6,1,6,0.0020175588279703893,True,False,False,c14_transition_probe|even_n
readout_rank_scaled,c14_side_broken,boundary,c_to_ab_standpoint_only,,readout_minmax_scaled,0.16868422549463705,1/6,1,6,0.0020175588279703893,True,False,False,c14_transition_probe|even_n
readout_deviation_from_c12,c10,boundary,c_to_ab_magnitude_only,,abs_deviation_from_c12_scaled,0.9603920861552008,23/24,23,24,0.0020587528218674045,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
readout_deviation_from_c12,c10,boundary,c_to_ab_standpoint_only,,abs_deviation_from_c12_scaled,0.9603920861552008,23/24,23,24,0.0020587528218674045,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
paired_boundary,c14_shuffled,full-stable,,full_minus_reverse,ci_width_scaled,0.5479371847438109,11/20,11,20,0.002062815256189121,True,False,True,c14_transition_probe|even_n
readout_rank_scaled,c14_reversed,boundary,c_to_ab_receiver_only,,readout_minmax_scaled,0.07349739022992789,1/14,1,14,0.0020688188013564673,True,False,False,c14_transition_probe|reversed|even_n
paired_boundary,c13_ring_share_7,full-stable,,full_minus_reverse,abs_mean_delta_scaled,0.4520790765872825,9/20,9,20,0.0020790765872825134,True,False,True,c13_full_branch|ring_sharing|ring_share_7|x3_or_7mod12_proxy|odd_n
readout_rank_scaled,c13_side_broken,full-stable,c_to_ab_receiver_only,,readout_minmax_scaled,0.0020890135816667263,0/1,0,1,0.0020890135816667263,True,False,False,c13_full_branch|odd_n
readout_deviation_from_c12,c14_ring_share_5,boundary,c_to_ab_magnitude_only,,abs_deviation_from_c12_scaled,0.8281774876505501,19/23,19,23,0.0020905311288109685,True,False,True,c14_transition_probe|ring_sharing|ring_share_5|5_or_10_proxy|even_n
readout_deviation_from_c12,c14_ring_share_5,boundary,c_to_ab_standpoint_only,,abs_deviation_from_c12_scaled,0.8281774876505501,19/23,19,23,0.0020905311288109685,True,False,True,c14_transition_probe|ring_sharing|ring_share_5|5_or_10_proxy|even_n
readout_deviation_from_c12,c13_side_broken,full-stable,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.9978965015633264,1/1,1,1,0.0021034984366735676,True,False,False,c13_full_branch|odd_n
readout_rank_scaled,c10_edge_count_null,boundary,c_to_ab_magnitude_only,,readout_minmax_scaled,0.09312094423594741,2/21,2,21,0.0021171510021478213,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
readout_rank_scaled,c10_edge_count_null,boundary,c_to_ab_standpoint_only,,readout_minmax_scaled,0.09312094423594741,2/21,2,21,0.0021171510021478213,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
paired_boundary,c12_reversed,reverse-stable,,full_minus_reverse,ci_width_scaled,0.7412649325915359,17/23,17,23,0.0021344978089272715,True,False,True,c12_neighborhood|reversed|even_n
readout_rank_scaled,c10_reversed,boundary,full_self_consistent_rstar,,readout_minmax_scaled,0.0811878423032798,1/12,1,12,0.0021454910300535285,True,False,False,c10_boundary_candidate|reversed|5_or_10_proxy|even_n
readout_rank_scaled,c12_side_broken,full-stable,reverse_only_c_to_ab,,readout_minmax_scaled,0.2331397873478753,4/17,4,17,0.002154330299183521,True,False,True,c12_neighborhood|even_n
readout_deviation_from_c12,c12_side_broken,full-stable,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.7668602126521248,13/17,13,17,0.00215433029918366,True,False,True,c12_neighborhood|even_n
readout_rank_scaled,c9,boundary,reverse_only_c_to_ab,,readout_minmax_scaled,0.18533666080261274,3/16,3,16,0.0021633391973872595,True,False,True,odd_n
readout_deviation_from_c12,c9,boundary,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.8146633391973873,13/16,13,16,0.002163339197387315,True,False,True,odd_n
readout_deviation_from_c12,c14_ring_share_5,boundary,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.9264035877520366,13/14,13,14,0.0021678408193920307,True,False,True,c14_transition_probe|ring_sharing|ring_share_5|5_or_10_proxy|even_n
readout_deviation_from_c12,c10_ring_share_7,full-stable,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.8978283631375222,9/10,9,10,0.002171636862477788,True,False,True,c10_boundary_candidate|ring_sharing|ring_share_7|5_or_10_proxy|x3_or_7mod12_proxy|even_n
readout_deviation_from_c12,c12_edge_count_null,boundary,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.5195612134237255,12/23,12,23,0.0021779170110570734,True,False,True,c12_neighborhood|even_n
readout_deviation_from_c12,c13_ring_share_7,full-stable,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.8146802644474923,13/16,13,16,0.0021802644474923083,True,False,True,c13_full_branch|ring_sharing|ring_share_7|x3_or_7mod12_proxy|odd_n
readout_deviation_from_c12,c12_shuffled,reverse-stable,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.6644855725925692,2/3,2,3,0.0021810940740973894,True,False,True,c12_neighborhood|even_n
readout_rank_scaled,c12_shuffled,reverse-stable,reverse_only_c_to_ab,,readout_minmax_scaled,0.33551442740743087,1/3,1,3,0.002181094074097556,True,False,False,c12_neighborhood|even_n
readout_rank_scaled,c14_ring_share_11,boundary,c_to_ab_receiver_only,,readout_minmax_scaled,0.0747402633670209,1/13,1,13,0.0021828135560560263,True,False,False,c14_transition_probe|ring_sharing|ring_share_11|even_n
readout_rank_scaled,c12_side_broken,full-stable,full_self_consistent_rstar,,readout_minmax_scaled,0.36144225405855596,4/11,4,11,0.0021941095778076902,True,False,True,c12_neighborhood|even_n
readout_rank_scaled,c13,full-stable,c_to_ab_magnitude_only,,readout_minmax_scaled,0.202206514289305,1/5,1,5,0.0022065142893049894,True,False,False,c13_full_branch|odd_n
readout_rank_scaled,c13,full-stable,c_to_ab_standpoint_only,,readout_minmax_scaled,0.202206514289305,1/5,1,5,0.0022065142893049894,True,False,False,c13_full_branch|odd_n
readout_deviation_from_c12,c13_ring_share_5,full-stable,c_to_ab_magnitude_only,,abs_deviation_from_c12_scaled,0.9022124045632613,9/10,9,10,0.0022124045632613276,True,False,True,c13_full_branch|ring_sharing|ring_share_5|5_or_10_proxy|odd_n
readout_deviation_from_c12,c13_ring_share_5,full-stable,c_to_ab_standpoint_only,,abs_deviation_from_c12_scaled,0.9022124045632613,9/10,9,10,0.0022124045632613276,True,False,True,c13_full_branch|ring_sharing|ring_share_5|5_or_10_proxy|odd_n
paired_boundary,c14_edge_count_null,full-stable,,full_minus_reverse,abs_mean_delta_scaled,0.7120508169035744,5/7,5,7,0.0022348973821398888,True,False,True,c14_transition_probe|even_n
readout_rank_scaled,c14_ring_share_10,reverse-stable,full_self_consistent_rstar,,readout_minmax_scaled,0.14510314389025522,1/7,1,7,0.0022460010331123714,True,False,False,c14_transition_probe|ring_sharing|ring_share_10|5_or_10_proxy|even_n
readout_deviation_from_c12,c13_shuffled,boundary,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.8924691197589277,17/19,17,19,0.0022677223463354323,True,False,True,c13_full_branch|odd_n
readout_rank_scaled,c14_side_broken,boundary,full_self_consistent_rstar,,readout_minmax_scaled,0.14513827112744096,1/7,1,7,0.0022811282702981106,True,False,False,c14_transition_probe|even_n
readout_rank_scaled,c10_ring_share_11,boundary,full_self_consistent_rstar,,readout_minmax_scaled,0.11342479094771532,1/9,1,9,0.0023136798366042155,True,False,False,c10_boundary_candidate|ring_sharing|ring_share_11|5_or_10_proxy|even_n
readout_rank_scaled,c10_edge_count_null,boundary,c_to_ab_receiver_only,,readout_minmax_scaled,0.1928004249653709,4/21,4,21,0.0023242344891804267,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
paired_boundary,c12_ring_share_11,reverse-stable,,full_minus_reverse,ci_width_scaled,0.7198774253060326,13/18,13,18,0.0023447969161896065,True,False,True,c12_neighborhood|ring_sharing|ring_share_11|even_n
readout_deviation_from_c12,c13_edge_count_null,full-stable,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.7802586056350415,18/23,18,23,0.002350090017132489,True,False,True,c13_full_branch|odd_n
readout_rank_scaled,c10,boundary,c_to_ab_magnitude_only,,readout_minmax_scaled,0.039302453635322594,1/24,1,24,0.00236421303134407,True,False,False,c10_boundary_candidate|5_or_10_proxy|even_n
readout_rank_scaled,c10,boundary,c_to_ab_standpoint_only,,readout_minmax_scaled,0.039302453635322594,1/24,1,24,0.00236421303134407,True,False,False,c10_boundary_candidate|5_or_10_proxy|even_n
readout_rank_scaled,c10_degree_null,reverse-stable,reverse_only_c_to_ab,,readout_minmax_scaled,0.16430180542790498,1/6,1,6,0.002364861238761673,True,False,False,c10_boundary_candidate|5_or_10_proxy|even_n
readout_deviation_from_c12,c10_degree_null,reverse-stable,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.8356981945720952,5/6,5,6,0.002364861238761784,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
readout_rank_scaled,c14_ring_share_7,reverse-stable,c_to_ab_magnitude_only,,readout_minmax_scaled,0.12004300757612231,2/17,2,17,0.0023959487525928996,True,False,True,c14_transition_probe|ring_sharing|ring_share_7|x3_or_7mod12_proxy|even_n
readout_rank_scaled,c14_ring_share_7,reverse-stable,c_to_ab_standpoint_only,,readout_minmax_scaled,0.12004300757612231,2/17,2,17,0.0023959487525928996,True,False,True,c14_transition_probe|ring_sharing|ring_share_7|x3_or_7mod12_proxy|even_n
readout_rank_scaled,c16,full-stable,c_to_ab_magnitude_only,,readout_minmax_scaled,0.2024314594621741,1/5,1,5,0.0024314594621741015,True,False,False,even_n
readout_rank_scaled,c16,full-stable,c_to_ab_standpoint_only,,readout_minmax_scaled,0.2024314594621741,1/5,1,5,0.0024314594621741015,True,False,False,even_n
readout_deviation_from_c12,c13_ring_share_10,full-stable,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.9607694430886186,23/24,23,24,0.0024361097552851874,True,False,True,c13_full_branch|ring_sharing|ring_share_10|5_or_10_proxy|odd_n
readout_deviation_from_c12,c10_degree_null,reverse-stable,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.9607998610257031,23/24,23,24,0.0024665276923697688,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
paired_boundary,c13_reversed,full-stable,,full_minus_reverse,abs_mean_delta_scaled,0.4024841176991348,2/5,2,5,0.002484117699134758,True,False,True,c13_full_branch|reversed|odd_n
paired_boundary,c12_shuffled,reverse-stable,,full_minus_reverse,ci_width_scaled,0.5933983798250283,13/22,13,22,0.00248928891593736,True,False,True,c12_neighborhood|even_n
readout_deviation_from_c12,c15,boundary,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.8358268116139914,5/6,5,6,0.0024934782806580458,True,False,True,x3_or_7mod12_proxy|odd_n
readout_rank_scaled,c10_ring_share_11,boundary,c_to_ab_receiver_only,,readout_minmax_scaled,0.12792040383401154,3/23,3,23,0.002514378774684106,True,False,True,c10_boundary_candidate|ring_sharing|ring_share_11|5_or_10_proxy|even_n
paired_boundary,c12_shuffled,reverse-stable,,full_minus_reverse,reverse_win_fraction,0.8611111111111112,19/22,19,22,0.002525252525252486,True,False,True,c12_neighborhood|even_n
paired_boundary,c13_reversed,full-stable,,full_minus_reverse,full_win_fraction,0.8611111111111112,19/22,19,22,0.002525252525252486,True,False,True,c13_full_branch|reversed|odd_n
paired_boundary,c13_reversed,full-stable,,full_minus_reverse,reverse_win_fraction,0.13888888888888884,3/22,3,22,0.002525252525252486,True,False,True,c13_full_branch|reversed|odd_n
paired_boundary,c16,full-stable,,full_minus_reverse,reverse_win_fraction,0.36111111111111116,4/11,4,11,0.002525252525252486,True,False,True,even_n
paired_boundary,c10_shuffled,boundary,,full_minus_reverse,reverse_win_fraction,0.36111111111111116,4/11,4,11,0.002525252525252486,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
paired_boundary,c13_edge_count_null,full-stable,,full_minus_reverse,reverse_win_fraction,0.36111111111111116,4/11,4,11,0.002525252525252486,True,False,True,c13_full_branch|odd_n
paired_boundary,c16,full-stable,,full_minus_reverse,full_win_fraction,0.6388888888888888,7/11,7,11,0.002525252525252486,True,False,True,even_n
paired_boundary,c10_shuffled,boundary,,full_minus_reverse,full_win_fraction,0.6388888888888888,7/11,7,11,0.002525252525252486,True,False,True,c10_boundary_candidate|5_or_10_proxy|even_n
paired_boundary,c13_edge_count_null,full-stable,,full_minus_reverse,full_win_fraction,0.6388888888888888,7/11,7,11,0.002525252525252486,True,False,True,c13_full_branch|odd_n
paired_boundary,c12_shuffled,reverse-stable,,full_minus_reverse,full_win_fraction,0.1388888888888889,3/22,3,22,0.0025252525252525415,True,False,True,c12_neighborhood|even_n
readout_rank_scaled,c10_shuffled,boundary,full_self_consistent_rstar,,readout_minmax_scaled,0.10254501270386537,1/10,1,10,0.002545012703865368,True,False,False,c10_boundary_candidate|5_or_10_proxy|even_n
readout_rank_scaled,c12_shuffled,reverse-stable,c_to_ab_magnitude_only,,readout_minmax_scaled,0.2692250494702823,4/15,4,15,0.002558382803615644,True,False,True,c12_neighborhood|even_n
readout_rank_scaled,c12_shuffled,reverse-stable,c_to_ab_standpoint_only,,readout_minmax_scaled,0.2692250494702823,4/15,4,15,0.002558382803615644,True,False,True,c12_neighborhood|even_n
readout_deviation_from_c12,c14_reversed,boundary,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.925992991713875,13/14,13,14,0.0025784368575536565,True,False,True,c14_transition_probe|reversed|even_n
readout_deviation_from_c12,c14_ring_share_5,boundary,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.7942737484849658,19/24,19,24,0.0026070818182991617,True,False,True,c14_transition_probe|ring_sharing|ring_share_5|5_or_10_proxy|even_n
readout_rank_scaled,c13_reversed,full-stable,full_self_consistent_rstar,,readout_minmax_scaled,0.20571246490829462,5/24,5,24,0.002620868425038725,True,False,True,c13_full_branch|reversed|odd_n
readout_deviation_from_c12,c13_edge_count_null,full-stable,c_to_ab_magnitude_only,,abs_deviation_from_c12_scaled,0.8208323368574124,9/11,9,11,0.0026505186755941823,True,False,True,c13_full_branch|odd_n
readout_deviation_from_c12,c13_edge_count_null,full-stable,c_to_ab_standpoint_only,,abs_deviation_from_c12_scaled,0.8208323368574124,9/11,9,11,0.0026505186755941823,True,False,True,c13_full_branch|odd_n
paired_boundary,c16,full-stable,,full_minus_reverse,abs_mean_delta_scaled,0.17123321536431482,4/23,4,23,0.0026798281139460423,True,False,True,even_n
readout_rank_scaled,c13_ring_share_10,full-stable,c_to_ab_receiver_only,,readout_minmax_scaled,0.03896041222347003,1/24,1,24,0.0027062544431966373,True,False,False,c13_full_branch|ring_sharing|ring_share_10|5_or_10_proxy|odd_n
readout_rank_scaled,c14_ring_share_5,boundary,reverse_only_c_to_ab,,readout_minmax_scaled,0.169429207318338,1/6,1,6,0.0027625406516713358,True,False,False,c14_transition_probe|ring_sharing|ring_share_5|5_or_10_proxy|even_n
readout_deviation_from_c12,c14_ring_share_5,boundary,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.830570792681662,5/6,5,6,0.0027625406516713635,True,False,True,c14_transition_probe|ring_sharing|ring_share_5|5_or_10_proxy|even_n
readout_rank_scaled,c13_ring_share_7,full-stable,c_to_ab_magnitude_only,,readout_minmax_scaled,0.14563354606194803,1/7,1,7,0.0027764032048051834,True,False,False,c13_full_branch|ring_sharing|ring_share_7|x3_or_7mod12_proxy|odd_n
readout_rank_scaled,c13_ring_share_7,full-stable,c_to_ab_standpoint_only,,readout_minmax_scaled,0.14563354606194803,1/7,1,7,0.0027764032048051834,True,False,False,c13_full_branch|ring_sharing|ring_share_7|x3_or_7mod12_proxy|odd_n
readout_rank_scaled,c10_degree_null,reverse-stable,full_self_consistent_rstar,,readout_minmax_scaled,0.038807055246144,1/24,1,24,0.0028596114205226633,True,False,False,c10_boundary_candidate|5_or_10_proxy|even_n
paired_boundary,c11,boundary,,full_minus_reverse,abs_mean_delta_scaled,0.0028790694697148206,0/1,0,1,0.0028790694697148206,True,False,False,odd_n
readout_deviation_from_c12,c12_ring_share_10,reverse-stable,c_to_ab_receiver_only,,abs_deviation_from_c12_scaled,0.0028925888953897755,0/1,0,1,0.0028925888953897755,True,False,False,c12_neighborhood|ring_sharing|ring_share_10|5_or_10_proxy|even_n
paired_boundary,c13_ring_share_10,full-stable,,full_minus_reverse,ci_width_scaled,0.5188189573292494,12/23,12,23,0.0029201731055331637,True,False,True,c13_full_branch|ring_sharing|ring_share_10|5_or_10_proxy|odd_n
readout_deviation_from_c12,c14_edge_count_null,full-stable,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.830407595770855,5/6,5,6,0.002925737562478381,True,False,True,c14_transition_probe|even_n
readout_rank_scaled,c14_ring_share_11,boundary,reverse_only_c_to_ab,,readout_minmax_scaled,0.13993080998193685,1/7,1,7,0.0029263328752059947,True,False,False,c14_transition_probe|ring_sharing|ring_share_11|even_n
readout_deviation_from_c12,c14_ring_share_11,boundary,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.8600691900180631,6/7,6,7,0.0029263328752060502,True,False,True,c14_transition_probe|ring_sharing|ring_share_11|even_n
readout_rank_scaled,c13,full-stable,reverse_only_c_to_ab,,readout_minmax_scaled,0.12207300917186895,1/8,1,8,0.002926990828131054,True,False,False,c13_full_branch|odd_n
readout_deviation_from_c12,c13,full-stable,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.8779269908281312,7/8,7,8,0.002926990828131193,True,False,True,c13_full_branch|odd_n
event_geometry,representation_events,representation,c_to_ab_receiver_only,,c_to_ab_receiver_only_survivor_strength_fraction,0.169646224942726,1/6,1,6,0.0029795582760593353,True,False,False,survivor_strength
readout_rank_scaled,c12_side_broken,full-stable,c_to_ab_magnitude_only,,readout_minmax_scaled,0.3605675597609278,4/11,4,11,0.0030688038754358438,True,False,True,c12_neighborhood|even_n
readout_rank_scaled,c12_side_broken,full-stable,c_to_ab_standpoint_only,,readout_minmax_scaled,0.3605675597609278,4/11,4,11,0.0030688038754358438,True,False,True,c12_neighborhood|even_n
readout_deviation_from_c12,c10_ring_share_11,boundary,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.8854263086936282,15/17,15,17,0.003073367517157588,True,False,True,c10_boundary_candidate|ring_sharing|ring_share_11|5_or_10_proxy|even_n
readout_deviation_from_c12,c14_ring_share_11,boundary,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.8540687431219941,6/7,6,7,0.0030741140208629947,True,False,True,c14_transition_probe|ring_sharing|ring_share_11|even_n
paired_boundary,c13_side_broken,full-stable,,full_minus_reverse,ci_width_scaled,0.4241525739480677,8/19,8,19,0.0030999423691203676,True,False,True,c13_full_branch|odd_n
paired_boundary,c14_ring_share_7,reverse-stable,,full_minus_reverse,abs_mean_delta_scaled,0.24120942613833518,5/21,5,21,0.003114188043097099,True,False,True,c14_transition_probe|ring_sharing|ring_share_7|x3_or_7mod12_proxy|even_n
readout_deviation_from_c12,c13_ring_share_7,full-stable,c_to_ab_magnitude_only,,abs_deviation_from_c12_scaled,0.8532345843123114,17/20,17,20,0.0032345843123113838,True,False,True,c13_full_branch|ring_sharing|ring_share_7|x3_or_7mod12_proxy|odd_n
readout_deviation_from_c12,c13_ring_share_7,full-stable,c_to_ab_standpoint_only,,abs_deviation_from_c12_scaled,0.8532345843123114,17/20,17,20,0.0032345843123113838,True,False,True,c13_full_branch|ring_sharing|ring_share_7|x3_or_7mod12_proxy|odd_n
readout_deviation_from_c12,c14_ring_share_10,reverse-stable,reverse_only_c_to_ab,,abs_deviation_from_c12_scaled,0.8388393453342254,16/19,16,19,0.003265917823669251,True,False,True,c14_transition_probe|ring_sharing|ring_share_10|5_or_10_proxy|even_n
readout_rank_scaled,c14_ring_share_10,reverse-stable,reverse_only_c_to_ab,,readout_minmax_scaled,0.1611606546657747,3/19,3,19,0.0032659178236694453,True,False,True,c14_transition_probe|ring_sharing|ring_share_10|5_or_10_proxy|even_n
paired_boundary,c15,boundary,,full_minus_reverse,ci_width_scaled,0.5967102270906977,3/5,3,5,0.0032897729093023242,True,False,True,x3_or_7mod12_proxy|odd_n
paired_boundary,c12_edge_count_null,boundary,,full_minus_reverse,abs_mean_delta_scaled,0.12095523314271338,2/17,2,17,0.003308174319183968,True,False,True,c12_neighborhood|even_n
paired_boundary,c13_ring_share_5,full-stable,,full_minus_reverse,ci_width_scaled,0.5756247350439223,11/19,11,19,0.0033226333771303462,True,False,True,c13_full_branch|ring_sharing|ring_share_5|5_or_10_proxy|odd_n
readout_deviation_from_c12,c14_side_broken,boundary,c_to_ab_magnitude_only,,abs_deviation_from_c12_scaled,0.8300047540959735,5/6,5,6,0.003328579237359852,True,False,True,c14_transition_probe|even_n
readout_deviation_from_c12,c14_side_broken,boundary,c_to_ab_standpoint_only,,abs_deviation_from_c12_scaled,0.8300047540959735,5/6,5,6,0.003328579237359852,True,False,True,c14_transition_probe|even_n
readout_deviation_from_c12,c14_ring_share_7,reverse-stable,c_to_ab_magnitude_only,,abs_deviation_from_c12_scaled,0.8790240134658553,15/17,15,17,0.003328927710615215,True,False,True,c14_transition_probe|ring_sharing|ring_share_7|x3_or_7mod12_proxy|even_n
readout_deviation_from_c12,c14_ring_share_7,reverse-stable,c_to_ab_standpoint_only,,abs_deviation_from_c12_scaled,0.8790240134658553,15/17,15,17,0.003328927710615215,True,False,True,c14_transition_probe|ring_sharing|ring_share_7|x3_or_7mod12_proxy|even_n
readout_deviation_from_c12,c14_side_broken,boundary,full_self_consistent_rstar,,abs_deviation_from_c12_scaled,0.853391596899118,17/20,17,20,0.0033915968991180545,True,False,True,c14_transition_probe|even_n
readout_rank_scaled,c14_reversed,boundary,c_to_ab_magnitude_only,,readout_minmax_scaled,0.16128810309799452,3/19,3,19,0.003393366255889263,True,False,True,c14_transition_probe|reversed|even_n
readout_rank_scaled,c14_reversed,boundary,c_to_ab_standpoint_only,,readout_minmax_scaled,0.16128810309799452,3/19,3,19,0.003393366255889263,True,False,True,c14_transition_probe|reversed|even_n
readout_rank_scaled,c14_ring_share_5,boundary,c_to_ab_magnitude_only,,readout_minmax_scaled,0.17049739987771725,4/23,4,23,0.003415643600543611,True,False,True,c14_transition_probe|ring_sharing|ring_share_5|5_or_10_proxy|even_n
readout_rank_scaled,c14_ring_share_5,boundary,c_to_ab_standpoint_only,,readout_minmax_scaled,0.17049739987771725,4/23,4,23,0.003415643600543611,True,False,True,c14_transition_probe|ring_sharing|ring_share_5|5_or_10_proxy|even_n
