true_policy_operator,true_policy_source,n_events,mean_regime_composite,mean_readiness,oracle_hit_rate
O1_lag0_AB,state_mapping,50,0.1576420306360403,0.10673521004472304,0.14
O2_lag5_AB,state_mapping,25,-0.08667181409969299,0.03508175561249784,0.16
O3_A_C_boundary,global_fallback,8,-0.23597973063842384,-0.1382991753047607,0.125
O3_A_C_boundary,state_mapping,97,-0.07023988581188098,-0.17931401917766057,0.10309278350515463
O4_B_C_boundary,global_fallback,4,,,0.0
O4_B_C_boundary,state_mapping,113,-0.03809023750603638,-0.13437491555148942,0.18584070796460178
O5_full_TFC,state_mapping,30,0.04288827965183651,0.07361085137188864,0.1
O6_phase_only,state_mapping,87,0.05443118268834864,0.12495306718087053,0.14942528735632185
O7_suppress_event,state_mapping,88,0.021857457134889572,0.1608679211799207,0.10227272727272728
