endpoint,comparison,mean_true_policy,mean_comparator,effect,p_greater,n_events,state_mapping_rate,oracle_hit_rate
regime_transition_score,true_regime_C_policy_vs_balanced_pool_shuffle,0.0033294478560450674,0.0026765275296800626,0.0006529203263650094,0.40411917616476706,475,0.9760956175298805,0.13545816733067728
regime_transition_score,true_regime_C_policy_vs_frequency_matched_random,0.0033294478560450674,-0.0013716901002212246,0.0021245520213697073,0.394121175764847,475,0.9760956175298805,0.13545816733067728
regime_transition_score,true_regime_C_policy_vs_performance_matched_random,0.0033294478560450674,0.0029013139488763317,0.0004281339071687497,0.45570885822835433,475,0.9760956175298805,0.13545816733067728
regime_transition_score,true_regime_C_policy_vs_within_state_shuffle,0.0033294478560450674,0.0003787654479170007,0.002950682408128079,0.3659268146370726,475,0.9760956175298805,0.13545816733067728
regime_transition_score,true_regime_C_policy_vs_between_state_permutation,0.0033294478560450674,0.0013802779845743301,0.0019491698714707482,0.4237152569486103,475,0.9760956175298805,0.13545816733067728
regime_transition_score,true_regime_C_policy_vs_oracle,0.0033294478560450674,0.027516364005122473,-0.026824319039985244,1.0,475,0.9760956175298805,0.13545816733067728
policy_readiness,true_regime_C_policy_vs_balanced_pool_shuffle,0.000789130091624138,0.001839264540995021,-0.0010501344493708835,0.6670665866826635,475,0.9760956175298805,0.13545816733067728
policy_readiness,true_regime_C_policy_vs_frequency_matched_random,0.000789130091624138,-0.0017792864154511576,-0.000386462747324857,0.525494901019796,475,0.9760956175298805,0.13545816733067728
policy_readiness,true_regime_C_policy_vs_performance_matched_random,0.000789130091624138,0.0036276859903998284,-0.0028385558987757027,0.6040791841631674,475,0.9760956175298805,0.13545816733067728
policy_readiness,true_regime_C_policy_vs_within_state_shuffle,0.000789130091624138,0.00034941310782678263,0.00043971698379734235,0.45870825834833034,475,0.9760956175298805,0.13545816733067728
policy_readiness,true_regime_C_policy_vs_between_state_permutation,0.000789130091624138,0.0013763789964732858,-0.0005872489048491594,0.5178964207158568,475,0.9760956175298805,0.13545816733067728
policy_readiness,true_regime_C_policy_vs_oracle,0.000789130091624138,0.022213107811526873,-0.024429367277938634,1.0,475,0.9760956175298805,0.13545816733067728
operator_margin_persistence,true_regime_C_policy_vs_balanced_pool_shuffle,0.006918105419013447,0.005457719778083574,0.001460385640929867,0.3683263347330534,475,0.9760956175298805,0.13545816733067728
operator_margin_persistence,true_regime_C_policy_vs_frequency_matched_random,0.006918105419013447,-0.0019015684058216779,0.005161488760477549,0.23655268946210758,475,0.9760956175298805,0.13545816733067728
operator_margin_persistence,true_regime_C_policy_vs_performance_matched_random,0.006918105419013447,0.0047003247649881645,0.002217780654025288,0.33093381323735255,475,0.9760956175298805,0.13545816733067728
operator_margin_persistence,true_regime_C_policy_vs_within_state_shuffle,0.006918105419013447,0.001103753559309205,0.005814351859704228,0.21415716856628675,475,0.9760956175298805,0.13545816733067728
operator_margin_persistence,true_regime_C_policy_vs_between_state_permutation,0.006918105419013447,0.0008123131772983558,0.006105792241715079,0.1921615676864627,475,0.9760956175298805,0.13545816733067728
operator_margin_persistence,true_regime_C_policy_vs_oracle,0.006918105419013447,0.04057692293973901,-0.03740643098791589,1.0,475,0.9760956175298805,0.13545816733067728
policy_regret_reduction,true_regime_C_policy_vs_balanced_pool_shuffle,0.03027332141127376,0.02627876167153167,0.014831840950211044,0.28314337132573486,413,0.9760956175298805,0.13545816733067728
policy_regret_reduction,true_regime_C_policy_vs_frequency_matched_random,0.03027332141127376,0.012935161699391944,0.02667010706779216,0.23135372925414918,413,0.9760956175298805,0.13545816733067728
policy_regret_reduction,true_regime_C_policy_vs_performance_matched_random,0.03027332141127376,0.02991243344702583,0.01095931528055186,0.3645270945810838,413,0.9760956175298805,0.13545816733067728
policy_regret_reduction,true_regime_C_policy_vs_within_state_shuffle,0.03027332141127376,0.014009453581678929,0.02952288240833073,0.22055588882223556,413,0.9760956175298805,0.13545816733067728
policy_regret_reduction,true_regime_C_policy_vs_between_state_permutation,0.03027332141127376,0.009933406183374665,0.027318402728368264,0.21955608878224356,413,0.9760956175298805,0.13545816733067728
policy_regret_reduction,true_regime_C_policy_vs_oracle,0.03027332141127376,1.0943697451854688,-1.0813502589727095,1.0,413,0.9760956175298805,0.13545816733067728
regime_recursive_composite,true_regime_C_policy_vs_balanced_pool_shuffle,0.0034822027700576737,0.003300574545249026,0.00018162822480864864,0.48170365926814634,475,0.9760956175298805,0.13545816733067728
regime_recursive_composite,true_regime_C_policy_vs_frequency_matched_random,0.0034822027700576737,-0.0037842301800183596,0.004207637353677972,0.3241351729654069,475,0.9760956175298805,0.13545816733067728
regime_recursive_composite,true_regime_C_policy_vs_performance_matched_random,0.0034822027700576737,0.004366468396845842,-0.0008842656267881667,0.5508898220355929,475,0.9760956175298805,0.13545816733067728
regime_recursive_composite,true_regime_C_policy_vs_within_state_shuffle,0.0034822027700576737,-0.0025834416600541443,0.006065644430111816,0.26554689062187564,475,0.9760956175298805,0.13545816733067728
regime_recursive_composite,true_regime_C_policy_vs_between_state_permutation,0.0034822027700576737,-0.0019633258266133977,0.005445528596671072,0.28734253149370126,475,0.9760956175298805,0.13545816733067728
regime_recursive_composite,true_regime_C_policy_vs_oracle,0.0034822027700576737,0.28431398521541973,-0.28449710060048744,1.0,475,0.9760956175298805,0.13545816733067728
