selected_operator,n_state_fold_mappings,mean_selected_train_reward,mean_global_best_train_reward
O1_lag0_AB,10,0.27863708181341684,0.18027961284838176
O2_lag5_AB,6,0.07669018033299636,0.009827921923337592
O3_A_C_boundary,14,0.08260113454773267,0.024346046898571994
O4_B_C_boundary,21,-0.013145705340639958,-0.03712747978953753
O5_full_TFC,6,0.07097390931806791,0.009556010812669337
O6_phase_only,16,0.14266131839752832,0.053909319798880924
O7_suppress_event,16,0.010497759004379294,-0.05481657259551894
