control_level,endpoint,fold,label,idx_in_session,control_state,access_readout,baseline_max,access_effect
o2_lag5_only,z_reward,1,P16,278.0,O2_lag5_AB_raw=q3,1.1028830109822072,0.5569776283793197,0.5459053826028875
o2_lag5_only,z_reward,1,P16,298.0,O2_lag5_AB_raw=q1,-0.7718786207716534,-0.8044876188687508,0.032608998097097386
o2_lag5_only,z_reward,1,P16,312.0,O2_lag5_AB_raw=q3,1.639001114607152,0.599195097721843,1.039806016885309
o2_lag5_only,z_reward,1,P16,317.0,O2_lag5_AB_raw=q3,1.7074337612555937,3.525066593325132,-1.8176328320695383
o2_lag5_only,z_reward,1,P16,368.0,O2_lag5_AB_raw=q3,1.6344875983809886,1.0469603399306688,0.5875272584503197
o2_lag5_only,z_reward,1,P16,373.0,O2_lag5_AB_raw=q3,0.520121954733112,0.1309568871147392,0.3891650676183728
o2_lag5_only,z_reward,1,P16,392.0,O2_lag5_AB_raw=q3,0.9511465223305046,-0.1064067045913272,1.0575532269218317
o2_lag5_only,z_reward,1,P16,406.0,O2_lag5_AB_raw=missing,-0.18032423296396155,0.3989179296466668,-0.5792421626106283
o2_lag5_only,z_reward,1,P16,417.0,O2_lag5_AB_raw=missing,0.0,0.0,0.0
o2_lag5_only,z_reward,1,P8,6.0,O2_lag5_AB_raw=q1,-0.5815516239506239,0.04713968833528556,-0.6286913122859095
o2_lag5_only,z_reward,1,P8,8.0,O2_lag5_AB_raw=q1,-0.48018986424703,0.26078684011376907,-0.7409767043607991
o2_lag5_only,z_reward,1,P8,24.0,O2_lag5_AB_raw=q3,0.28784627916816974,0.5553740715878329,-0.2675277924196632
o2_lag5_only,z_reward,1,P8,34.0,O2_lag5_AB_raw=q2,-0.4145945866323778,-0.2311467479164119,-0.1834478387159659
o2_lag5_only,z_reward,1,P8,50.0,O2_lag5_AB_raw=q3,0.7562700732250064,2.3413930770952325,-1.5851230038702262
o2_lag5_only,z_reward,1,P8,91.0,O2_lag5_AB_raw=q2,-0.06293197704370807,-0.01792808847616198,-0.045003888567546085
o2_lag5_only,z_reward,1,P8,99.0,O2_lag5_AB_raw=q2,-0.06707154945114341,0.03574210001968431,-0.10281364947082772
o2_lag5_only,z_reward,1,P8,109.0,O2_lag5_AB_raw=q3,1.5117842467639868,1.6501413852684144,-0.13835713850442755
o2_lag5_only,z_reward,1,P8,119.0,O2_lag5_AB_raw=q3,1.5200609579921578,0.07464147953505604,1.4454194784571017
o2_lag5_only,z_reward,1,P8,152.0,O2_lag5_AB_raw=q3,1.3233558439292048,3.0061204677208835,-1.6827646237916787
o2_lag5_only,z_reward,1,P8,214.0,O2_lag5_AB_raw=q1,-0.3820038649053484,0.47390054578577023,-0.8559044106911187
o2_lag5_only,z_reward,1,P8,220.0,O2_lag5_AB_raw=q2,-0.041772833871546344,0.32658106957871563,-0.368353903450262
o2_lag5_only,z_reward,1,P8,238.0,O2_lag5_AB_raw=q2,-0.19090323963863093,1.897248201272352,-2.0881514409109827
o2_lag5_only,z_reward,1,P8,272.0,O2_lag5_AB_raw=q3,2.259244176098187,1.6514079125410852,0.6078362635571017
o2_lag5_only,z_reward,1,P8,306.0,O2_lag5_AB_raw=q3,0.44002997714016195,-0.14020424349693697,0.580234220637099
o2_lag5_only,z_reward,1,P8,332.0,O2_lag5_AB_raw=q1,0.19241137443591047,1.8048478853071002,-1.6124365108711898
o2_lag5_only,z_reward,1,P8,354.0,O2_lag5_AB_raw=q1,0.2468052920920972,1.3651532301482168,-1.1183479380561197
o2_lag5_only,z_reward,1,P8,382.0,O2_lag5_AB_raw=q2,0.21723764994130473,1.2867856369235975,-1.0695479869822928
o2_lag5_only,z_reward,2,P17,42.0,O2_lag5_AB_raw=q3,0.5767135787841576,0.4628586697182863,0.11385490906587131
o2_lag5_only,z_reward,2,P17,52.0,O2_lag5_AB_raw=q1,-0.3026368441162256,0.12667872673730002,-0.4293155708535256
o2_lag5_only,z_reward,2,P17,68.0,O2_lag5_AB_raw=q2,-0.06515873511216966,1.227825305377189,-1.2929840404893587
o2_lag5_only,z_reward,2,P17,125.0,O2_lag5_AB_raw=q3,0.3798625099759861,0.6381214962750957,-0.25825898629910965
o2_lag5_only,z_reward,2,P17,145.0,O2_lag5_AB_raw=q1,-0.5957761478244628,-0.8091283517312883,0.21335220390682552
o2_lag5_only,z_reward,2,P17,183.0,O2_lag5_AB_raw=q3,2.2881440510725315,2.9888331373126564,-0.7006890862401249
o2_lag5_only,z_reward,2,P17,201.0,O2_lag5_AB_raw=q2,0.07015166417985581,0.7521257036066646,-0.6819740394268088
o2_lag5_only,z_reward,2,P17,222.0,O2_lag5_AB_raw=q3,1.4452367127768186,1.8938501344045284,-0.4486134216277098
o2_lag5_only,z_reward,2,P17,226.0,O2_lag5_AB_raw=q2,-0.23062970259609747,1.8745587775269552,-2.1051884801230525
o2_lag5_only,z_reward,2,P17,241.0,O2_lag5_AB_raw=q1,-0.3374789493609496,0.2056523175637321,-0.5431312669246817
o2_lag5_only,z_reward,2,P17,275.0,O2_lag5_AB_raw=q3,0.3328613367731118,-0.5135409269034401,0.8464022636765519
o2_lag5_only,z_reward,2,P17,276.0,O2_lag5_AB_raw=q3,0.04833543507485874,-0.5135553892636106,0.5618908243384693
o2_lag5_only,z_reward,2,P17,289.0,O2_lag5_AB_raw=q2,0.0899581839220482,0.42291752509397806,-0.3329593411719299
o2_lag5_only,z_reward,2,P17,305.0,O2_lag5_AB_raw=q1,-0.021903640696885773,0.6274323137237418,-0.6493359544206275
o2_lag5_only,z_reward,2,P17,334.0,O2_lag5_AB_raw=q1,-0.2633159149799485,0.015299946741997817,-0.2786158617219463
o2_lag5_only,z_reward,2,P17,342.0,O2_lag5_AB_raw=q2,-0.22917426628726376,0.4379345228246453,-0.6671087891119091
o2_lag5_only,z_reward,2,P17,360.0,O2_lag5_AB_raw=q2,-0.37810994596656206,-0.42585327608939216,0.04774333012283011
o2_lag5_only,z_reward,2,P17,374.0,O2_lag5_AB_raw=q2,-0.7506693789849986,-0.38002793893789144,-0.3706414400471072
o2_lag5_only,z_reward,2,P17,393.0,O2_lag5_AB_raw=q1,0.5313898596974294,1.867463911960756,-1.3360740522633265
o2_lag5_only,z_reward,2,P17,398.0,O2_lag5_AB_raw=q2,0.12062134162397031,0.37481123294781254,-0.25418989132384223
o2_lag5_only,z_reward,2,P22,36.0,O2_lag5_AB_raw=q1,-0.1680091273089842,0.7764638643879016,-0.9444729916968858
o2_lag5_only,z_reward,2,P22,54.0,O2_lag5_AB_raw=q1,0.8501768156122376,0.4769960546618107,0.37318076095042685
o2_lag5_only,z_reward,2,P22,64.0,O2_lag5_AB_raw=q1,-0.3753266986439109,0.1259824214927026,-0.5013091201366136
o2_lag5_only,z_reward,2,P22,84.0,O2_lag5_AB_raw=q2,0.07685474676482582,0.22582356725301442,-0.1489688204881886
o2_lag5_only,z_reward,2,P22,117.0,O2_lag5_AB_raw=q3,0.5348812403600907,0.49632271552961926,0.0385585248304714
o2_lag5_only,z_reward,2,P22,127.0,O2_lag5_AB_raw=q3,0.9007254103322566,-0.04604831735534004,0.9467737276875967
o2_lag5_only,z_reward,2,P22,142.0,O2_lag5_AB_raw=q3,1.0356677181178728,3.253472021839643,-2.21780430372177
o2_lag5_only,z_reward,2,P22,148.0,O2_lag5_AB_raw=q1,-0.277719449644403,-0.2222849479985189,-0.05543450164588409
o2_lag5_only,z_reward,2,P22,160.0,O2_lag5_AB_raw=q3,1.1631784587447924,1.0492703068006384,0.11390815194415405
o2_lag5_only,z_reward,2,P22,179.0,O2_lag5_AB_raw=q3,1.9925625583679232,4.285837456007508,-2.293274897639585
o2_lag5_only,z_reward,2,P22,215.0,O2_lag5_AB_raw=q3,0.9302268116722632,0.23106565471283844,0.6991611569594247
o2_lag5_only,z_reward,2,P22,232.0,O2_lag5_AB_raw=q2,-0.018805091756128753,0.5300492206105959,-0.5488543123667247
o2_lag5_only,z_reward,2,P22,253.0,O2_lag5_AB_raw=q2,-0.4151700036852918,0.1327458946379291,-0.5479158983232209
o2_lag5_only,z_reward,2,P22,273.0,O2_lag5_AB_raw=q3,0.7043967836436262,2.2813785478691058,-1.5769817642254795
o2_lag5_only,z_reward,2,P22,352.0,O2_lag5_AB_raw=q1,-0.14775442397887983,-0.07700359229105475,-0.07075083168782509
o2_lag5_only,z_reward,2,P22,411.0,O2_lag5_AB_raw=missing,0.07073287432442252,0.06228552595208561,0.008447348372336905
o2_lag5_only,z_reward,2,P26,6.0,O2_lag5_AB_raw=q1,0.1602956178519887,-0.2579086085096559,0.4182042263616446
o2_lag5_only,z_reward,2,P26,66.0,O2_lag5_AB_raw=q3,0.6528332007850269,1.4916959734608095,-0.8388627726757826
o2_lag5_only,z_reward,2,P26,96.0,O2_lag5_AB_raw=q1,0.24152214326103,1.1037072703786326,-0.8621851271176026
o2_lag5_only,z_reward,2,P26,104.0,O2_lag5_AB_raw=q1,0.9333670595989955,3.3817210540845726,-2.448353994485577
o2_lag5_only,z_reward,2,P26,110.0,O2_lag5_AB_raw=q1,0.3068291589080867,1.506276228912227,-1.1994470700041402
o2_lag5_only,z_reward,2,P26,127.0,O2_lag5_AB_raw=q2,0.21678687365334048,1.0400748465759881,-0.8232879729226477
o2_lag5_only,z_reward,2,P26,136.0,O2_lag5_AB_raw=q3,0.20189132474319949,0.478555270862283,-0.2766639461190835
o2_lag5_only,z_reward,2,P26,159.0,O2_lag5_AB_raw=q3,0.53492188619827,1.1167420646068646,-0.5818201784085947
o2_lag5_only,z_reward,2,P26,169.0,O2_lag5_AB_raw=q2,0.013701346557261004,0.46942378054896783,-0.4557224339917068
o2_lag5_only,z_reward,2,P26,182.0,O2_lag5_AB_raw=q1,0.2661171827504742,2.112627147228473,-1.8465099644779985
o2_lag5_only,z_reward,2,P26,200.0,O2_lag5_AB_raw=q3,1.0460967525643976,0.21442060119227602,0.8316761513721216
o2_lag5_only,z_reward,2,P26,210.0,O2_lag5_AB_raw=q2,0.2853030903958508,1.364959235940718,-1.0796561455448672
o2_lag5_only,z_reward,2,P26,217.0,O2_lag5_AB_raw=q3,0.8931567813954299,0.7582129652223599,0.13494381617306994
o2_lag5_only,z_reward,2,P26,226.0,O2_lag5_AB_raw=q1,-0.40110230645461475,-0.5123486420346381,0.11124633558002339
o2_lag5_only,z_reward,2,P26,237.0,O2_lag5_AB_raw=q2,-0.027791987427388726,0.5177882453723899,-0.5455802327997786
o2_lag5_only,z_reward,2,P26,253.0,O2_lag5_AB_raw=q2,0.11410433109946938,0.5046456340368451,-0.39054130293737577
o2_lag5_only,z_reward,2,P26,269.0,O2_lag5_AB_raw=q2,0.3208588628044954,1.2806690118492259,-0.9598101490447305
o2_lag5_only,z_reward,2,P26,346.0,O2_lag5_AB_raw=q1,-0.5198755616554729,-0.4731349214640348,-0.04674064019143809
o2_lag5_only,z_reward,2,P26,396.0,O2_lag5_AB_raw=q2,-0.0976950675653141,1.0465690967176429,-1.144264164282957
o2_lag5_only,z_reward,2,P6,19.0,O2_lag5_AB_raw=q2,0.17768995028843743,0.673102009159823,-0.49541205887138556
o2_lag5_only,z_reward,2,P6,59.0,O2_lag5_AB_raw=q2,0.3765812753428207,2.2722164514847156,-1.8956351761418948
o2_lag5_only,z_reward,2,P6,66.0,O2_lag5_AB_raw=q1,0.6774837059204066,2.9084232680950657,-2.230939562174659
o2_lag5_only,z_reward,2,P6,86.0,O2_lag5_AB_raw=q2,0.5293414605230637,0.7117467914152775,-0.18240533089221378
o2_lag5_only,z_reward,2,P6,96.0,O2_lag5_AB_raw=q2,0.5070825609699712,1.2961115742346647,-0.7890290132646935
o2_lag5_only,z_reward,2,P6,134.0,O2_lag5_AB_raw=q2,-0.5028919673701856,0.2777858460851311,-0.7806778134553167
o2_lag5_only,z_reward,2,P6,166.0,O2_lag5_AB_raw=q2,-0.37463603858091465,1.8827029934420108,-2.2573390320229256
o2_lag5_only,z_reward,2,P6,195.0,O2_lag5_AB_raw=q1,-0.6000283242579122,-0.1990955892323762,-0.400932735025536
o2_lag5_only,z_reward,2,P6,202.0,O2_lag5_AB_raw=q1,-0.28172683331570647,0.09780503069300397,-0.3795318640087104
o2_lag5_only,z_reward,2,P6,297.0,O2_lag5_AB_raw=q2,-0.19933569757226077,1.0412949487269165,-1.2406306462991772
o2_lag5_only,z_reward,2,P6,305.0,O2_lag5_AB_raw=q1,-0.6215150688228933,-0.18684415444135977,-0.43467091438153355
o2_lag5_only,z_reward,2,P6,318.0,O2_lag5_AB_raw=q3,0.4131240408876577,-0.11530923744770474,0.5284332783353625
o2_lag5_only,z_reward,2,P6,334.0,O2_lag5_AB_raw=q2,0.23133115470190302,1.024380605810946,-0.7930494511090429
o2_lag5_only,z_reward,2,P6,375.0,O2_lag5_AB_raw=q3,1.6908705735719896,1.2137778504941563,0.47709272307783324
o2_lag5_only,z_reward,2,P6,397.0,O2_lag5_AB_raw=q3,1.427032630357622,3.1450659202929194,-1.7180332899352975
o2_lag5_only,z_reward,2,P7,20.0,O2_lag5_AB_raw=q1,-0.09245497922402432,0.09870393957309823,-0.19115891879712255
o2_lag5_only,z_reward,2,P7,48.0,O2_lag5_AB_raw=q3,1.1867831832343751,0.07794021577431451,1.1088429674600606
o2_lag5_only,z_reward,2,P7,78.0,O2_lag5_AB_raw=q2,-0.18813525364318448,-0.07113544986622744,-0.11699980377695704
o2_lag5_only,z_reward,2,P7,79.0,O2_lag5_AB_raw=q1,-0.054405523057706406,-0.031079194811362246,-0.02332632824634416
o2_lag5_only,z_reward,2,P7,93.0,O2_lag5_AB_raw=q1,0.6365259692859425,3.753870550650505,-3.1173445813645624
o2_lag5_only,z_reward,2,P7,121.0,O2_lag5_AB_raw=q2,0.05588866463397375,0.8417471137937333,-0.7858584491597596
o2_lag5_only,z_reward,2,P7,129.0,O2_lag5_AB_raw=q3,1.0297872829153103,0.6354070733035482,0.3943802096117621
o2_lag5_only,z_reward,2,P7,138.0,O2_lag5_AB_raw=q3,1.6646845373010686,1.4418055633232454,0.2228789739778232
o2_lag5_only,z_reward,2,P7,148.0,O2_lag5_AB_raw=q2,0.3904658162356456,0.8685219514828264,-0.4780561352471808
o2_lag5_only,z_reward,2,P7,160.0,O2_lag5_AB_raw=q3,0.6490588023377135,2.295952616669083,-1.6468938143313696
o2_lag5_only,z_reward,2,P7,172.0,O2_lag5_AB_raw=q2,-0.14647894669028375,0.2960929217829492,-0.44257186847323293
o2_lag5_only,z_reward,2,P7,190.0,O2_lag5_AB_raw=q3,0.6462602081263402,0.6807480267598485,-0.03448781863350825
o2_lag5_only,z_reward,2,P7,221.0,O2_lag5_AB_raw=q1,0.020219225114527763,-0.10173742888957074,0.1219566540040985
o2_lag5_only,z_reward,2,P7,295.0,O2_lag5_AB_raw=q2,0.2779492149407191,0.2823184485075823,-0.004369233566863195
o2_lag5_only,z_reward,2,P7,298.0,O2_lag5_AB_raw=q3,0.3846902772131946,0.13606770448750236,0.24862257272569224
o2_lag5_only,z_reward,2,P7,306.0,O2_lag5_AB_raw=q2,0.10557626804599585,0.9310209160773015,-0.8254446480313057
o2_lag5_only,z_reward,2,P7,347.0,O2_lag5_AB_raw=q1,-0.3695318214258291,0.13906214886087248,-0.5085939702867015
o2_lag5_only,z_reward,2,P7,363.0,O2_lag5_AB_raw=q3,1.4226733793216784,1.7266701443733758,-0.3039967650516975
o2_lag5_only,z_reward,2,P7,397.0,O2_lag5_AB_raw=q3,0.48660783858244777,0.39292078839502476,0.09368705018742302
o2_lag5_only,z_reward,2,P7,406.0,O2_lag5_AB_raw=missing,-0.3820067283602928,-0.33638517055061856,-0.04562155780967425
o2_lag5_only,z_reward,3,P15,10.0,O2_lag5_AB_raw=q3,0.3677399902245677,1.497584846102921,-1.1298448558783534
o2_lag5_only,z_reward,3,P15,16.0,O2_lag5_AB_raw=q1,0.02109434992441725,0.3607990338342887,-0.3397046839098714
o2_lag5_only,z_reward,3,P15,43.0,O2_lag5_AB_raw=q3,1.941215995580656,4.739183753798652,-2.797967758217996
o2_lag5_only,z_reward,3,P15,83.0,O2_lag5_AB_raw=q1,-0.7816430877612593,-0.6711746372143441,-0.11046845054691523
o2_lag5_only,z_reward,3,P15,106.0,O2_lag5_AB_raw=q2,-0.693079545846973,-0.6453377039501696,-0.047741841896803305
o2_lag5_only,z_reward,3,P15,122.0,O2_lag5_AB_raw=q2,0.39031789034493425,1.6188479443545458,-1.2285300540096116
o2_lag5_only,z_reward,3,P15,176.0,O2_lag5_AB_raw=q1,0.22606270834534292,0.21840870360583614,0.007654004739506781
o2_lag5_only,z_reward,3,P15,189.0,O2_lag5_AB_raw=q1,0.05245246195987767,0.2364276732300899,-0.1839752112702122
o2_lag5_only,z_reward,3,P15,202.0,O2_lag5_AB_raw=q3,0.7426281362761924,-0.01941819283467683,0.7620463291108692
o2_lag5_only,z_reward,3,P15,235.0,O2_lag5_AB_raw=q1,-0.4592604124197144,0.2827450617506639,-0.7420054741703783
o2_lag5_only,z_reward,3,P15,250.0,O2_lag5_AB_raw=q2,0.41061818236707937,2.0664932516567585,-1.655875069289679
o2_lag5_only,z_reward,3,P15,262.0,O2_lag5_AB_raw=q1,0.8869729952707934,2.3908901811204126,-1.5039171858496192
o2_lag5_only,z_reward,3,P15,272.0,O2_lag5_AB_raw=q1,-0.5790623763417674,-0.603127293080406,0.024064916738638642
o2_lag5_only,z_reward,3,P15,292.0,O2_lag5_AB_raw=q3,0.7911916615738285,3.5071269302745263,-2.7159352687006977
o2_lag5_only,z_reward,3,P15,297.0,O2_lag5_AB_raw=q2,-0.5215762917934499,-0.4645401671349031,-0.057036124658546794
o2_lag5_only,z_reward,3,P15,315.0,O2_lag5_AB_raw=q2,-0.32428977222225003,0.17711174299323706,-0.5014015152154871
o2_lag5_only,z_reward,3,P15,327.0,O2_lag5_AB_raw=q2,-0.4192870426045256,-0.40070484014446195,-0.018582202460063646
o2_lag5_only,z_reward,3,P15,341.0,O2_lag5_AB_raw=q2,0.07122496677844722,1.0880920839681572,-1.01686711718971
o2_lag5_only,z_reward,3,P15,343.0,O2_lag5_AB_raw=q2,0.0013668209730350114,1.1065166370177693,-1.1051498160447342
o2_lag5_only,z_reward,3,P15,358.0,O2_lag5_AB_raw=q2,0.24764921721214184,0.25733750464556626,-0.009688287433424425
o2_lag5_only,z_reward,3,P15,369.0,O2_lag5_AB_raw=q1,0.49521518412070953,1.2432200945261855,-0.748004910405476
o2_lag5_only,z_reward,3,P15,380.0,O2_lag5_AB_raw=q2,-0.026571045763704115,0.9594967080490077,-0.9860677538127118
o2_lag5_only,z_reward,3,P15,392.0,O2_lag5_AB_raw=q2,0.2924956864802116,0.7460855171557977,-0.4535898306755861
o2_lag5_only,z_reward,3,P15,400.0,O2_lag5_AB_raw=missing,2.0488446917313485,2.379676750466956,-0.3308320587356075
o2_lag5_only,z_reward,3,P15,415.0,O2_lag5_AB_raw=missing,0.0,0.0,0.0
o2_lag5_only,z_reward,3,P15,417.0,O2_lag5_AB_raw=missing,0.0,0.0,0.0
o2_lag5_only,z_reward,3,P18,12.0,O2_lag5_AB_raw=q2,-0.08755304870653786,0.6835065368557758,-0.7710595855623137
o2_lag5_only,z_reward,3,P18,29.0,O2_lag5_AB_raw=q3,0.3992564600383997,-0.09683617277604716,0.4960926328144469
o2_lag5_only,z_reward,3,P18,41.0,O2_lag5_AB_raw=q1,-0.22778464578357593,0.48753451189914865,-0.7153191576827246
o2_lag5_only,z_reward,3,P18,49.0,O2_lag5_AB_raw=q1,-0.3348513549243288,0.22345820417846152,-0.5583095591027903
o2_lag5_only,z_reward,3,P18,73.0,O2_lag5_AB_raw=q3,0.5502730068566448,0.16335182357255548,0.3869211832840893
o2_lag5_only,z_reward,3,P18,93.0,O2_lag5_AB_raw=q1,0.5510755227790435,2.0968231004922866,-1.545747577713243
o2_lag5_only,z_reward,3,P18,102.0,O2_lag5_AB_raw=q3,0.4140342259301877,0.31441001360054105,0.09962421232964663
o2_lag5_only,z_reward,3,P18,128.0,O2_lag5_AB_raw=q1,-0.22206022642148238,0.8455191436622935,-1.067579370083776
o2_lag5_only,z_reward,3,P18,145.0,O2_lag5_AB_raw=q3,0.5491698672076358,0.871467089048181,-0.3222972218405452
o2_lag5_only,z_reward,3,P18,161.0,O2_lag5_AB_raw=q3,0.5683058889108084,0.5433855527792855,0.02492033613152289
o2_lag5_only,z_reward,3,P18,175.0,O2_lag5_AB_raw=q3,0.7421630024614132,0.28231844850758364,0.45984455395382956
o2_lag5_only,z_reward,3,P18,195.0,O2_lag5_AB_raw=q3,1.4585110642467491,1.0564389501346074,0.4020721141121417
o2_lag5_only,z_reward,3,P18,228.0,O2_lag5_AB_raw=q2,0.026915915173596372,0.7459258939826708,-0.7190099788090745
o2_lag5_only,z_reward,3,P18,242.0,O2_lag5_AB_raw=q1,-0.19374498890461567,0.13160690068740094,-0.3253518895920166
o2_lag5_only,z_reward,3,P18,258.0,O2_lag5_AB_raw=q3,0.7565205030085642,1.0017549524509812,-0.245234449442417
o2_lag5_only,z_reward,3,P18,289.0,O2_lag5_AB_raw=q1,0.12596123513060647,0.6881749394717059,-0.5622137043410995
o2_lag5_only,z_reward,3,P18,321.0,O2_lag5_AB_raw=q1,0.004997710532558236,0.6970345065888394,-0.6920367960562811
o2_lag5_only,z_reward,3,P18,353.0,O2_lag5_AB_raw=q1,-0.5604457792029577,0.1826624481946002,-0.7431082273975579
o2_lag5_only,z_reward,3,P18,380.0,O2_lag5_AB_raw=q1,-0.11475545104857136,0.5411927505787792,-0.6559482016273506
o2_lag5_only,z_reward,3,P18,409.0,O2_lag5_AB_raw=missing,0.09659391833749824,0.09936278803664558,-0.0027688696991473444
o2_lag5_only,z_reward,3,P19,12.0,O2_lag5_AB_raw=q3,0.5626104251443578,0.7591573381216242,-0.19654691297726645
o2_lag5_only,z_reward,3,P19,21.0,O2_lag5_AB_raw=q3,0.681645573042546,0.34346218009652413,0.3381833929460219
o2_lag5_only,z_reward,3,P19,41.0,O2_lag5_AB_raw=q3,0.17044166175623204,-0.6836011866869589,0.854042848443191
o2_lag5_only,z_reward,3,P19,75.0,O2_lag5_AB_raw=q2,-0.08449490544769925,0.1736955594429462,-0.25819046489064545
o2_lag5_only,z_reward,3,P19,86.0,O2_lag5_AB_raw=q1,0.15539806355394803,0.43572548616621015,-0.2803274226122621
o2_lag5_only,z_reward,3,P19,95.0,O2_lag5_AB_raw=q1,-0.4530267940253263,-0.3206118105245531,-0.1324149835007732
o2_lag5_only,z_reward,3,P19,124.0,O2_lag5_AB_raw=q1,-0.23446833004879836,0.2763964071783794,-0.5108647372271777
o2_lag5_only,z_reward,3,P19,147.0,O2_lag5_AB_raw=q3,0.9272715620067621,0.6903692200571456,0.23690234194961646
o2_lag5_only,z_reward,3,P19,165.0,O2_lag5_AB_raw=q1,0.005428207814997615,0.11817776604116136,-0.11274955822616374
o2_lag5_only,z_reward,3,P19,190.0,O2_lag5_AB_raw=q1,-0.28620427877172094,0.28231844850758364,-0.5685227272793045
o2_lag5_only,z_reward,3,P19,213.0,O2_lag5_AB_raw=q2,0.37334173656117253,1.1205433792367772,-0.7472016426756046
o2_lag5_only,z_reward,3,P19,249.0,O2_lag5_AB_raw=q2,-0.26349087427148726,-0.2609849543104154,-0.0025059199610718563
o2_lag5_only,z_reward,3,P19,259.0,O2_lag5_AB_raw=q1,0.5398222561107304,0.31716191132211263,0.2226603447886178
o2_lag5_only,z_reward,3,P19,279.0,O2_lag5_AB_raw=q2,0.17750686225046788,0.8701619355847451,-0.6926550733342772
o2_lag5_only,z_reward,3,P19,330.0,O2_lag5_AB_raw=q2,-0.010057485457760695,0.027229630928141013,-0.03728711638590171
o2_lag5_only,z_reward,3,P19,344.0,O2_lag5_AB_raw=q2,-0.32032418767261833,1.491189994510954,-1.8115141821835723
o2_lag5_only,z_reward,3,P19,351.0,O2_lag5_AB_raw=q2,0.4225623744373351,0.4532527434890739,-0.03069036905173883
o2_lag5_only,z_reward,3,P19,360.0,O2_lag5_AB_raw=q3,0.9046614672754534,0.27897261704457504,0.6256888502308784
o2_lag5_only,z_reward,3,P19,384.0,O2_lag5_AB_raw=q2,0.4450177209549939,2.8815839811457025,-2.4365662601907085
o2_lag5_only,z_reward,3,P19,398.0,O2_lag5_AB_raw=q3,1.1137483932342127,2.6434633689745497,-1.529714975740337
o2_lag5_only,z_reward,3,P2,41.0,O2_lag5_AB_raw=q1,-0.17704339424216053,0.1869216955575006,-0.36396508979966113
o2_lag5_only,z_reward,3,P2,67.0,O2_lag5_AB_raw=q2,-0.3585039802366533,0.2754941696851852,-0.6339981499218386
o2_lag5_only,z_reward,3,P2,85.0,O2_lag5_AB_raw=q3,0.7004949587219728,0.9795029299410025,-0.27900797121902976
o2_lag5_only,z_reward,3,P2,106.0,O2_lag5_AB_raw=q3,0.6731829013593352,-0.29831557364899824,0.9714984750083335
o2_lag5_only,z_reward,3,P2,113.0,O2_lag5_AB_raw=q3,1.198271517869491,1.0459796504253625,0.15229186744412848
o2_lag5_only,z_reward,3,P2,129.0,O2_lag5_AB_raw=q1,-0.1061198803015996,0.2773292393406235,-0.38344911964222306
o2_lag5_only,z_reward,3,P2,146.0,O2_lag5_AB_raw=q3,0.5359086019438317,1.4276198891709764,-0.8917112872271447
o2_lag5_only,z_reward,3,P2,173.0,O2_lag5_AB_raw=q2,-0.45112436353342183,1.236775102165778,-1.6878994656992
o2_lag5_only,z_reward,3,P2,177.0,O2_lag5_AB_raw=q1,0.011369946284281396,1.0543629729310633,-1.042993026646782
o2_lag5_only,z_reward,3,P2,187.0,O2_lag5_AB_raw=q1,-0.34181479447794005,-0.3887413613418086,0.046926566863868535
o2_lag5_only,z_reward,3,P2,198.0,O2_lag5_AB_raw=q3,1.5768185180789915,0.2808664858709953,1.2959520322079963
o2_lag5_only,z_reward,3,P2,219.0,O2_lag5_AB_raw=q2,-0.42764015056698634,-0.06275421692779953,-0.3648859336391868
o2_lag5_only,z_reward,3,P2,234.0,O2_lag5_AB_raw=q3,1.0655104732753622,0.4183690211951649,0.6471414520801972
o2_lag5_only,z_reward,3,P2,261.0,O2_lag5_AB_raw=q2,0.3280643924994522,0.5929152632724668,-0.2648508707730146
o2_lag5_only,z_reward,3,P2,286.0,O2_lag5_AB_raw=q1,-0.30485250339080283,-0.0319970309278252,-0.27285547246297764
o2_lag5_only,z_reward,3,P2,306.0,O2_lag5_AB_raw=q3,0.8182285400524573,2.8079763060377037,-1.9897477659852463
o2_lag5_only,z_reward,3,P2,347.0,O2_lag5_AB_raw=q3,0.2050741190604867,0.7118554760270667,-0.50678135696658
o2_lag5_only,z_reward,3,P2,365.0,O2_lag5_AB_raw=q1,-0.4447035070408294,-0.2523413088051375,-0.1923621982356919
o2_lag5_only,z_reward,3,P2,384.0,O2_lag5_AB_raw=q2,-0.582390709251747,-0.3983493343916352,-0.18404137486011174
o2_lag5_only,z_reward,3,P2,399.0,O2_lag5_AB_raw=q1,-0.48123721493173166,-0.312536540319919,-0.16870067461181265
o2_lag5_only,z_reward,3,P2,417.0,O2_lag5_AB_raw=missing,0.0,0.0,0.0
o2_lag5_only,z_reward,3,P21,30.0,O2_lag5_AB_raw=q1,-0.36146404295304724,0.25393832703550545,-0.6154023699885527
o2_lag5_only,z_reward,3,P21,45.0,O2_lag5_AB_raw=q1,0.7725745867566904,1.9403811725178528,-1.1678065857611624
o2_lag5_only,z_reward,3,P21,54.0,O2_lag5_AB_raw=q1,-0.29095924758547526,-0.22607716637712988,-0.06488208120834538
o2_lag5_only,z_reward,3,P21,89.0,O2_lag5_AB_raw=q3,0.5565863874168631,2.5398547668021063,-1.9832683793852433
o2_lag5_only,z_reward,3,P21,106.0,O2_lag5_AB_raw=q1,-0.31564385039914394,0.05785980817095415,-0.3735036585700981
