label,idx_in_session,phase,strength,selected_operator,selection_reason,A_B,A_C,B_C,TFC_min,TFC_mean,abs_dphi,C_memory_scalar,O1_lag0_AB_raw,O2_lag5_AB_raw,O3_A_C_boundary_raw,O4_B_C_boundary_raw,O5_full_TFC_raw,O6_phase_only_raw,O1_lag0_AB_z,O2_lag5_AB_z,O3_A_C_boundary_z,O4_B_C_boundary_z,O5_full_TFC_z,O6_phase_only_z,oracle_operator,oracle_reward_z,selected_reward_z,selected_matches_oracle,shuffled_selected_operator,random_operator,shuffled_selected_reward_z,random_reward_z,fixed_O1_lag0_AB_reward_z,fixed_O2_lag5_AB_reward_z,fixed_O3_A_C_boundary_reward_z,fixed_O4_B_C_boundary_reward_z,fixed_O5_full_TFC_reward_z,fixed_O6_phase_only_reward_z
P1,164.0,-0.0573392610796283,0.2010361028147415,O1_lag0_AB,default immediate AB readout,0.0729356551663356,0.0997469137775881,0.1284130455888333,0.0729356551663356,0.1003652048442523,0.0650695789350374,0.0442586439052194,0.07293565516633567,0.20236193097545083,0.0612595932785826,0.1273438436463136,0.0612595932785826,0.1168569686010852,-0.9642570150888737,0.03144352604136826,-0.7893814364804258,-0.44630547693712197,-0.43947198429636775,0.32965280319380086,O6_phase_only,0.32965280319380086,-0.9642570150888737,False,O5_full_TFC,O6_phase_only,-0.43947198429636775,0.32965280319380086,-0.9642570150888737,0.03144352604136826,-0.7893814364804258,-0.44630547693712197,-0.43947198429636775,0.32965280319380086
P1,169.0,0.0180158452959741,0.0650695789350374,O1_lag0_AB,default immediate AB readout,0.2023619309754508,0.0612595932785826,0.1273438436463136,0.0612595932785826,0.1303217893001157,0.1168569686010852,0.5192965213439015,0.20236193097545083,0.08778039040283125,0.063720445138668,0.0528650642440886,0.0528650642440886,0.135100858796095,-0.011166318985113761,-0.7934315686289103,-0.7658574196349383,-1.3763077167562385,-0.5399036600796393,0.5494934026538257,O6_phase_only,0.5494934026538257,-0.011166318985113761,False,O4_B_C_boundary,O4_B_C_boundary,-1.3763077167562385,-1.3763077167562385,-0.011166318985113761,-0.7934315686289103,-0.7658574196349383,-1.3763077167562385,-0.5399036600796393,0.5494934026538257
P1,192.0,-0.1039464023075152,0.4353913783545702,O4_B_C_boundary,B-side boundary projection dominates current C-state,0.0442057846218438,0.0115635558964982,0.2001773607502687,0.0115635558964982,0.0853155670895369,0.0456571498032574,0.8262486426392762,0.0442057846218438,0.1494265864324725,0.0979421009256678,0.1808550909264837,0.0979421009256678,0.0524339796537113,-1.175822805304497,-0.3496392131422526,-0.438722405832878,0.22187920902976552,-0.0006045148062813159,-0.44665029651851446,O4_B_C_boundary,0.22187920902976552,0.22187920902976552,True,O3_A_C_boundary,O1_lag0_AB,-0.438722405832878,-1.175822805304497,-1.175822805304497,-0.3496392131422526,-0.438722405832878,0.22187920902976552,-0.0006045148062813159,-0.44665029651851446
P1,218.0,0.0826799849791917,0.2549827791504009,O5_full_TFC,full triadic projection is already active,0.4000517642031204,0.1179616176781164,0.2674352794471196,0.1179616176781164,0.2618162204427854,0.0482190686352836,0.6417972382884388,0.40005176420312044,0.09739888635311937,,,0.0973988863531193,0.0350796148270101,1.4446148937995482,-0.7241877993626806,,,-0.0071035035651220765,-0.6557720313003604,O1_lag0_AB,1.4446148937995482,-0.0071035035651220765,False,O5_full_TFC,O4_B_C_boundary,-0.0071035035651220765,,1.4446148937995482,-0.7241877993626806,,,-0.0071035035651220765,-0.6557720313003604
P1,255.0,-0.0880840255914333,0.1203257521566732,O2_lag5_AB,current AB is active; read short-lag future AB,0.3186994310469258,0.0787266062337528,0.1433340571933747,0.0787266062337528,0.1802533648246844,0.1452570246089112,0.556174037045276,0.31869943104692583,0.3353612093010536,0.0920524756773883,0.0321090258007616,0.0321090258007616,0.2375247073508758,0.8455390774494201,0.9889083301594421,-0.4950230900802134,-1.6354843895883544,-0.7882277429340372,1.7837104487224753,O6_phase_only,1.7837104487224753,0.9889083301594421,False,O1_lag0_AB,O2_lag5_AB,0.8455390774494201,0.9889083301594421,0.8455390774494201,0.9889083301594421,-0.4950230900802134,-1.6354843895883544,-0.7882277429340372,1.7837104487224753
P1,258.0,0.0888877372190644,0.1064474021733435,O2_lag5_AB,current AB is active; read short-lag future AB,0.256088409741124,0.0891874590915063,0.0203625038848731,0.0203625038848731,0.1218794575725011,0.127233784782174,0.2392835374281726,0.256088409741124,0.1715820627423473,0.0939679211982839,0.0490051468737645,0.0490051468737645,0.0366128030582069,0.3844736445838064,-0.19014143952844412,-0.47671277509091614,-1.4245057649617772,-0.5860834955765065,-0.6372969683489537,O1_lag0_AB,0.3844736445838064,-0.19014143952844412,False,O1_lag0_AB,O2_lag5_AB,0.3844736445838064,-0.19014143952844412,0.3844736445838064,-0.19014143952844412,-0.47671277509091614,-1.4245057649617772,-0.5860834955765065,-0.6372969683489537
P1,265.0,-0.2368600353189663,0.2375247073508758,O6_phase_only,phase or closed-loop memory is high,0.0469435150707222,0.0905529465071063,0.0598542825782258,0.0469435150707222,0.0657835813853514,0.3746163160508707,0.1589269935302611,0.046943515070722225,0.2931914925352612,0.0691666115731044,0.1193630997816066,0.0691666115731044,0.1379387250987441,-1.1556622513292412,0.6853275881344566,-0.7137958904445686,-0.5459594955605589,-0.34487285973503645,0.5836899595555126,O2_lag5_AB,0.6853275881344566,0.5836899595555126,False,O4_B_C_boundary,O6_phase_only,-0.5459594955605589,0.5836899595555126,-1.1556622513292412,0.6853275881344566,-0.7137958904445686,-0.5459594955605589,-0.34487285973503645,0.5836899595555126
P1,271.0,0.6024508604545811,0.6809908275966515,O2_lag5_AB,current AB is active; read short-lag future AB,0.3160023607691493,0.0660286472381451,0.1200275231097471,0.0660286472381451,0.1673528437056805,0.1615523719749632,0.46795069330351696,0.3160023607691493,0.3067772962735454,0.0174992354514583,0.1878832125515763,0.0174992354514583,0.3679653769559474,0.8256779435921963,0.7831320956387561,-1.2076997478696025,0.30963801637754057,-0.9630184574093305,3.3555328338292254,O6_phase_only,3.3555328338292254,0.7831320956387561,False,O4_B_C_boundary,O2_lag5_AB,0.30963801637754057,0.7831320956387561,0.8256779435921963,0.7831320956387561,-1.2076997478696025,0.30963801637754057,-0.9630184574093305,3.3555328338292254
P1,281.0,-0.340746648108966,0.3679653769559474,O6_phase_only,phase or closed-loop memory is high,0.3075005266277683,0.0168068696887764,0.1891177462862826,0.0168068696887764,0.1711417142009424,0.0776927384495379,0.9407123996011326,0.30750052662776833,0.2103402155924952,0.0167467430257782,0.0450608338209084,0.0167467430257782,0.040405489251952,0.7630707259363453,0.08887937692888473,-1.2148930473871062,-1.473757645875314,-0.9720212346961479,-0.591594741604312,O1_lag0_AB,0.7630707259363453,-0.591594741604312,False,O4_B_C_boundary,O1_lag0_AB,-1.473757645875314,0.7630707259363453,0.7630707259363453,0.08887937692888473,-1.2148930473871062,-1.473757645875314,-0.9720212346961479,-0.591594741604312
P1,300.0,0.0174722693669905,0.0644634950617862,O2_lag5_AB,current AB is active; read short-lag future AB,0.3084527809228978,0.0511564260891198,0.1863644401155884,0.0511564260891198,0.181991215709202,0.1314772100935851,0.4493760710840136,0.3084527809228978,0.08625472635744566,0.1312648309830497,0.1919030026153647,0.0862547263574456,0.0291143813651175,0.7700830942003544,-0.8044148584990171,-0.12018049117236464,0.3598323642566379,-0.1404316103550785,-0.7276536577607177,O1_lag0_AB,0.7700830942003544,-0.8044148584990171,False,O4_B_C_boundary,O6_phase_only,0.3598323642566379,-0.7276536577607177,0.7700830942003544,-0.8044148584990171,-0.12018049117236464,0.3598323642566379,-0.1404316103550785,-0.7276536577607177
P1,302.0,-0.0218587486280175,0.0738280378826209,O5_full_TFC,full triadic projection is already active,0.1260471311592061,0.1272698836900645,0.1945751507909205,0.1260471311592061,0.1492973885467304,0.1093894627172096,0.7000763395298273,0.1260471311592061,0.05049718136400316,0.1362980882627011,0.1924524924505023,0.0504971813640031,0.0606899072761504,-0.5731459110360908,-1.0618342313250346,-0.07206608373701263,0.366693738483463,-0.5682328783988945,-0.3471655891334614,O4_B_C_boundary,0.366693738483463,-0.5682328783988945,False,O4_B_C_boundary,O5_full_TFC,0.366693738483463,-0.5682328783988945,-0.5731459110360908,-1.0618342313250346,-0.07206608373701263,0.366693738483463,-0.5682328783988945,-0.3471655891334614
P1,317.0,0.3457931540192338,0.3722559452850299,O4_B_C_boundary,B-side boundary projection dominates current C-state,0.0727501964567777,0.1409736575684008,0.1935258618676801,0.0727501964567777,0.1357499052976195,0.0395068953380488,0.8316770918802372,0.07275019645677772,0.040355625092544034,0.367596151692046,0.2813600286251194,0.040355625092544,0.1672944833495426,-0.9656227267226672,-1.1348435236396366,2.1389810860230374,1.4768650979341105,-0.6895658903174575,0.9374296182837997,O3_A_C_boundary,2.1389810860230374,1.4768650979341105,False,O4_B_C_boundary,O4_B_C_boundary,1.4768650979341105,1.4768650979341105,-0.9656227267226672,-1.1348435236396366,2.1389810860230374,1.4768650979341105,-0.6895658903174575,0.9374296182837997
P1,330.0,-0.0880205138140065,0.1662347225396472,O5_full_TFC,full triadic projection is already active,0.1083455171242937,0.4607430634116542,0.257944300609195,0.1083455171242937,0.275677627048381,0.0565606945205895,0.5657298934822808,0.10834551712429377,0.17745212633851734,0.123669292871811,0.3291400388449408,0.123669292871811,0.0008562335703478,-0.7034999951447712,-0.14788271931563196,-0.1927885052415747,2.0734849254830934,0.30719417047217107,-1.0681670068561522,O4_B_C_boundary,2.0734849254830934,0.30719417047217107,False,O1_lag0_AB,O1_lag0_AB,-0.7034999951447712,-0.7034999951447712,-0.7034999951447712,-0.14788271931563196,-0.1927885052415747,2.0734849254830934,0.30719417047217107,-1.0681670068561522
P1,347.0,0.0783333981054355,0.1703171584383681,O4_B_C_boundary,B-side boundary projection dominates current C-state,0.2483979577327698,0.0601535119147013,0.2386214934955886,0.0601535119147013,0.1823909877143532,0.0372396216685658,0.7156266563484193,0.24839795773276982,0.19878701667218288,0.0341167400528022,0.169189779291629,0.0341167400528022,0.1198722043884741,0.32784141737821876,0.005707637349268209,-1.0488480654451202,0.0762166990413331,-0.7642075619330732,0.3659866791340434,O6_phase_only,0.3659866791340434,0.0762166990413331,False,O4_B_C_boundary,O4_B_C_boundary,0.0762166990413331,0.0762166990413331,0.32784141737821876,0.005707637349268209,-1.0488480654451202,0.0762166990413331,-0.7642075619330732,0.3659866791340434
P1,362.0,-0.1497802676246039,0.2337100540328996,O2_lag5_AB,current AB is active; read short-lag future AB,0.2891594995117391,0.0142951864757033,0.1731848864338259,0.0142951864757033,0.1588798574737561,0.0122095019217972,0.7272447321325082,0.2891594995117391,0.2103098930869574,0.0968562329691209,0.3085517812952735,0.0968562329691209,0.0219752668616529,0.6280080256307622,0.08866108452767318,-0.44910254147456513,1.8164033005042683,-0.013595778295542165,-0.8136806616112838,O4_B_C_boundary,1.8164033005042683,0.08866108452767318,False,O6_phase_only,O6_phase_only,-0.8136806616112838,-0.8136806616112838,0.6280080256307622,0.08866108452767318,-0.44910254147456513,1.8164033005042683,-0.013595778295542165,-0.8136806616112838
P1,381.0,0.1195096536317912,0.1702312688262325,O4_B_C_boundary,B-side boundary projection dominates current C-state,0.0687690469722889,0.0919388933561003,0.2163034191586053,0.0687690469722889,0.1256704531623315,0.0264766242521796,0.7317807697084298,0.06876904697228892,0.11517234524997944,0.0893038379355966,0.1845129797463152,0.0893038379355966,0.0477713441002074,-0.9949397762146942,-0.5962362679301463,-0.5212981379970788,0.2675545654568739,-0.10395220999973283,-0.5028354951899194,O4_B_C_boundary,0.2675545654568739,0.2675545654568739,True,O4_B_C_boundary,O2_lag5_AB,0.2675545654568739,-0.5962362679301463,-0.9949397762146942,-0.5962362679301463,-0.5212981379970788,0.2675545654568739,-0.10395220999973283,-0.5028354951899194
P1,394.0,-0.2395561751530914,0.3180357344740208,O4_B_C_boundary,B-side boundary projection dominates current C-state,0.0073041564170213,0.0479693859264205,0.2266790665445006,0.0073041564170213,0.0939842029626475,0.0793393679279792,0.839856995660206,0.007304156417021313,0.23886735706075596,,,0.2388673570607559,0.0117833220261873,-1.4475651411881927,0.2942469117142137,,,1.6854173663112932,-0.9364945592143907,O5_full_TFC,1.6854173663112932,,False,O4_B_C_boundary,O5_full_TFC,,1.6854173663112932,-1.4475651411881927,0.2942469117142137,,,1.6854173663112932,-0.9364945592143907
