selected_operator,n_state_fold_mappings,mean_selected_train_reward,mean_global_best_train_reward
O1_lag0_AB,27,0.19466107678333858,0.05928519488841273
O2_lag5_AB,13,0.1421911369097441,0.04740998805280993
O3_A_C_boundary,22,0.05858073601082436,-0.0026876213725107985
O4_B_C_boundary,15,0.04025249604071649,-0.030070228522547215
O5_full_TFC,6,-0.04978170960733506,-0.11723229907896227
O6_phase_only,17,0.08796683731020621,-0.0559008617857837
O7_suppress_event,23,0.03480669008009967,-0.04176793357201681
