topology_class,topology_name,topology_role,n_nodes,n_directed_edges,edge_convention,event_class,condition,n_seed_events,mean_seed_strength,total_impulse_budget,primary_endpoint_name,primary_p_value,effect_vs_time_shifted,effect_vs_random_event,primary_candidate_pre_fdr,notes,D12_D24_recovery_improvement,D12_D24_recovery_improvement_sd,D12_recovery,D12_recovery_sd,D24_recovery,D24_recovery_sd,bounded_non_runaway_score,bounded_non_runaway_score_sd,differentiated_recovery,differentiated_recovery_sd,late_window_stability,late_window_stability_sd,mean_phase_locking,mean_phase_locking_sd,n_events_evaluated,n_events_evaluated_sd,non_collapsed_differentiation_score,non_collapsed_differentiation_score_sd,post_event_readout_score,post_event_readout_score_sd,primary_q_value,interpretation
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,FES_phase_transition,endogenous,192,0.09999999999999999,19.2,differentiated_recovery,0.5031055900621118,0.000959508852915488,-0.0003290974700237303,False,primary Luke/D12RG normalized readout candidate,-0.0005307444303767984,0.003991269554831038,0.500260967315971,0.003961440975822882,0.49835987220282707,0.006290144674772095,0.9290446038758873,0.0013680044330981298,-0.0006704460000790204,0.002071756150283565,0.7683298134156351,0.016525942483270235,0.7270889364357566,0.006648323494026544,24.0,0.0,0.5849132976640081,0.005044285985291506,0.5209021798340154,0.003733325471886316,0.8589174800354924,negative_or_inconclusive_for_primary_B3_event_conditioned_recovery
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,FES_phase_transition,time_shifted,192,0.09999999999999999,19.2,differentiated_recovery,,,,False,primary Luke/D12RG normalized readout candidate,-0.002289878249516449,0.004388850963025257,0.5040719145219554,0.005263976520245899,0.4992401938095691,0.005330673164628822,0.9291747191773734,0.001581302947519303,-0.0016299548529945084,0.002259468429153774,0.659855443518611,0.0263911282390177,0.7227491360863629,0.009754174441397173,25.0,0.0,0.5826546891284671,0.0058015839029285695,0.5180095153430384,0.0046000989565188844,,control_or_reference_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,FES_phase_transition,random_event,192,0.09999999999999999,19.2,differentiated_recovery,,,,False,primary Luke/D12RG normalized readout candidate,-0.0006173022912656501,0.0017080622230799113,0.5003231988255933,0.0018238142764581368,0.4996781409985047,0.001652117027762315,0.9312036457767647,0.001153774774056509,-0.00034134853005529013,0.0009300062582880016,0.6256398055932457,0.025195684408551296,0.698304709679973,0.006577654646286509,191.0,0.0,0.6061056174891088,0.004565385172720413,0.5074609597400013,0.001436839887151319,,control_or_reference_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,FES_phase_transition,unseeded,0,,,differentiated_recovery,,,,False,primary Luke/D12RG normalized readout candidate,,,,,,,,,,,0.7697924330163715,0.14147222849411192,0.7465300424511663,0.27945526991000336,0.0,0.0,,,,,,control_or_reference_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,FES_phase_transition,artificial_seeded,192,,,differentiated_recovery,,,,False,primary Luke/D12RG normalized readout candidate,,,,,,,,,,,0.8619437635236613,0.08784667001228508,0.9955326961632057,0.002199515715811211,0.0,0.0,,,,,,control_or_reference_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,h_zero_crossing,endogenous,1309,0.06571604327262921,86.02230064387163,differentiated_recovery,0.14906832298136646,0.0012211808305812857,0.0008673135683182421,False,primary Luke/D12RG normalized readout candidate,0.010528133298948241,0.0015024367716743466,0.6041025363036014,0.000763479020270736,0.5033074987948709,0.0005523759115032656,0.9620851876088942,0.0013014511016211194,0.008228096612528626,0.0011446772391144927,0.14813157960145446,0.003433006070910221,0.25562416005595695,0.0006588223007197602,234.0,0.0,0.7779334535690897,0.0007098840939510538,0.6043230980514982,0.0007475136534110785,0.8589174800354924,negative_or_inconclusive_for_primary_B3_event_conditioned_recovery
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,h_zero_crossing,time_shifted,1309,0.06571604327262921,86.02230064387163,differentiated_recovery,,,,False,primary Luke/D12RG normalized readout candidate,0.009228825892462642,0.0015377581794575363,0.6106410822188011,0.000736563221754312,0.5079963402782288,0.00045508282374948,0.9622293801360907,0.0011805018770295527,0.00700691578194734,0.001123312604562869,0.3803471401611581,0.0035249597008439643,0.25177468020627963,0.0007518126579661244,234.0,0.0,0.7820478803897117,0.0005894355009960455,0.610855317725008,0.000729530990412383,,control_or_reference_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,h_zero_crossing,random_event,1309,0.06571604327262921,86.02230064387163,differentiated_recovery,,,,False,primary Luke/D12RG normalized readout candidate,0.009103453411828305,0.0012590386228485278,0.5858227258191349,0.000587527503229872,0.47224338631243545,0.00041436177665826355,0.9623850965972398,0.0012067023389422103,0.007360783044210384,0.0009204349005809143,0.25752497878162417,0.0033784621857641823,0.2583813572325761,0.0005993971620717838,237.0,0.0,0.7828714564045466,0.0004888679655554897,0.5858227258191349,0.000587527503229872,,control_or_reference_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,h_zero_crossing,unseeded,0,,,differentiated_recovery,,,,False,primary Luke/D12RG normalized readout candidate,,,,,,,,,,,0.7928434267015916,0.1084423284463271,0.775951144800924,0.2545370413612029,0.0,0.0,,,,,,control_or_reference_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,h_zero_crossing,artificial_seeded,1309,,,differentiated_recovery,,,,False,primary Luke/D12RG normalized readout candidate,,,,,,,,,,,0.8661043613316302,0.09489734090414516,0.9956866062109938,0.002086198761365823,0.0,0.0,,,,,,control_or_reference_condition
