topology_class,topology_name,topology_role,n_nodes,n_directed_edges,edge_convention,event_class,condition,mu_sector,closed_walk_count,closed_walks_per_node,n_seed_events,mean_seed_strength,total_impulse_budget,effect_vs_time_shifted,effect_vs_random_event,mu_p_value,notes,mu_differentiated_recovery,mu_differentiated_recovery_sd,mu_late_window_stability,mu_late_window_stability_sd,mu_post_event_score,mu_post_event_score_sd,mu_recovery_improvement,mu_recovery_improvement_sd,n_events_evaluated,n_events_evaluated_sd,mu_q_value,directional_endogenous_gt_both_controls,mu_diagnostic_interpretation
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,high_boundary_impulse_J,endogenous,10,1099008,91584.0,57,0.09331239298409179,5.318806400093232,-0.001527871035484879,-0.0026671821049621697,0.6832298136645962,primary Luke/D12RG normalized readout candidate,-0.001923503590061432,0.0037646704966937854,0.8445657638660243,0.021056245897996956,0.5015907271799434,0.010014799747903216,-0.004399639372225272,0.006937301667983196,21.0,0.0,0.8863521907000167,False,no_directional_mu_sector_advantage
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,high_boundary_impulse_J,time_shifted,10,1099008,91584.0,57,0.09331239298409179,5.318806400093232,,,,primary Luke/D12RG normalized readout candidate,-0.0003956325545765529,0.0037480540327497645,0.6743436164028489,0.04316666345130698,0.5004758735002561,0.01213051160408149,-0.0020640142077838148,0.006952758487104985,23.0,0.0,,False,control_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,high_boundary_impulse_J,random_event,10,1099008,91584.0,57,0.09331239298409179,5.318806400093232,,,,primary Luke/D12RG normalized readout candidate,0.0007436785149007378,0.0038440538540879432,0.7338545717917108,0.023960013156870717,0.5012943573394419,0.007881893139048787,0.0005634370674701604,0.007463186164647501,56.0,0.0,,False,control_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,high_boundary_impulse_J,endogenous,12,17139456,1428288.0,57,0.09331239298409179,5.318806400093232,-0.0021372924636689668,-0.0005826631940813468,0.6149068322981367,primary Luke/D12RG normalized readout candidate,-0.0009899239351422908,0.003701322906729349,0.7462750317667215,0.01950506589317952,0.49324062319458084,0.01042443590138376,-0.0016468109136348868,0.007038072332336579,21.0,0.0,0.8855543939487116,False,no_directional_mu_sector_advantage
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,high_boundary_impulse_J,time_shifted,12,17139456,1428288.0,57,0.09331239298409179,5.318806400093232,,,,primary Luke/D12RG normalized readout candidate,0.0011473685285266762,0.0034244721190323387,0.8073252857210044,0.02811737806926599,0.5007871323248512,0.012424474759623426,0.002771947267614773,0.006521694104016213,23.0,0.0,,False,control_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,high_boundary_impulse_J,random_event,12,17139456,1428288.0,57,0.09331239298409179,5.318806400093232,,,,primary Luke/D12RG normalized readout candidate,-0.00040726074106094406,0.003881982140599097,0.6780548203927903,0.044542039322255964,0.495436630211035,0.00874241511061128,-0.0011820086581087693,0.007433482812157955,56.0,0.0,,False,control_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,high_boundary_impulse_J,endogenous,16,4314498048,359541504.0,57,0.09331239298409179,5.318806400093232,-0.0027469851191045578,-0.0010339172093186673,0.6832298136645962,primary Luke/D12RG normalized readout candidate,-0.002434911476742766,0.0036783980367812584,0.6728063520960965,0.06219350103240487,0.4986058236022347,0.012617074176649734,-0.005028938767826724,0.0070138532914864925,21.0,0.0,0.8863521907000167,False,no_directional_mu_sector_advantage
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,high_boundary_impulse_J,time_shifted,16,4314498048,359541504.0,57,0.09331239298409179,5.318806400093232,,,,primary Luke/D12RG normalized readout candidate,0.0003120736423617918,0.00335192392933026,0.8152983223805841,0.04930950586120399,0.5019909799519642,0.010493188925727466,0.0006369013474898738,0.00612918863254019,23.0,0.0,,False,control_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,high_boundary_impulse_J,random_event,16,4314498048,359541504.0,57,0.09331239298409179,5.318806400093232,,,,primary Luke/D12RG normalized readout candidate,-0.0014009942674240987,0.003959088171078748,0.4975577215628138,0.06793645086447142,0.4967133060475787,0.008490021954126238,-0.003767215022083789,0.007519880842406411,56.0,0.0,,False,control_condition
standalone Cn(k) directed rings,"C12(1,2)",primary,12,48,bidirectional 1-jump and 2-jump; 48 directed arrows,high_boundary_impulse_J,endogenous,20,1100589330432,91715777536.0,57,0.09331239298409179,5.318806400093232,0.0035421055015843585,0.006712251446976686,0.12422360248447205,primary Luke/D12RG normalized readout candidate,0.003385598615501983,0.004046310200694489,0.5751667660940406,0.09441664188675791,0.5087549577644314,0.01353463348233949,0.006787108508003815,0.007866932405666178,21.0,0.0,0.8575270538515719,True,directional_mu_sector_signal_not_fdr_confirmed
