source_file,condition,column,n_values,lift_overlap_score_8_12_24,entropy_deficit_D8,entropy_deficit_D12,entropy_deficit_D24,raw_p_vs_uniform_phase,fdr_q_vs_uniform_phase
backups/mm_fullnb_random/event_level_with_fes_phase_TRUE_RICCI.csv,control,r_local,223,2.9570479582949326e-11,7.102302894024248e-05,0.0003530058605791808,0.0011794438296424126,1.0,1.0
backups/mm_fullnb_random/event_level_with_fes_phase_TRUE_RICCI.csv,control,r_local_z,221,5.244107620022161e-11,0.00015403279049541752,0.00035727187082956746,0.000952926903476925,1.0,1.0
backups/mm_fullnb_reverse/event_level_with_fes_phase_TRUE_RICCI.csv,control,phase,241,0.9334051182972917,0.6240667210588202,0.9735394803490891,1.536333801048044,0.000999000999000999,0.002040512678810551
backups/mm_fullnb_reverse/event_level_with_fes_phase_TRUE_RICCI.csv,control,phase_z,241,1.0733563021505366e-12,5.9767890807638224e-05,9.34149449385302e-05,0.00019224702082842882,1.0,1.0
backups/mm_fullnb_reverse/event_level_with_fes_phase_TRUE_RICCI.csv,control,phi,241,1.0733563021505366e-12,5.9767890807638224e-05,9.34149449385302e-05,0.00019224702082842882,1.0,1.0
backups/mm_fullnb_reverse/event_level_with_fes_phase_TRUE_RICCI.csv,control,dphi,241,1.0733563021505366e-12,5.9767890807638224e-05,9.34149449385302e-05,0.00019224702082842882,1.0,1.0
backups/mm_fullnb_reverse/event_level_with_fes_phase_TRUE_RICCI.csv,control,distance,241,1.0733563021505366e-12,5.9767890807638224e-05,9.34149449385302e-05,0.00019224702082842882,1.0,1.0
backups/mm_fullnb_reverse/event_level_with_fes_phase_TRUE_RICCI.csv,control,distance_z,241,1.0733563021505366e-12,5.9767890807638224e-05,9.34149449385302e-05,0.00019224702082842882,1.0,1.0
backups/mm_fullnb_reverse/event_level_with_fes_phase_TRUE_RICCI.csv,control,r_local,241,1.0733563021505366e-12,5.9767890807638224e-05,9.34149449385302e-05,0.00019224702082842882,1.0,1.0
backups/mm_fullnb_reverse/event_level_with_fes_phase_TRUE_RICCI.csv,control,r_local_z,241,1.0733563021505366e-12,5.9767890807638224e-05,9.34149449385302e-05,0.00019224702082842882,1.0,1.0
backups/mm_fullnb_shift1/event_level_with_fes_phase_TRUE_RICCI.csv,control,phase,223,0.9035318223041984,0.6367982976896944,0.962416087961619,1.4742756246291135,0.000999000999000999,0.002040512678810551
backups/mm_fullnb_shift1/event_level_with_fes_phase_TRUE_RICCI.csv,control,phase_z,223,2.9570479582949326e-11,7.102302894024248e-05,0.0003530058605791808,0.0011794438296424126,1.0,1.0
backups/mm_fullnb_shift1/event_level_with_fes_phase_TRUE_RICCI.csv,control,phi,223,2.9570479582949326e-11,7.102302894024248e-05,0.0003530058605791808,0.0011794438296424126,1.0,1.0
backups/mm_fullnb_shift1/event_level_with_fes_phase_TRUE_RICCI.csv,control,dphi,223,2.9570479582949326e-11,7.102302894024248e-05,0.0003530058605791808,0.0011794438296424126,1.0,1.0
backups/mm_fullnb_shift1/event_level_with_fes_phase_TRUE_RICCI.csv,control,distance,223,2.9570479582949326e-11,7.102302894024248e-05,0.0003530058605791808,0.0011794438296424126,1.0,1.0
backups/mm_fullnb_shift1/event_level_with_fes_phase_TRUE_RICCI.csv,control,distance_z,223,2.9570479582949326e-11,7.102302894024248e-05,0.0003530058605791808,0.0011794438296424126,1.0,1.0
backups/mm_fullnb_shift1/event_level_with_fes_phase_TRUE_RICCI.csv,control,r_local,223,2.9570479582949326e-11,7.102302894024248e-05,0.0003530058605791808,0.0011794438296424126,1.0,1.0
backups/mm_fullnb_shift1/event_level_with_fes_phase_TRUE_RICCI.csv,control,r_local_z,223,2.9570479582949326e-11,7.102302894024248e-05,0.0003530058605791808,0.0011794438296424126,1.0,1.0
backups/mm_original_state/Chapter3/ricci_eps72_restoring_test.csv,other,eps72_deg,650,2.8366940315210374,1.3900102085160846,1.3774155865248359,1.481595028434747,0.000999000999000999,0.002040512678810551
backups/mm_original_state/Chapter3/ricci_eps72_restoring_test.csv,other,deps72_deg,650,1.1941368571130635,0.9886766749767171,1.075662975194966,1.1228547860753904,0.000999000999000999,0.002040512678810551
backups/mm_original_state/Chapter3/ricci_phase_sync_summary.csv,other,circ_mean_deg,26,5.872986808600011,1.3892558656610317,1.7947209737691963,2.3554823159955287,0.000999000999000999,0.002040512678810551
backups/mm_original_state/Chapter3/ricci_phase_sync_summary.csv,other,mean_abs_dpsi_deg,26,6.773143733722759,1.539237399290975,1.9953547561650715,2.205284192098463,0.000999000999000999,0.002040512678810551
backups/mm_original_state/event_level_with_fes_phase_TRUE_RICCI.csv,other,phase,226,0.9546347156332877,0.6169119842722706,0.9863547270092006,1.568848064748607,0.000999000999000999,0.002040512678810551
backups/mm_original_state/event_level_with_fes_phase_TRUE_RICCI.csv,other,phase_z,226,3.1545089580092463e-11,0.00011678952546878563,0.00019815195768613236,0.0013631056056078172,1.0,1.0
backups/mm_original_state/event_level_with_fes_phase_TRUE_RICCI.csv,other,phi,226,3.1545089580092463e-11,0.00011678952546878563,0.00019815195768613236,0.0013631056056078172,1.0,1.0
backups/mm_original_state/event_level_with_fes_phase_TRUE_RICCI.csv,other,dphi,226,3.1545089580092463e-11,0.00011678952546878563,0.00019815195768613236,0.0013631056056078172,1.0,1.0
backups/mm_original_state/event_level_with_fes_phase_TRUE_RICCI.csv,other,distance,226,3.1545089580092463e-11,0.00011678952546878563,0.00019815195768613236,0.0013631056056078172,1.0,1.0
backups/mm_original_state/event_level_with_fes_phase_TRUE_RICCI.csv,other,distance_z,226,3.1545089580092463e-11,0.00011678952546878563,0.00019815195768613236,0.0013631056056078172,1.0,1.0
backups/mm_original_state/event_level_with_fes_phase_TRUE_RICCI.csv,other,r_local,226,3.1545089580092463e-11,0.00011678952546878563,0.00019815195768613236,0.0013631056056078172,1.0,1.0
backups/mm_original_state/event_level_with_fes_phase_TRUE_RICCI.csv,other,r_local_z,226,3.1545089580092463e-11,0.00011678952546878563,0.00019815195768613236,0.0013631056056078172,1.0,1.0
